Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Crystal Palace,2021-05-23,Liverpool,eng Premier League,L 0-2,0,2,-2,31,0,0,0,0,183,289,63.3,3,14,2,0,14,3205,1514,103,128,80.5,56,80,70.0,21,59,35.6,24,16,18,5,1,11,19,57.9,8,11,4,7,10,34,20,0,0.6,0.6,-1.0,-1.0,0.3,0.1,-0.6,-0.6,-0.3,0.12,5,0.00,0.00,4,80.0,19.4,1,1.7,0.34,-0.3,395,84,191,160,47,5,395,178,928,519,8,4,2,15,9,179,12,Match Report
2,Crystal Palace,2021-05-19,Arsenal,eng Premier League,L 1-3,1,3,-2,32,1,0,0,0,208,312,66.7,12,19,7,4,26,3897,1687,90,114,78.9,74,107,69.2,33,65,50.8,20,12,12,6,2,7,14,50.0,7,11,2,9,8,28,24,0,1.0,1.0,-0.8,-0.8,1.0,1.0,0.0,0.0,0.0,0.08,12,0.08,0.17,6,50.0,13.6,0,1.9,0.64,-1.1,434,55,139,196,105,25,434,206,1179,603,13,10,4,17,5,205,25,Match Report
3,Crystal Palace,2021-05-16,Aston Villa,eng Premier League,W 3-2,3,2,+1,45,3,0,0,0,259,369,70.2,16,28,11,6,31,4325,1876,135,172,78.5,92,114,80.7,22,61,36.1,15,10,7,4,4,7,8,87.5,1,17,6,11,6,21,22,0,1.9,1.9,+0.5,+0.5,0.8,0.7,+1.1,+1.1,+1.2,0.08,23,0.13,0.38,8,34.8,18.0,2,1.0,0.20,-1.0,494,52,139,207,154,33,494,203,1371,713,15,16,7,16,10,257,30,Match Report
4,Crystal Palace,2021-05-11,Southampton,eng Premier League,L 1-3,1,3,-2,38,1,0,1,1,257,346,74.3,5,26,8,0,26,4609,2299,136,161,84.5,80,105,76.2,32,52,61.5,17,10,4,9,4,5,9,55.6,4,11,4,7,16,33,19,0,1.5,0.7,+0.2,-0.5,0.2,0.4,-0.5,+0.3,-0.2,0.07,10,0.10,0.33,3,30.0,18.9,1,1.9,0.32,-1.1,459,53,149,194,120,20,458,264,916,381,9,5,3,18,5,255,26,Match Report
5,Crystal Palace,2021-05-08,Sheffield Utd,eng Premier League,W 2-0,2,0,+2,50,2,0,0,0,361,464,77.8,15,24,13,2,49,5830,2561,190,220,86.4,124,144,86.1,30,67,44.8,21,14,12,6,3,9,18,50.0,9,8,1,7,8,29,12,0,2.0,2.0,+1.3,+1.3,1.8,1.2,0.0,0.0,+0.2,0.10,21,0.10,0.25,8,38.1,16.1,1,0.0,,0.0,577,54,163,255,154,37,577,250,1582,850,18,8,8,18,11,356,47,Match Report
6,Crystal Palace,2021-05-01,Manchester City,eng Premier League,L 0-2,0,2,-2,32,0,0,0,0,241,342,70.5,6,18,4,1,19,3917,1939,125,154,81.2,69,92,75.0,25,55,45.5,18,12,11,5,2,6,19,31.6,13,18,7,11,19,37,17,0,0.9,0.9,-0.8,-0.8,0.3,0.4,-0.9,-0.9,-0.3,0.10,9,0.00,0.00,4,44.4,19.6,0,0.5,0.17,-1.5,472,67,179,199,101,14,472,191,1233,590,13,12,4,16,7,239,19,Match Report
7,Crystal Palace,2021-04-26,Leicester City,eng Premier League,L 1-2,1,2,-1,34,1,0,0,0,217,335,64.8,4,24,1,0,14,4038,2044,110,137,80.3,76,102,74.5,27,68,39.7,13,8,6,7,0,8,15,53.3,7,12,2,10,18,31,17,0,0.7,0.7,-0.8,-0.8,0.7,0.7,+0.3,+0.3,+0.3,0.19,4,0.25,0.50,2,50.0,14.6,0,1.3,0.26,-0.7,435,46,147,199,96,6,435,162,848,366,4,6,2,19,9,213,14,Match Report
8,Crystal Palace,2021-04-10,Chelsea,eng Premier League,L 1-4,1,4,-3,36,1,0,0,0,360,469,76.8,1,15,1,1,17,5657,2253,195,223,87.4,120,141,85.1,29,59,49.2,14,5,7,4,3,5,14,35.7,9,14,8,6,14,28,17,1,0.4,0.4,-2.7,-2.7,0.4,0.4,+0.6,+0.6,+0.6,0.38,1,1.00,1.00,1,100.0,5.9,0,3.9,0.43,-0.1,563,80,239,244,84,7,563,275,1265,533,13,9,4,14,11,355,17,Match Report
9,Crystal Palace,2021-04-05,Everton,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,447,548,81.6,9,31,9,0,50,7480,2829,221,249,88.8,169,186,90.9,44,81,54.3,17,13,8,6,3,8,14,57.1,6,12,1,11,8,25,10,0,0.7,0.7,-1.7,-1.7,0.5,0.6,+0.3,+0.3,+0.5,0.06,13,0.08,0.17,6,46.2,20.1,0,1.8,0.27,+0.8,654,46,224,255,164,26,654,320,2083,1122,27,15,10,22,8,446,50,Match Report
10,Crystal Palace,2021-03-13,West Brom,eng Premier League,W 1-0,1,0,+1,45,0,1,1,0,251,372,67.5,2,11,4,1,17,3780,1784,145,181,80.1,71,103,68.9,20,56,35.7,17,13,8,8,1,9,18,50.0,9,13,5,8,4,21,33,0,1.2,0.4,+0.4,-0.4,0.1,0.3,-0.2,-0.4,-0.1,0.08,5,0.00,0.00,3,60.0,23.0,0,0.2,0.17,+0.2,486,72,207,186,97,14,485,218,1299,661,9,7,3,17,11,249,16,Match Report
