Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Liverpool,2021-05-23,Crystal Palace,eng Premier League,W 2-0,2,0,+2,69,2,0,0,0,535,643,83.2,16,37,24,3,60,8872,3280,271,297,91.2,187,220,85.0,56,85,65.9,15,12,3,7,5,6,14,42.9,8,10,0,10,10,25,5,1,1.6,1.6,+1.0,+1.0,1.5,2.0,+0.4,+0.4,+0.5,0.08,19,0.11,0.40,5,26.3,14.7,1,0.4,0.11,+0.4,744,41,146,255,236,47,744,449,2170,1140,26,19,9,24,13,530,60,Match Report
2,Liverpool,2021-05-19,Burnley,eng Premier League,W 3-0,3,0,+3,59,3,0,0,0,516,622,83.0,17,43,14,3,44,8014,2883,279,307,90.9,180,208,86.5,37,69,53.6,15,7,11,2,2,3,7,42.9,4,7,4,3,6,21,37,0,2.6,2.6,+1.8,+1.8,1.9,1.9,+0.4,+0.4,+1.1,0.14,20,0.15,1.00,3,15.0,16.2,1,0.5,0.17,+0.5,737,94,230,255,214,31,737,440,2368,1307,31,21,9,14,10,515,44,Match Report
3,Liverpool,2021-05-16,West Brom,eng Premier League,W 2-1,2,1,+1,76,2,0,0,0,641,756,84.8,24,50,22,3,58,9828,3317,330,358,92.2,234,257,91.1,44,82,53.7,8,4,3,4,1,2,7,28.6,5,4,1,3,6,14,17,0,1.9,1.9,+1.0,+1.0,1.6,1.4,+0.1,+0.1,+0.4,0.08,26,0.08,0.33,6,23.1,18.3,1,0.9,0.31,-0.1,862,61,197,255,255,46,862,477,2967,1708,34,25,8,13,7,637,58,Match Report
4,Liverpool,2021-05-13,Manchester Utd,eng Premier League,W 4-2,4,2,+2,47,4,0,0,0,382,489,78.1,13,24,7,0,28,6529,2369,169,191,88.5,171,201,85.1,31,73,42.5,16,9,7,6,3,5,17,29.4,12,18,6,12,12,28,19,1,2.7,2.7,+0.8,+0.8,2.3,1.2,+1.3,+1.3,+0.7,0.16,17,0.24,0.50,8,47.1,14.9,0,0.6,0.32,-1.4,625,64,223,243,167,36,625,355,1789,1026,23,11,14,16,12,381,28,Match Report
5,Liverpool,2021-05-08,Southampton,eng Premier League,W 2-0,2,0,+2,54,2,0,0,0,520,616,84.4,12,42,13,3,50,9006,2955,250,274,91.2,212,233,91.0,49,76,64.5,15,7,4,9,2,5,14,35.7,9,15,2,13,8,23,17,2,1.7,1.7,+0.6,+0.6,1.6,1.4,+0.3,+0.3,+0.4,0.12,14,0.14,0.33,6,42.9,13.6,0,0.9,0.14,+0.9,726,65,196,255,194,31,726,412,2015,1050,22,17,12,11,8,511,49,Match Report
6,Liverpool,2021-04-24,Newcastle Utd,eng Premier League,D 1-1,1,1,0,68,1,0,0,0,746,834,89.4,16,61,16,5,71,12033,3993,367,393,93.4,319,349,91.4,40,53,75.5,21,10,7,10,4,11,25,44.0,14,8,2,6,8,29,15,0,2.4,2.4,+1.4,+1.4,1.5,1.3,-1.4,-1.4,-1.5,0.11,22,0.05,0.11,9,40.9,17.6,1,1.0,0.25,0.0,950,63,200,255,255,33,950,563,3043,1617,30,27,7,15,5,744,71,Match Report
7,Liverpool,2021-04-19,Leeds United,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,282,374,75.4,13,24,11,0,35,5063,2327,125,149,83.9,117,143,81.8,32,55,58.2,15,10,7,6,2,8,20,40.0,12,15,3,12,10,25,29,1,1.4,1.4,-0.8,-0.8,1.0,1.3,-0.4,-0.4,0.0,0.09,17,0.06,0.14,7,41.2,17.1,0,1.4,0.28,+0.4,510,73,151,209,157,41,510,265,1624,941,19,19,7,12,9,276,35,Match Report
8,Liverpool,2021-04-10,Aston Villa,eng Premier League,W 2-1,2,1,+1,65,2,0,0,0,504,628,80.3,16,36,12,0,58,8026,2980,277,302,91.7,189,233,81.1,34,63,54.0,14,9,8,6,0,5,13,38.5,8,4,0,4,7,21,17,0,2.3,2.3,+1.7,+1.7,1.2,0.8,-0.3,-0.3,-1.2,0.10,23,0.09,0.20,10,43.5,16.7,1,0.6,0.12,-0.4,734,62,248,255,194,43,734,451,2521,1489,29,15,13,18,11,502,57,Match Report
9,Liverpool,2021-04-03,Arsenal,eng Premier League,W 3-0,3,0,+3,64,3,0,0,0,638,751,85.0,10,33,14,3,39,10600,3078,321,353,90.9,254,281,90.4,48,79,60.8,18,11,2,10,6,9,15,60.0,6,5,1,4,6,24,11,0,2.4,2.4,+2.3,+2.3,1.9,1.5,+0.6,+0.6,+0.1,0.15,16,0.19,0.43,7,43.8,18.2,0,0.6,0.30,+0.6,830,53,225,255,183,28,830,555,2202,1052,19,13,4,14,15,629,38,Match Report
10,Liverpool,2021-03-15,Wolves,eng Premier League,W 1-0,1,0,+1,47,1,0,0,0,378,502,75.3,12,20,8,1,43,6441,2410,183,220,83.2,159,193,82.4,30,64,46.9,14,9,5,9,0,4,15,26.7,11,12,3,9,14,28,26,0,0.9,0.9,-0.2,-0.2,0.9,1.3,+0.1,+0.1,+0.1,0.07,12,0.08,0.25,4,33.3,16.2,0,1.4,0.28,+1.4,622,66,167,255,138,24,622,347,2105,1097,20,17,7,15,8,375,43,Match Report
