Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Southampton,2021-05-23,West Ham,eng Premier League,L 0-3,0,3,-3,62,0,0,0,0,459,573,80.1,16,28,10,1,37,6597,2307,264,295,89.5,147,168,87.5,26,65,40.0,23,13,14,9,0,12,19,63.2,7,12,1,11,7,30,12,0,1.5,1.5,+0.2,+0.2,1.5,1.0,-1.5,-1.5,-1.5,0.09,17,0.00,0.00,5,29.4,17.0,0,1.6,0.25,-1.4,685,54,204,255,126,23,685,432,2691,1337,29,22,4,18,9,457,37,Match Report
2,Southampton,2021-05-18,Leeds United,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,348,437,79.6,12,30,9,1,33,5447,2243,186,215,86.5,126,147,85.7,24,54,44.4,23,15,7,14,2,10,17,58.8,7,18,2,16,13,36,13,0,1.6,1.6,-0.2,-0.2,0.8,0.6,-1.6,-1.6,-0.8,0.09,18,0.00,0.00,3,16.7,21.4,1,2.4,0.35,+0.4,572,54,161,255,167,20,572,250,1910,1104,22,23,3,15,21,345,33,Match Report
3,Southampton,2021-05-15,Fulham,eng Premier League,W 3-1,3,1,+2,47,3,0,0,0,433,514,84.2,10,22,8,1,30,6731,2230,219,241,90.9,134,148,90.5,44,68,64.7,19,11,9,8,2,6,24,25.0,18,18,3,15,7,26,13,0,1.6,1.6,+0.8,+0.8,1.5,0.9,+1.4,+1.4,+1.5,0.15,11,0.27,0.50,6,54.5,14.2,1,0.9,0.29,-0.1,630,61,181,255,116,21,630,357,1882,1025,14,12,3,17,17,430,30,Match Report
4,Southampton,2021-05-11,Crystal Palace,eng Premier League,W 3-1,3,1,+2,62,3,0,0,0,482,570,84.6,11,24,10,1,36,7153,2353,271,294,92.2,160,182,87.9,28,55,50.9,13,9,3,10,0,8,19,42.1,11,16,5,11,3,16,21,1,1.2,1.2,-0.2,+0.5,1.1,0.6,+1.8,+1.8,+1.9,0.10,13,0.23,0.50,6,46.2,15.8,1,1.2,0.06,+0.2,684,55,174,255,122,16,684,394,1830,938,15,12,1,19,12,481,36,Match Report
5,Southampton,2021-05-08,Liverpool,eng Premier League,L 0-2,0,2,-2,46,0,0,0,0,426,522,81.6,9,21,9,2,29,7264,2520,203,224,90.6,157,176,89.2,49,81,60.5,18,7,10,5,3,10,20,50.0,10,13,3,10,6,24,19,3,1.1,1.1,-0.6,-0.6,0.9,0.7,-1.1,-1.1,-0.9,0.09,12,0.00,0.00,6,50.0,20.3,0,1.6,0.28,-0.4,631,76,253,255,121,17,631,332,1878,902,19,17,4,14,10,421,28,Match Report
6,Southampton,2021-04-30,Leicester City,eng Premier League,D 1-1,1,1,0,30,0,1,1,0,191,297,64.3,4,8,1,0,10,3581,1499,86,106,81.1,81,112,72.3,21,64,32.8,14,7,4,10,0,6,15,40.0,9,13,5,8,8,22,36,0,0.9,0.2,-1.0,-1.8,0.2,0.1,+0.1,-0.2,-0.2,0.05,4,0.00,0.00,2,50.0,24.4,0,1.9,0.22,+0.9,420,85,231,150,43,8,419,203,1050,406,6,4,1,13,11,191,10,Match Report
7,Southampton,2021-04-21,Tottenham,eng Premier League,L 1-2,1,2,-1,38,1,0,0,0,298,404,73.8,5,13,6,2,18,4873,1866,149,180,82.8,105,120,87.5,25,64,39.1,29,15,14,13,2,17,28,60.7,11,22,3,19,7,36,19,0,0.8,0.8,-0.6,+0.2,0.3,0.4,+0.2,+0.2,+0.7,0.09,10,0.10,0.20,5,50.0,19.3,0,1.3,0.10,-0.7,550,67,198,255,98,12,550,274,1487,767,19,10,2,19,8,291,18,Match Report
8,Southampton,2021-04-12,West Brom,eng Premier League,L 0-3,0,3,-3,60,0,0,1,1,364,491,74.1,9,36,9,1,46,6162,2539,182,208,87.5,153,196,78.1,26,64,40.6,14,9,9,4,1,7,17,41.2,10,7,2,5,17,31,16,1,1.5,0.7,-1.4,-1.4,0.5,0.6,-1.5,-0.7,-0.5,0.06,13,0.00,0.00,3,23.1,19.4,1,2.2,0.22,-0.8,595,56,174,248,184,32,594,354,1686,873,20,19,7,16,7,360,46,Match Report
9,Southampton,2021-04-04,Burnley,eng Premier League,W 3-2,3,2,+1,53,3,0,0,0,343,465,73.8,15,23,16,2,45,5658,2267,176,209,84.2,137,168,81.5,22,67,32.8,14,7,7,5,2,7,13,53.8,6,7,0,7,8,22,37,1,2.2,2.2,+0.7,+1.5,1.6,0.7,+0.8,+0.8,+1.4,0.09,24,0.13,0.38,8,33.3,19.0,0,2.0,0.23,0.0,594,75,206,241,155,28,594,256,1750,924,23,11,4,16,10,340,45,Match Report
10,Southampton,2021-03-14,Brighton,eng Premier League,L 1-2,1,2,-1,59,1,0,0,0,417,540,77.2,4,31,8,3,33,7256,2540,172,205,83.9,188,221,85.1,40,79,50.6,13,9,7,6,0,5,10,50.0,5,10,2,8,11,24,19,0,0.6,0.6,-0.2,-0.2,0.1,0.4,+0.4,+0.4,-0.1,0.06,9,0.11,0.25,4,44.4,19.2,1,1.6,0.27,-0.4,654,69,239,255,135,25,654,283,1576,825,18,14,3,21,16,416,33,Match Report
11,Southampton,2021-03-10,Manchester City,eng Premier League,L 2-5,2,5,-3,42,1,1,1,0,421,513,82.1,6,25,5,0,21,6790,2126,216,235,91.9,156,171,91.2,36,71,50.7,22,15,9,13,0,12,28,42.9,16,9,2,7,13,35,11,1,1.6,0.9,-1.0,-1.7,0.3,0.3,+0.4,+0.1,-0.3,0.09,10,0.10,0.20,5,50.0,21.5,2,3.2,0.34,-1.8,596,80,222,255,98,14,595,388,1404,603,12,11,2,13,6,413,21,Match Report
12,Southampton,2021-03-06,Sheffield Utd,eng Premier League,W 2-0,2,0,+2,49,1,1,1,0,312,424,73.6,10,15,9,0,28,5371,2153,151,173,87.3,116,148,78.4,32,72,44.4,17,10,10,5,2,10,20,50.0,10,14,1,13,11,28,24,1,1.9,1.1,+1.2,+0.4,1.0,0.5,+0.1,-0.1,0.0,0.08,14,0.07,0.17,6,42.9,22.2,0,0.3,0.15,+0.3,550,70,225,227,107,24,549,280,1720,898,16,14,6,14,9,312,28,Match Report
13,Southampton,2021-03-01,Everton,eng Premier League,L 0-1,0,1,-1,53,0,0,0,0,380,509,74.7,2,13,4,0,27,5693,2193,215,253,85.0,133,157,84.7,20,62,32.3,26,14,12,10,4,16,30,53.3,14,10,4,6,16,42,13,0,0.6,0.6,-0.6,-0.6,0.3,0.2,-0.6,-0.6,-0.3,0.06,9,0.00,0.00,1,11.1,16.7,0,0.7,0.71,-0.3,637,48,200,255,143,17,637,327,1815,867,19,18,3,22,12,379,27,Match Report
14,Southampton,2021-02-23,Leeds United,eng Premier League,L 0-3,0,3,-3,54,0,0,0,0,308,419,73.5,9,26,3,0,27,4897,2385,148,176,84.1,127,153,83.0,18,51,35.3,18,9,7,7,4,9,15,60.0,6,9,0,9,11,29,4,0,0.9,0.9,-0.4,-0.4,0.5,0.6,-0.9,-0.9,-0.5,0.07,13,0.00,0.00,5,38.5,18.6,0,2.5,0.35,-0.5,519,39,132,255,135,18,519,263,1953,847,29,17,4,25,20,306,26,Match Report
