Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Leeds United,2021-05-23,West Brom,eng Premier League,W 3-1,3,1,+2,64,2,1,1,0,440,542,81.2,12,36,15,2,45,7794,3046,198,229,86.5,185,217,85.3,47,71,66.2,21,14,10,5,6,7,17,41.2,10,8,3,5,8,29,10,1,2.3,1.5,+1.3,+0.5,1.2,1.2,+0.7,+0.5,-0.2,0.09,16,0.13,0.25,8,50.0,18.9,1,0.8,0.17,-0.2,656,61,208,255,169,28,655,318,2174,1392,34,15,1,18,3,435,44,Match Report
2,Leeds United,2021-05-18,Southampton,eng Premier League,W 2-0,2,0,+2,49,2,0,0,0,315,426,73.9,11,17,6,1,27,5710,2378,132,158,83.5,134,163,82.2,38,68,55.9,35,20,15,18,2,14,23,60.9,9,9,4,5,15,50,13,0,1.7,1.7,+0.2,+0.2,1.3,0.6,+0.3,+0.3,-0.3,0.12,15,0.13,0.29,7,46.7,18.8,0,1.3,0.44,+1.3,554,75,243,223,91,17,554,344,1448,659,8,7,4,13,13,315,27,Match Report
3,Leeds United,2021-05-15,Burnley,eng Premier League,W 4-0,4,0,+4,52,4,0,0,0,363,491,73.9,11,20,9,1,31,6293,2084,172,205,83.9,147,181,81.2,35,79,44.3,11,6,5,5,1,5,10,50.0,5,8,4,4,8,19,23,1,1.5,1.5,+0.3,+0.3,1.3,0.9,+2.5,+2.5,+2.7,0.10,16,0.25,0.67,6,37.5,16.8,0,1.0,0.24,+1.0,584,92,255,196,122,18,584,320,1874,1088,22,14,3,12,8,360,31,Match Report
4,Leeds United,2021-05-08,Tottenham,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,383,497,77.1,15,29,7,0,43,6592,2578,166,185,89.7,159,189,84.1,39,75,52.0,20,10,6,9,5,10,21,47.6,11,12,3,9,13,33,24,0,2.5,2.5,+1.6,+1.6,1.9,1.4,+0.5,+0.5,+0.1,0.16,16,0.19,0.43,7,43.8,15.0,0,0.8,0.26,-0.2,624,63,226,232,170,30,624,344,1985,976,28,12,6,17,8,381,43,Match Report
5,Leeds United,2021-05-01,Brighton,eng Premier League,L 0-2,0,2,-2,58,0,0,0,0,421,531,79.3,7,32,6,1,49,7447,2489,183,206,88.8,179,208,86.1,42,80,52.5,17,11,10,6,1,9,22,40.9,13,9,4,5,7,24,13,1,0.6,0.6,-1.7,-0.9,0.4,0.4,-0.6,-0.6,-0.4,0.06,11,0.00,0.00,2,18.2,21.6,0,2.2,0.23,+0.2,625,71,222,255,139,12,625,371,2093,1113,19,11,2,19,4,417,49,Match Report
6,Leeds United,2021-04-25,Manchester Utd,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,323,426,75.8,5,14,3,0,26,5587,1889,142,161,88.2,141,169,83.4,34,76,44.7,30,17,22,5,3,19,37,51.4,18,11,5,6,8,38,22,0,0.3,0.3,-0.9,-0.9,0.2,0.1,-0.3,-0.3,-0.2,0.04,6,0.00,0.00,3,50.0,21.9,0,0.4,0.11,+0.4,535,77,255,178,91,13,535,273,1646,870,15,8,5,17,10,322,26,Match Report
7,Leeds United,2021-04-19,Liverpool,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,470,577,81.5,10,24,8,1,36,9143,3113,173,192,90.1,229,254,90.2,60,108,55.6,23,13,12,7,4,14,21,66.7,7,11,4,7,10,33,18,2,2.3,2.3,+0.8,+0.8,1.9,1.0,-1.3,-1.3,-0.9,0.19,12,0.08,0.20,5,41.7,12.0,0,1.1,0.15,+0.1,696,101,255,231,120,25,696,381,1946,1126,19,12,6,17,7,468,36,Match Report
8,Leeds United,2021-04-10,Manchester City,eng Premier League,W 2-1,2,1,+1,29,2,0,0,0,187,281,66.5,2,11,1,0,11,3713,1497,75,93,80.6,78,104,75.0,30,70,42.9,16,6,12,4,0,4,21,19.0,17,18,11,7,8,24,36,0,0.1,0.1,-2.0,-2.0,0.1,0.3,+1.9,+1.9,+1.9,0.07,2,1.00,1.00,2,100.0,20.5,0,0.8,0.12,-0.2,393,109,227,119,52,7,393,154,1083,567,13,7,3,15,1,186,11,Match Report
9,Leeds United,2021-04-03,Sheffield Utd,eng Premier League,W 2-1,2,1,+1,54,1,0,0,0,413,534,77.3,14,32,11,0,42,7373,2698,183,218,83.9,177,215,82.3,41,69,59.4,15,12,9,4,2,8,14,57.1,6,18,4,14,11,26,13,0,2.4,2.4,+1.3,+1.3,1.9,1.3,-1.4,-1.4,-0.9,0.11,23,0.04,0.13,8,34.8,18.3,1,0.9,0.92,-0.1,653,50,210,254,195,29,653,292,1742,934,26,13,8,20,10,410,42,Match Report
10,Leeds United,2021-03-19,Fulham,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,258,380,67.9,9,20,7,0,38,5101,1858,90,115,78.3,133,162,82.1,33,78,42.3,25,16,9,14,2,13,26,50.0,13,8,2,6,9,34,37,0,1.3,1.3,-0.3,-0.3,1.1,0.5,+0.7,+0.7,+0.9,0.10,13,0.15,0.50,4,30.8,17.5,1,0.6,0.09,-0.4,532,77,181,226,133,20,532,215,1498,911,14,14,3,18,11,257,38,Match Report
11,Leeds United,2021-03-13,Chelsea,eng Premier League,D 0-0,0,0,0,38,0,0,0,0,280,394,71.1,5,21,3,1,24,5123,2295,110,139,79.1,123,151,81.5,35,66,53.0,13,6,10,3,0,9,20,45.0,11,16,5,11,19,32,14,0,0.4,0.4,-0.6,-0.6,0.3,0.3,-0.4,-0.4,-0.3,0.06,7,0.00,0.00,4,57.1,16.0,0,1.1,0.13,+1.1,512,72,230,193,93,14,512,224,1535,732,10,6,4,21,10,278,24,Match Report
12,Leeds United,2021-03-08,West Ham,eng Premier League,L 0-2,0,2,-2,65,0,0,0,0,476,580,82.1,12,30,9,2,59,8135,2685,239,259,92.3,178,213,83.6,49,74,66.2,19,11,5,10,4,8,12,66.7,4,12,5,7,10,29,12,0,1.4,1.4,-0.4,+0.5,1.2,0.9,-1.4,-1.4,-1.2,0.08,17,0.00,0.00,2,11.8,18.4,0,1.8,0.16,-0.2,686,67,198,255,141,24,686,421,2720,1643,25,21,7,25,8,470,59,Match Report
13,Leeds United,2021-02-27,Aston Villa,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,448,579,77.4,10,33,9,1,51,7300,2597,225,252,89.3,161,196,82.1,42,87,48.3,18,10,12,6,0,7,17,41.2,10,4,2,2,7,25,6,0,0.9,0.9,+0.2,+0.2,0.8,0.8,-0.9,-0.9,-0.8,0.07,13,0.00,0.00,3,23.1,18.9,0,0.4,0.09,-0.6,669,50,219,255,178,20,669,398,2575,1489,26,18,6,18,8,444,50,Match Report
14,Leeds United,2021-02-23,Southampton,eng Premier League,W 3-0,3,0,+3,46,3,0,0,0,247,361,68.4,9,14,5,1,21,4610,2141,87,110,79.1,109,146,74.7,34,63,54.0,25,15,16,8,1,5,28,17.9,23,8,2,6,10,35,22,0,1.3,1.3,+0.4,+0.4,1.1,1.4,+1.7,+1.7,+0.9,0.12,11,0.27,0.43,7,63.6,16.2,1,0.6,0.11,+0.6,477,69,253,159,71,22,477,239,1432,763,14,10,6,16,9,247,21,Match Report
15,Leeds United,2021-02-19,Wolves,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,387,487,79.5,12,27,9,1,26,7146,2588,168,190,88.4,153,178,86.0,53,88,60.2,18,11,8,9,1,4,10,40.0,6,9,5,4,11,29,16,2,1.7,1.7,+1.1,+1.1,1.1,1.4,-1.7,-1.7,-1.1,0.10,18,0.00,0.00,7,38.9,13.2,0,0.5,0.11,+0.5,598,55,233,232,135,27,598,282,1389,633,8,6,1,13,7,384,26,Match Report
