Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,West Ham,2023-08-12,Bournemouth,eng Premier League,D 1-1,1,1,0,38,1,0,0,0,233,345,67.5,13,21,7,2,30,4187,2148,99,124,79.8,83,108,76.9,33,70,47.1,30,19,16,11,3,13,23,56.5,10,9,3,6,6,36,32,1,1.1,1.1,-0.3,-0.3,0.9,1.3,-0.1,-0.1,+0.1,0.07,16,0.06,0.50,2,12.5,16.1,0,1.4,0.28,+0.4,489,63,206,180,108,28,489,195,1164,419,10,8,4,22,8,227,30,Match Report
2,West Ham,2023-08-20,Chelsea,eng Premier League,W 3-1,3,1,+2,25,2,1,1,0,178,261,68.2,9,7,5,2,13,3153,1503,86,102,84.3,59,76,77.6,25,59,42.4,14,6,6,7,1,6,21,28.6,15,15,4,11,18,32,27,0,1.8,1.0,-0.7,-0.7,0.5,0.3,+1.2,+1.0,+1.5,0.09,11,0.18,0.40,5,45.5,19.6,0,1.5,0.14,+0.5,391,85,208,117,71,15,390,191,1056,570,11,6,4,18,13,176,13,Match Report
3,West Ham,2023-08-26,Brighton,eng Premier League,W 3-1,3,1,+2,22,3,0,0,0,153,235,65.1,9,16,6,0,25,2853,1567,77,94,81.9,46,64,71.9,25,60,41.7,15,11,12,2,1,9,16,56.3,7,19,10,9,19,34,43,0,3.0,3.0,+1.6,+1.6,2.2,1.1,0.0,0.0,-0.2,0.27,12,0.25,0.43,7,58.3,12.3,0,1.9,0.19,+0.9,386,101,205,103,84,28,386,134,905,516,13,6,9,12,4,150,25,Match Report
4,West Ham,2023-09-01,Luton Town,eng Premier League,W 2-1,2,1,+1,61,2,0,0,0,526,655,80.3,5,43,7,0,43,8895,2848,242,262,92.4,213,248,85.9,46,89,51.7,22,14,13,6,3,14,23,60.9,9,12,5,7,9,31,34,0,1.0,1.0,-0.4,-0.4,0.8,0.7,+1.0,+1.0,+1.2,0.11,9,0.22,0.67,3,33.3,16.3,0,0.8,0.76,-0.2,780,68,241,255,183,22,780,443,2194,1051,14,14,5,20,6,524,43,Match Report
5,West Ham,2023-09-16,Manchester City,eng Premier League,L 1-3,1,3,-2,32,1,0,0,0,297,352,84.4,6,8,1,1,14,5094,2080,136,151,90.1,112,125,89.6,30,44,68.2,14,9,9,3,2,7,14,50.0,7,17,11,6,14,28,34,0,0.9,0.9,-2.6,-2.6,0.9,0.9,+0.1,+0.1,+0.1,0.16,6,0.17,0.33,3,50.0,12.1,0,4.3,0.33,+1.3,474,91,232,185,62,10,474,291,1739,815,17,15,4,12,6,297,14,Match Report
6,West Ham,2023-09-24,Liverpool,eng Premier League,L 1-3,1,3,-2,37,1,0,0,0,304,398,76.4,7,20,3,2,23,4929,1924,161,178,90.4,103,126,81.7,28,65,43.1,24,18,13,9,2,12,21,57.1,9,17,7,10,8,32,30,0,1.1,1.1,-1.9,-1.1,0.9,0.8,-0.1,-0.1,+0.1,0.10,11,0.09,0.25,4,36.4,13.5,0,3.4,0.34,+0.4,518,99,220,211,92,16,518,214,1233,544,8,8,0,12,11,304,23,Match Report
7,West Ham,2023-09-30,Sheffield Utd,eng Premier League,W 2-0,2,0,+2,52,2,0,0,0,446,530,84.2,17,21,15,5,34,7820,2807,214,230,93.0,179,194,92.3,44,77,57.1,16,10,7,6,3,4,9,44.4,5,24,8,16,7,23,19,0,2.1,2.1,+1.1,+1.1,1.8,2.9,-0.1,-0.1,+0.2,0.11,20,0.10,0.25,8,40.0,12.6,1,0.8,0.38,+0.8,647,75,218,255,138,46,647,441,2419,1018,25,14,10,16,13,443,34,Match Report
8,West Ham,2023-10-08,Newcastle Utd,eng Premier League,D 2-2,2,2,0,36,2,0,0,0,250,356,70.2,4,24,5,0,33,4733,2139,115,130,88.5,92,119,77.3,37,81,45.7,11,9,4,5,2,3,9,33.3,6,8,1,7,8,19,9,0,1.2,1.2,-0.8,-0.8,1.1,0.8,+0.8,+0.8,+0.9,0.23,5,0.40,0.67,3,60.0,14.9,1,1.5,0.49,-0.5,423,45,115,215,99,11,423,250,1296,595,15,11,4,6,5,245,31,Match Report
9,West Ham,2023-10-22,Aston Villa,eng Premier League,L 1-4,1,4,-3,42,1,0,0,0,312,395,79.0,8,30,7,2,41,5501,2254,163,184,88.6,109,129,84.5,35,67,52.2,5,3,1,4,0,3,10,30.0,7,8,2,6,4,9,18,0,1.1,1.1,-0.8,-0.1,0.8,0.8,-0.1,-0.1,+0.2,0.08,14,0.07,0.25,4,28.6,15.2,1,3.1,0.32,-0.9,466,49,123,226,121,22,466,282,1532,830,18,9,7,7,12,310,41,Match Report
10,West Ham,2023-10-29,Everton,eng Premier League,L 0-1,0,1,-1,64,0,0,0,0,581,706,82.3,10,42,7,2,48,10268,3237,259,280,92.5,249,294,84.7,61,99,61.6,17,7,8,9,0,7,12,58.3,5,10,2,8,8,25,13,1,0.7,0.7,-0.1,-0.1,0.6,0.6,-0.7,-0.7,-0.6,0.06,12,0.00,0.00,2,16.7,17.3,0,0.8,0.20,-0.2,816,66,255,255,174,29,816,559,2742,1275,27,11,6,11,20,578,47,Match Report
11,West Ham,2023-11-04,Brentford,eng Premier League,L 2-3,2,3,-1,42,2,0,0,0,289,425,68.0,10,29,9,3,30,5465,2101,127,153,83.0,117,161,72.7,40,91,44.0,13,8,7,3,3,6,11,54.5,5,13,4,9,11,24,26,0,1.8,1.8,+0.3,+0.3,1.5,1.0,+0.2,+0.2,-0.5,0.17,12,0.17,1.00,2,16.7,15.3,0,1.7,0.43,-0.3,537,67,171,222,150,24,537,259,1341,591,11,10,3,10,4,285,30,Match Report
12,West Ham,2023-11-12,Nott'ham Forest,eng Premier League,W 3-2,3,2,+1,54,3,0,0,0,464,567,81.8,11,42,4,1,53,8567,3159,196,219,89.5,223,247,90.3,41,79,51.9,19,12,8,8,3,7,8,87.5,1,11,3,8,6,25,25,0,1.8,1.8,+0.1,+0.1,1.2,0.9,+1.2,+1.2,+0.8,0.11,16,0.19,0.50,6,37.5,18.0,1,1.8,0.38,-0.2,683,48,200,255,167,19,683,396,2223,1152,17,14,3,9,6,458,52,Match Report
13,West Ham,2023-11-25,Burnley,eng Premier League,W 2-1,2,1,+1,50,1,0,0,0,393,522,75.3,9,20,7,4,29,6969,2427,173,206,84.0,151,180,83.9,50,93,53.8,20,14,9,10,1,9,14,64.3,5,6,0,6,7,27,12,1,0.9,0.9,-0.4,+0.4,0.7,1.1,+0.1,+0.1,+0.3,0.08,11,0.09,0.33,3,27.3,13.2,0,1.4,0.10,+0.4,621,55,172,255,105,21,621,375,1510,657,10,6,3,14,9,390,29,Match Report
14,West Ham,2023-12-03,Crystal Palace,eng Premier League,D 1-1,1,1,0,55,1,0,0,0,477,612,77.9,7,43,10,3,57,8627,3127,202,230,87.8,230,271,84.9,39,82,47.6,17,12,8,8,1,5,11,45.5,6,16,4,12,9,26,19,1,1.1,1.1,+0.2,+0.2,1.0,1.2,-0.1,-0.1,0.0,0.13,9,0.11,0.33,3,33.3,15.7,1,0.6,0.30,-0.4,727,49,214,255,150,19,727,435,2235,1046,15,12,2,18,18,468,52,Match Report
