Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Brighton,2023-08-12,Luton Town,eng Premier League,W 4-1,4,1,+3,70,3,1,1,0,579,651,88.9,23,40,17,5,64,9392,3379,293,312,93.9,234,249,94.0,35,58,60.3,13,10,5,6,2,7,8,87.5,1,8,2,6,4,17,14,0,4.0,3.2,+2.5,+2.5,2.9,2.9,0.0,-0.2,-0.9,0.12,26,0.12,0.27,11,42.3,17.0,0,1.1,0.04,+0.1,769,73,178,255,225,49,768,557,2613,1461,29,17,11,19,8,574,64,Match Report
2,Brighton,2023-08-19,Wolves,eng Premier League,W 4-1,4,1,+3,53,4,0,0,0,501,585,85.6,15,31,7,0,38,7682,2610,260,286,90.9,177,196,90.3,35,57,61.4,25,17,14,9,2,8,32,25.0,24,13,4,9,10,35,21,0,2.2,2.2,+0.1,+0.1,2.2,1.9,+1.8,+1.8,+1.8,0.14,16,0.25,0.50,8,50.0,15.6,0,1.8,0.50,+0.8,710,90,238,255,132,33,710,390,2062,1129,23,10,11,11,10,492,38,Match Report
3,Brighton,2023-08-26,West Ham,eng Premier League,L 1-3,1,3,-2,78,1,0,0,0,697,812,85.8,21,79,30,6,109,11414,3365,357,394,90.6,287,326,88.0,43,67,64.2,12,6,6,3,3,8,17,47.1,9,10,1,9,6,18,12,1,1.5,1.5,-1.6,-1.6,1.0,2.0,-0.5,-0.5,0.0,0.06,25,0.04,0.10,10,40.0,19.5,1,2.9,0.42,-0.1,911,48,115,255,255,66,911,663,3253,2089,42,36,14,12,6,689,108,Match Report
4,Brighton,2023-09-02,Newcastle Utd,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,528,595,88.7,12,31,8,1,33,8905,2895,268,288,93.1,203,215,94.4,47,65,72.3,8,3,3,3,2,3,16,18.8,13,13,3,10,11,19,12,0,1.3,1.3,+0.1,+0.1,0.7,0.8,+1.7,+1.7,+1.3,0.09,15,0.20,0.50,6,40.0,17.3,0,0.4,0.20,-0.6,701,100,239,255,161,29,701,486,2484,1192,19,16,8,14,9,522,33,Match Report
5,Brighton,2023-09-16,Manchester Utd,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,614,677,90.7,10,17,7,2,27,10600,3482,292,304,96.1,255,275,92.7,51,69,73.9,19,9,11,7,1,9,31,29.0,22,13,6,7,10,29,19,0,1.7,1.7,+0.7,+0.7,1.7,0.6,+1.3,+1.3,+1.3,0.17,10,0.30,0.38,8,80.0,17.1,0,0.7,0.17,-0.3,788,111,255,255,86,14,788,513,2732,1415,29,16,4,17,6,607,27,Match Report
6,Brighton,2023-09-24,Bournemouth,eng Premier League,W 3-1,3,1,+2,61,2,0,0,0,469,550,85.3,11,20,7,2,32,8146,2643,217,235,92.3,184,211,87.2,57,85,67.1,24,15,12,7,5,7,23,30.4,16,10,5,5,10,34,14,1,1.9,1.9,+0.7,+0.7,1.8,1.2,+0.1,+0.1,+0.2,0.14,13,0.15,0.50,4,30.8,17.1,0,0.6,0.21,-0.4,677,65,254,255,111,16,677,384,1890,770,9,4,2,24,11,449,31,Match Report
7,Brighton,2023-09-30,Aston Villa,eng Premier League,L 1-6,1,6,-5,61,1,0,0,0,478,550,86.9,10,29,9,1,39,7560,2392,234,249,94.0,203,229,88.6,25,39,64.1,19,13,4,14,1,7,16,43.8,9,12,6,6,8,27,13,1,1.7,1.7,+0.1,+0.1,1.6,1.6,-0.7,-0.7,-0.6,0.16,11,0.09,0.33,3,27.3,15.4,0,3.1,0.36,-1.9,651,57,188,255,137,20,651,421,2159,1144,21,8,5,12,10,470,38,Match Report
8,Brighton,2023-10-08,Liverpool,eng Premier League,D 2-2,2,2,0,46,2,0,0,0,378,454,83.3,8,14,3,1,27,6553,2187,167,191,87.4,174,195,89.2,30,55,54.5,17,10,9,7,1,6,13,46.2,7,13,5,8,13,30,14,0,2.3,2.3,-0.1,+0.7,1.4,0.7,-0.3,-0.3,-0.4,0.17,14,0.14,0.67,3,21.4,17.0,2,2.0,0.26,0.0,559,91,255,206,103,22,559,351,1896,1048,15,7,5,12,10,373,27,Match Report
9,Brighton,2023-10-21,Manchester City,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,459,530,86.6,4,19,5,0,20,6842,2284,243,263,92.4,174,192,90.6,22,39,56.4,10,5,5,5,0,5,15,33.3,10,10,1,9,12,22,17,1,0.8,0.8,+0.1,+0.1,0.6,0.5,+0.2,+0.2,-0.6,0.17,5,0.20,0.33,3,60.0,12.1,0,1.0,0.19,-1.0,613,99,255,255,89,10,613,415,1745,946,16,10,2,11,9,454,20,Match Report
10,Brighton,2023-10-29,Fulham,eng Premier League,D 1-1,1,1,0,71,1,0,0,0,767,857,89.5,11,32,8,2,43,10984,3301,397,421,94.3,287,314,91.4,27,49,55.1,21,15,8,9,4,8,17,47.1,9,7,1,6,6,27,13,0,1.4,1.4,+0.7,+0.7,1.0,0.9,-0.4,-0.4,0.0,0.08,18,0.06,0.17,6,33.3,18.1,1,0.9,0.18,-0.1,962,74,255,255,198,33,962,721,3181,1451,27,19,9,19,13,758,43,Match Report
