Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Everton,2023-08-12,Fulham,eng Premier League,L 0-1,0,1,-1,42,0,0,0,0,316,426,74.2,14,31,8,2,29,5926,2172,131,147,89.1,130,152,85.5,44,94,46.8,13,6,5,3,5,4,10,40.0,6,13,1,12,13,26,16,0,2.7,2.7,+1.2,+1.2,2.4,1.0,-2.7,-2.7,-2.4,0.14,19,0.00,0.00,9,47.4,15.8,0,1.1,0.56,+0.1,531,47,145,223,169,24,531,292,1577,767,15,10,5,12,3,313,29,Match Report
2,Everton,2023-08-20,Aston Villa,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,311,399,77.9,7,22,4,0,24,5706,1982,127,142,89.4,139,158,88.0,35,76,46.1,14,10,8,4,2,10,23,43.5,13,8,2,6,6,20,10,2,0.6,0.6,-2.3,-1.6,0.6,0.5,-0.6,-0.6,-0.6,0.07,9,0.00,0.00,2,22.2,14.7,0,3.1,0.30,-0.9,479,47,134,224,126,19,479,286,1267,685,15,13,3,17,7,306,23,Match Report
3,Everton,2023-08-26,Wolves,eng Premier League,L 0-1,0,1,-1,47,0,0,0,0,362,460,78.7,8,30,9,3,35,6254,2475,169,188,89.9,144,167,86.2,35,80,43.8,26,16,12,10,4,13,18,72.2,5,11,4,7,10,36,8,0,1.3,1.3,+0.2,+0.2,0.9,1.1,-1.3,-1.3,-0.9,0.09,15,0.00,0.00,7,46.7,13.8,0,1.1,0.57,+0.1,566,47,162,243,167,26,566,344,1747,847,18,20,5,17,12,357,35,Match Report
4,Everton,2023-09-02,Sheffield Utd,eng Premier League,D 2-2,2,2,0,54,2,0,0,0,383,518,73.9,10,32,5,1,41,6682,2601,182,207,87.9,147,187,78.6,43,87,49.4,23,18,13,9,1,9,16,56.3,7,16,2,14,7,30,18,0,2.5,2.5,+1.3,+1.3,2.1,0.8,-0.5,-0.5,-1.1,0.21,16,0.13,0.33,6,37.5,14.8,2,1.9,0.28,+0.9,635,52,174,255,163,24,635,388,1863,1028,22,16,8,9,7,380,41,Match Report
5,Everton,2023-09-17,Arsenal,eng Premier League,L 0-1,0,1,-1,26,0,0,0,0,170,255,66.7,8,13,3,1,10,3261,1418,70,89,78.7,76,92,82.6,20,62,32.3,19,13,13,3,3,7,17,41.2,10,13,6,7,10,29,17,0,0.3,0.3,-0.7,-0.7,0.3,0.1,-0.3,-0.3,-0.3,0.04,8,0.00,0.00,1,12.5,21.6,0,0.8,0.20,-0.2,348,81,171,117,63,9,348,188,810,411,6,1,2,7,5,166,10,Match Report
6,Everton,2023-09-23,Brentford,eng Premier League,W 3-1,3,1,+2,43,3,0,0,0,367,473,77.6,14,28,9,2,36,6234,2720,182,202,90.1,138,172,80.2,36,73,49.3,16,11,5,7,4,10,17,58.8,7,14,4,10,7,23,20,0,1.9,1.9,+0.9,+0.9,1.7,1.3,+1.1,+1.1,+1.3,0.11,18,0.17,0.50,6,33.3,17.8,0,0.9,0.45,-0.1,586,50,176,240,171,22,586,310,1512,811,20,15,5,14,14,362,36,Match Report
7,Everton,2023-09-30,Luton Town,eng Premier League,L 1-2,1,2,-1,67,1,0,0,0,502,649,77.3,18,40,22,7,49,8314,3228,283,318,89.0,151,185,81.6,56,103,54.4,23,11,10,8,5,13,18,72.2,5,22,3,19,5,28,16,1,2.9,2.9,+2.0,+2.0,2.2,2.5,-1.9,-1.9,-2.2,0.16,23,0.04,0.25,4,17.4,14.4,0,1.4,0.69,-0.6,801,51,202,255,246,35,801,418,2371,1157,19,19,2,18,8,498,49,Match Report
8,Everton,2023-10-07,Bournemouth,eng Premier League,W 3-0,3,0,+3,48,3,0,0,0,332,443,74.9,13,23,8,1,31,6271,2924,156,178,87.6,114,138,82.6,49,84,58.3,28,12,10,11,7,5,17,29.4,12,15,5,10,5,33,18,0,2.4,2.4,+1.7,+1.7,1.5,1.6,+0.6,+0.6,-0.5,0.10,25,0.12,0.38,8,32.0,15.8,0,0.4,0.14,+0.4,590,58,173,234,191,38,590,299,1733,891,23,15,10,19,13,330,31,Match Report
9,Everton,2023-10-21,Liverpool,eng Premier League,L 0-2,0,2,-2,23,0,0,0,0,131,244,53.7,4,6,4,1,12,2747,1627,52,71,73.2,51,83,61.4,24,71,33.8,17,14,13,3,1,8,16,50.0,8,15,11,4,14,31,28,1,0.1,0.1,-2.1,-1.3,0.1,0.2,-0.1,-0.1,-0.1,0.02,6,0.00,0.00,1,16.7,35.2,0,1.8,0.14,-0.2,369,102,188,137,48,6,369,103,569,244,4,3,0,18,5,131,12,Match Report
10,Everton,2023-10-29,West Ham,eng Premier League,W 1-0,1,0,+1,36,1,0,0,0,303,404,75.0,8,20,6,4,28,5472,2428,147,175,84.0,105,124,84.7,43,83,51.8,29,14,11,17,1,9,27,33.3,18,11,2,9,14,43,30,0,0.8,0.8,+0.1,+0.1,0.6,0.4,+0.2,+0.2,+0.4,0.08,10,0.10,0.25,4,40.0,17.4,0,0.3,0.13,+0.3,541,68,186,255,90,17,541,258,1551,750,18,14,5,18,10,301,28,Match Report
