Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
179,Norwich City,2020-06-19,Southampton,eng Premier League,L 0-3,0,3,-3,54,0,0,0,0,299,1481,764,18,6,6,13,12,308,21,Match Report
180,Manchester Utd,2020-06-19,Tottenham,eng Premier League,D 1-1,1,1,0,61,0,1,1,0,453,2575,1374,25,19,7,17,9,506,61,Match Report
181,Manchester City,2020-06-17,Arsenal,eng Premier League,W 3-0,3,0,+3,67,2,1,1,0,675,3051,1755,32,28,10,10,8,661,55,Match Report
182,Arsenal,2020-06-17,Manchester City,eng Premier League,L 0-3,0,3,-3,33,0,0,0,0,292,1470,823,11,7,3,11,5,290,22,Match Report
183,Aston Villa,2020-06-17,Sheffield Utd,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,300,1698,678,12,13,2,10,12,336,30,Match Report
184,Sheffield Utd,2020-06-17,Aston Villa,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,416,1721,835,10,16,4,15,4,409,33,Match Report
185,Leicester City,2020-03-09,Aston Villa,eng Premier League,W 4-0,4,0,+4,64,3,1,1,0,479,2167,1110,23,18,10,17,8,490,53,Match Report
186,Aston Villa,2020-03-09,Leicester City,eng Premier League,L 0-4,0,4,-4,36,0,0,0,0,190,1029,445,11,9,0,14,14,232,18,Match Report
187,Everton,2020-03-08,Chelsea,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,360,1802,995,12,10,2,13,10,354,33,Match Report
188,Manchester City,2020-03-08,Manchester Utd,eng Premier League,L 0-2,0,2,-2,72,0,0,0,0,678,2898,1444,26,25,6,14,11,704,52,Match Report
189,Manchester Utd,2020-03-08,Manchester City,eng Premier League,W 2-0,2,0,+2,28,2,0,0,0,210,1234,566,14,12,5,10,4,228,14,Match Report
190,Chelsea,2020-03-08,Everton,eng Premier League,W 4-0,4,0,+4,60,4,0,0,0,495,2596,1299,29,14,8,20,8,594,45,Match Report
191,Crystal Palace,2020-03-07,Watford,eng Premier League,W 1-0,1,0,+1,44,1,0,0,0,284,1625,962,22,13,5,12,13,283,29,Match Report
192,Bournemouth,2020-03-07,Liverpool,eng Premier League,L 1-2,1,2,-1,26,1,0,0,0,187,1031,567,12,8,3,8,4,162,13,Match Report
193,Southampton,2020-03-07,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,39,0,0,0,0,180,1167,568,14,7,6,20,11,224,27,Match Report
194,Brighton,2020-03-07,Wolves,eng Premier League,D 0-0,0,0,0,57,0,0,0,0,438,2345,1113,18,11,6,13,9,537,52,Match Report
195,Newcastle Utd,2020-03-07,Southampton,eng Premier League,W 1-0,1,0,+1,61,1,0,1,1,439,2211,1064,14,11,4,23,6,424,37,Match Report
196,Sheffield Utd,2020-03-07,Norwich City,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,204,1098,600,14,10,5,9,10,291,34,Match Report
197,Arsenal,2020-03-07,West Ham,eng Premier League,W 1-0,1,0,+1,68,1,0,0,0,439,2929,1747,27,19,4,9,6,547,63,Match Report
198,West Ham,2020-03-07,Arsenal,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,193,1248,592,8,9,3,13,6,201,27,Match Report
199,Norwich City,2020-03-07,Sheffield Utd,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,419,2219,1133,24,15,2,21,13,459,24,Match Report
200,Wolves,2020-03-07,Brighton,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,305,1771,1033,23,14,5,13,11,368,17,Match Report
201,Tottenham,2020-03-07,Burnley,eng Premier League,D 1-1,1,1,0,54,0,1,1,0,374,1806,1043,19,20,3,7,16,378,37,Match Report
202,Southampton,2020-03-07,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,39,0,0,0,0,180,1167,568,14,7,6,20,11,224,27,Match Report
203,Wolves,2020-03-07,Brighton,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,305,1771,1033,23,14,5,13,11,368,17,Match Report
204,Bournemouth,2020-03-07,Liverpool,eng Premier League,L 1-2,1,2,-1,26,1,0,0,0,187,1031,567,12,8,3,8,4,162,13,Match Report
205,Everton,2020-03-01,Manchester Utd,eng Premier League,D 1-1,1,1,0,44,1,0,0,0,214,1203,490,16,15,6,16,13,263,28,Match Report
206,Wolves,2020-03-01,Tottenham,eng Premier League,W 3-2,3,2,+1,35,3,0,0,0,222,1452,722,18,19,5,11,10,261,20,Match Report
207,Tottenham,2020-03-01,Wolves,eng Premier League,L 2-3,2,3,-1,65,2,0,0,0,517,2353,1179,25,18,2,13,12,556,43,Match Report
208,Manchester Utd,2020-03-01,Everton,eng Premier League,D 1-1,1,1,0,56,1,0,0,0,299,1912,1099,17,18,4,22,10,358,50,Match Report
209,Liverpool,2020-02-29,Watford,eng Premier League,L 0-3,0,3,-3,70,0,0,0,0,621,2791,1658,29,23,7,14,6,635,63,Match Report
210,West Ham,2020-02-29,Southampton,eng Premier League,W 3-1,3,1,+2,35,3,0,0,0,146,949,496,18,10,7,12,6,173,27,Match Report
211,Brighton,2020-02-29,Crystal Palace,eng Premier League,L 0-1,0,1,-1,65,0,0,0,0,419,2415,1259,27,14,5,14,18,483,68,Match Report
212,Chelsea,2020-02-29,Bournemouth,eng Premier League,D 2-2,2,2,0,73,2,0,0,0,756,3151,1459,25,19,4,10,7,740,74,Match Report
213,Southampton,2020-02-29,West Ham,eng Premier League,L 1-3,1,3,-2,65,1,0,0,0,343,1946,1041,19,11,4,14,10,419,49,Match Report
214,Newcastle Utd,2020-02-29,Burnley,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,289,1616,800,21,15,6,13,6,276,26,Match Report
215,Burnley,2020-02-29,Newcastle Utd,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,225,1360,490,11,6,3,21,14,236,27,Match Report
216,Bournemouth,2020-02-29,Chelsea,eng Premier League,D 2-2,2,2,0,27,2,0,0,0,242,1211,522,9,8,2,18,12,223,20,Match Report
217,Crystal Palace,2020-02-29,Brighton,eng Premier League,W 1-0,1,0,+1,35,1,0,0,0,193,1043,563,14,10,5,18,20,213,17,Match Report
218,Watford,2020-02-29,Liverpool,eng Premier League,W 3-0,3,0,+3,30,3,0,0,0,195,925,480,13,11,4,12,4,212,16,Match Report
219,Leicester City,2020-02-28,Norwich City,eng Premier League,L 0-1,0,1,-1,57,0,0,0,0,418,2119,1218,24,17,8,15,14,422,46,Match Report
220,Norwich City,2020-02-28,Leicester City,eng Premier League,W 1-0,1,0,+1,43,1,0,0,0,298,1770,935,19,14,5,18,10,286,25,Match Report
221,Liverpool,2020-02-24,West Ham,eng Premier League,W 3-2,3,2,+1,69,3,0,0,0,543,2729,1598,32,22,9,17,8,559,51,Match Report
222,West Ham,2020-02-24,Liverpool,eng Premier League,L 2-3,2,3,-1,31,2,0,0,0,186,1231,621,12,11,4,11,9,193,26,Match Report
223,Everton,2020-02-23,Arsenal,eng Premier League,L 2-3,2,3,-1,49,2,0,0,0,412,1988,1005,21,21,6,9,6,415,36,Match Report
224,Watford,2020-02-23,Manchester Utd,eng Premier League,L 0-3,0,3,-3,43,0,0,0,0,301,1524,812,19,19,3,19,10,333,32,Match Report
225,Wolves,2020-02-23,Norwich City,eng Premier League,W 3-0,3,0,+3,40,3,0,0,0,253,1491,697,19,9,2,18,7,322,28,Match Report
226,Manchester Utd,2020-02-23,Watford,eng Premier League,W 3-0,3,0,+3,57,2,1,1,0,395,2470,1522,35,20,10,11,13,498,44,Match Report
227,Norwich City,2020-02-23,Wolves,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,517,2491,1377,21,16,1,20,20,526,36,Match Report
228,Arsenal,2020-02-23,Everton,eng Premier League,W 3-2,3,2,+1,51,3,0,0,0,409,2148,1069,21,10,9,9,9,438,46,Match Report
229,Brighton,2020-02-22,Sheffield Utd,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,188,1277,576,7,14,0,24,9,221,14,Match Report
230,Aston Villa,2020-02-22,Southampton,eng Premier League,L 0-2,0,2,-2,54,0,0,0,0,308,1577,745,12,10,4,12,13,320,29,Match Report
231,Chelsea,2020-02-22,Tottenham,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,517,2063,930,16,12,3,13,19,479,31,Match Report
232,Newcastle Utd,2020-02-22,Crystal Palace,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,379,1884,1043,18,14,4,14,9,372,24,Match Report
233,Burnley,2020-02-22,Bournemouth,eng Premier League,W 3-0,3,0,+3,42,2,1,1,0,223,1417,738,22,11,4,12,6,223,29,Match Report
234,Southampton,2020-02-22,Aston Villa,eng Premier League,W 2-0,2,0,+2,46,2,0,0,0,192,1199,642,16,12,2,11,7,260,29,Match Report
235,Bournemouth,2020-02-22,Burnley,eng Premier League,L 0-3,0,3,-3,58,0,0,0,0,385,2255,1140,26,15,4,12,12,370,42,Match Report
236,Manchester City,2020-02-22,Leicester City,eng Premier League,W 1-0,1,0,+1,67,1,0,1,1,635,3334,1805,30,37,8,13,12,628,52,Match Report
237,Crystal Palace,2020-02-22,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,45,1,0,0,0,265,1559,890,22,19,6,22,12,295,36,Match Report
238,Leicester City,2020-02-22,Manchester City,eng Premier League,L 0-1,0,1,-1,33,0,0,0,0,268,1284,598,11,9,3,18,7,263,26,Match Report
239,Tottenham,2020-02-22,Chelsea,eng Premier League,L 1-2,1,2,-1,51,0,0,0,0,502,2265,1016,19,18,3,19,19,494,26,Match Report
240,Sheffield Utd,2020-02-22,Brighton,eng Premier League,D 1-1,1,1,0,65,1,0,0,0,342,1552,815,20,15,2,24,9,467,56,Match Report
241,Manchester City,2020-02-19,West Ham,eng Premier League,W 2-0,2,0,+2,77,2,0,0,0,820,3813,2300,44,42,14,9,9,838,73,Match Report
242,West Ham,2020-02-19,Manchester City,eng Premier League,L 0-2,0,2,-2,23,0,0,0,0,208,1328,797,17,17,3,6,7,197,12,Match Report
243,Chelsea,2020-02-17,Manchester Utd,eng Premier League,L 0-2,0,2,-2,61,0,0,0,0,444,2451,1124,27,18,7,20,7,547,34,Match Report
244,Manchester Utd,2020-02-17,Chelsea,eng Premier League,W 2-0,2,0,+2,39,2,0,0,0,254,1432,708,19,9,5,15,15,324,32,Match Report
245,Newcastle Utd,2020-02-16,Arsenal,eng Premier League,L 0-4,0,4,-4,32,0,0,0,0,248,1543,746,12,17,6,14,7,245,18,Match Report
246,Aston Villa,2020-02-16,Tottenham,eng Premier League,L 2-3,2,3,-1,55,1,0,0,0,295,1904,983,17,13,5,19,13,375,40,Match Report
247,Tottenham,2020-02-16,Aston Villa,eng Premier League,W 3-2,3,2,+1,45,3,0,1,1,324,1726,1016,23,16,9,14,7,313,31,Match Report
248,Arsenal,2020-02-16,Newcastle Utd,eng Premier League,W 4-0,4,0,+4,68,4,0,0,0,480,3028,1710,31,22,8,12,7,602,66,Match Report
249,Liverpool,2020-02-15,Norwich City,eng Premier League,W 1-0,1,0,+1,63,1,0,0,0,531,2808,1529,30,23,11,16,6,553,60,Match Report
250,Burnley,2020-02-15,Southampton,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,198,1203,557,16,8,5,17,4,213,20,Match Report
251,Southampton,2020-02-15,Burnley,eng Premier League,L 1-2,1,2,-1,62,1,0,0,0,356,1867,1009,21,15,8,23,10,427,63,Match Report
252,Norwich City,2020-02-15,Liverpool,eng Premier League,L 0-1,0,1,-1,37,0,0,0,0,295,1395,735,10,6,4,13,10,291,17,Match Report
253,Leicester City,2020-02-14,Wolves,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,430,2414,1338,27,25,7,13,10,436,39,Match Report
254,Wolves,2020-02-14,Leicester City,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,225,1603,954,27,16,5,13,12,283,43,Match Report
255,Bournemouth,2020-02-09,Sheffield Utd,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,320,1562,823,23,12,6,18,9,306,32,Match Report
256,Sheffield Utd,2020-02-09,Bournemouth,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,249,1241,630,15,11,6,14,7,362,34,Match Report
257,Brighton,2020-02-08,Watford,eng Premier League,D 1-1,1,1,0,66,0,0,0,0,433,2613,1313,24,30,4,17,15,534,62,Match Report
258,Everton,2020-02-08,Crystal Palace,eng Premier League,W 3-1,3,1,+2,47,3,0,0,0,291,1573,699,14,14,5,25,9,298,28,Match Report
259,Watford,2020-02-08,Brighton,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,173,1046,586,11,4,4,14,12,214,21,Match Report
260,Crystal Palace,2020-02-08,Everton,eng Premier League,L 1-3,1,3,-2,53,1,0,0,0,292,1473,697,15,9,5,21,11,353,42,Match Report
261,Burnley,2020-02-02,Arsenal,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,252,1356,703,15,11,3,12,11,280,27,Match Report
262,Manchester City,2020-02-02,Tottenham,eng Premier League,L 0-2,0,2,-2,67,0,0,1,1,606,3073,1655,30,26,12,12,9,634,74,Match Report
263,Arsenal,2020-02-02,Burnley,eng Premier League,D 0-0,0,0,0,56,0,0,0,0,322,2158,1297,24,6,4,12,11,395,46,Match Report
264,Tottenham,2020-02-02,Manchester City,eng Premier League,W 2-0,2,0,+2,33,2,0,0,0,304,1515,719,11,7,2,13,9,272,26,Match Report
265,Wolves,2020-02-01,Manchester Utd,eng Premier League,D 0-0,0,0,0,36,0,0,0,0,248,1539,836,21,11,8,11,8,301,28,Match Report
266,Newcastle Utd,2020-02-01,Norwich City,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,296,1547,807,20,13,3,14,5,307,26,Match Report
267,Crystal Palace,2020-02-01,Sheffield Utd,eng Premier League,L 0-1,0,1,-1,61,0,0,0,0,376,2463,1385,26,17,9,14,12,450,41,Match Report
268,Everton,2020-02-01,Watford,eng Premier League,W 3-2,3,2,+1,55,3,0,0,0,348,1859,900,18,16,2,14,10,355,39,Match Report
269,Liverpool,2020-02-01,Southampton,eng Premier League,W 4-0,4,0,+4,62,4,0,0,0,367,2044,989,18,15,7,9,12,431,33,Match Report
270,Sheffield Utd,2020-02-01,Crystal Palace,eng Premier League,W 1-0,1,0,+1,39,0,0,0,0,183,1090,632,12,9,4,18,9,253,38,Match Report
271,Aston Villa,2020-02-01,Bournemouth,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,352,2306,1263,19,11,7,17,6,378,51,Match Report
272,Brighton,2020-02-01,West Ham,eng Premier League,D 3-3,3,3,0,65,2,0,0,0,453,2594,1263,18,14,3,11,14,542,62,Match Report
273,Bournemouth,2020-02-01,Aston Villa,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,247,936,419,13,5,4,16,3,212,22,Match Report
274,Manchester Utd,2020-02-01,Wolves,eng Premier League,D 0-0,0,0,0,64,0,0,0,0,503,2833,1718,34,29,4,18,20,585,66,Match Report
275,Chelsea,2020-02-01,Leicester City,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,365,1904,909,15,10,1,24,18,410,27,Match Report
276,Norwich City,2020-02-01,Newcastle Utd,eng Premier League,D 0-0,0,0,0,56,0,0,0,0,381,2251,1056,18,15,10,14,11,416,31,Match Report
277,Leicester City,2020-02-01,Chelsea,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,400,1731,829,14,9,6,19,8,392,31,Match Report
278,West Ham,2020-02-01,Brighton,eng Premier League,D 3-3,3,3,0,35,3,0,0,0,216,1343,763,17,12,1,19,9,252,35,Match Report
279,Watford,2020-02-01,Everton,eng Premier League,L 2-3,2,3,-1,45,2,0,0,0,258,1163,592,11,4,5,12,9,265,24,Match Report
280,Southampton,2020-02-01,Liverpool,eng Premier League,L 0-4,0,4,-4,38,0,0,0,0,206,1088,600,20,11,12,20,10,221,35,Match Report
281,Liverpool,2020-01-29,West Ham,eng Premier League,W 2-0,2,0,+2,70,1,1,1,0,735,2734,1436,14,16,4,14,10,760,56,Match Report
282,West Ham,2020-01-29,Liverpool,eng Premier League,L 0-2,0,2,-2,30,0,0,0,0,232,1389,692,11,10,3,15,8,268,19,Match Report
283,Liverpool,2020-01-23,Wolves,eng Premier League,W 2-1,2,1,+1,53,2,0,0,0,496,2636,1572,30,15,5,14,6,521,34,Match Report
284,Wolves,2020-01-23,Liverpool,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,363,1949,1020,20,14,6,21,6,431,36,Match Report
285,Burnley,2020-01-22,Manchester Utd,eng Premier League,W 2-0,2,0,+2,28,2,0,0,0,173,1025,535,6,9,1,11,7,176,14,Match Report
286,Tottenham,2020-01-22,Norwich City,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,419,1921,970,22,16,7,19,14,412,45,Match Report
287,Norwich City,2020-01-22,Tottenham,eng Premier League,L 1-2,1,2,-1,49,0,1,1,0,397,2038,967,12,8,2,20,8,400,34,Match Report
288,Leicester City,2020-01-22,West Ham,eng Premier League,W 4-1,4,1,+3,67,3,1,1,0,458,2166,1157,23,16,5,19,4,516,63,Match Report
289,Manchester Utd,2020-01-22,Burnley,eng Premier League,L 0-2,0,2,-2,72,0,0,0,0,527,3252,1836,45,26,7,16,8,628,59,Match Report
290,West Ham,2020-01-22,Leicester City,eng Premier League,L 1-4,1,4,-3,33,0,1,1,0,170,837,339,6,5,4,15,10,205,21,Match Report
291,Chelsea,2020-01-21,Arsenal,eng Premier League,D 2-2,2,2,0,58,1,1,1,0,441,2562,1354,26,16,10,14,7,506,58,Match Report
292,Manchester City,2020-01-21,Sheffield Utd,eng Premier League,W 1-0,1,0,+1,66,1,0,1,1,547,3190,1866,31,28,7,8,8,552,44,Match Report
293,Aston Villa,2020-01-21,Watford,eng Premier League,W 2-1,2,1,+1,64,2,0,0,0,389,2561,1326,31,17,11,23,11,488,53,Match Report
294,Crystal Palace,2020-01-21,Southampton,eng Premier League,L 0-2,0,2,-2,45,0,0,0,0,229,1342,618,13,7,6,23,11,269,31,Match Report
295,Southampton,2020-01-21,Crystal Palace,eng Premier League,W 2-0,2,0,+2,55,2,0,0,0,276,1718,760,16,11,3,24,10,344,47,Match Report
296,Brighton,2020-01-21,Bournemouth,eng Premier League,L 1-3,1,3,-2,66,1,0,0,0,433,2454,1403,22,20,0,24,6,510,69,Match Report
297,Watford,2020-01-21,Aston Villa,eng Premier League,L 1-2,1,2,-1,36,1,0,0,0,219,1208,470,10,9,6,10,5,230,19,Match Report
298,Everton,2020-01-21,Newcastle Utd,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,499,2306,1190,20,16,5,18,3,499,43,Match Report
299,Sheffield Utd,2020-01-21,Manchester City,eng Premier League,L 0-1,0,1,-1,34,0,0,0,0,161,801,355,6,6,3,9,6,205,21,Match Report
300,Arsenal,2020-01-21,Chelsea,eng Premier League,D 2-2,2,2,0,42,2,0,0,0,282,1741,854,14,10,5,14,10,327,18,Match Report
301,Bournemouth,2020-01-21,Brighton,eng Premier League,W 3-1,3,1,+2,34,2,0,0,0,247,1022,459,13,8,6,16,10,211,20,Match Report
302,Newcastle Utd,2020-01-21,Everton,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,379,1841,761,10,13,3,23,11,389,20,Match Report
303,Liverpool,2020-01-19,Manchester Utd,eng Premier League,W 2-0,2,0,+2,53,2,0,0,0,451,1994,1013,25,19,10,21,7,429,47,Match Report
304,Leicester City,2020-01-19,Burnley,eng Premier League,L 1-2,1,2,-1,55,1,0,1,1,412,2104,1118,26,14,8,12,6,415,50,Match Report
305,Burnley,2020-01-19,Leicester City,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,279,1406,722,13,13,0,13,10,321,31,Match Report
306,Manchester Utd,2020-01-19,Liverpool,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,353,1779,1016,20,15,8,8,17,379,27,Match Report
307,Sheffield Utd,2020-01-18,Arsenal,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,211,1187,590,12,11,4,13,7,266,27,Match Report
308,Bournemouth,2020-01-18,Norwich City,eng Premier League,L 0-1,0,1,-1,35,0,0,0,0,257,1316,648,15,9,3,13,8,235,17,Match Report
309,Arsenal,2020-01-18,Sheffield Utd,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,406,2848,1819,38,16,7,12,8,485,46,Match Report
310,Tottenham,2020-01-18,Watford,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,445,2121,1138,23,14,7,22,15,432,41,Match Report
311,Wolves,2020-01-18,Southampton,eng Premier League,W 3-2,3,2,+1,47,2,1,1,0,233,1235,678,14,11,3,18,6,260,28,Match Report
312,Watford,2020-01-18,Tottenham,eng Premier League,D 0-0,0,0,0,42,0,0,1,1,203,1198,562,17,10,10,19,7,251,34,Match Report
313,Manchester City,2020-01-18,Crystal Palace,eng Premier League,D 2-2,2,2,0,72,2,0,0,0,632,3700,2206,58,26,11,20,12,634,96,Match Report
314,Norwich City,2020-01-18,Bournemouth,eng Premier League,W 1-0,1,0,+1,65,0,1,1,0,516,2827,1425,21,24,4,18,10,559,38,Match Report
315,Everton,2020-01-18,West Ham,eng Premier League,D 1-1,1,1,0,50,1,0,0,0,400,2126,1097,17,17,3,15,12,384,35,Match Report
316,Brighton,2020-01-18,Aston Villa,eng Premier League,D 1-1,1,1,0,55,1,0,0,0,363,1964,994,17,11,3,27,17,421,49,Match Report
317,Southampton,2020-01-18,Wolves,eng Premier League,L 2-3,2,3,-1,53,2,0,0,0,261,1353,584,15,9,1,21,2,316,30,Match Report
318,Chelsea,2020-01-18,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,487,3113,1711,36,30,9,19,9,588,74,Match Report
319,Crystal Palace,2020-01-18,Manchester City,eng Premier League,D 2-2,2,2,0,28,1,0,0,0,169,1077,534,10,6,5,9,7,181,16,Match Report
320,Newcastle Utd,2020-01-18,Chelsea,eng Premier League,W 1-0,1,0,+1,31,1,0,0,0,213,1038,438,5,7,0,25,6,214,14,Match Report
321,Aston Villa,2020-01-18,Brighton,eng Premier League,D 1-1,1,1,0,45,1,0,0,0,276,1589,765,13,8,4,16,13,321,31,Match Report
322,West Ham,2020-01-18,Everton,eng Premier League,D 1-1,1,1,0,50,1,0,0,0,291,1747,856,17,10,5,20,13,366,51,Match Report
323,Bournemouth,2020-01-12,Watford,eng Premier League,L 0-3,0,3,-3,57,0,0,0,0,481,2333,1310,27,18,5,22,14,446,54,Match Report
324,Watford,2020-01-12,Bournemouth,eng Premier League,W 3-0,3,0,+3,43,3,0,0,0,289,1532,902,22,17,6,8,5,314,35,Match Report
325,Manchester City,2020-01-12,Aston Villa,eng Premier League,W 6-1,6,1,+5,70,6,0,0,0,806,3838,1948,37,22,13,14,9,829,57,Match Report
326,Aston Villa,2020-01-12,Manchester City,eng Premier League,L 1-6,1,6,-5,30,0,1,1,0,302,1270,575,11,10,4,16,7,312,12,Match Report
327,Crystal Palace,2020-01-11,Arsenal,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,228,1178,518,11,8,3,20,8,276,28,Match Report
328,Norwich City,2020-01-11,Manchester Utd,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,386,1890,815,11,13,2,22,14,367,28,Match Report
329,Manchester Utd,2020-01-11,Norwich City,eng Premier League,W 4-0,4,0,+4,60,3,1,1,0,424,2672,1385,33,24,9,18,12,581,65,Match Report
330,Leicester City,2020-01-11,Southampton,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,354,1630,861,17,3,4,22,14,359,34,Match Report
331,Liverpool,2020-01-11,Tottenham,eng Premier League,W 1-0,1,0,+1,67,1,0,0,0,710,3082,1664,36,23,10,15,9,706,54,Match Report
332,Arsenal,2020-01-11,Crystal Palace,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,329,1908,1034,7,10,4,22,12,412,34,Match Report
333,Newcastle Utd,2020-01-11,Wolves,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,246,1158,514,14,9,2,13,5,244,16,Match Report
334,Chelsea,2020-01-11,Burnley,eng Premier League,W 3-0,3,0,+3,65,2,1,1,0,469,2429,1357,31,15,9,11,6,512,52,Match Report
335,Southampton,2020-01-11,Leicester City,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,179,1037,479,8,10,1,16,11,208,30,Match Report
336,Wolves,2020-01-11,Newcastle Utd,eng Premier League,D 1-1,1,1,0,65,1,0,0,0,456,2537,1364,20,13,5,20,5,531,45,Match Report
337,Burnley,2020-01-11,Chelsea,eng Premier League,L 0-3,0,3,-3,35,0,0,0,0,194,1061,511,9,7,1,12,12,225,12,Match Report
338,Everton,2020-01-11,Brighton,eng Premier League,W 1-0,1,0,+1,53,1,0,0,0,418,2297,1201,30,22,6,10,6,414,40,Match Report
339,Brighton,2020-01-11,Everton,eng Premier League,L 0-1,0,1,-1,47,0,0,0,0,283,1573,854,15,13,3,16,9,344,47,Match Report
340,Tottenham,2020-01-11,Liverpool,eng Premier League,L 0-1,0,1,-1,33,0,0,0,0,342,1728,924,15,12,4,13,11,318,25,Match Report
341,West Ham,2020-01-10,Sheffield Utd,eng Premier League,L 0-1,0,1,-1,53,0,0,0,0,309,1537,774,21,14,2,15,9,402,39,Match Report
342,Sheffield Utd,2020-01-10,West Ham,eng Premier League,W 1-0,1,0,+1,47,1,0,0,0,211,1205,673,17,7,5,7,10,328,34,Match Report
343,Liverpool,2020-01-02,Sheffield Utd,eng Premier League,W 2-0,2,0,+2,74,2,0,0,0,860,3529,1909,29,26,6,5,9,898,50,Match Report
344,Sheffield Utd,2020-01-02,Liverpool,eng Premier League,L 0-2,0,2,-2,26,0,0,0,0,175,857,417,6,4,0,12,5,252,22,Match Report
345,Manchester Utd,2020-01-01,Arsenal,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,382,2287,1399,24,29,10,13,10,493,42,Match Report
346,Arsenal,2020-01-01,Manchester Utd,eng Premier League,W 2-0,2,0,+2,49,2,0,0,0,343,2225,1337,22,13,7,17,6,467,30,Match Report
347,Crystal Palace,2020-01-01,Norwich City,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,341,1811,904,20,14,7,15,22,458,39,Match Report
348,Wolves,2020-01-01,Watford,eng Premier League,L 1-2,1,2,-1,63,1,0,0,0,406,2394,1484,31,17,9,15,7,507,60,Match Report
349,Tottenham,2020-01-01,Southampton,eng Premier League,L 0-1,0,1,-1,59,0,0,0,0,437,2102,1056,19,11,6,18,11,398,38,Match Report
350,Southampton,2020-01-01,Tottenham,eng Premier League,W 1-0,1,0,+1,41,1,0,0,0,217,1270,620,13,10,1,30,15,243,30,Match Report
351,Norwich City,2020-01-01,Crystal Palace,eng Premier League,D 1-1,1,1,0,41,1,0,0,0,225,1250,680,10,9,2,21,8,310,35,Match Report
352,West Ham,2020-01-01,Bournemouth,eng Premier League,W 4-0,4,0,+4,43,3,1,1,0,290,1551,717,14,13,5,14,7,370,43,Match Report
353,Bournemouth,2020-01-01,West Ham,eng Premier League,L 0-4,0,4,-4,57,0,0,0,0,586,2710,1310,14,14,2,26,16,560,45,Match Report
354,Burnley,2020-01-01,Aston Villa,eng Premier League,L 1-2,1,2,-1,62,1,0,0,0,316,1954,848,20,15,3,13,8,449,46,Match Report
355,Watford,2020-01-01,Wolves,eng Premier League,W 2-1,2,1,+1,37,2,0,0,0,242,1129,580,11,5,5,14,10,263,27,Match Report
356,Aston Villa,2020-01-01,Burnley,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,182,1162,614,13,11,4,11,2,239,21,Match Report
357,Newcastle Utd,2020-01-01,Leicester City,eng Premier League,L 0-3,0,3,-3,24,0,0,0,0,174,1076,576,14,10,2,24,5,182,18,Match Report
