Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
195,Arsenal,2019-03-02,Tottenham,eng Premier League,D 1-1,1,1,0,40,1,0,1,1,18,13,1,2,1,1,0,Match Report
196,Manchester City,2019-03-02,Bournemouth,eng Premier League,W 1-0,1,0,+1,81,1,0,0,0,38,24,6,3,3,1,1,Match Report
197,Cardiff City,2019-03-02,Wolves,eng Premier League,L 0-2,0,2,-2,44,0,0,0,0,23,15,4,1,0,3,0,Match Report
198,West Ham,2019-03-02,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,56,1,1,1,0,18,11,2,1,0,3,1,Match Report
199,Bournemouth,2019-03-02,Manchester City,eng Premier League,L 0-1,0,1,-1,19,0,0,0,0,0,0,0,0,0,0,0,Match Report
200,Burnley,2019-03-02,Crystal Palace,eng Premier League,L 1-3,1,3,-2,57,1,0,0,0,32,23,3,1,1,3,1,Match Report
201,Brighton,2019-03-02,Huddersfield,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,24,20,4,0,0,0,0,Match Report
202,Bournemouth,2019-03-02,Manchester City,eng Premier League,L 0-1,0,1,-1,19,0,0,0,0,0,0,0,0,0,0,0,Match Report
203,Bournemouth,2019-02-27,Arsenal,eng Premier League,L 1-5,1,5,-4,36,1,0,0,0,23,18,1,0,2,1,1,Match Report
204,Crystal Palace,2019-02-27,Manchester Utd,eng Premier League,L 1-3,1,3,-2,46,1,0,0,0,33,23,3,3,2,2,0,Match Report
205,Liverpool,2019-02-27,Watford,eng Premier League,W 5-0,5,0,+5,62,5,0,0,0,32,23,2,3,2,2,0,Match Report
206,Fulham,2019-02-27,Southampton,eng Premier League,L 0-2,0,2,-2,59,0,0,0,0,26,22,2,0,2,0,0,Match Report
207,Chelsea,2019-02-27,Tottenham,eng Premier League,W 2-0,2,0,+2,46,1,0,0,0,21,19,0,1,0,1,0,Match Report
208,Manchester Utd,2019-02-27,Crystal Palace,eng Premier League,W 3-1,3,1,+2,54,3,0,0,0,24,16,3,1,2,2,0,Match Report
209,Arsenal,2019-02-27,Bournemouth,eng Premier League,W 5-1,5,1,+4,64,5,0,0,0,30,27,1,1,0,1,0,Match Report
210,Manchester City,2019-02-27,West Ham,eng Premier League,W 1-0,1,0,+1,75,0,1,1,0,34,25,2,4,2,1,0,Match Report
211,Watford,2019-02-27,Liverpool,eng Premier League,L 0-5,0,5,-5,38,0,0,0,0,10,8,0,1,0,1,0,Match Report
212,Tottenham,2019-02-27,Chelsea,eng Premier League,L 0-2,0,2,-2,54,0,0,0,0,15,11,2,2,0,0,0,Match Report
213,Southampton,2019-02-27,Fulham,eng Premier League,W 2-0,2,0,+2,41,2,0,0,0,25,16,2,1,1,3,2,Match Report
214,West Ham,2019-02-27,Manchester City,eng Premier League,L 0-1,0,1,-1,25,0,0,0,0,4,3,0,1,0,0,0,Match Report
215,Everton,2019-02-26,Cardiff City,eng Premier League,W 3-0,3,0,+3,66,3,0,0,0,19,15,0,2,2,0,0,Match Report
216,Huddersfield,2019-02-26,Wolves,eng Premier League,W 1-0,1,0,+1,50,1,0,0,0,23,17,2,0,3,1,0,Match Report
217,Newcastle Utd,2019-02-26,Burnley,eng Premier League,W 2-0,2,0,+2,54,2,0,0,0,25,21,3,0,1,0,0,Match Report
218,Brighton,2019-02-26,Leicester City,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,25,18,3,1,2,1,0,Match Report
219,Burnley,2019-02-26,Newcastle Utd,eng Premier League,L 0-2,0,2,-2,46,0,0,0,0,20,12,4,0,4,0,0,Match Report
220,Leicester City,2019-02-26,Brighton,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,29,22,1,3,3,0,0,Match Report
221,Cardiff City,2019-02-26,Everton,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,10,9,0,1,0,0,0,Match Report
222,Wolves,2019-02-26,Huddersfield,eng Premier League,L 0-1,0,1,-1,50,0,0,0,0,14,10,2,1,0,1,0,Match Report
223,Southampton,2019-02-24,Arsenal,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,16,13,0,0,1,1,1,Match Report
224,Liverpool,2019-02-24,Manchester Utd,eng Premier League,D 0-0,0,0,0,64,0,0,0,0,12,5,4,1,1,1,0,Match Report
225,Arsenal,2019-02-24,Southampton,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,20,13,2,4,1,0,0,Match Report
226,Manchester Utd,2019-02-24,Liverpool,eng Premier League,D 0-0,0,0,0,36,0,0,0,0,11,10,1,0,0,0,0,Match Report
227,Burnley,2019-02-23,Tottenham,eng Premier League,W 2-1,2,1,+1,32,2,0,0,0,19,11,3,1,2,2,0,Match Report
228,Leicester City,2019-02-23,Crystal Palace,eng Premier League,L 1-4,1,4,-3,64,1,0,0,0,49,37,3,1,4,3,1,Match Report
229,Wolves,2019-02-23,Bournemouth,eng Premier League,D 1-1,1,1,0,55,0,1,1,0,20,15,2,1,1,1,0,Match Report
230,Bournemouth,2019-02-23,Wolves,eng Premier League,D 1-1,1,1,0,45,0,1,2,1,19,10,2,3,1,2,1,Match Report
231,Tottenham,2019-02-23,Burnley,eng Premier League,L 1-2,1,2,-1,68,1,0,0,0,30,21,7,1,0,1,0,Match Report
232,Crystal Palace,2019-02-23,Leicester City,eng Premier League,W 4-1,4,1,+3,36,3,1,1,0,13,6,2,0,2,2,1,Match Report
233,Huddersfield,2019-02-23,Newcastle Utd,eng Premier League,L 0-2,0,2,-2,46,0,0,0,0,6,4,1,0,0,1,0,Match Report
234,Newcastle Utd,2019-02-23,Huddersfield,eng Premier League,W 2-0,2,0,+2,54,2,0,0,0,54,44,4,1,4,1,0,Match Report
235,Cardiff City,2019-02-22,Watford,eng Premier League,L 1-5,1,5,-4,37,1,0,0,0,25,20,2,0,2,1,0,Match Report
236,Watford,2019-02-22,Cardiff City,eng Premier League,W 5-1,5,1,+4,63,5,0,0,0,24,16,1,2,0,3,2,Match Report
237,Fulham,2019-02-22,West Ham,eng Premier League,L 1-3,1,3,-2,45,1,0,0,0,11,9,0,2,0,0,0,Match Report
238,West Ham,2019-02-22,Fulham,eng Premier League,W 3-1,3,1,+2,55,3,0,0,0,34,21,7,0,4,1,1,Match Report
239,Newcastle Utd,2019-02-11,Wolves,eng Premier League,D 1-1,1,1,0,41,1,0,0,0,17,14,1,0,0,1,1,Match Report
240,Wolves,2019-02-11,Newcastle Utd,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,33,24,3,1,5,0,0,Match Report
241,Leicester City,2019-02-10,Tottenham,eng Premier League,L 1-3,1,3,-2,47,1,0,1,1,36,25,6,0,2,3,0,Match Report
242,Tottenham,2019-02-10,Leicester City,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,22,18,2,1,1,0,0,Match Report
243,Manchester City,2019-02-10,Chelsea,eng Premier League,W 6-0,6,0,+6,56,5,1,1,0,28,22,1,2,0,3,0,Match Report
244,Chelsea,2019-02-10,Manchester City,eng Premier League,L 0-6,0,6,-6,44,0,0,0,0,24,20,0,3,0,1,0,Match Report
245,Huddersfield,2019-02-09,Arsenal,eng Premier League,L 1-2,1,2,-1,55,1,0,0,0,23,20,0,0,3,0,0,Match Report
246,Fulham,2019-02-09,Manchester Utd,eng Premier League,L 0-3,0,3,-3,51,0,0,0,0,25,16,3,2,2,2,0,Match Report
247,Everton,2019-02-09,Watford,eng Premier League,L 0-1,0,1,-1,56,0,0,0,0,14,7,2,1,1,3,0,Match Report
248,Cardiff City,2019-02-09,Southampton,eng Premier League,W 2-1,2,1,+1,34,2,0,0,0,8,5,1,0,2,0,0,Match Report
249,West Ham,2019-02-09,Crystal Palace,eng Premier League,D 1-1,1,1,0,42,0,1,1,0,12,10,0,0,0,2,0,Match Report
250,Liverpool,2019-02-09,Bournemouth,eng Premier League,W 3-0,3,0,+3,65,3,0,0,0,38,34,2,0,1,1,0,Match Report
251,Southampton,2019-02-09,Cardiff City,eng Premier League,L 1-2,1,2,-1,66,1,0,0,0,24,12,3,3,4,2,0,Match Report
252,Crystal Palace,2019-02-09,West Ham,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,47,34,5,2,4,2,0,Match Report
253,Bournemouth,2019-02-09,Liverpool,eng Premier League,L 0-3,0,3,-3,35,0,0,0,0,23,15,4,2,2,0,0,Match Report
254,Brighton,2019-02-09,Burnley,eng Premier League,L 1-3,1,3,-2,68,1,0,0,0,32,22,4,1,1,4,0,Match Report
255,Burnley,2019-02-09,Brighton,eng Premier League,W 3-1,3,1,+2,32,2,1,1,0,11,8,1,0,0,2,0,Match Report
256,Watford,2019-02-09,Everton,eng Premier League,W 1-0,1,0,+1,44,1,0,0,0,11,9,1,1,0,0,0,Match Report
257,Arsenal,2019-02-09,Huddersfield,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,14,14,0,0,0,0,0,Match Report
258,Manchester Utd,2019-02-09,Fulham,eng Premier League,W 3-0,3,0,+3,49,2,1,1,0,24,17,0,5,1,1,0,Match Report
259,Manchester City,2019-02-06,Everton,eng Premier League,W 2-0,2,0,+2,61,2,0,0,0,24,14,3,2,4,1,0,Match Report
260,Everton,2019-02-06,Manchester City,eng Premier League,L 0-2,0,2,-2,39,0,0,0,0,8,4,1,1,0,2,0,Match Report
261,Liverpool,2019-02-04,West Ham,eng Premier League,D 1-1,1,1,0,73,1,0,0,0,20,14,2,2,0,2,0,Match Report
262,West Ham,2019-02-04,Liverpool,eng Premier League,D 1-1,1,1,0,27,1,0,0,0,25,18,3,0,1,3,0,Match Report
263,Manchester City,2019-02-03,Arsenal,eng Premier League,W 3-1,3,1,+2,59,3,0,0,0,31,27,0,2,0,2,0,Match Report
264,Leicester City,2019-02-03,Manchester Utd,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,30,18,3,3,2,3,1,Match Report
265,Manchester Utd,2019-02-03,Leicester City,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,17,14,1,2,0,0,0,Match Report
266,Arsenal,2019-02-03,Manchester City,eng Premier League,L 1-3,1,3,-2,41,1,0,0,0,7,6,1,0,0,0,0,Match Report
267,Brighton,2019-02-02,Watford,eng Premier League,D 0-0,0,0,0,55,0,0,0,0,42,24,8,5,2,3,0,Match Report
268,Burnley,2019-02-02,Southampton,eng Premier League,D 1-1,1,1,0,55,0,1,1,0,27,18,5,1,2,1,0,Match Report
269,Newcastle Utd,2019-02-02,Tottenham,eng Premier League,L 0-1,0,1,-1,29,0,0,0,0,13,9,0,2,2,0,0,Match Report
270,Fulham,2019-02-02,Crystal Palace,eng Premier League,L 0-2,0,2,-2,62,0,0,0,0,15,12,1,0,1,0,1,Match Report
271,Cardiff City,2019-02-02,Bournemouth,eng Premier League,W 2-0,2,0,+2,27,1,1,1,0,21,16,1,1,1,1,1,Match Report
272,Bournemouth,2019-02-02,Cardiff City,eng Premier League,L 0-2,0,2,-2,73,0,0,0,0,18,10,3,3,0,1,1,Match Report
273,Everton,2019-02-02,Wolves,eng Premier League,L 1-3,1,3,-2,64,1,0,0,0,22,14,0,4,1,3,0,Match Report
274,Southampton,2019-02-02,Burnley,eng Premier League,D 1-1,1,1,0,45,1,0,0,0,18,16,0,1,0,0,1,Match Report
275,Tottenham,2019-02-02,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,71,1,0,0,0,37,23,6,1,5,1,1,Match Report
276,Huddersfield,2019-02-02,Chelsea,eng Premier League,L 0-5,0,5,-5,35,0,0,0,0,9,8,1,0,0,0,0,Match Report
277,Watford,2019-02-02,Brighton,eng Premier League,D 0-0,0,0,0,45,0,0,0,0,7,7,0,0,0,0,0,Match Report
278,Wolves,2019-02-02,Everton,eng Premier League,W 3-1,3,1,+2,36,2,1,1,0,12,6,1,2,1,2,0,Match Report
279,Chelsea,2019-02-02,Huddersfield,eng Premier League,W 5-0,5,0,+5,65,4,1,1,0,44,32,5,2,3,1,1,Match Report
280,Crystal Palace,2019-02-02,Fulham,eng Premier League,W 2-0,2,0,+2,38,1,1,1,0,25,16,5,1,2,1,0,Match Report
281,Tottenham,2019-01-30,Watford,eng Premier League,W 2-1,2,1,+1,68,2,0,0,0,27,18,3,2,2,2,0,Match Report
282,Crystal Palace,2019-01-30,Southampton,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,29,22,2,2,1,1,1,Match Report
283,Watford,2019-01-30,Tottenham,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,14,10,1,1,2,0,0,Match Report
284,Southampton,2019-01-30,Crystal Palace,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,22,17,2,0,0,2,1,Match Report
285,Chelsea,2019-01-30,Bournemouth,eng Premier League,L 0-4,0,4,-4,68,0,0,0,0,22,22,0,0,0,0,0,Match Report
286,Leicester City,2019-01-30,Liverpool,eng Premier League,D 1-1,1,1,0,28,1,0,0,0,9,5,1,0,1,2,0,Match Report
287,Liverpool,2019-01-30,Leicester City,eng Premier League,D 1-1,1,1,0,72,1,0,0,0,18,9,3,3,2,1,0,Match Report
288,Bournemouth,2019-01-30,Chelsea,eng Premier League,W 4-0,4,0,+4,32,4,0,0,0,21,13,2,2,1,1,2,Match Report
289,Cardiff City,2019-01-29,Arsenal,eng Premier League,L 1-2,1,2,-1,30,1,0,0,0,33,22,5,2,1,3,0,Match Report
290,Burnley,2019-01-29,Manchester Utd,eng Premier League,D 2-2,2,2,0,27,2,0,0,0,10,9,1,0,0,0,0,Match Report
291,Arsenal,2019-01-29,Cardiff City,eng Premier League,W 2-1,2,1,+1,70,1,1,1,0,28,22,3,2,0,1,0,Match Report
292,Wolves,2019-01-29,West Ham,eng Premier League,W 3-0,3,0,+3,55,3,0,0,0,34,22,5,1,3,3,0,Match Report
293,West Ham,2019-01-29,Wolves,eng Premier League,L 0-3,0,3,-3,45,0,0,0,0,7,3,1,2,0,0,1,Match Report
294,Manchester Utd,2019-01-29,Burnley,eng Premier League,D 2-2,2,2,0,73,1,1,1,0,50,40,3,2,3,2,0,Match Report
295,Manchester City,2019-01-29,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,75,1,0,0,0,19,11,2,3,1,2,0,Match Report
296,Fulham,2019-01-29,Brighton,eng Premier League,W 4-2,4,2,+2,61,4,0,0,0,42,30,3,2,6,1,0,Match Report
297,Huddersfield,2019-01-29,Everton,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,20,17,0,1,0,1,1,Match Report
298,Everton,2019-01-29,Huddersfield,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,17,8,2,4,1,2,0,Match Report
299,Brighton,2019-01-29,Fulham,eng Premier League,L 2-4,2,4,-2,39,2,0,0,0,23,14,2,1,3,3,0,Match Report
300,Newcastle Utd,2019-01-29,Manchester City,eng Premier League,W 2-1,2,1,+1,25,1,1,1,0,12,6,1,1,1,2,1,Match Report
301,Fulham,2019-01-20,Tottenham,eng Premier League,L 1-2,1,2,-1,28,0,0,0,0,21,15,3,0,2,1,0,Match Report
302,Manchester City,2019-01-20,Huddersfield,eng Premier League,W 3-0,3,0,+3,67,3,0,0,0,24,18,3,1,2,0,0,Match Report
303,Tottenham,2019-01-20,Fulham,eng Premier League,W 2-1,2,1,+1,72,2,0,0,0,27,25,1,0,0,1,0,Match Report
304,Huddersfield,2019-01-20,Manchester City,eng Premier League,L 0-3,0,3,-3,33,0,0,0,0,9,8,0,1,0,0,0,Match Report
305,Chelsea,2019-01-19,Arsenal,eng Premier League,L 0-2,0,2,-2,64,0,0,0,0,22,20,2,0,0,0,0,Match Report
306,Brighton,2019-01-19,Manchester Utd,eng Premier League,L 1-2,1,2,-1,44,1,0,0,0,14,9,3,0,0,2,0,Match Report
307,Burnley,2019-01-19,Watford,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,21,14,3,0,1,2,1,Match Report
308,Everton,2019-01-19,Southampton,eng Premier League,L 1-2,1,2,-1,61,1,0,0,0,12,10,0,1,1,0,0,Match Report
309,Liverpool,2019-01-19,Crystal Palace,eng Premier League,W 4-3,4,3,+1,70,4,0,0,0,34,25,3,3,2,1,0,Match Report
310,West Ham,2019-01-19,Bournemouth,eng Premier League,L 0-2,0,2,-2,61,0,0,0,0,14,12,0,0,2,0,0,Match Report
311,Newcastle Utd,2019-01-19,Cardiff City,eng Premier League,W 3-0,3,0,+3,54,3,0,0,0,29,21,6,0,2,0,0,Match Report
312,Bournemouth,2019-01-19,West Ham,eng Premier League,W 2-0,2,0,+2,39,2,0,0,0,18,11,1,3,2,1,0,Match Report
313,Crystal Palace,2019-01-19,Liverpool,eng Premier League,L 3-4,3,4,-1,30,3,0,0,0,15,10,2,1,1,1,0,Match Report
314,Leicester City,2019-01-19,Wolves,eng Premier League,L 3-4,3,4,-1,54,2,0,0,0,25,16,2,4,1,2,0,Match Report
315,Watford,2019-01-19,Burnley,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,16,16,0,0,0,0,0,Match Report
316,Wolves,2019-01-19,Leicester City,eng Premier League,W 4-3,4,3,+1,46,4,0,0,0,23,20,2,0,0,1,0,Match Report
317,Cardiff City,2019-01-19,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,46,0,0,0,0,16,10,3,0,2,1,0,Match Report
318,Arsenal,2019-01-19,Chelsea,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,24,18,3,2,0,1,0,Match Report
319,Manchester Utd,2019-01-19,Brighton,eng Premier League,W 2-1,2,1,+1,56,1,1,1,0,38,27,3,2,3,3,0,Match Report
320,Southampton,2019-01-19,Everton,eng Premier League,W 2-1,2,1,+1,39,1,0,0,0,20,15,3,0,1,0,1,Match Report
321,Manchester City,2019-01-14,Wolves,eng Premier League,W 3-0,3,0,+3,76,1,1,1,0,48,43,0,4,0,1,0,Match Report
322,Wolves,2019-01-14,Manchester City,eng Premier League,L 0-3,0,3,-3,24,0,0,0,0,1,0,1,0,0,0,0,Match Report
323,Tottenham,2019-01-13,Manchester Utd,eng Premier League,L 0-1,0,1,-1,61,0,0,0,0,42,28,3,5,3,2,1,Match Report
324,Manchester Utd,2019-01-13,Tottenham,eng Premier League,W 1-0,1,0,+1,39,1,0,0,0,24,18,1,2,3,0,0,Match Report
325,Everton,2019-01-13,Bournemouth,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,27,22,1,1,1,2,0,Match Report
326,Bournemouth,2019-01-13,Everton,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,27,19,4,0,2,2,0,Match Report
327,West Ham,2019-01-12,Arsenal,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,20,14,4,1,0,1,0,Match Report
328,Crystal Palace,2019-01-12,Watford,eng Premier League,L 1-2,1,2,-1,55,0,0,0,0,23,13,3,3,2,1,1,Match Report
329,Leicester City,2019-01-12,Southampton,eng Premier League,L 1-2,1,2,-1,71,1,0,0,0,44,34,4,2,2,2,0,Match Report
330,Watford,2019-01-12,Crystal Palace,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,25,10,4,3,5,3,0,Match Report
331,Huddersfield,2019-01-12,Cardiff City,eng Premier League,D 0-0,0,0,0,61,0,0,0,0,25,20,3,0,1,1,0,Match Report
332,Arsenal,2019-01-12,West Ham,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,20,16,0,2,1,0,1,Match Report
333,Brighton,2019-01-12,Liverpool,eng Premier League,L 0-1,0,1,-1,30,0,0,0,0,13,12,1,0,0,0,0,Match Report
334,Fulham,2019-01-12,Burnley,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,21,18,0,1,1,1,0,Match Report
335,Southampton,2019-01-12,Leicester City,eng Premier League,W 2-1,2,1,+1,29,1,1,1,0,11,3,4,0,2,2,0,Match Report
336,Chelsea,2019-01-12,Newcastle Utd,eng Premier League,W 2-1,2,1,+1,65,2,0,0,0,19,12,2,1,0,2,2,Match Report
337,Newcastle Utd,2019-01-12,Chelsea,eng Premier League,L 1-2,1,2,-1,35,1,0,0,0,16,15,1,0,0,0,0,Match Report
338,Liverpool,2019-01-12,Brighton,eng Premier League,W 1-0,1,0,+1,70,0,1,1,0,18,14,1,2,0,1,0,Match Report
339,Cardiff City,2019-01-12,Huddersfield,eng Premier League,D 0-0,0,0,0,39,0,0,0,0,5,3,1,1,0,0,0,Match Report
340,Burnley,2019-01-12,Fulham,eng Premier League,W 2-1,2,1,+1,42,1,0,0,0,21,18,1,1,1,0,0,Match Report
341,Manchester City,2019-01-03,Liverpool,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,13,9,0,2,1,0,1,Match Report
342,Liverpool,2019-01-03,Manchester City,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,13,10,0,1,1,1,0,Match Report
343,Newcastle Utd,2019-01-02,Manchester Utd,eng Premier League,L 0-2,0,2,-2,36,0,0,0,0,25,22,1,1,0,1,0,Match Report
344,Bournemouth,2019-01-02,Watford,eng Premier League,D 3-3,3,3,0,57,3,0,0,0,43,29,5,4,4,1,0,Match Report
345,Chelsea,2019-01-02,Southampton,eng Premier League,D 0-0,0,0,0,71,0,0,0,0,32,25,2,1,1,3,0,Match Report
346,Wolves,2019-01-02,Crystal Palace,eng Premier League,L 0-2,0,2,-2,52,0,0,0,0,13,10,1,0,1,1,0,Match Report
347,Watford,2019-01-02,Bournemouth,eng Premier League,D 3-3,3,3,0,43,3,0,0,0,18,11,3,1,1,2,0,Match Report
348,Brighton,2019-01-02,West Ham,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,24,13,5,2,3,0,1,Match Report
349,Crystal Palace,2019-01-02,Wolves,eng Premier League,W 2-0,2,0,+2,48,1,1,1,0,26,17,0,1,5,2,1,Match Report
350,Huddersfield,2019-01-02,Burnley,eng Premier League,L 1-2,1,2,-1,43,1,0,0,0,17,11,3,2,0,1,0,Match Report
351,Manchester Utd,2019-01-02,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,64,2,0,0,0,30,19,1,4,1,4,1,Match Report
352,Southampton,2019-01-02,Chelsea,eng Premier League,D 0-0,0,0,0,29,0,0,0,0,7,6,0,0,0,1,0,Match Report
353,West Ham,2019-01-02,Brighton,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,21,15,2,2,0,0,2,Match Report
354,Burnley,2019-01-02,Huddersfield,eng Premier League,W 2-1,2,1,+1,57,2,0,0,0,29,20,3,1,1,3,1,Match Report
355,Fulham,2019-01-01,Arsenal,eng Premier League,L 1-4,1,4,-3,40,1,0,0,0,16,13,1,1,0,1,0,Match Report
356,Cardiff City,2019-01-01,Tottenham,eng Premier League,L 0-3,0,3,-3,28,0,0,0,0,10,8,2,0,0,0,0,Match Report
357,Tottenham,2019-01-01,Cardiff City,eng Premier League,W 3-0,3,0,+3,72,3,0,0,0,24,20,0,3,1,0,0,Match Report
358,Everton,2019-01-01,Leicester City,eng Premier League,L 0-1,0,1,-1,59,0,0,0,0,28,18,4,0,2,3,1,Match Report
359,Leicester City,2019-01-01,Everton,eng Premier League,W 1-0,1,0,+1,41,1,0,0,0,14,8,1,3,0,0,2,Match Report
360,Arsenal,2019-01-01,Fulham,eng Premier League,W 4-1,4,1,+3,60,4,0,0,0,28,22,0,4,2,0,0,Match Report
361,Bournemouth,2018-12-30,Manchester Utd,eng Premier League,L 1-4,1,4,-3,35,1,0,0,0,12,7,3,1,0,0,1,Match Report
362,Manchester City,2018-12-30,Southampton,eng Premier League,W 3-1,3,1,+2,76,2,0,0,0,27,22,3,0,0,2,0,Match Report
363,Chelsea,2018-12-30,Crystal Palace,eng Premier League,W 1-0,1,0,+1,65,1,0,0,0,23,15,2,1,3,2,0,Match Report
364,Manchester Utd,2018-12-30,Bournemouth,eng Premier League,W 4-1,4,1,+3,65,4,0,0,0,21,18,0,1,1,0,1,Match Report
365,Burnley,2018-12-30,West Ham,eng Premier League,W 2-0,2,0,+2,43,2,0,0,0,28,23,3,0,1,1,0,Match Report
366,West Ham,2018-12-30,Burnley,eng Premier League,L 0-2,0,2,-2,57,0,0,0,0,18,10,3,2,3,0,0,Match Report
367,Crystal Palace,2018-12-30,Chelsea,eng Premier League,L 0-1,0,1,-1,35,0,0,0,0,8,7,1,0,0,0,0,Match Report
368,Southampton,2018-12-30,Manchester City,eng Premier League,L 1-3,1,3,-2,24,1,0,0,0,9,3,3,1,0,2,0,Match Report
369,Liverpool,2018-12-29,Arsenal,eng Premier League,W 5-1,5,1,+4,48,3,2,2,0,27,18,0,5,1,2,1,Match Report
370,Newcastle Utd,2018-12-29,Watford,eng Premier League,D 1-1,1,1,0,37,1,0,0,0,16,9,3,2,0,2,0,Match Report
371,Wolves,2018-12-29,Tottenham,eng Premier League,W 3-1,3,1,+2,40,3,0,0,0,22,14,3,3,1,1,0,Match Report
372,Leicester City,2018-12-29,Cardiff City,eng Premier League,L 0-1,0,1,-1,62,0,0,1,1,29,17,6,4,0,2,0,Match Report
373,Arsenal,2018-12-29,Liverpool,eng Premier League,L 1-5,1,5,-4,52,1,0,0,0,14,14,0,0,0,0,0,Match Report
374,Tottenham,2018-12-29,Wolves,eng Premier League,L 1-3,1,3,-2,60,1,0,0,0,19,14,2,1,1,1,0,Match Report
375,Cardiff City,2018-12-29,Leicester City,eng Premier League,W 1-0,1,0,+1,38,1,0,0,0,18,14,2,0,1,1,0,Match Report
376,Watford,2018-12-29,Newcastle Utd,eng Premier League,D 1-1,1,1,0,63,1,0,0,0,20,15,0,1,0,4,0,Match Report
377,Everton,2018-12-29,Brighton,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,22,12,3,4,1,2,0,Match Report
378,Brighton,2018-12-29,Everton,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,15,6,3,2,2,2,0,Match Report
379,Fulham,2018-12-29,Huddersfield,eng Premier League,W 1-0,1,0,+1,44,1,0,1,1,26,19,3,0,2,2,0,Match Report
380,Huddersfield,2018-12-29,Fulham,eng Premier League,L 0-1,0,1,-1,56,0,0,0,0,12,8,1,0,0,2,1,Match Report
381,West Ham,2018-12-27,Southampton,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,30,20,3,6,1,0,0,Match Report
382,Southampton,2018-12-27,West Ham,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,17,10,0,2,5,0,0,Match Report
383,Brighton,2018-12-26,Arsenal,eng Premier League,D 1-1,1,1,0,33,1,0,0,0,22,19,1,2,0,0,0,Match Report
384,Huddersfield,2018-12-26,Manchester Utd,eng Premier League,L 1-3,1,3,-2,36,1,0,0,0,19,15,3,1,0,0,0,Match Report
385,Chelsea,2018-12-26,Watford,eng Premier League,W 2-1,2,1,+1,65,1,1,1,0,20,17,0,2,0,1,0,Match Report
386,Bournemouth,2018-12-26,Tottenham,eng Premier League,L 0-5,0,5,-5,44,0,0,0,0,26,24,1,0,0,0,1,Match Report
387,Cardiff City,2018-12-26,Crystal Palace,eng Premier League,D 0-0,0,0,0,38,0,0,0,0,14,12,1,0,0,1,0,Match Report
388,Tottenham,2018-12-26,Bournemouth,eng Premier League,W 5-0,5,0,+5,56,5,0,0,0,19,14,0,2,2,1,0,Match Report
389,Crystal Palace,2018-12-26,Cardiff City,eng Premier League,D 0-0,0,0,0,62,0,0,0,0,52,34,4,6,6,1,1,Match Report
390,Newcastle Utd,2018-12-26,Liverpool,eng Premier League,L 0-4,0,4,-4,26,0,0,0,0,12,7,1,2,0,1,1,Match Report
391,Fulham,2018-12-26,Wolves,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,20,13,3,3,0,1,0,Match Report
392,Everton,2018-12-26,Burnley,eng Premier League,W 5-1,5,1,+4,51,4,1,1,0,22,15,2,2,2,1,0,Match Report
393,Manchester City,2018-12-26,Leicester City,eng Premier League,L 1-2,1,2,-1,66,1,0,0,0,21,19,0,1,1,0,0,Match Report
