Rk,Team,Date,Opp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Match Report
217,Burnley,2022-03-12,Brentford,L 0-2,0,2,-2,45,0,0,0,0,545,63,187,230,137,22,545,Match Report
218,Liverpool,2022-03-12,Brighton,W 2-0,2,0,+2,48,1,1,1,0,552,47,156,255,140,36,551,Match Report
219,Chelsea,2022-03-10,Norwich City,W 3-1,3,1,+2,66,3,0,0,0,837,62,220,255,215,35,837,Match Report
220,Wolves,2022-03-10,Watford,W 4-0,4,0,+4,66,3,0,0,0,793,56,255,255,144,21,793,Match Report
221,Newcastle Utd,2022-03-10,Southampton,W 2-1,2,1,+1,33,2,0,0,0,482,76,192,191,101,22,482,Match Report
222,Aston Villa,2022-03-10,Leeds United,W 3-0,3,0,+3,49,3,0,0,0,564,67,210,229,131,23,564,Match Report
223,Leeds United,2022-03-10,Aston Villa,L 0-3,0,3,-3,51,0,0,0,0,560,56,188,255,107,11,560,Match Report
224,Watford,2022-03-10,Wolves,L 0-4,0,4,-4,34,0,0,0,0,464,52,159,241,68,10,464,Match Report
225,Southampton,2022-03-10,Newcastle Utd,L 1-2,1,2,-1,67,1,0,0,0,816,52,207,255,255,31,816,Match Report
226,Norwich City,2022-03-10,Chelsea,L 1-3,1,3,-2,34,0,1,1,0,476,78,200,184,95,12,475,Match Report
227,Everton,2022-03-07,Tottenham,L 0-5,0,5,-5,45,0,0,0,0,670,57,130,255,152,10,670,Match Report
228,Tottenham,2022-03-07,Everton,W 5-0,5,0,+5,55,4,0,0,0,806,70,255,255,130,23,806,Match Report
229,Watford,2022-03-06,Arsenal,L 2-3,2,3,-1,44,2,0,0,0,592,63,230,229,137,22,592,Match Report
230,Manchester City,2022-03-06,Manchester Utd,W 4-1,4,1,+3,69,4,0,0,0,887,78,255,255,231,44,887,Match Report
231,Arsenal,2022-03-06,Watford,W 3-2,3,2,+1,56,3,0,0,0,709,55,198,255,173,27,709,Match Report
232,Manchester Utd,2022-03-06,Manchester City,L 1-4,1,4,-3,31,1,0,0,0,458,78,213,173,77,17,458,Match Report
233,Brentford,2022-03-05,Norwich City,W 3-1,3,1,+2,40,1,2,2,0,477,74,189,168,124,13,475,Match Report
234,Aston Villa,2022-03-05,Southampton,W 4-0,4,0,+4,38,4,0,0,0,492,63,203,206,88,26,492,Match Report
235,Wolves,2022-03-05,Crystal Palace,L 0-2,0,2,-2,63,0,0,0,0,728,70,206,255,213,28,728,Match Report
236,Leicester City,2022-03-05,Leeds United,W 1-0,1,0,+1,51,1,0,0,0,659,74,255,241,151,17,659,Match Report
237,Liverpool,2022-03-05,West Ham,W 1-0,1,0,+1,68,1,0,0,0,864,67,193,255,255,29,864,Match Report
238,West Ham,2022-03-05,Liverpool,L 0-1,0,1,-1,32,0,0,0,0,479,83,223,185,76,17,479,Match Report
239,Southampton,2022-03-05,Aston Villa,L 0-4,0,4,-4,62,0,0,0,0,700,41,148,255,194,17,700,Match Report
240,Crystal Palace,2022-03-05,Wolves,W 2-0,2,0,+2,37,1,1,1,0,485,80,210,184,97,29,484,Match Report
241,Chelsea,2022-03-05,Burnley,W 4-0,4,0,+4,72,4,0,0,0,927,72,255,255,213,27,927,Match Report
242,Leeds United,2022-03-05,Leicester City,L 0-1,0,1,-1,49,0,0,0,0,650,67,222,255,175,30,650,Match Report
243,Brighton,2022-03-05,Newcastle Utd,L 1-2,1,2,-1,68,1,0,0,0,800,39,161,255,255,31,800,Match Report
244,Norwich City,2022-03-05,Brentford,L 1-3,1,3,-2,60,1,0,0,0,611,50,175,255,152,18,611,Match Report
245,Burnley,2022-03-05,Chelsea,L 0-4,0,4,-4,28,0,0,0,0,426,43,128,188,117,15,426,Match Report
246,Newcastle Utd,2022-03-05,Brighton,W 2-1,2,1,+1,32,2,0,0,0,456,79,197,175,90,15,456,Match Report
247,Leicester City,2022-03-01,Burnley,W 2-0,2,0,+2,55,2,0,0,0,619,68,223,252,149,31,619,Match Report
248,Burnley,2022-03-01,Leicester City,L 0-2,0,2,-2,45,0,0,0,0,531,62,167,242,131,28,531,Match Report
249,Wolves,2022-02-27,West Ham,L 0-1,0,1,-1,61,0,0,0,0,770,89,255,255,175,22,770,Match Report
250,West Ham,2022-02-27,Wolves,W 1-0,1,0,+1,39,1,0,0,0,562,75,181,250,136,26,562,Match Report
251,Watford,2022-02-26,Manchester Utd,D 0-0,0,0,0,33,0,0,0,0,503,92,236,186,91,9,503,Match Report
252,Manchester Utd,2022-02-26,Watford,D 0-0,0,0,0,67,0,0,0,0,849,35,174,255,255,46,849,Match Report
253,Leeds United,2022-02-26,Tottenham,L 0-4,0,4,-4,50,0,0,0,0,584,35,121,255,201,39,584,Match Report
254,Burnley,2022-02-26,Crystal Palace,D 1-1,1,1,0,41,0,0,0,0,517,52,135,255,118,8,517,Match Report
255,Tottenham,2022-02-26,Leeds United,W 4-0,4,0,+4,50,4,0,0,0,614,91,255,218,127,23,614,Match Report
256,Brighton,2022-02-26,Aston Villa,L 0-2,0,2,-2,66,0,0,0,0,706,47,183,255,171,23,706,Match Report
257,Crystal Palace,2022-02-26,Burnley,D 1-1,1,1,0,59,1,0,0,0,687,67,255,255,141,17,687,Match Report
258,Brentford,2022-02-26,Newcastle Utd,L 0-2,0,2,-2,37,0,0,0,0,449,76,144,185,122,14,449,Match Report
259,Newcastle Utd,2022-02-26,Brentford,W 2-0,2,0,+2,63,2,0,0,0,673,47,178,255,205,33,673,Match Report
260,Aston Villa,2022-02-26,Brighton,W 2-0,2,0,+2,34,2,0,0,0,435,68,182,171,85,11,435,Match Report
261,Manchester City,2022-02-26,Everton,W 1-0,1,0,+1,67,1,0,0,0,815,51,192,255,254,29,815,Match Report
262,Everton,2022-02-26,Manchester City,L 0-1,0,1,-1,33,0,0,0,0,471,90,230,156,94,12,471,Match Report
263,Southampton,2022-02-25,Norwich City,W 2-0,2,0,+2,58,2,0,0,0,685,42,138,255,255,47,685,Match Report
264,Norwich City,2022-02-25,Southampton,L 0-2,0,2,-2,42,0,0,0,0,534,116,255,176,99,15,534,Match Report
265,Wolves,2022-02-24,Arsenal,L 1-2,1,2,-1,44,1,0,0,0,558,93,255,214,70,8,558,Match Report
266,Arsenal,2022-02-24,Wolves,W 2-1,2,1,+1,56,1,0,0,0,651,31,141,255,196,47,651,Match Report
267,Crystal Palace,2022-02-23,Watford,W 4-1,4,1,+3,54,4,0,0,0,706,61,240,255,117,14,706,Match Report
268,Burnley,2022-02-23,Tottenham,W 1-0,1,0,+1,34,1,0,0,0,517,60,148,226,145,18,517,Match Report
269,Watford,2022-02-23,Crystal Palace,L 1-4,1,4,-3,46,1,0,0,0,597,43,221,255,111,12,597,Match Report
270,Liverpool,2022-02-23,Leeds United,W 6-0,6,0,+6,63,4,2,2,0,821,56,222,255,189,40,819,Match Report
271,Leeds United,2022-02-23,Liverpool,L 0-6,0,6,-6,37,0,0,0,0,511,98,255,200,50,4,511,Match Report
272,Tottenham,2022-02-23,Burnley,L 0-1,0,1,-1,66,0,0,0,0,802,75,244,255,221,42,802,Match Report
273,Leeds United,2022-02-20,Manchester Utd,L 2-4,2,4,-2,54,2,0,0,0,565,63,223,237,117,17,565,Match Report
274,Manchester Utd,2022-02-20,Leeds United,W 4-2,4,2,+2,46,4,0,0,0,486,47,155,212,128,23,486,Match Report
275,Leicester City,2022-02-20,Wolves,L 1-2,1,2,-1,63,1,0,0,0,733,44,186,255,242,30,733,Match Report
276,Wolves,2022-02-20,Leicester City,W 2-1,2,1,+1,37,2,0,0,0,500,93,255,159,80,19,500,Match Report
277,Brentford,2022-02-19,Arsenal,L 1-2,1,2,-1,34,1,0,0,0,466,113,247,165,56,9,466,Match Report
278,Liverpool,2022-02-19,Norwich City,W 3-1,3,1,+2,69,3,0,0,0,863,49,174,255,255,57,863,Match Report
279,Aston Villa,2022-02-19,Watford,L 0-1,0,1,-1,59,0,0,0,0,726,47,162,255,231,33,726,Match Report
280,Everton,2022-02-19,Southampton,L 0-2,0,2,-2,45,0,0,0,0,564,59,164,237,167,17,564,Match Report
281,Manchester City,2022-02-19,Tottenham,L 2-3,2,3,-1,71,1,1,1,0,907,20,75,255,255,57,906,Match Report
282,Chelsea,2022-02-19,Crystal Palace,W 1-0,1,0,+1,58,1,0,0,0,660,58,192,255,151,17,660,Match Report
283,Newcastle Utd,2022-02-19,West Ham,D 1-1,1,1,0,53,1,0,0,0,592,55,185,255,152,31,592,Match Report
284,Norwich City,2022-02-19,Liverpool,L 1-3,1,3,-2,31,1,0,0,0,466,114,255,131,74,15,466,Match Report
285,Watford,2022-02-19,Aston Villa,W 1-0,1,0,+1,41,1,0,0,0,566,82,247,235,87,12,566,Match Report
286,Brighton,2022-02-19,Burnley,L 0-3,0,3,-3,68,0,0,0,0,739,52,223,255,186,19,739,Match Report
287,West Ham,2022-02-19,Newcastle Utd,D 1-1,1,1,0,47,1,0,0,0,552,67,176,246,135,22,552,Match Report
288,Arsenal,2022-02-19,Brentford,W 2-1,2,1,+1,66,2,0,0,0,727,47,145,255,255,43,727,Match Report
289,Crystal Palace,2022-02-19,Chelsea,L 0-1,0,1,-1,42,0,0,0,0,539,69,228,195,123,14,539,Match Report
290,Burnley,2022-02-19,Brighton,W 3-0,3,0,+3,32,3,0,0,0,385,50,136,162,94,16,385,Match Report
291,Southampton,2022-02-19,Everton,W 2-0,2,0,+2,55,2,0,0,0,682,54,189,255,167,26,682,Match Report
292,Tottenham,2022-02-19,Manchester City,W 3-2,3,2,+1,29,3,0,0,0,465,118,255,137,40,7,465,Match Report
293,Brighton,2022-02-15,Manchester Utd,L 0-2,0,2,-2,50,0,0,0,0,699,76,253,255,163,15,699,Match Report
294,Manchester Utd,2022-02-15,Brighton,W 2-0,2,0,+2,50,2,0,0,0,660,57,221,215,229,32,660,Match Report
295,Wolves,2022-02-13,Tottenham,W 2-0,2,0,+2,42,2,0,0,0,571,84,231,255,82,12,571,Match Report
296,Leicester City,2022-02-13,West Ham,D 2-2,2,2,0,55,1,1,1,0,695,57,237,255,118,19,694,Match Report
297,Burnley,2022-02-13,Liverpool,L 0-1,0,1,-1,34,0,0,0,0,461,56,174,209,81,11,461,Match Report
298,Newcastle Utd,2022-02-13,Aston Villa,W 1-0,1,0,+1,38,1,0,0,0,393,50,145,156,99,13,393,Match Report
299,Tottenham,2022-02-13,Wolves,L 0-2,0,2,-2,58,0,0,0,0,743,38,150,255,207,31,743,Match Report
300,Liverpool,2022-02-13,Burnley,W 1-0,1,0,+1,66,1,0,0,0,791,55,250,255,169,26,791,Match Report
301,West Ham,2022-02-13,Leicester City,D 2-2,2,2,0,45,2,0,0,0,572,50,171,255,128,22,572,Match Report
302,Aston Villa,2022-02-13,Newcastle Utd,L 0-1,0,1,-1,62,0,0,0,0,551,48,178,255,125,14,551,Match Report
303,Southampton,2022-02-12,Manchester Utd,D 1-1,1,1,0,47,1,0,0,0,572,64,189,255,123,19,572,Match Report
304,Manchester City,2022-02-12,Norwich City,W 4-0,4,0,+4,71,4,0,1,1,830,50,188,255,255,49,829,Match Report
305,Brighton,2022-02-12,Watford,W 2-0,2,0,+2,64,2,0,0,0,750,62,220,255,182,28,750,Match Report
306,Manchester Utd,2022-02-12,Southampton,D 1-1,1,1,0,53,1,0,0,0,612,46,188,255,155,22,612,Match Report
307,Brentford,2022-02-12,Crystal Palace,D 0-0,0,0,0,42,0,0,0,0,550,71,202,228,124,24,550,Match Report
308,Everton,2022-02-12,Leeds United,W 3-0,3,0,+3,42,3,0,0,0,534,54,141,221,177,27,534,Match Report
309,Crystal Palace,2022-02-12,Brentford,D 0-0,0,0,0,58,0,0,0,0,677,50,154,255,206,17,677,Match Report
310,Watford,2022-02-12,Brighton,L 0-2,0,2,-2,36,0,0,0,0,489,57,184,202,116,16,489,Match Report
311,Leeds United,2022-02-12,Everton,L 0-3,0,3,-3,58,0,0,0,0,678,74,255,255,122,11,678,Match Report
312,Norwich City,2022-02-12,Manchester City,L 0-4,0,4,-4,29,0,0,0,0,417,99,219,136,73,18,417,Match Report
313,Wolves,2022-02-10,Arsenal,L 0-1,0,1,-1,58,0,0,0,0,664,52,205,255,192,31,664,Match Report
314,Leicester City,2022-02-10,Liverpool,L 0-2,0,2,-2,36,0,0,0,0,556,104,255,216,92,10,556,Match Report
315,Arsenal,2022-02-10,Wolves,W 1-0,1,0,+1,42,1,0,0,0,519,78,195,201,130,26,519,Match Report
316,Liverpool,2022-02-10,Leicester City,W 2-0,2,0,+2,64,2,0,0,0,856,42,185,255,255,48,856,Match Report
317,Crystal Palace,2022-02-09,Norwich City,D 1-1,1,1,0,70,1,0,1,1,817,54,226,255,175,18,816,Match Report
318,Tottenham,2022-02-09,Southampton,L 2-3,2,3,-1,48,1,0,0,0,598,69,227,255,119,17,598,Match Report
319,Southampton,2022-02-09,Tottenham,W 3-2,3,2,+1,52,3,0,0,0,627,49,140,255,220,31,627,Match Report
320,Norwich City,2022-02-09,Crystal Palace,D 1-1,1,1,0,30,1,0,0,0,413,82,197,164,60,9,413,Match Report
321,Aston Villa,2022-02-09,Leeds United,D 3-3,3,3,0,40,3,0,0,0,452,59,167,180,111,19,452,Match Report
322,Leeds United,2022-02-09,Aston Villa,D 3-3,3,3,0,60,3,0,0,0,613,51,177,255,137,22,613,Match Report
323,Manchester City,2022-02-09,Brentford,W 2-0,2,0,+2,74,1,1,1,0,848,33,129,255,255,29,847,Match Report
324,Brentford,2022-02-09,Manchester City,L 0-2,0,2,-2,26,0,0,0,0,367,83,172,143,55,10,367,Match Report
325,Burnley,2022-02-08,Manchester Utd,D 1-1,1,1,0,37,1,0,0,0,468,70,169,204,99,13,468,Match Report
326,West Ham,2022-02-08,Watford,W 1-0,1,0,+1,64,1,0,0,0,768,66,226,255,180,23,768,Match Report
327,Watford,2022-02-08,West Ham,L 0-1,0,1,-1,36,0,0,0,0,502,54,198,196,120,16,502,Match Report
328,Manchester Utd,2022-02-08,Burnley,D 1-1,1,1,0,63,1,0,0,0,690,44,142,255,220,39,690,Match Report
329,Everton,2022-02-08,Newcastle Utd,L 1-3,1,3,-2,60,0,0,0,0,615,68,198,255,107,12,615,Match Report
330,Newcastle Utd,2022-02-08,Everton,W 3-1,3,1,+2,40,2,0,0,0,460,48,134,224,109,27,460,Match Report
331,Burnley,2022-02-05,Watford,D 0-0,0,0,0,53,0,0,0,0,559,46,160,255,129,16,559,Match Report
332,Watford,2022-02-05,Burnley,D 0-0,0,0,0,47,0,0,0,0,547,61,172,255,115,23,547,Match Report
333,Burnley,2022-01-23,Arsenal,D 0-0,0,0,0,25,0,0,0,0,353,77,161,125,71,13,353,Match Report
334,Chelsea,2022-01-23,Tottenham,W 2-0,2,0,+2,64,2,0,0,0,737,50,188,255,173,23,737,Match Report
335,Liverpool,2022-01-23,Crystal Palace,W 3-1,3,1,+2,57,2,1,1,0,718,57,193,255,203,25,717,Match Report
336,Crystal Palace,2022-01-23,Liverpool,L 1-3,1,3,-2,43,1,0,0,0,580,100,255,229,66,17,580,Match Report
337,Arsenal,2022-01-23,Burnley,D 0-0,0,0,0,75,0,0,0,0,785,56,198,255,248,42,785,Match Report
338,Brighton,2022-01-23,Leicester City,D 1-1,1,1,0,56,1,0,0,0,754,61,202,255,236,31,754,Match Report
339,Tottenham,2022-01-23,Chelsea,L 0-2,0,2,-2,36,0,0,0,0,481,69,204,219,68,7,481,Match Report
340,Leicester City,2022-01-23,Brighton,D 1-1,1,1,0,44,1,0,0,0,645,77,255,209,152,25,645,Match Report
341,West Ham,2022-01-22,Manchester Utd,L 0-1,0,1,-1,43,0,0,0,0,550,81,197,243,118,12,550,Match Report
342,Manchester City,2022-01-22,Southampton,D 1-1,1,1,0,74,1,0,0,0,937,30,170,255,255,45,937,Match Report
343,Newcastle Utd,2022-01-22,Leeds United,W 1-0,1,0,+1,38,1,0,0,0,459,77,184,154,127,29,459,Match Report
344,Manchester Utd,2022-01-22,West Ham,W 1-0,1,0,+1,57,1,0,0,0,699,52,202,255,168,27,699,Match Report
345,Everton,2022-01-22,Aston Villa,L 0-1,0,1,-1,50,0,0,0,0,518,46,160,219,142,21,518,Match Report
346,Brentford,2022-01-22,Wolves,L 1-2,1,2,-1,50,1,0,0,0,600,47,218,229,161,25,600,Match Report
347,Leeds United,2022-01-22,Newcastle Utd,L 0-1,0,1,-1,62,0,0,0,0,641,74,206,248,195,35,641,Match Report
348,Wolves,2022-01-22,Brentford,W 2-1,2,1,+1,50,2,0,0,0,640,76,193,255,128,11,640,Match Report
349,Aston Villa,2022-01-22,Everton,W 1-0,1,0,+1,50,1,0,0,0,531,60,187,255,87,12,531,Match Report
350,Southampton,2022-01-22,Manchester City,D 1-1,1,1,0,26,1,0,0,0,442,116,255,129,51,7,442,Match Report
351,Watford,2022-01-21,Norwich City,L 0-3,0,3,-3,67,0,0,0,0,691,29,218,255,182,21,691,Match Report
352,Norwich City,2022-01-21,Watford,W 3-0,3,0,+3,33,2,0,0,0,400,61,173,148,83,13,400,Match Report
353,Brentford,2022-01-19,Manchester Utd,L 1-3,1,3,-2,44,1,0,0,0,573,67,166,253,158,33,573,Match Report
354,Leicester City,2022-01-19,Tottenham,L 2-3,2,3,-1,49,2,0,0,0,703,101,255,255,132,17,703,Match Report
355,Tottenham,2022-01-19,Leicester City,W 3-2,3,2,+1,51,3,0,0,0,745,50,159,255,196,39,745,Match Report
356,Manchester Utd,2022-01-19,Brentford,W 3-1,3,1,+2,56,3,0,0,0,684,74,193,255,174,25,684,Match Report
357,Brighton,2022-01-18,Chelsea,D 1-1,1,1,0,44,1,0,0,0,602,73,193,219,191,27,602,Match Report
358,Chelsea,2022-01-18,Brighton,D 1-1,1,1,0,56,1,0,0,0,741,81,255,255,212,27,741,Match Report
359,West Ham,2022-01-16,Leeds United,L 2-3,2,3,-1,48,2,0,0,0,558,43,154,252,159,32,558,Match Report
360,Leeds United,2022-01-16,West Ham,W 3-2,3,2,+1,52,3,0,0,0,625,76,255,223,132,30,625,Match Report
361,Brentford,2022-01-16,Liverpool,L 0-3,0,3,-3,32,0,0,0,0,497,109,230,199,71,8,497,Match Report
362,Liverpool,2022-01-16,Brentford,W 3-0,3,0,+3,68,3,0,0,0,875,35,166,255,255,37,875,Match Report
363,Aston Villa,2022-01-15,Manchester Utd,D 2-2,2,2,0,54,2,0,0,0,676,53,176,255,152,23,676,Match Report
364,Everton,2022-01-15,Norwich City,L 1-2,1,2,-1,59,1,0,0,0,604,44,149,255,157,28,604,Match Report
365,Newcastle Utd,2022-01-15,Watford,D 1-1,1,1,0,52,1,0,0,0,570,43,146,255,133,22,570,Match Report
366,Wolves,2022-01-15,Southampton,W 3-1,3,1,+2,43,2,1,1,0,495,73,201,204,93,14,494,Match Report
367,Manchester Utd,2022-01-15,Aston Villa,D 2-2,2,2,0,46,2,0,0,0,611,65,203,255,99,14,611,Match Report
368,Southampton,2022-01-15,Wolves,L 1-3,1,3,-2,57,1,0,0,0,587,30,115,255,165,27,587,Match Report
369,Watford,2022-01-15,Newcastle Utd,D 1-1,1,1,0,48,1,0,0,0,555,66,233,234,93,23,555,Match Report
370,Manchester City,2022-01-15,Chelsea,W 1-0,1,0,+1,56,1,0,0,0,705,39,166,255,191,30,705,Match Report
371,Norwich City,2022-01-15,Everton,W 2-1,2,1,+1,41,1,0,0,0,463,68,173,178,118,16,463,Match Report
372,Chelsea,2022-01-15,Manchester City,L 0-1,0,1,-1,44,0,0,0,0,604,88,255,241,83,7,604,Match Report
373,Brighton,2022-01-14,Crystal Palace,D 1-1,1,1,0,63,0,0,1,1,735,31,181,255,219,27,734,Match Report
374,Crystal Palace,2022-01-14,Brighton,D 1-1,1,1,0,37,1,0,0,0,502,73,225,179,103,7,502,Match Report
375,West Ham,2022-01-12,Norwich City,W 2-0,2,0,+2,62,2,0,0,0,693,40,113,255,216,26,693,Match Report
376,Norwich City,2022-01-12,West Ham,L 0-2,0,2,-2,38,0,0,0,0,467,77,220,176,74,17,467,Match Report
377,Brentford,2022-01-11,Southampton,L 1-4,1,4,-3,52,1,0,0,0,586,67,210,255,118,17,586,Match Report
378,Southampton,2022-01-11,Brentford,W 4-1,4,1,+3,48,3,0,0,0,559,47,150,255,151,17,559,Match Report
379,Wolves,2022-01-03,Manchester Utd,W 1-0,1,0,+1,49,1,0,0,0,624,54,183,255,187,22,624,Match Report
380,Manchester Utd,2022-01-03,Wolves,L 0-1,0,1,-1,51,0,0,0,0,646,63,178,255,166,17,646,Match Report
381,Burnley,2022-01-02,Leeds United,L 1-3,1,3,-2,45,1,0,0,0,453,71,162,180,111,7,453,Match Report
382,Chelsea,2022-01-02,Liverpool,D 2-2,2,2,0,54,2,0,0,0,739,58,231,255,195,29,739,Match Report
383,Brentford,2022-01-02,Aston Villa,W 2-1,2,1,+1,45,2,0,0,0,546,75,252,218,86,11,546,Match Report
384,Leeds United,2022-01-02,Burnley,W 3-1,3,1,+2,55,3,0,0,0,543,58,231,179,141,22,543,Match Report
385,Aston Villa,2022-01-02,Brentford,L 1-2,1,2,-1,55,1,0,0,0,636,46,163,255,151,23,636,Match Report
386,Liverpool,2022-01-02,Chelsea,D 2-2,2,2,0,46,2,0,0,0,624,102,249,239,142,14,624,Match Report
387,Everton,2022-01-02,Brighton,L 2-3,2,3,-1,50,2,0,1,1,575,50,164,249,172,26,574,Match Report
388,Brighton,2022-01-02,Everton,W 3-2,3,2,+1,50,3,0,0,0,594,81,208,255,134,17,594,Match Report
389,Manchester City,2022-01-01,Arsenal,W 2-1,2,1,+1,71,1,1,1,0,779,77,229,255,214,32,778,Match Report
390,Tottenham,2022-01-01,Watford,W 1-0,1,0,+1,74,1,0,0,0,883,31,142,255,255,50,883,Match Report
391,Watford,2022-01-01,Tottenham,L 0-1,0,1,-1,26,0,0,0,0,407,111,245,123,44,5,407,Match Report
392,West Ham,2022-01-01,Crystal Palace,W 3-2,3,2,+1,38,2,1,1,0,515,81,182,204,133,19,514,Match Report
393,Crystal Palace,2022-01-01,West Ham,L 2-3,2,3,-1,62,2,0,0,0,757,85,255,255,202,36,757,Match Report
394,Arsenal,2022-01-01,Manchester City,L 1-2,1,2,-1,29,1,0,0,0,370,63,138,129,108,16,370,Match Report
395,Burnley,2021-12-30,Manchester Utd,L 1-3,1,3,-2,43,1,0,0,0,518,55,138,255,111,17,518,Match Report
396,Manchester Utd,2021-12-30,Burnley,W 3-1,3,1,+2,57,2,0,0,0,623,45,199,255,162,29,623,Match Report
397,Manchester City,2021-12-29,Brentford,W 1-0,1,0,+1,76,1,0,0,0,843,32,128,255,255,22,843,Match Report
398,Brighton,2021-12-29,Chelsea,D 1-1,1,1,0,53,1,0,0,0,662,75,233,245,189,25,662,Match Report
399,Chelsea,2021-12-29,Brighton,D 1-1,1,1,0,47,1,0,0,0,602,71,190,255,152,28,602,Match Report
400,Brentford,2021-12-29,Manchester City,L 0-1,0,1,-1,24,0,0,0,0,336,71,188,102,49,10,336,Match Report
401,Crystal Palace,2021-12-28,Norwich City,W 3-0,3,0,+3,51,2,1,1,0,560,75,231,224,113,30,559,Match Report
402,West Ham,2021-12-28,Watford,W 4-1,4,1,+3,57,3,1,1,0,578,50,167,255,162,27,577,Match Report
403,Tottenham,2021-12-28,Southampton,D 1-1,1,1,0,65,0,1,1,0,702,49,182,255,255,31,701,Match Report
404,Southampton,2021-12-28,Tottenham,D 1-1,1,1,0,35,1,0,0,0,433,68,131,192,116,8,433,Match Report
405,Norwich City,2021-12-28,Crystal Palace,L 0-3,0,3,-3,49,0,0,0,0,548,68,203,205,148,20,548,Match Report
406,Watford,2021-12-28,West Ham,L 1-4,1,4,-3,43,1,0,0,0,501,53,171,212,129,22,501,Match Report
407,Leicester City,2021-12-28,Liverpool,W 1-0,1,0,+1,37,1,0,0,0,537,114,255,192,72,14,537,Match Report
408,Liverpool,2021-12-28,Leicester City,L 0-1,0,1,-1,63,0,0,1,1,757,35,116,255,255,60,756,Match Report
409,Newcastle Utd,2021-12-27,Manchester Utd,D 1-1,1,1,0,32,1,0,0,0,440,55,153,178,115,16,440,Match Report
410,Manchester Utd,2021-12-27,Newcastle Utd,D 1-1,1,1,0,68,1,0,0,0,731,49,164,255,153,17,731,Match Report
411,Norwich City,2021-12-26,Arsenal,L 0-5,0,5,-5,36,0,0,0,0,445,59,191,178,86,4,445,Match Report
412,Arsenal,2021-12-26,Norwich City,W 5-0,5,0,+5,64,4,1,1,0,712,39,202,255,174,20,711,Match Report
413,West Ham,2021-12-26,Southampton,L 2-3,2,3,-1,56,2,0,0,0,603,28,157,255,188,29,603,Match Report
414,Crystal Palace,2021-12-26,Tottenham,L 0-3,0,3,-3,40,0,0,0,0,528,71,203,235,93,8,528,Match Report
415,Tottenham,2021-12-26,Crystal Palace,W 3-0,3,0,+3,60,3,0,0,0,743,35,163,255,221,33,743,Match Report
416,Southampton,2021-12-26,West Ham,W 3-2,3,2,+1,44,2,1,1,0,537,78,200,242,102,11,536,Match Report
417,Chelsea,2021-12-26,Aston Villa,W 3-1,3,1,+2,58,1,2,2,0,766,55,200,255,217,27,764,Match Report
418,Manchester City,2021-12-26,Leicester City,W 6-3,6,3,+3,72,4,2,2,0,854,30,117,255,228,39,852,Match Report
419,Brighton,2021-12-26,Brentford,W 2-0,2,0,+2,50,2,0,0,0,647,70,213,255,186,21,647,Match Report
420,Aston Villa,2021-12-26,Chelsea,L 1-3,1,3,-2,42,0,0,0,0,592,77,212,255,125,17,592,Match Report
421,Brentford,2021-12-26,Brighton,L 0-2,0,2,-2,50,0,0,0,0,617,79,243,253,127,30,617,Match Report
422,Leicester City,2021-12-26,Manchester City,L 3-6,3,6,-3,28,3,0,0,0,410,89,202,156,57,17,410,Match Report
423,Liverpool,2021-12-19,Tottenham,D 2-2,2,2,0,56,2,0,0,0,701,55,161,255,245,33,701,Match Report
424,Tottenham,2021-12-19,Liverpool,D 2-2,2,2,0,44,2,0,0,0,578,87,246,235,105,23,578,Match Report
425,Chelsea,2021-12-19,Wolves,D 0-0,0,0,0,63,0,0,0,0,898,47,145,255,255,23,898,Match Report
426,Manchester City,2021-12-19,Newcastle Utd,W 4-0,4,0,+4,71,4,0,0,0,831,58,196,255,164,33,831,Match Report
427,Wolves,2021-12-19,Chelsea,D 0-0,0,0,0,37,0,0,0,0,586,90,255,222,100,14,586,Match Report
428,Newcastle Utd,2021-12-19,Manchester City,L 0-4,0,4,-4,29,0,0,0,0,390,59,173,141,82,9,390,Match Report
429,Leeds United,2021-12-18,Arsenal,L 1-4,1,4,-3,51,0,1,1,0,557,71,255,205,95,15,556,Match Report
430,Arsenal,2021-12-18,Leeds United,W 4-1,4,1,+3,49,4,0,0,0,522,42,167,227,135,38,522,Match Report
431,Newcastle Utd,2021-12-16,Liverpool,L 1-3,1,3,-2,26,1,0,0,0,398,115,234,131,37,5,398,Match Report
432,Liverpool,2021-12-16,Newcastle Utd,W 3-1,3,1,+2,74,3,0,0,0,869,34,125,255,255,49,869,Match Report
433,Everton,2021-12-16,Chelsea,D 1-1,1,1,0,20,1,0,0,0,323,62,151,114,65,11,323,Match Report
434,Chelsea,2021-12-16,Everton,D 1-1,1,1,0,80,1,0,0,0,938,41,172,255,255,30,938,Match Report
435,West Ham,2021-12-15,Arsenal,L 0-2,0,2,-2,45,0,0,0,0,547,82,206,208,134,10,547,Match Report
436,Crystal Palace,2021-12-15,Southampton,D 2-2,2,2,0,59,2,0,0,0,629,102,255,233,121,19,629,Match Report
437,Southampton,2021-12-15,Crystal Palace,D 2-2,2,2,0,41,2,0,0,0,496,58,153,217,141,26,496,Match Report
438,Arsenal,2021-12-15,West Ham,W 2-0,2,0,+2,55,2,0,1,1,644,51,167,255,210,38,643,Match Report
