Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Match Report
191,Burnley,2018-03-03,Everton,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,593,43,141,255,194,32,593,Match Report
192,West Ham,2018-03-03,Swansea City,eng Premier League,L 1-4,1,4,-3,54,1,0,0,0,659,55,207,255,116,11,659,Match Report
193,Leicester City,2018-03-03,Bournemouth,eng Premier League,D 1-1,1,1,0,55,1,0,0,0,629,52,186,252,194,35,629,Match Report
194,Everton,2018-03-03,Burnley,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,519,72,209,224,97,14,519,Match Report
195,Stoke City,2018-03-03,Southampton,eng Premier League,D 0-0,0,0,0,35,0,0,0,0,413,90,174,139,106,15,413,Match Report
196,Huddersfield,2018-03-03,Tottenham,eng Premier League,L 0-2,0,2,-2,26,0,0,0,0,440,67,208,139,101,4,440,Match Report
197,Newcastle Utd,2018-03-03,Liverpool,eng Premier League,L 0-2,0,2,-2,30,0,0,0,0,459,58,178,217,72,6,459,Match Report
198,West Brom,2018-03-03,Watford,eng Premier League,L 0-1,0,1,-1,47,0,0,0,0,534,63,216,195,126,21,534,Match Report
199,Swansea City,2018-03-03,West Ham,eng Premier League,W 4-1,4,1,+3,46,3,1,1,0,578,49,177,255,134,16,577,Match Report
200,Bournemouth,2018-03-03,Leicester City,eng Premier League,D 1-1,1,1,0,45,0,1,1,0,557,80,196,221,151,14,556,Match Report
201,Arsenal,2018-03-01,Manchester City,eng Premier League,L 0-3,0,3,-3,46,0,0,1,1,684,43,167,255,171,12,683,Match Report
202,Manchester City,2018-03-01,Arsenal,eng Premier League,W 3-0,3,0,+3,54,3,0,0,0,800,68,255,255,125,14,800,Match Report
203,Manchester Utd,2018-02-25,Chelsea,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,577,52,167,234,180,22,577,Match Report
204,Tottenham,2018-02-25,Crystal Palace,eng Premier League,W 1-0,1,0,+1,75,1,0,0,0,830,38,148,255,255,30,830,Match Report
205,Crystal Palace,2018-02-25,Tottenham,eng Premier League,L 0-1,0,1,-1,25,0,0,0,0,389,89,213,124,58,10,389,Match Report
206,Chelsea,2018-02-25,Manchester Utd,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,699,62,238,255,192,20,699,Match Report
207,Stoke City,2018-02-24,Leicester City,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,450,97,174,193,92,11,450,Match Report
208,Watford,2018-02-24,Everton,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,605,57,174,255,168,22,605,Match Report
209,Southampton,2018-02-24,Burnley,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,540,63,175,252,122,17,540,Match Report
210,Bournemouth,2018-02-24,Newcastle Utd,eng Premier League,D 2-2,2,2,0,63,2,0,0,0,746,43,197,255,216,24,746,Match Report
211,West Brom,2018-02-24,Huddersfield,eng Premier League,L 1-2,1,2,-1,53,1,0,0,0,586,54,208,255,113,17,586,Match Report
212,West Ham,2018-02-24,Liverpool,eng Premier League,L 1-4,1,4,-3,33,1,0,0,0,479,78,169,221,95,12,479,Match Report
213,Liverpool,2018-02-24,West Ham,eng Premier League,W 4-1,4,1,+3,67,4,0,0,0,866,36,154,255,255,32,866,Match Report
214,Burnley,2018-02-24,Southampton,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,537,48,145,249,148,19,537,Match Report
215,Leicester City,2018-02-24,Stoke City,eng Premier League,D 1-1,1,1,0,65,0,0,0,0,664,45,169,255,206,22,664,Match Report
216,Newcastle Utd,2018-02-24,Bournemouth,eng Premier League,D 2-2,2,2,0,37,2,0,0,0,524,77,197,231,100,17,524,Match Report
217,Brighton,2018-02-24,Swansea City,eng Premier League,W 4-1,4,1,+3,47,3,1,1,0,550,50,179,251,128,26,549,Match Report
218,Everton,2018-02-24,Watford,eng Premier League,L 0-1,0,1,-1,46,0,0,0,0,538,55,187,232,125,22,538,Match Report
219,Huddersfield,2018-02-24,West Brom,eng Premier League,W 2-1,2,1,+1,47,2,0,0,0,546,55,179,238,141,15,546,Match Report
220,Swansea City,2018-02-24,Brighton,eng Premier League,L 1-4,1,4,-3,53,0,0,0,0,573,55,175,255,142,14,573,Match Report
221,West Brom,2018-02-12,Chelsea,eng Premier League,L 0-3,0,3,-3,43,0,0,0,0,573,62,167,255,135,11,573,Match Report
222,Chelsea,2018-02-12,West Brom,eng Premier League,W 3-0,3,0,+3,57,3,0,0,0,727,63,223,255,207,34,727,Match Report
223,Manchester Utd,2018-02-11,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,64,0,0,0,0,791,52,210,255,243,35,791,Match Report
224,Southampton,2018-02-11,Liverpool,eng Premier League,L 0-2,0,2,-2,52,0,0,0,0,695,52,162,255,143,14,695,Match Report
225,Bournemouth,2018-02-11,Huddersfield,eng Premier League,L 1-4,1,4,-3,50,1,0,0,0,604,61,221,255,122,16,604,Match Report
226,Liverpool,2018-02-11,Southampton,eng Premier League,W 2-0,2,0,+2,48,2,0,0,0,661,47,191,255,144,25,661,Match Report
227,Newcastle Utd,2018-02-11,Manchester Utd,eng Premier League,W 1-0,1,0,+1,36,1,0,0,0,535,77,196,233,117,14,535,Match Report
228,Huddersfield,2018-02-11,Bournemouth,eng Premier League,W 4-1,4,1,+3,50,2,1,1,0,621,55,172,255,143,22,620,Match Report
229,Stoke City,2018-02-10,Brighton,eng Premier League,D 1-1,1,1,0,58,1,0,1,1,653,58,154,255,189,22,652,Match Report
230,Arsenal,2018-02-10,Tottenham,eng Premier League,L 0-1,0,1,-1,50,0,0,0,0,646,99,255,255,109,11,646,Match Report
231,Watford,2018-02-10,West Ham,eng Premier League,L 0-2,0,2,-2,63,0,0,0,0,613,50,151,255,181,34,613,Match Report
232,Tottenham,2018-02-10,Arsenal,eng Premier League,W 1-0,1,0,+1,50,1,0,0,0,650,51,162,255,185,36,650,Match Report
233,Crystal Palace,2018-02-10,Everton,eng Premier League,L 1-3,1,3,-2,48,0,1,1,0,537,51,167,233,142,25,536,Match Report
234,West Ham,2018-02-10,Watford,eng Premier League,W 2-0,2,0,+2,37,2,0,0,0,432,80,168,176,93,19,432,Match Report
235,Burnley,2018-02-10,Swansea City,eng Premier League,L 0-1,0,1,-1,43,0,0,0,0,492,65,170,227,99,12,492,Match Report
236,Leicester City,2018-02-10,Manchester City,eng Premier League,L 1-5,1,5,-4,30,1,0,0,0,420,88,215,161,48,6,420,Match Report
237,Brighton,2018-02-10,Stoke City,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,544,83,215,198,139,19,544,Match Report
238,Everton,2018-02-10,Crystal Palace,eng Premier League,W 3-1,3,1,+2,52,3,0,0,0,565,61,154,248,168,28,565,Match Report
239,Swansea City,2018-02-10,Burnley,eng Premier League,W 1-0,1,0,+1,57,1,0,0,0,615,49,175,247,199,33,615,Match Report
240,Manchester City,2018-02-10,Leicester City,eng Premier League,W 5-1,5,1,+4,70,5,0,0,0,849,21,134,255,255,34,849,Match Report
241,Watford,2018-02-05,Chelsea,eng Premier League,W 4-1,4,1,+3,45,3,1,1,0,550,33,125,255,150,30,549,Match Report
242,Chelsea,2018-02-05,Watford,eng Premier League,L 1-4,1,4,-3,55,1,0,0,0,663,77,221,255,120,9,663,Match Report
243,Tottenham,2018-02-04,Liverpool,eng Premier League,D 2-2,2,2,0,66,1,1,2,1,732,84,237,255,179,19,730,Match Report
244,Crystal Palace,2018-02-04,Newcastle Utd,eng Premier League,D 1-1,1,1,0,55,0,1,1,0,618,42,160,255,190,30,617,Match Report
245,Liverpool,2018-02-04,Tottenham,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,470,74,187,160,129,20,470,Match Report
246,Newcastle Utd,2018-02-04,Crystal Palace,eng Premier League,D 1-1,1,1,0,45,1,0,0,0,538,81,234,200,107,13,538,Match Report
247,Stoke City,2018-02-03,Bournemouth,eng Premier League,L 1-2,1,2,-1,43,1,0,0,0,505,61,178,227,107,16,505,Match Report
248,Arsenal,2018-02-03,Everton,eng Premier League,W 5-1,5,1,+4,57,5,0,0,0,700,65,226,255,159,24,700,Match Report
249,Manchester Utd,2018-02-03,Huddersfield,eng Premier League,W 2-0,2,0,+2,74,2,0,1,1,920,33,178,255,255,35,919,Match Report
250,Southampton,2018-02-03,West Brom,eng Premier League,W 3-2,3,2,+1,61,3,0,0,0,679,51,180,255,163,21,679,Match Report
251,Bournemouth,2018-02-03,Stoke City,eng Premier League,W 2-1,2,1,+1,57,2,0,0,0,598,56,205,221,175,22,598,Match Report
252,West Brom,2018-02-03,Southampton,eng Premier League,L 2-3,2,3,-1,39,2,0,0,0,474,49,159,192,128,15,474,Match Report
253,West Ham,2018-02-03,Brighton,eng Premier League,L 1-3,1,3,-2,45,1,0,0,0,552,44,163,255,94,13,552,Match Report
254,Burnley,2018-02-03,Manchester City,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,425,74,146,171,111,17,425,Match Report
255,Leicester City,2018-02-03,Swansea City,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,686,32,153,255,168,20,686,Match Report
256,Brighton,2018-02-03,West Ham,eng Premier League,W 3-1,3,1,+2,55,3,0,0,0,607,36,135,255,202,24,607,Match Report
257,Everton,2018-02-03,Arsenal,eng Premier League,L 1-5,1,5,-4,43,1,0,0,0,542,47,142,229,175,21,542,Match Report
258,Huddersfield,2018-02-03,Manchester Utd,eng Premier League,L 0-2,0,2,-2,26,0,0,0,0,419,71,184,164,78,11,419,Match Report
259,Swansea City,2018-02-03,Leicester City,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,507,68,197,197,119,9,507,Match Report
260,Manchester City,2018-02-03,Burnley,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,848,74,255,255,255,50,848,Match Report
261,Stoke City,2018-01-31,Watford,eng Premier League,D 0-0,0,0,0,49,0,0,0,0,441,58,156,187,105,19,441,Match Report
262,Manchester Utd,2018-01-31,Tottenham,eng Premier League,L 0-2,0,2,-2,48,0,0,0,0,639,82,255,255,127,18,639,Match Report
263,Watford,2018-01-31,Stoke City,eng Premier League,D 0-0,0,0,0,51,0,0,0,0,451,64,149,208,102,18,451,Match Report
264,Southampton,2018-01-31,Brighton,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,779,40,142,255,255,26,779,Match Report
265,Tottenham,2018-01-31,Manchester Utd,eng Premier League,W 2-0,2,0,+2,52,1,0,0,0,696,55,156,255,220,23,696,Match Report
266,Bournemouth,2018-01-31,Chelsea,eng Premier League,W 3-0,3,0,+3,35,3,0,0,0,501,70,208,203,93,10,501,Match Report
267,West Brom,2018-01-31,Manchester City,eng Premier League,L 0-3,0,3,-3,27,0,0,0,0,382,80,206,144,35,5,382,Match Report
268,Burnley,2018-01-31,Newcastle Utd,eng Premier League,D 1-1,1,1,0,48,0,0,0,0,532,57,141,255,126,17,532,Match Report
269,Leicester City,2018-01-31,Everton,eng Premier League,L 1-2,1,2,-1,56,0,1,1,0,602,62,222,255,123,11,601,Match Report
270,Newcastle Utd,2018-01-31,Burnley,eng Premier League,D 1-1,1,1,0,52,1,0,1,1,580,56,176,255,135,19,579,Match Report
271,Chelsea,2018-01-31,Bournemouth,eng Premier League,L 0-3,0,3,-3,65,0,0,0,0,792,51,197,255,197,26,792,Match Report
272,Brighton,2018-01-31,Southampton,eng Premier League,D 1-1,1,1,0,34,0,1,1,0,488,77,188,194,112,9,487,Match Report
273,Everton,2018-01-31,Leicester City,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,514,55,183,224,120,16,514,Match Report
274,Manchester City,2018-01-31,West Brom,eng Premier League,W 3-0,3,0,+3,73,3,0,0,0,818,25,133,255,255,42,818,Match Report
275,Arsenal,2018-01-30,Swansea City,eng Premier League,L 1-3,1,3,-2,74,1,0,0,0,1028,40,130,255,255,22,1028,Match Report
276,Crystal Palace,2018-01-30,West Ham,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,607,55,165,255,151,14,607,Match Report
277,West Ham,2018-01-30,Crystal Palace,eng Premier League,D 1-1,1,1,0,41,0,1,1,0,447,39,121,192,140,16,446,Match Report
278,Liverpool,2018-01-30,Huddersfield,eng Premier League,W 3-0,3,0,+3,74,2,1,1,0,1054,53,203,255,227,21,1053,Match Report
279,Huddersfield,2018-01-30,Liverpool,eng Premier League,L 0-3,0,3,-3,26,0,0,0,0,458,65,175,219,65,11,458,Match Report
280,Swansea City,2018-01-30,Arsenal,eng Premier League,W 3-1,3,1,+2,26,3,0,0,0,419,63,175,168,86,14,419,Match Report
281,Liverpool,2018-01-22,Swansea City,eng Premier League,L 0-1,0,1,-1,71,0,0,0,0,895,21,105,255,255,36,895,Match Report
282,Swansea City,2018-01-22,Liverpool,eng Premier League,W 1-0,1,0,+1,29,1,0,0,0,445,87,221,168,62,6,445,Match Report
283,Southampton,2018-01-21,Tottenham,eng Premier League,D 1-1,1,1,0,41,0,0,0,0,491,67,156,236,107,9,491,Match Report
284,Tottenham,2018-01-21,Southampton,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,652,50,201,255,175,36,652,Match Report
285,Stoke City,2018-01-20,Huddersfield,eng Premier League,W 2-0,2,0,+2,49,2,0,0,0,525,51,186,255,88,17,525,Match Report
286,Arsenal,2018-01-20,Crystal Palace,eng Premier League,W 4-1,4,1,+3,63,4,0,0,0,875,77,255,255,254,42,875,Match Report
287,Manchester Utd,2018-01-20,Burnley,eng Premier League,W 1-0,1,0,+1,52,1,0,0,0,635,67,213,255,180,25,635,Match Report
288,Watford,2018-01-20,Leicester City,eng Premier League,L 0-2,0,2,-2,46,0,0,0,0,519,53,166,255,101,11,519,Match Report
289,Crystal Palace,2018-01-20,Arsenal,eng Premier League,L 1-4,1,4,-3,37,1,0,0,0,574,59,164,255,120,18,574,Match Report
290,Bournemouth,2018-01-20,West Ham,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,600,60,211,254,143,14,600,Match Report
291,West Brom,2018-01-20,Everton,eng Premier League,D 1-1,1,1,0,44,1,0,0,0,534,50,188,241,110,18,534,Match Report
292,West Ham,2018-01-20,Bournemouth,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,556,57,135,253,176,20,556,Match Report
293,Burnley,2018-01-20,Manchester Utd,eng Premier League,L 0-1,0,1,-1,48,0,0,0,0,580,54,172,255,126,21,580,Match Report
294,Leicester City,2018-01-20,Watford,eng Premier League,W 2-0,2,0,+2,54,1,1,1,0,594,53,178,255,132,22,593,Match Report
295,Newcastle Utd,2018-01-20,Manchester City,eng Premier League,L 1-3,1,3,-2,20,1,0,0,0,359,95,182,115,65,13,359,Match Report
296,Chelsea,2018-01-20,Brighton,eng Premier League,W 4-0,4,0,+4,58,4,0,0,0,671,86,233,255,139,25,671,Match Report
297,Brighton,2018-01-20,Chelsea,eng Premier League,L 0-4,0,4,-4,42,0,0,0,0,514,38,140,239,140,25,514,Match Report
298,Everton,2018-01-20,West Brom,eng Premier League,D 1-1,1,1,0,56,1,0,0,0,651,56,189,255,176,18,651,Match Report
299,Huddersfield,2018-01-20,Stoke City,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,509,56,174,227,112,6,509,Match Report
300,Manchester City,2018-01-20,Newcastle Utd,eng Premier League,W 3-1,3,1,+2,80,2,1,1,0,970,49,160,255,255,39,969,Match Report
301,Stoke City,2018-01-15,Manchester Utd,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,511,66,186,237,90,13,511,Match Report
302,Manchester Utd,2018-01-15,Stoke City,eng Premier League,W 3-0,3,0,+3,60,3,0,0,0,725,42,185,255,194,30,725,Match Report
303,Arsenal,2018-01-14,Bournemouth,eng Premier League,L 1-2,1,2,-1,59,1,0,0,0,724,68,237,255,168,23,724,Match Report
304,Bournemouth,2018-01-14,Arsenal,eng Premier League,W 2-1,2,1,+1,41,2,0,0,0,551,55,178,222,159,22,551,Match Report
305,Liverpool,2018-01-14,Manchester City,eng Premier League,W 4-3,4,3,+1,36,4,0,0,0,521,55,182,232,121,13,521,Match Report
306,Manchester City,2018-01-14,Liverpool,eng Premier League,L 3-4,3,4,-1,64,3,0,0,0,823,80,255,255,139,14,823,Match Report
307,Watford,2018-01-13,Southampton,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,653,52,175,255,196,33,653,Match Report
308,Southampton,2018-01-13,Watford,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,538,69,187,236,123,18,538,Match Report
309,Tottenham,2018-01-13,Everton,eng Premier League,W 4-0,4,0,+4,61,4,0,0,0,736,47,202,255,184,23,736,Match Report
310,Crystal Palace,2018-01-13,Burnley,eng Premier League,W 1-0,1,0,+1,44,1,0,0,0,477,50,169,181,130,22,477,Match Report
311,West Brom,2018-01-13,Brighton,eng Premier League,W 2-0,2,0,+2,44,2,0,0,0,501,63,157,206,141,20,501,Match Report
312,West Ham,2018-01-13,Huddersfield,eng Premier League,W 4-1,4,1,+3,37,4,0,0,0,473,49,145,231,103,14,473,Match Report
313,Burnley,2018-01-13,Crystal Palace,eng Premier League,L 0-1,0,1,-1,56,0,0,0,0,571,51,186,234,155,16,571,Match Report
314,Leicester City,2018-01-13,Chelsea,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,561,63,177,255,129,22,561,Match Report
315,Newcastle Utd,2018-01-13,Swansea City,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,519,56,157,251,116,18,519,Match Report
316,Chelsea,2018-01-13,Leicester City,eng Premier League,D 0-0,0,0,0,56,0,0,0,0,665,66,227,234,210,24,665,Match Report
317,Brighton,2018-01-13,West Brom,eng Premier League,L 0-2,0,2,-2,56,0,0,0,0,610,54,204,243,168,23,610,Match Report
318,Everton,2018-01-13,Tottenham,eng Premier League,L 0-4,0,4,-4,39,0,0,0,0,520,62,189,231,105,11,520,Match Report
319,Huddersfield,2018-01-13,West Ham,eng Premier League,L 1-4,1,4,-3,63,1,0,0,0,701,43,197,255,134,11,701,Match Report
320,Swansea City,2018-01-13,Newcastle Utd,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,644,68,214,255,125,17,644,Match Report
321,Tottenham,2018-01-04,West Ham,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,844,32,129,255,255,39,844,Match Report
322,West Ham,2018-01-04,Tottenham,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,464,96,255,152,61,3,464,Match Report
323,Arsenal,2018-01-03,Chelsea,eng Premier League,D 2-2,2,2,0,58,2,0,0,0,749,60,179,255,219,33,749,Match Report
324,Chelsea,2018-01-03,Arsenal,eng Premier League,D 2-2,2,2,0,42,1,1,1,0,588,90,249,216,128,28,587,Match Report
325,Watford,2018-01-02,Manchester City,eng Premier League,L 1-3,1,3,-2,24,1,0,0,0,394,70,170,169,59,9,394,Match Report
326,Southampton,2018-01-02,Crystal Palace,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,715,41,181,255,160,12,715,Match Report
327,Tottenham,2018-01-02,Swansea City,eng Premier League,W 2-0,2,0,+2,67,2,0,0,0,828,48,171,255,195,26,828,Match Report
328,Crystal Palace,2018-01-02,Southampton,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,517,41,147,243,135,18,517,Match Report
329,West Brom,2018-01-02,West Ham,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,566,63,180,255,136,12,566,Match Report
330,West Ham,2018-01-02,West Brom,eng Premier League,W 2-1,2,1,+1,53,2,0,0,0,618,57,160,255,158,24,618,Match Report
331,Swansea City,2018-01-02,Tottenham,eng Premier League,L 0-2,0,2,-2,33,0,0,0,0,458,69,209,198,61,12,458,Match Report
332,Manchester City,2018-01-02,Watford,eng Premier League,W 3-1,3,1,+2,76,2,0,0,0,986,47,208,255,255,32,986,Match Report
333,Stoke City,2018-01-01,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,59,0,0,0,0,629,60,178,255,149,24,629,Match Report
334,Manchester Utd,2018-01-01,Everton,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,736,62,177,255,231,15,736,Match Report
335,Bournemouth,2018-01-01,Brighton,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,590,59,170,255,173,38,590,Match Report
336,Liverpool,2018-01-01,Burnley,eng Premier League,W 2-1,2,1,+1,58,2,0,0,0,684,54,217,255,155,27,684,Match Report
337,Burnley,2018-01-01,Liverpool,eng Premier League,L 1-2,1,2,-1,42,1,0,0,0,524,66,159,255,109,17,524,Match Report
338,Leicester City,2018-01-01,Huddersfield,eng Premier League,W 3-0,3,0,+3,52,3,0,0,0,650,52,154,255,166,16,650,Match Report
339,Newcastle Utd,2018-01-01,Stoke City,eng Premier League,W 1-0,1,0,+1,41,1,0,0,0,504,87,211,196,107,23,504,Match Report
340,Brighton,2018-01-01,Bournemouth,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,584,82,215,233,146,31,584,Match Report
341,Everton,2018-01-01,Manchester Utd,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,529,56,156,207,169,27,529,Match Report
342,Huddersfield,2018-01-01,Leicester City,eng Premier League,L 0-3,0,3,-3,48,0,0,0,0,634,61,197,255,100,2,634,Match Report
343,Arsenal,2017-12-31,West Brom,eng Premier League,D 1-1,1,1,0,65,0,0,0,0,786,67,208,255,247,25,786,Match Report
344,Crystal Palace,2017-12-31,Manchester City,eng Premier League,D 0-0,0,0,0,26,0,0,1,1,362,79,166,87,114,12,361,Match Report
345,West Brom,2017-12-31,Arsenal,eng Premier League,D 1-1,1,1,0,35,0,1,1,0,490,63,160,195,142,21,489,Match Report
346,Manchester City,2017-12-31,Crystal Palace,eng Premier League,D 0-0,0,0,0,74,0,0,0,0,792,51,202,255,255,25,792,Match Report
347,Stoke City,2017-12-30,Chelsea,eng Premier League,L 0-5,0,5,-5,41,0,0,0,0,594,76,202,255,80,2,594,Match Report
348,Manchester Utd,2017-12-30,Southampton,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,671,51,189,255,192,28,671,Match Report
349,Watford,2017-12-30,Swansea City,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,635,41,160,255,134,14,635,Match Report
350,Southampton,2017-12-30,Manchester Utd,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,578,77,191,255,135,18,578,Match Report
351,Bournemouth,2017-12-30,Everton,eng Premier League,W 2-1,2,1,+1,47,2,0,0,0,576,49,178,237,167,26,576,Match Report
352,Liverpool,2017-12-30,Leicester City,eng Premier League,W 2-1,2,1,+1,61,2,0,0,0,753,61,180,255,220,39,753,Match Report
353,Burnley,2017-12-30,Huddersfield,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,446,50,132,199,121,19,446,Match Report
354,Leicester City,2017-12-30,Liverpool,eng Premier League,L 1-2,1,2,-1,39,1,0,0,0,530,81,188,255,87,17,530,Match Report
355,Newcastle Utd,2017-12-30,Brighton,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,579,53,154,255,147,13,579,Match Report
356,Chelsea,2017-12-30,Stoke City,eng Premier League,W 5-0,5,0,+5,59,4,1,1,0,786,31,163,255,201,19,785,Match Report
357,Brighton,2017-12-30,Newcastle Utd,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,665,57,199,255,118,15,665,Match Report
358,Everton,2017-12-30,Bournemouth,eng Premier League,L 1-2,1,2,-1,53,1,0,0,0,636,71,226,255,116,14,636,Match Report
359,Huddersfield,2017-12-30,Burnley,eng Premier League,D 0-0,0,0,0,56,0,0,0,0,547,55,219,247,90,5,547,Match Report
360,Swansea City,2017-12-30,Watford,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,628,58,223,255,86,8,628,Match Report
361,Arsenal,2017-12-28,Crystal Palace,eng Premier League,W 3-2,3,2,+1,64,3,0,0,0,815,64,226,255,239,41,815,Match Report
362,Crystal Palace,2017-12-28,Arsenal,eng Premier League,L 2-3,2,3,-1,36,2,0,0,0,537,69,170,224,150,27,537,Match Report
363,Newcastle Utd,2017-12-27,Manchester City,eng Premier League,L 0-1,0,1,-1,23,0,0,0,0,362,65,165,145,57,6,362,Match Report
364,Manchester City,2017-12-27,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,77,1,0,0,0,959,27,141,255,255,24,959,Match Report
365,Stoke City,2017-12-26,Huddersfield,eng Premier League,D 1-1,1,1,0,41,1,0,0,0,542,75,192,255,96,15,542,Match Report
366,Manchester Utd,2017-12-26,Burnley,eng Premier League,D 2-2,2,2,0,71,2,0,0,0,816,37,162,255,255,44,816,Match Report
367,Watford,2017-12-26,Leicester City,eng Premier League,W 2-1,2,1,+1,49,1,0,0,0,524,53,169,214,148,21,524,Match Report
368,Southampton,2017-12-26,Tottenham,eng Premier League,L 2-5,2,5,-3,43,2,0,0,0,510,43,154,234,131,26,510,Match Report
369,Tottenham,2017-12-26,Southampton,eng Premier League,W 5-2,5,2,+3,57,5,0,0,0,638,71,208,255,163,24,638,Match Report
370,Bournemouth,2017-12-26,West Ham,eng Premier League,D 3-3,3,3,0,55,3,0,0,0,594,45,167,252,179,46,594,Match Report
371,West Brom,2017-12-26,Everton,eng Premier League,D 0-0,0,0,0,52,0,0,0,0,542,46,158,204,183,24,542,Match Report
372,West Ham,2017-12-26,Bournemouth,eng Premier League,D 3-3,3,3,0,45,3,0,0,0,509,71,178,246,93,13,509,Match Report
373,Liverpool,2017-12-26,Swansea City,eng Premier League,W 5-0,5,0,+5,55,5,0,0,0,731,42,158,255,175,36,731,Match Report
374,Burnley,2017-12-26,Manchester Utd,eng Premier League,D 2-2,2,2,0,29,2,0,0,0,425,108,218,153,58,5,425,Match Report
375,Leicester City,2017-12-26,Watford,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,546,44,182,248,124,22,546,Match Report
376,Chelsea,2017-12-26,Brighton,eng Premier League,W 2-0,2,0,+2,67,2,0,0,0,813,38,137,255,255,32,813,Match Report
377,Brighton,2017-12-26,Chelsea,eng Premier League,L 0-2,0,2,-2,33,0,0,0,0,471,66,226,180,76,6,471,Match Report
378,Everton,2017-12-26,West Brom,eng Premier League,D 0-0,0,0,0,48,0,0,0,0,512,74,172,215,127,9,512,Match Report
379,Huddersfield,2017-12-26,Stoke City,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,692,38,135,255,190,33,692,Match Report
380,Swansea City,2017-12-26,Liverpool,eng Premier League,L 0-5,0,5,-5,45,0,0,0,0,622,93,239,255,83,12,622,Match Report
381,Stoke City,2017-12-23,West Brom,eng Premier League,W 3-1,3,1,+2,43,3,0,0,0,543,85,218,252,80,13,543,Match Report
382,Manchester Utd,2017-12-23,Leicester City,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,605,60,186,255,169,26,605,Match Report
383,Watford,2017-12-23,Brighton,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,568,59,181,255,139,15,568,Match Report
384,Southampton,2017-12-23,Huddersfield,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,565,52,179,255,129,19,565,Match Report
385,Tottenham,2017-12-23,Burnley,eng Premier League,W 3-0,3,0,+3,59,2,1,1,0,695,64,205,255,155,24,694,Match Report
386,Crystal Palace,2017-12-23,Swansea City,eng Premier League,D 1-1,1,1,0,36,0,1,1,0,510,56,192,203,122,28,509,Match Report
387,Bournemouth,2017-12-23,Manchester City,eng Premier League,L 0-4,0,4,-4,22,0,0,0,0,366,66,169,134,68,7,366,Match Report
388,West Brom,2017-12-23,Stoke City,eng Premier League,L 1-3,1,3,-2,57,1,0,0,0,645,39,139,255,218,32,645,Match Report
389,West Ham,2017-12-23,Newcastle Utd,eng Premier League,L 2-3,2,3,-1,64,2,0,1,1,613,38,121,255,183,27,612,Match Report
