Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Brentford,2023-05-28,Manchester City,eng Premier League,W 1-0,1,0,+1,35,1,0,0,0,266,1075,531,16,7,6,10,9,269,13,Match Report
2,Wolves,2023-05-28,Arsenal,eng Premier League,L 0-5,0,5,-5,49,0,0,0,0,292,1752,865,13,7,3,10,9,400,22,Match Report
3,Brighton,2023-05-28,Aston Villa,eng Premier League,L 1-2,1,2,-1,59,1,0,0,0,298,1563,818,19,6,9,18,9,365,33,Match Report
4,Arsenal,2023-05-28,Wolves,eng Premier League,W 5-0,5,0,+5,51,5,0,0,0,341,1815,998,20,14,8,10,5,410,44,Match Report
5,Southampton,2023-05-28,Liverpool,eng Premier League,D 4-4,4,4,0,31,4,0,0,0,199,1273,715,21,9,6,13,7,225,14,Match Report
6,Fulham,2023-05-28,Manchester Utd,eng Premier League,L 1-2,1,2,-1,47,1,0,1,1,316,1978,1074,23,18,1,20,12,378,24,Match Report
7,Manchester Utd,2023-05-28,Fulham,eng Premier League,W 2-1,2,1,+1,53,2,0,0,0,310,1369,680,16,10,8,9,4,422,45,Match Report
8,Leicester City,2023-05-28,West Ham,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,439,2070,1025,17,12,8,11,8,492,34,Match Report
9,West Ham,2023-05-28,Leicester City,eng Premier League,L 1-2,1,2,-1,52,1,0,0,0,455,2316,1284,25,15,11,10,7,516,54,Match Report
10,Crystal Palace,2023-05-28,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,498,2694,1484,29,15,6,19,11,489,51,Match Report
11,Liverpool,2023-05-28,Southampton,eng Premier League,D 4-4,4,4,0,69,4,0,0,0,531,2580,1311,29,17,13,17,13,559,77,Match Report
12,Tottenham,2023-05-28,Leeds United,eng Premier League,W 4-1,4,1,+3,48,4,0,0,0,323,1914,886,18,15,4,16,9,359,28,Match Report
13,Chelsea,2023-05-28,Newcastle Utd,eng Premier League,D 1-1,1,1,0,64,0,0,0,0,549,2648,1567,36,19,7,10,5,551,54,Match Report
14,Bournemouth,2023-05-28,Everton,eng Premier League,L 0-1,0,1,-1,62,0,0,0,0,404,2047,1091,15,6,2,20,5,474,40,Match Report
15,Leeds United,2023-05-28,Tottenham,eng Premier League,L 1-4,1,4,-3,52,1,0,0,0,347,1739,864,21,19,1,17,19,374,57,Match Report
16,Everton,2023-05-28,Bournemouth,eng Premier League,W 1-0,1,0,+1,38,1,0,0,0,191,1225,718,18,15,5,11,6,248,31,Match Report
17,Aston Villa,2023-05-28,Brighton,eng Premier League,W 2-1,2,1,+1,41,2,0,0,0,236,1400,766,20,18,5,13,9,226,26,Match Report
18,Nott'ham Forest,2023-05-28,Crystal Palace,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,201,994,480,10,4,3,12,8,204,14,Match Report
19,Manchester City,2023-05-28,Brentford,eng Premier League,L 0-1,0,1,-1,65,0,0,0,0,501,2790,1371,26,26,4,11,13,585,33,Match Report
20,Newcastle Utd,2023-05-28,Chelsea,eng Premier League,D 1-1,1,1,0,36,1,0,0,0,292,1598,932,20,11,9,14,10,295,30,Match Report
21,Chelsea,2023-05-25,Manchester Utd,eng Premier League,L 1-4,1,4,-3,58,1,0,0,0,400,2505,1370,29,27,14,21,7,579,56,Match Report
22,Manchester Utd,2023-05-25,Chelsea,eng Premier League,W 4-1,4,1,+3,42,3,1,1,0,327,1777,1027,27,11,7,15,12,385,35,Match Report
23,Brighton,2023-05-24,Manchester City,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,307,1601,738,18,17,8,14,5,326,31,Match Report
24,Manchester City,2023-05-24,Brighton,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,513,2420,1214,28,19,9,12,4,544,31,Match Report
25,Newcastle Utd,2023-05-22,Leicester City,eng Premier League,D 0-0,0,0,0,77,0,0,0,0,593,3122,1619,41,31,6,16,12,653,75,Match Report
26,Leicester City,2023-05-22,Newcastle Utd,eng Premier League,D 0-0,0,0,0,23,0,0,0,0,149,665,337,2,2,0,6,4,131,8,Match Report
27,Chelsea,2023-05-21,Manchester City,eng Premier League,L 0-1,0,1,-1,36,0,0,0,0,343,1752,956,21,12,6,13,1,343,31,Match Report
28,Brighton,2023-05-21,Southampton,eng Premier League,W 3-1,3,1,+2,63,3,0,0,0,573,2456,1331,21,16,10,14,9,594,64,Match Report
29,Leeds United,2023-05-21,West Ham,eng Premier League,L 1-3,1,3,-2,41,1,0,0,0,300,1413,792,17,11,6,9,4,275,44,Match Report
30,West Ham,2023-05-21,Leeds United,eng Premier League,W 3-1,3,1,+2,59,3,0,0,0,380,2290,1171,22,21,6,13,8,448,41,Match Report
31,Southampton,2023-05-21,Brighton,eng Premier League,L 1-3,1,3,-2,37,1,0,0,0,252,1452,675,16,9,1,12,7,315,11,Match Report
32,Manchester City,2023-05-21,Chelsea,eng Premier League,W 1-0,1,0,+1,64,1,0,0,0,543,3018,1740,28,21,11,8,8,645,35,Match Report
33,Liverpool,2023-05-20,Aston Villa,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,487,2159,1166,31,17,16,17,14,460,55,Match Report
34,Nott'ham Forest,2023-05-20,Arsenal,eng Premier League,W 1-0,1,0,+1,19,1,0,0,0,123,732,326,7,3,2,13,4,83,10,Match Report
35,Aston Villa,2023-05-20,Liverpool,eng Premier League,D 1-1,1,1,0,34,1,0,1,1,238,1327,643,8,6,4,12,8,192,8,Match Report
36,Crystal Palace,2023-05-20,Fulham,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,300,1753,960,16,10,6,17,7,311,33,Match Report
37,Everton,2023-05-20,Wolves,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,212,1400,716,12,10,1,18,4,317,35,Match Report
38,Bournemouth,2023-05-20,Manchester Utd,eng Premier League,L 0-1,0,1,-1,41,0,0,0,0,398,1862,964,15,16,6,15,15,403,35,Match Report
39,Arsenal,2023-05-20,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,81,0,0,0,0,583,3252,2012,30,25,5,16,11,656,71,Match Report
40,Wolves,2023-05-20,Everton,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,237,1501,860,17,9,6,9,6,373,32,Match Report
41,Brentford,2023-05-20,Tottenham,eng Premier League,W 3-1,3,1,+2,39,3,0,0,0,303,1580,790,15,7,5,16,7,302,28,Match Report
42,Manchester Utd,2023-05-20,Bournemouth,eng Premier League,W 1-0,1,0,+1,59,1,0,0,0,460,2318,1275,27,14,11,15,7,584,57,Match Report
43,Tottenham,2023-05-20,Brentford,eng Premier League,L 1-3,1,3,-2,61,1,0,0,0,458,2292,1182,22,20,7,14,6,528,42,Match Report
44,Fulham,2023-05-20,Crystal Palace,eng Premier League,D 2-2,2,2,0,49,1,1,1,0,266,1884,1094,16,10,3,17,7,287,24,Match Report
45,Newcastle Utd,2023-05-18,Brighton,eng Premier League,W 4-1,4,1,+3,35,3,0,0,0,207,1209,536,16,15,9,20,7,207,27,Match Report
46,Brighton,2023-05-18,Newcastle Utd,eng Premier League,L 1-4,1,4,-3,65,1,0,0,0,317,2042,1205,19,8,3,18,2,456,33,Match Report
47,Leicester City,2023-05-15,Liverpool,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,233,1081,467,8,3,4,17,6,257,15,Match Report
48,Liverpool,2023-05-15,Leicester City,eng Premier League,W 3-0,3,0,+3,66,3,0,0,0,516,2541,1229,29,28,11,12,27,609,43,Match Report
49,Everton,2023-05-14,Manchester City,eng Premier League,L 0-3,0,3,-3,37,0,0,0,0,303,1556,756,10,13,1,8,3,343,26,Match Report
50,Brighton,2023-05-14,Arsenal,eng Premier League,W 3-0,3,0,+3,59,3,0,0,0,395,2031,887,16,15,5,8,8,446,16,Match Report
51,Brentford,2023-05-14,West Ham,eng Premier League,W 2-0,2,0,+2,53,2,0,0,0,345,1934,1006,19,15,8,17,6,439,40,Match Report
52,Manchester City,2023-05-14,Everton,eng Premier League,W 3-0,3,0,+3,63,3,0,0,0,520,2736,1649,21,14,4,4,10,622,51,Match Report
53,Arsenal,2023-05-14,Brighton,eng Premier League,L 0-3,0,3,-3,41,0,0,0,0,269,1281,704,14,8,10,9,11,286,27,Match Report
54,West Ham,2023-05-14,Brentford,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,251,1387,696,10,9,5,14,10,375,22,Match Report
55,Tottenham,2023-05-13,Aston Villa,eng Premier League,L 1-2,1,2,-1,52,0,1,1,0,336,1722,966,9,7,2,9,4,391,26,Match Report
56,Southampton,2023-05-13,Fulham,eng Premier League,L 0-2,0,2,-2,36,0,0,0,0,224,1421,688,17,8,2,7,5,291,23,Match Report
57,Manchester Utd,2023-05-13,Wolves,eng Premier League,W 2-0,2,0,+2,48,2,0,0,0,340,1682,945,22,17,12,16,3,377,56,Match Report
58,Wolves,2023-05-13,Manchester Utd,eng Premier League,L 0-2,0,2,-2,52,0,0,0,0,286,1815,1067,21,10,4,11,8,404,35,Match Report
59,Chelsea,2023-05-13,Nott'ham Forest,eng Premier League,D 2-2,2,2,0,75,2,0,0,0,577,3214,1717,26,25,6,14,16,663,67,Match Report
60,Newcastle Utd,2023-05-13,Leeds United,eng Premier League,D 2-2,2,2,0,64,0,2,2,0,403,2097,990,18,13,7,20,8,392,51,Match Report
61,Fulham,2023-05-13,Southampton,eng Premier League,W 2-0,2,0,+2,64,2,0,0,0,519,2523,1185,26,14,8,10,10,571,58,Match Report
62,Aston Villa,2023-05-13,Tottenham,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,390,2250,994,26,16,5,13,7,360,45,Match Report
63,Leeds United,2023-05-13,Newcastle Utd,eng Premier League,D 2-2,2,2,0,36,2,0,1,1,194,1083,378,7,7,3,7,13,177,28,Match Report
64,Crystal Palace,2023-05-13,Bournemouth,eng Premier League,W 2-0,2,0,+2,59,2,0,0,0,451,2609,1206,22,18,13,9,11,536,45,Match Report
65,Nott'ham Forest,2023-05-13,Chelsea,eng Premier League,D 2-2,2,2,0,25,2,0,0,0,140,946,472,2,4,1,7,5,147,15,Match Report
66,Bournemouth,2023-05-13,Crystal Palace,eng Premier League,L 0-2,0,2,-2,41,0,0,0,0,308,1144,656,6,5,1,15,15,352,21,Match Report
67,Leicester City,2023-05-08,Fulham,eng Premier League,L 3-5,3,5,-2,43,2,1,2,1,304,1893,984,23,16,7,13,10,315,38,Match Report
68,Fulham,2023-05-08,Leicester City,eng Premier League,W 5-3,5,3,+2,57,5,0,0,0,325,2008,1009,16,12,1,11,8,437,32,Match Report
69,Nott'ham Forest,2023-05-08,Southampton,eng Premier League,W 4-3,4,3,+1,36,3,1,1,0,176,854,538,11,9,4,17,5,223,23,Match Report
70,Southampton,2023-05-08,Nott'ham Forest,eng Premier League,L 3-4,3,4,-1,64,2,1,1,0,429,2284,1157,22,7,9,14,15,469,55,Match Report
71,Brighton,2023-05-08,Everton,eng Premier League,L 1-5,1,5,-4,78,1,0,0,0,627,3466,2008,32,18,5,18,9,690,92,Match Report
72,Everton,2023-05-08,Brighton,eng Premier League,W 5-1,5,1,+4,22,4,0,0,0,185,1047,592,13,13,6,13,6,149,13,Match Report
73,Newcastle Utd,2023-05-07,Arsenal,eng Premier League,L 0-2,0,2,-2,55,0,0,0,0,268,1640,1053,22,12,9,13,13,346,38,Match Report
74,West Ham,2023-05-07,Manchester Utd,eng Premier League,W 1-0,1,0,+1,35,1,0,0,0,201,1363,786,18,9,5,12,11,277,36,Match Report
75,Manchester Utd,2023-05-07,West Ham,eng Premier League,L 0-1,0,1,-1,65,0,0,0,0,479,2233,1353,25,19,6,12,8,605,58,Match Report
76,Arsenal,2023-05-07,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,45,1,0,0,0,266,1236,563,16,12,3,20,11,286,26,Match Report
77,Wolves,2023-05-06,Aston Villa,eng Premier League,W 1-0,1,0,+1,38,1,0,0,0,189,932,420,9,9,1,6,8,210,11,Match Report
78,Aston Villa,2023-05-06,Wolves,eng Premier League,L 0-1,0,1,-1,62,0,0,0,0,358,2278,1270,35,21,6,17,5,392,42,Match Report
79,Leeds United,2023-05-06,Manchester City,eng Premier League,L 1-2,1,2,-1,20,1,0,0,0,105,532,249,2,6,0,9,5,131,7,Match Report
80,Brentford,2023-05-06,Liverpool,eng Premier League,L 0-1,0,1,-1,46,0,0,0,0,281,1264,602,10,1,2,9,5,256,24,Match Report
81,Manchester City,2023-05-06,Leeds United,eng Premier League,W 2-1,2,1,+1,80,2,0,1,1,710,3082,1681,23,19,9,17,8,809,79,Match Report
82,Crystal Palace,2023-05-06,Tottenham,eng Premier League,L 0-1,0,1,-1,44,0,0,0,0,252,1421,713,17,7,6,16,9,311,27,Match Report
83,Liverpool,2023-05-06,Brentford,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,285,1542,887,12,11,2,11,7,328,37,Match Report
84,Tottenham,2023-05-06,Crystal Palace,eng Premier League,W 1-0,1,0,+1,56,1,0,0,0,380,1861,1079,15,7,5,6,9,447,35,Match Report
85,Chelsea,2023-05-06,Bournemouth,eng Premier League,W 3-1,3,1,+2,65,3,0,0,0,379,2233,1287,28,22,8,20,6,558,52,Match Report
86,Bournemouth,2023-05-06,Chelsea,eng Premier League,L 1-3,1,3,-2,35,1,0,0,0,230,1451,836,16,8,7,11,6,256,22,Match Report
87,Brighton,2023-05-04,Manchester Utd,eng Premier League,W 1-0,1,0,+1,59,0,1,1,0,390,2069,1346,27,13,13,13,8,498,49,Match Report
88,Manchester Utd,2023-05-04,Brighton,eng Premier League,L 0-1,0,1,-1,41,0,0,0,0,254,987,490,9,8,5,9,6,304,37,Match Report
89,West Ham,2023-05-03,Manchester City,eng Premier League,L 0-3,0,3,-3,31,0,0,0,0,267,1262,514,7,5,0,9,7,268,20,Match Report
90,Fulham,2023-05-03,Liverpool,eng Premier League,L 0-1,0,1,-1,43,0,0,0,0,352,1995,970,19,8,4,15,9,403,35,Match Report
91,Manchester City,2023-05-03,West Ham,eng Premier League,W 3-0,3,0,+3,69,3,0,0,0,500,3083,1775,37,33,7,11,8,669,61,Match Report
92,Liverpool,2023-05-03,Fulham,eng Premier League,W 1-0,1,0,+1,57,0,1,1,0,429,1840,858,12,15,3,13,7,545,48,Match Report
93,Chelsea,2023-05-02,Arsenal,eng Premier League,L 1-3,1,3,-2,45,1,0,0,0,341,1693,794,14,12,5,12,8,394,25,Match Report
94,Arsenal,2023-05-02,Chelsea,eng Premier League,W 3-1,3,1,+2,55,3,0,0,0,415,1891,911,17,12,9,8,9,481,55,Match Report
95,Everton,2023-05-01,Leicester City,eng Premier League,D 2-2,2,2,0,46,1,1,1,0,272,1522,796,17,17,5,16,10,278,34,Match Report
96,Leicester City,2023-05-01,Everton,eng Premier League,D 2-2,2,2,0,54,2,0,1,1,307,1970,1079,18,10,8,16,12,363,29,Match Report
97,Fulham,2023-04-30,Manchester City,eng Premier League,L 1-2,1,2,-1,38,1,0,0,0,267,1438,709,9,10,0,11,11,324,19,Match Report
98,Manchester Utd,2023-04-30,Aston Villa,eng Premier League,W 1-0,1,0,+1,57,1,0,0,0,315,1474,728,11,10,7,18,8,454,35,Match Report
99,Tottenham,2023-04-30,Liverpool,eng Premier League,L 3-4,3,4,-1,33,3,0,0,0,235,1080,436,8,2,4,11,9,270,14,Match Report
100,Aston Villa,2023-04-30,Manchester Utd,eng Premier League,L 0-1,0,1,-1,43,0,0,0,0,304,1723,836,10,7,3,25,9,310,27,Match Report
101,Manchester City,2023-04-30,Fulham,eng Premier League,W 2-1,2,1,+1,62,1,1,1,0,536,2562,1135,12,12,4,12,10,582,44,Match Report
102,Newcastle Utd,2023-04-30,Southampton,eng Premier League,W 3-1,3,1,+2,63,2,0,0,0,355,1727,780,22,10,11,24,13,438,65,Match Report
103,Southampton,2023-04-30,Newcastle Utd,eng Premier League,L 1-3,1,3,-2,37,1,0,0,0,227,1409,793,23,11,5,16,6,226,8,Match Report
104,Bournemouth,2023-04-30,Leeds United,eng Premier League,W 4-1,4,1,+3,42,4,0,0,0,246,1478,601,10,3,4,14,9,292,19,Match Report
105,Liverpool,2023-04-30,Tottenham,eng Premier League,W 4-3,4,3,+1,67,3,1,1,0,536,2362,1063,20,18,6,17,7,665,62,Match Report
106,Leeds United,2023-04-30,Bournemouth,eng Premier League,L 1-4,1,4,-3,58,1,0,0,0,424,1993,858,18,15,4,16,16,432,52,Match Report
107,Brighton,2023-04-29,Wolves,eng Premier League,W 6-0,6,0,+6,57,6,0,0,0,361,2091,1122,21,19,9,12,7,466,39,Match Report
108,Crystal Palace,2023-04-29,West Ham,eng Premier League,W 4-3,4,3,+1,59,3,1,1,0,345,1908,992,27,16,12,17,15,412,50,Match Report
109,Brentford,2023-04-29,Nott'ham Forest,eng Premier League,W 2-1,2,1,+1,68,2,0,0,0,480,2280,1199,8,15,3,15,7,489,54,Match Report
110,Nott'ham Forest,2023-04-29,Brentford,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,137,701,376,4,4,0,13,7,184,22,Match Report
111,Wolves,2023-04-29,Brighton,eng Premier League,L 0-6,0,6,-6,43,0,0,0,0,292,1543,743,12,9,5,8,7,325,19,Match Report
112,West Ham,2023-04-29,Crystal Palace,eng Premier League,L 3-4,3,4,-1,41,3,0,0,0,251,1251,545,8,2,0,15,13,242,28,Match Report
113,Tottenham,2023-04-27,Manchester Utd,eng Premier League,D 2-2,2,2,0,40,2,0,0,0,283,1607,854,25,19,10,9,9,332,43,Match Report
114,Everton,2023-04-27,Newcastle Utd,eng Premier League,L 1-4,1,4,-3,40,1,0,0,0,222,1379,665,10,11,1,17,8,211,28,Match Report
115,Bournemouth,2023-04-27,Southampton,eng Premier League,W 1-0,1,0,+1,43,1,0,0,0,257,1703,749,19,17,7,18,10,326,37,Match Report
116,Newcastle Utd,2023-04-27,Everton,eng Premier League,W 4-1,4,1,+3,60,4,0,0,0,311,1465,686,17,11,10,26,11,379,33,Match Report
117,Manchester Utd,2023-04-27,Tottenham,eng Premier League,D 2-2,2,2,0,60,2,0,0,0,530,2278,1162,21,15,11,11,7,535,53,Match Report
118,Southampton,2023-04-27,Bournemouth,eng Premier League,L 0-1,0,1,-1,57,0,0,0,0,406,1666,857,19,12,3,15,13,439,49,Match Report
119,Manchester City,2023-04-26,Arsenal,eng Premier League,W 4-1,4,1,+3,52,4,0,0,0,329,1853,1013,24,12,5,12,6,424,33,Match Report
120,West Ham,2023-04-26,Liverpool,eng Premier League,L 1-2,1,2,-1,28,1,0,0,0,183,962,545,17,2,7,14,10,232,24,Match Report
121,Arsenal,2023-04-26,Manchester City,eng Premier League,L 1-4,1,4,-3,48,1,0,0,0,367,1807,850,11,9,5,8,8,398,30,Match Report
122,Liverpool,2023-04-26,West Ham,eng Premier League,W 2-1,2,1,+1,72,2,0,0,0,691,2875,1217,23,26,7,15,7,765,58,Match Report
123,Brighton,2023-04-26,Nott'ham Forest,eng Premier League,L 1-3,1,3,-2,74,1,0,0,0,601,3385,2144,27,29,7,10,13,638,50,Match Report
124,Chelsea,2023-04-26,Brentford,eng Premier League,L 0-2,0,2,-2,71,0,0,0,0,536,2499,1295,30,28,4,12,7,638,64,Match Report
125,Nott'ham Forest,2023-04-26,Brighton,eng Premier League,W 3-1,3,1,+2,26,1,1,2,1,187,890,483,11,4,6,10,6,170,18,Match Report
126,Brentford,2023-04-26,Chelsea,eng Premier League,W 2-0,2,0,+2,29,1,0,0,0,183,911,369,7,6,2,14,9,193,17,Match Report
127,Fulham,2023-04-25,Aston Villa,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,298,1371,684,12,4,2,9,5,344,36,Match Report
128,Crystal Palace,2023-04-25,Wolves,eng Premier League,L 0-2,0,2,-2,59,0,0,0,0,370,1898,933,19,12,8,22,14,401,38,Match Report
129,Aston Villa,2023-04-25,Fulham,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,363,1802,789,9,8,2,12,10,371,28,Match Report
130,Leeds United,2023-04-25,Leicester City,eng Premier League,D 1-1,1,1,0,41,1,0,0,0,222,908,399,7,7,2,17,11,226,25,Match Report
131,Leicester City,2023-04-25,Leeds United,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,292,1466,804,10,8,1,14,18,357,46,Match Report
132,Wolves,2023-04-25,Crystal Palace,eng Premier League,W 2-0,2,0,+2,41,0,1,1,0,202,1162,579,8,5,3,11,5,253,22,Match Report
133,Bournemouth,2023-04-23,West Ham,eng Premier League,L 0-4,0,4,-4,64,0,0,0,0,531,3069,1969,35,23,3,16,7,604,55,Match Report
134,Tottenham,2023-04-23,Newcastle Utd,eng Premier League,L 1-6,1,6,-5,44,1,0,0,0,276,1287,595,17,8,5,10,9,338,17,Match Report
135,Newcastle Utd,2023-04-23,Tottenham,eng Premier League,W 6-1,6,1,+5,56,6,0,0,0,465,1978,976,21,19,6,12,8,470,50,Match Report
136,West Ham,2023-04-23,Bournemouth,eng Premier League,W 4-0,4,0,+4,36,4,0,0,0,301,1632,876,22,10,8,11,7,295,34,Match Report
137,Brentford,2023-04-22,Aston Villa,eng Premier League,D 1-1,1,1,0,44,1,0,0,0,236,1024,547,10,9,4,8,3,223,28,Match Report
138,Nott'ham Forest,2023-04-22,Liverpool,eng Premier League,L 2-3,2,3,-1,20,2,0,0,0,112,622,303,7,6,1,11,6,88,9,Match Report
139,Leeds United,2023-04-22,Fulham,eng Premier League,L 1-2,1,2,-1,50,0,0,0,0,304,1569,789,13,5,3,12,12,298,35,Match Report
140,Leicester City,2023-04-22,Wolves,eng Premier League,W 2-1,2,1,+1,42,1,1,1,0,239,1548,721,14,10,3,20,8,288,38,Match Report
141,Liverpool,2023-04-22,Nott'ham Forest,eng Premier League,W 3-2,3,2,+1,80,3,0,0,0,534,2617,1334,24,18,4,14,7,607,58,Match Report
142,Wolves,2023-04-22,Leicester City,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,380,1804,931,21,16,2,14,14,435,35,Match Report
143,Fulham,2023-04-22,Leeds United,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,342,1812,895,23,8,5,17,9,302,41,Match Report
144,Crystal Palace,2023-04-22,Everton,eng Premier League,D 0-0,0,0,0,56,0,0,0,0,329,1618,893,17,9,4,19,10,341,27,Match Report
145,Aston Villa,2023-04-22,Brentford,eng Premier League,D 1-1,1,1,0,56,1,0,0,0,263,1606,918,17,16,1,13,9,346,36,Match Report
146,Everton,2023-04-22,Crystal Palace,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,203,1181,537,4,6,0,15,4,239,24,Match Report
147,Southampton,2023-04-21,Arsenal,eng Premier League,D 3-3,3,3,0,26,3,0,0,0,165,979,463,8,9,1,10,11,161,8,Match Report
148,Arsenal,2023-04-21,Southampton,eng Premier League,D 3-3,3,3,0,74,3,0,0,0,526,2958,1656,33,16,11,12,10,606,89,Match Report
149,Leeds United,2023-04-17,Liverpool,eng Premier League,L 1-6,1,6,-5,27,1,0,0,0,233,991,394,7,4,2,14,10,225,24,Match Report
150,Liverpool,2023-04-17,Leeds United,eng Premier League,W 6-1,6,1,+5,73,6,0,0,0,768,2559,1237,13,23,3,14,7,801,58,Match Report
151,West Ham,2023-04-16,Arsenal,eng Premier League,D 2-2,2,2,0,30,1,1,1,0,172,948,437,11,4,5,10,5,177,20,Match Report
152,Nott'ham Forest,2023-04-16,Manchester Utd,eng Premier League,L 0-2,0,2,-2,32,0,0,0,0,190,1128,525,12,11,1,12,5,198,13,Match Report
153,Manchester Utd,2023-04-16,Nott'ham Forest,eng Premier League,W 2-0,2,0,+2,68,2,0,0,0,513,2387,1300,26,22,3,9,11,531,72,Match Report
154,Arsenal,2023-04-16,West Ham,eng Premier League,D 2-2,2,2,0,70,2,0,1,1,472,2499,1373,14,19,2,10,7,544,49,Match Report
155,Newcastle Utd,2023-04-15,Aston Villa,eng Premier League,L 0-3,0,3,-3,48,0,0,0,0,228,1273,639,15,9,3,11,7,305,34,Match Report
156,Leicester City,2023-04-15,Manchester City,eng Premier League,L 1-3,1,3,-2,30,1,0,0,0,251,1189,513,8,5,1,9,6,273,16,Match Report
157,Everton,2023-04-15,Fulham,eng Premier League,L 1-3,1,3,-2,46,1,0,0,0,345,1874,923,17,9,3,17,12,321,40,Match Report
158,Brentford,2023-04-15,Wolves,eng Premier League,L 0-2,0,2,-2,50,0,0,0,0,323,1517,737,12,7,3,14,13,382,37,Match Report
159,Manchester City,2023-04-15,Leicester City,eng Premier League,W 3-1,3,1,+2,70,2,1,1,0,578,3337,1851,29,18,7,11,5,712,57,Match Report
160,Crystal Palace,2023-04-15,Southampton,eng Premier League,W 2-0,2,0,+2,42,2,0,0,0,251,1438,691,11,11,3,14,8,280,25,Match Report
161,Fulham,2023-04-15,Everton,eng Premier League,W 3-1,3,1,+2,54,3,0,0,0,333,1904,837,20,17,4,7,8,376,36,Match Report
162,Aston Villa,2023-04-15,Newcastle Utd,eng Premier League,W 3-0,3,0,+3,52,3,0,0,0,291,1771,821,23,7,7,16,10,332,25,Match Report
163,Tottenham,2023-04-15,Bournemouth,eng Premier League,L 2-3,2,3,-1,58,2,0,0,0,326,1913,1090,24,11,12,7,7,418,40,Match Report
164,Bournemouth,2023-04-15,Tottenham,eng Premier League,W 3-2,3,2,+1,42,3,0,0,0,294,1587,713,17,9,10,12,9,302,18,Match Report
165,Wolves,2023-04-15,Brentford,eng Premier League,W 2-0,2,0,+2,50,2,0,0,0,392,1534,664,8,3,3,8,15,380,25,Match Report
166,Chelsea,2023-04-15,Brighton,eng Premier League,L 1-2,1,2,-1,43,1,0,0,0,333,1656,856,21,10,4,6,13,352,21,Match Report
167,Southampton,2023-04-15,Crystal Palace,eng Premier League,L 0-2,0,2,-2,58,0,0,0,0,371,2336,1325,15,14,4,16,14,435,46,Match Report
168,Brighton,2023-04-15,Chelsea,eng Premier League,W 2-1,2,1,+1,57,2,0,0,0,424,2712,1369,29,25,9,11,7,495,51,Match Report
169,Arsenal,2023-04-09,Liverpool,eng Premier League,D 2-2,2,2,0,41,2,0,0,0,265,1353,726,18,12,9,18,9,297,27,Match Report
170,Liverpool,2023-04-09,Arsenal,eng Premier League,D 2-2,2,2,0,59,2,0,1,1,315,1706,818,20,15,10,19,13,452,53,Match Report
171,Crystal Palace,2023-04-09,Leeds United,eng Premier League,W 5-1,5,1,+4,52,5,0,0,0,304,1536,827,15,4,9,16,21,358,37,Match Report
172,Leeds United,2023-04-09,Crystal Palace,eng Premier League,L 1-5,1,5,-4,48,1,0,0,0,293,1432,785,11,8,1,22,17,332,44,Match Report
173,Nott'ham Forest,2023-04-08,Aston Villa,eng Premier League,L 0-2,0,2,-2,37,0,0,0,0,151,846,508,11,5,3,4,3,168,16,Match Report
174,Chelsea,2023-04-08,Wolves,eng Premier League,L 0-1,0,1,-1,62,0,0,0,0,396,2149,1191,19,15,4,17,13,475,64,Match Report
175,Bournemouth,2023-04-08,Leicester City,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,305,1585,697,12,10,3,12,7,349,29,Match Report
176,Fulham,2023-04-08,West Ham,eng Premier League,L 0-1,0,1,-1,76,0,0,0,0,592,2909,1574,22,13,3,14,9,610,72,Match Report
177,Brentford,2023-04-08,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,42,0,1,2,1,153,822,394,8,9,3,17,6,230,25,Match Report
178,Newcastle Utd,2023-04-08,Brentford,eng Premier League,W 2-1,2,1,+1,58,1,0,0,0,302,1675,809,16,25,2,11,5,361,34,Match Report
179,Leicester City,2023-04-08,Bournemouth,eng Premier League,L 0-1,0,1,-1,51,0,0,0,0,314,1993,944,18,4,4,9,5,351,30,Match Report
