Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
197,Nott'ham Forest,2023-04-04,Leeds United,eng Premier League,L 1-2,1,2,-1,39,1,0,0,0,19,11,4,0,3,1,0,Match Report
198,Leicester City,2023-04-04,Aston Villa,eng Premier League,L 1-2,1,2,-1,36,1,0,0,0,17,8,4,2,1,2,0,Match Report
199,Bournemouth,2023-04-04,Brighton,eng Premier League,L 0-2,0,2,-2,37,0,0,0,0,21,16,1,2,1,1,0,Match Report
200,Liverpool,2023-04-04,Chelsea,eng Premier League,D 0-0,0,0,0,51,0,0,0,0,9,7,1,0,1,0,0,Match Report
201,Tottenham,2023-04-03,Everton,eng Premier League,D 1-1,1,1,0,61,0,1,1,0,14,12,0,1,0,1,0,Match Report
202,Everton,2023-04-03,Tottenham,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,26,19,4,2,1,0,0,Match Report
203,Manchester Utd,2023-04-02,Newcastle Utd,eng Premier League,L 0-2,0,2,-2,54,0,0,0,0,12,8,2,1,1,0,0,Match Report
204,Southampton,2023-04-02,West Ham,eng Premier League,L 0-1,0,1,-1,57,0,0,0,0,15,9,1,2,1,0,2,Match Report
205,West Ham,2023-04-02,Southampton,eng Premier League,W 1-0,1,0,+1,43,1,0,0,0,19,10,3,2,2,2,0,Match Report
206,Newcastle Utd,2023-04-02,Manchester Utd,eng Premier League,W 2-0,2,0,+2,46,2,0,0,0,40,30,4,2,2,2,0,Match Report
207,Arsenal,2023-04-01,Leeds United,eng Premier League,W 4-1,4,1,+3,66,3,1,1,0,23,16,2,3,1,1,0,Match Report
208,Crystal Palace,2023-04-01,Leicester City,eng Premier League,W 2-1,2,1,+1,52,1,0,0,0,52,37,3,2,6,3,1,Match Report
209,Bournemouth,2023-04-01,Fulham,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,22,14,1,4,2,1,0,Match Report
210,Leeds United,2023-04-01,Arsenal,eng Premier League,L 1-4,1,4,-3,34,1,0,0,0,10,8,1,1,0,0,0,Match Report
211,Liverpool,2023-04-01,Manchester City,eng Premier League,L 1-4,1,4,-3,32,1,0,0,0,8,7,0,0,1,0,0,Match Report
212,Aston Villa,2023-04-01,Chelsea,eng Premier League,W 2-0,2,0,+2,31,2,0,0,0,8,8,0,0,0,0,0,Match Report
213,Wolves,2023-04-01,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,71,1,0,0,0,15,12,1,0,1,1,0,Match Report
214,Leicester City,2023-04-01,Crystal Palace,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,6,6,0,0,0,0,0,Match Report
215,Brentford,2023-04-01,Brighton,eng Premier League,D 3-3,3,3,0,28,3,0,0,0,10,7,2,0,0,1,0,Match Report
216,Chelsea,2023-04-01,Aston Villa,eng Premier League,L 0-2,0,2,-2,69,0,0,0,0,46,36,2,2,5,1,0,Match Report
217,Brighton,2023-04-01,Brentford,eng Premier League,D 3-3,3,3,0,72,2,1,1,0,57,40,3,7,6,1,0,Match Report
218,Nott'ham Forest,2023-04-01,Wolves,eng Premier League,D 1-1,1,1,0,29,1,0,0,0,30,20,3,2,2,3,0,Match Report
219,Fulham,2023-04-01,Bournemouth,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,18,16,1,0,0,1,0,Match Report
220,Manchester City,2023-04-01,Liverpool,eng Premier League,W 4-1,4,1,+3,68,4,0,0,0,32,27,1,1,1,1,1,Match Report
221,Arsenal,2023-03-19,Crystal Palace,eng Premier League,W 4-1,4,1,+3,62,4,0,0,0,27,20,3,1,1,1,1,Match Report
222,Crystal Palace,2023-03-19,Arsenal,eng Premier League,L 1-4,1,4,-3,38,1,0,0,0,15,11,2,0,0,2,0,Match Report
223,Southampton,2023-03-18,Tottenham,eng Premier League,D 3-3,3,3,0,51,2,1,1,0,34,23,3,2,5,1,0,Match Report
224,Tottenham,2023-03-18,Southampton,eng Premier League,D 3-3,3,3,0,49,3,0,0,0,34,32,0,0,0,1,1,Match Report
225,Bournemouth,2023-03-18,Aston Villa,eng Premier League,L 0-3,0,3,-3,44,0,0,0,0,17,11,2,1,1,1,1,Match Report
226,Leeds United,2023-03-18,Wolves,eng Premier League,W 4-2,4,2,+2,35,4,0,0,0,21,11,3,1,2,3,1,Match Report
227,Aston Villa,2023-03-18,Bournemouth,eng Premier League,W 3-0,3,0,+3,56,3,0,0,0,34,22,5,3,3,1,0,Match Report
228,Wolves,2023-03-18,Leeds United,eng Premier League,L 2-4,2,4,-2,65,2,0,0,0,38,26,4,0,3,3,2,Match Report
229,Leicester City,2023-03-18,Brentford,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,27,17,1,5,3,1,0,Match Report
230,Brentford,2023-03-18,Leicester City,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,22,20,1,1,0,0,0,Match Report
231,Chelsea,2023-03-18,Everton,eng Premier League,D 2-2,2,2,0,68,1,1,1,0,36,23,5,1,4,3,0,Match Report
232,Everton,2023-03-18,Chelsea,eng Premier League,D 2-2,2,2,0,32,2,0,0,0,18,8,3,1,3,2,1,Match Report
233,Newcastle Utd,2023-03-17,Nott'ham Forest,eng Premier League,W 2-1,2,1,+1,61,1,1,1,0,28,21,2,2,2,1,0,Match Report
234,Nott'ham Forest,2023-03-17,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,39,1,0,0,0,6,4,0,1,1,0,0,Match Report
235,Southampton,2023-03-15,Brentford,eng Premier League,L 0-2,0,2,-2,66,0,0,0,0,14,10,0,3,0,1,0,Match Report
236,Crystal Palace,2023-03-15,Brighton,eng Premier League,L 0-1,0,1,-1,43,0,0,0,0,20,13,2,2,1,2,0,Match Report
237,Brentford,2023-03-15,Southampton,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,20,9,5,1,2,3,0,Match Report
238,Brighton,2023-03-15,Crystal Palace,eng Premier League,W 1-0,1,0,+1,57,1,0,0,0,21,16,3,0,0,2,0,Match Report
239,Arsenal,2023-03-12,Fulham,eng Premier League,W 3-0,3,0,+3,55,3,0,0,0,28,20,2,4,1,1,0,Match Report
240,Manchester Utd,2023-03-12,Southampton,eng Premier League,D 0-0,0,0,0,47,0,0,0,0,18,11,3,1,2,1,0,Match Report
241,Southampton,2023-03-12,Manchester Utd,eng Premier League,D 0-0,0,0,0,53,0,0,0,0,29,17,2,2,5,2,1,Match Report
242,West Ham,2023-03-12,Aston Villa,eng Premier League,D 1-1,1,1,0,41,0,1,1,0,31,18,2,6,3,2,0,Match Report
243,Aston Villa,2023-03-12,West Ham,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,23,19,2,0,2,0,0,Match Report
244,Wolves,2023-03-12,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,14,11,1,1,0,1,0,Match Report
245,Newcastle Utd,2023-03-12,Wolves,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,33,24,2,1,2,4,0,Match Report
246,Fulham,2023-03-12,Arsenal,eng Premier League,L 0-3,0,3,-3,45,0,0,0,0,20,12,2,2,3,1,0,Match Report
247,Tottenham,2023-03-11,Nott'ham Forest,eng Premier League,W 3-1,3,1,+2,55,2,1,1,0,28,19,3,2,1,3,0,Match Report
248,Crystal Palace,2023-03-11,Manchester City,eng Premier League,L 0-1,0,1,-1,33,0,0,0,0,8,5,1,0,0,1,1,Match Report
249,Bournemouth,2023-03-11,Liverpool,eng Premier League,W 1-0,1,0,+1,31,1,0,0,0,10,7,0,3,0,0,0,Match Report
250,Leeds United,2023-03-11,Brighton,eng Premier League,D 2-2,2,2,0,38,2,0,0,0,21,18,1,1,0,0,1,Match Report
251,Liverpool,2023-03-11,Bournemouth,eng Premier League,L 0-1,0,1,-1,69,0,0,1,1,21,15,4,0,1,1,0,Match Report
252,Leicester City,2023-03-11,Chelsea,eng Premier League,L 1-3,1,3,-2,48,1,0,0,0,31,19,3,3,3,2,1,Match Report
253,Brentford,2023-03-11,Everton,eng Premier League,L 0-1,0,1,-1,67,0,0,0,0,21,16,3,0,1,1,0,Match Report
254,Chelsea,2023-03-11,Leicester City,eng Premier League,W 3-1,3,1,+2,52,3,0,0,0,21,15,3,1,1,0,1,Match Report
255,Brighton,2023-03-11,Leeds United,eng Premier League,D 2-2,2,2,0,62,2,0,0,0,23,15,2,3,3,0,0,Match Report
256,Everton,2023-03-11,Brentford,eng Premier League,W 1-0,1,0,+1,33,1,0,0,0,23,14,3,0,3,3,0,Match Report
257,Nott'ham Forest,2023-03-11,Tottenham,eng Premier League,L 1-3,1,3,-2,45,1,0,1,1,16,9,4,1,0,2,0,Match Report
258,Manchester City,2023-03-11,Crystal Palace,eng Premier League,W 1-0,1,0,+1,67,0,1,1,0,24,15,1,4,2,2,0,Match Report
259,Brentford,2023-03-06,Fulham,eng Premier League,W 3-2,3,2,+1,37,2,1,1,0,21,9,4,2,2,4,0,Match Report
260,Fulham,2023-03-06,Brentford,eng Premier League,L 2-3,2,3,-1,63,2,0,0,0,14,10,0,0,3,1,0,Match Report
261,Manchester Utd,2023-03-05,Liverpool,eng Premier League,L 0-7,0,7,-7,41,0,0,0,0,16,13,1,1,0,1,0,Match Report
262,Liverpool,2023-03-05,Manchester Utd,eng Premier League,W 7-0,7,0,+7,59,7,0,0,0,30,24,1,0,2,1,2,Match Report
263,Everton,2023-03-05,Nott'ham Forest,eng Premier League,D 2-2,2,2,0,43,1,1,1,0,19,14,0,1,1,2,1,Match Report
264,Nott'ham Forest,2023-03-05,Everton,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,18,13,1,1,1,2,0,Match Report
265,Arsenal,2023-03-04,Bournemouth,eng Premier League,W 3-2,3,2,+1,79,3,0,0,0,55,42,3,4,4,2,0,Match Report
266,Southampton,2023-03-04,Leicester City,eng Premier League,W 1-0,1,0,+1,35,1,0,1,1,17,14,1,1,0,1,0,Match Report
267,Tottenham,2023-03-04,Wolves,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,36,24,3,1,5,3,0,Match Report
268,Crystal Palace,2023-03-04,Aston Villa,eng Premier League,L 0-1,0,1,-1,42,0,0,0,0,6,4,1,0,0,1,0,Match Report
269,Bournemouth,2023-03-04,Arsenal,eng Premier League,L 2-3,2,3,-1,21,2,0,0,0,8,5,2,0,0,1,0,Match Report
270,Leeds United,2023-03-04,Chelsea,eng Premier League,L 0-1,0,1,-1,43,0,0,0,0,22,14,5,0,0,3,0,Match Report
271,West Ham,2023-03-04,Brighton,eng Premier League,L 0-4,0,4,-4,35,0,0,0,0,6,5,0,1,0,0,0,Match Report
272,Aston Villa,2023-03-04,Crystal Palace,eng Premier League,W 1-0,1,0,+1,58,0,0,0,0,16,12,2,0,0,2,0,Match Report
273,Wolves,2023-03-04,Tottenham,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,13,10,1,1,1,0,0,Match Report
274,Leicester City,2023-03-04,Southampton,eng Premier League,L 0-1,0,1,-1,65,0,0,0,0,19,15,2,0,1,1,0,Match Report
275,Newcastle Utd,2023-03-04,Manchester City,eng Premier League,L 0-2,0,2,-2,44,0,0,0,0,9,7,0,0,1,1,0,Match Report
276,Chelsea,2023-03-04,Leeds United,eng Premier League,W 1-0,1,0,+1,57,1,0,0,0,23,18,2,1,1,1,0,Match Report
277,Brighton,2023-03-04,West Ham,eng Premier League,W 4-0,4,0,+4,65,3,1,1,0,39,33,2,3,0,1,0,Match Report
278,Manchester City,2023-03-04,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,56,2,0,0,0,20,17,0,2,0,1,0,Match Report
279,Arsenal,2023-03-01,Everton,eng Premier League,W 4-0,4,0,+4,73,4,0,0,0,25,20,1,0,3,0,1,Match Report
280,Liverpool,2023-03-01,Wolves,eng Premier League,W 2-0,2,0,+2,57,2,0,0,0,25,18,3,0,2,1,1,Match Report
281,Wolves,2023-03-01,Liverpool,eng Premier League,L 0-2,0,2,-2,43,0,0,0,0,7,3,1,0,2,0,1,Match Report
282,Everton,2023-03-01,Arsenal,eng Premier League,L 0-4,0,4,-4,27,0,0,0,0,11,9,0,1,1,0,0,Match Report
283,Tottenham,2023-02-26,Chelsea,eng Premier League,W 2-0,2,0,+2,41,2,0,0,0,10,8,1,0,1,0,0,Match Report
284,Chelsea,2023-02-26,Tottenham,eng Premier League,L 0-2,0,2,-2,59,0,0,0,0,17,16,0,0,0,0,1,Match Report
285,Arsenal,2023-02-25,Leicester City,eng Premier League,W 1-0,1,0,+1,65,1,0,0,0,20,18,1,0,0,1,0,Match Report
286,Southampton,2023-02-25,Leeds United,eng Premier League,L 0-1,0,1,-1,39,0,0,0,0,15,12,1,2,0,0,0,Match Report
287,Crystal Palace,2023-02-25,Liverpool,eng Premier League,D 0-0,0,0,0,37,0,0,0,0,10,7,1,1,0,1,0,Match Report
288,Bournemouth,2023-02-25,Manchester City,eng Premier League,L 1-4,1,4,-3,35,1,0,0,0,21,12,3,2,4,0,0,Match Report
289,Leeds United,2023-02-25,Southampton,eng Premier League,W 1-0,1,0,+1,61,1,0,0,0,25,21,3,1,0,0,0,Match Report
290,West Ham,2023-02-25,Nott'ham Forest,eng Premier League,W 4-0,4,0,+4,49,4,0,0,0,34,28,2,3,1,0,0,Match Report
291,Liverpool,2023-02-25,Crystal Palace,eng Premier League,D 0-0,0,0,0,63,0,0,0,0,22,15,2,2,1,2,0,Match Report
292,Aston Villa,2023-02-25,Everton,eng Premier League,W 2-0,2,0,+2,53,1,1,1,0,16,13,0,1,0,2,0,Match Report
293,Leicester City,2023-02-25,Arsenal,eng Premier League,L 0-1,0,1,-1,35,0,0,0,0,1,1,0,0,0,0,0,Match Report
294,Everton,2023-02-25,Aston Villa,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,27,17,4,3,1,2,0,Match Report
295,Nott'ham Forest,2023-02-25,West Ham,eng Premier League,L 0-4,0,4,-4,51,0,0,0,0,16,12,1,2,0,1,0,Match Report
296,Manchester City,2023-02-25,Bournemouth,eng Premier League,W 4-1,4,1,+3,66,3,0,0,0,35,28,2,1,3,1,0,Match Report
297,Wolves,2023-02-24,Fulham,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,15,11,2,0,0,2,0,Match Report
298,Fulham,2023-02-24,Wolves,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,19,16,0,1,0,1,1,Match Report
299,Manchester Utd,2023-02-19,Leicester City,eng Premier League,W 3-0,3,0,+3,57,3,0,0,0,47,33,3,4,3,4,0,Match Report
300,Tottenham,2023-02-19,West Ham,eng Premier League,W 2-0,2,0,+2,57,2,0,0,0,26,21,1,1,2,0,1,Match Report
301,West Ham,2023-02-19,Tottenham,eng Premier League,L 0-2,0,2,-2,43,0,0,0,0,9,6,1,1,0,1,0,Match Report
302,Leicester City,2023-02-19,Manchester Utd,eng Premier League,L 0-3,0,3,-3,43,0,0,0,0,37,26,3,2,4,1,1,Match Report
303,Arsenal,2023-02-18,Aston Villa,eng Premier League,W 4-2,4,2,+2,67,3,0,0,0,35,25,5,1,3,1,0,Match Report
304,Southampton,2023-02-18,Chelsea,eng Premier League,W 1-0,1,0,+1,38,1,0,0,0,13,6,1,0,2,3,1,Match Report
305,Crystal Palace,2023-02-18,Brentford,eng Premier League,D 1-1,1,1,0,41,1,0,0,0,19,14,2,2,1,0,0,Match Report
306,Bournemouth,2023-02-18,Wolves,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,7,7,0,0,0,0,0,Match Report
307,Leeds United,2023-02-18,Everton,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,13,11,2,0,0,0,0,Match Report
308,Liverpool,2023-02-18,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,23,17,2,2,1,0,1,Match Report
309,Aston Villa,2023-02-18,Arsenal,eng Premier League,L 2-4,2,4,-2,33,2,0,0,0,14,10,0,2,0,1,1,Match Report
310,Wolves,2023-02-18,Bournemouth,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,28,22,3,2,0,1,0,Match Report
311,Newcastle Utd,2023-02-18,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,25,11,6,4,2,1,1,Match Report
312,Brentford,2023-02-18,Crystal Palace,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,21,16,3,1,0,1,0,Match Report
313,Chelsea,2023-02-18,Southampton,eng Premier League,L 0-1,0,1,-1,62,0,0,0,0,27,19,0,3,3,1,1,Match Report
314,Brighton,2023-02-18,Fulham,eng Premier League,L 0-1,0,1,-1,65,0,0,0,0,38,28,2,5,2,1,0,Match Report
315,Everton,2023-02-18,Leeds United,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,26,15,4,3,3,0,1,Match Report
316,Nott'ham Forest,2023-02-18,Manchester City,eng Premier League,D 1-1,1,1,0,27,1,0,0,0,5,5,0,0,0,0,0,Match Report
317,Fulham,2023-02-18,Brighton,eng Premier League,W 1-0,1,0,+1,35,1,0,0,0,8,5,1,1,1,0,0,Match Report
318,Manchester City,2023-02-18,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,73,1,0,0,0,42,29,4,2,3,3,1,Match Report
319,Arsenal,2023-02-15,Manchester City,eng Premier League,L 1-3,1,3,-2,63,0,1,1,0,18,13,1,1,1,1,1,Match Report
320,Manchester City,2023-02-15,Arsenal,eng Premier League,W 3-1,3,1,+2,37,3,0,0,0,13,6,3,0,2,2,0,Match Report
321,Liverpool,2023-02-13,Everton,eng Premier League,W 2-0,2,0,+2,59,2,0,0,0,27,17,1,5,2,2,0,Match Report
322,Everton,2023-02-13,Liverpool,eng Premier League,L 0-2,0,2,-2,41,0,0,0,0,11,9,1,0,1,0,0,Match Report
323,Manchester Utd,2023-02-12,Leeds United,eng Premier League,W 2-0,2,0,+2,66,2,0,0,0,18,15,1,1,1,0,0,Match Report
324,Leeds United,2023-02-12,Manchester Utd,eng Premier League,L 0-2,0,2,-2,34,0,0,0,0,23,9,6,1,4,3,0,Match Report
325,Aston Villa,2023-02-12,Manchester City,eng Premier League,L 1-3,1,3,-2,33,1,0,0,0,12,10,1,0,0,0,1,Match Report
326,Manchester City,2023-02-12,Aston Villa,eng Premier League,W 3-1,3,1,+2,67,2,1,1,0,32,20,4,2,2,4,0,Match Report
327,Arsenal,2023-02-11,Brentford,eng Premier League,D 1-1,1,1,0,69,1,0,0,0,44,40,0,2,1,0,1,Match Report
328,Southampton,2023-02-11,Wolves,eng Premier League,L 1-2,1,2,-1,41,1,0,0,0,31,14,8,2,5,2,0,Match Report
329,Tottenham,2023-02-11,Leicester City,eng Premier League,L 1-4,1,4,-3,51,1,0,0,0,15,9,1,1,2,2,0,Match Report
330,Crystal Palace,2023-02-11,Brighton,eng Premier League,D 1-1,1,1,0,27,1,0,0,0,9,6,0,0,0,1,2,Match Report
331,Bournemouth,2023-02-11,Newcastle Utd,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,19,16,1,0,1,1,0,Match Report
332,West Ham,2023-02-11,Chelsea,eng Premier League,D 1-1,1,1,0,29,1,0,0,0,17,14,0,1,1,1,0,Match Report
333,Wolves,2023-02-11,Southampton,eng Premier League,W 2-1,2,1,+1,59,1,0,0,0,17,13,0,0,3,1,0,Match Report
334,Leicester City,2023-02-11,Tottenham,eng Premier League,W 4-1,4,1,+3,49,4,0,0,0,26,17,2,2,2,0,3,Match Report
335,Newcastle Utd,2023-02-11,Bournemouth,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,25,17,3,1,3,1,0,Match Report
336,Brentford,2023-02-11,Arsenal,eng Premier League,D 1-1,1,1,0,31,1,0,0,0,17,14,3,0,0,0,0,Match Report
337,Chelsea,2023-02-11,West Ham,eng Premier League,D 1-1,1,1,0,71,1,0,0,0,19,12,2,2,1,2,0,Match Report
338,Brighton,2023-02-11,Crystal Palace,eng Premier League,D 1-1,1,1,0,73,1,0,0,0,31,26,2,1,0,1,1,Match Report
339,Nott'ham Forest,2023-02-11,Fulham,eng Premier League,L 0-2,0,2,-2,50,0,0,0,0,19,16,1,0,1,1,0,Match Report
340,Fulham,2023-02-11,Nott'ham Forest,eng Premier League,W 2-0,2,0,+2,50,2,0,0,0,27,15,5,2,3,1,1,Match Report
341,Manchester Utd,2023-02-08,Leeds United,eng Premier League,D 2-2,2,2,0,66,2,0,0,0,43,31,1,4,5,1,1,Match Report
342,Leeds United,2023-02-08,Manchester Utd,eng Premier League,D 2-2,2,2,0,34,1,0,0,0,12,8,0,0,3,1,0,Match Report
343,Tottenham,2023-02-05,Manchester City,eng Premier League,W 1-0,1,0,+1,36,1,0,0,0,16,9,1,2,4,0,0,Match Report
344,Leeds United,2023-02-05,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,70,0,0,0,0,18,10,2,2,2,2,0,Match Report
345,Nott'ham Forest,2023-02-05,Leeds United,eng Premier League,W 1-0,1,0,+1,30,1,0,0,0,11,9,1,0,0,1,0,Match Report
346,Manchester City,2023-02-05,Tottenham,eng Premier League,L 0-1,0,1,-1,64,0,0,0,0,30,19,3,1,3,2,2,Match Report
347,Arsenal,2023-02-04,Everton,eng Premier League,L 0-1,0,1,-1,70,0,0,0,0,28,20,4,1,2,1,0,Match Report
348,Manchester Utd,2023-02-04,Crystal Palace,eng Premier League,W 2-1,2,1,+1,52,1,1,1,0,18,11,2,0,5,0,0,Match Report
349,Southampton,2023-02-04,Brentford,eng Premier League,L 0-3,0,3,-3,51,0,0,0,0,25,21,1,1,1,1,0,Match Report
350,Crystal Palace,2023-02-04,Manchester Utd,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,16,8,2,1,4,1,0,Match Report
351,Bournemouth,2023-02-04,Brighton,eng Premier League,L 0-1,0,1,-1,29,0,0,0,0,18,11,2,3,2,0,0,Match Report
352,West Ham,2023-02-04,Newcastle Utd,eng Premier League,D 1-1,1,1,0,38,1,0,0,0,17,11,1,2,2,1,0,Match Report
353,Liverpool,2023-02-04,Wolves,eng Premier League,L 0-3,0,3,-3,59,0,0,0,0,38,28,1,1,6,1,1,Match Report
354,Aston Villa,2023-02-04,Leicester City,eng Premier League,L 2-4,2,4,-2,62,1,0,0,0,35,25,4,2,4,0,0,Match Report
355,Wolves,2023-02-04,Liverpool,eng Premier League,W 3-0,3,0,+3,41,2,0,0,0,18,14,2,0,1,1,0,Match Report
356,Leicester City,2023-02-04,Aston Villa,eng Premier League,W 4-2,4,2,+2,38,4,0,0,0,18,13,0,3,0,0,2,Match Report
357,Newcastle Utd,2023-02-04,West Ham,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,13,5,4,0,1,2,1,Match Report
358,Brentford,2023-02-04,Southampton,eng Premier League,W 3-0,3,0,+3,49,3,0,0,0,27,22,2,1,1,1,0,Match Report
359,Brighton,2023-02-04,Bournemouth,eng Premier League,W 1-0,1,0,+1,71,1,0,0,0,31,25,0,1,5,0,0,Match Report
360,Everton,2023-02-04,Arsenal,eng Premier League,W 1-0,1,0,+1,30,1,0,0,0,20,14,4,1,0,0,1,Match Report
361,Chelsea,2023-02-03,Fulham,eng Premier League,D 0-0,0,0,0,66,0,0,0,0,15,10,3,2,0,0,0,Match Report
362,Fulham,2023-02-03,Chelsea,eng Premier League,D 0-0,0,0,0,34,0,0,0,0,16,10,0,2,1,1,2,Match Report
363,Tottenham,2023-01-23,Fulham,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,19,14,1,2,1,1,0,Match Report
364,Fulham,2023-01-23,Tottenham,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,18,12,2,0,0,3,1,Match Report
365,Arsenal,2023-01-22,Manchester Utd,eng Premier League,W 3-2,3,2,+1,57,3,0,0,0,40,28,2,2,5,1,2,Match Report
366,Manchester Utd,2023-01-22,Arsenal,eng Premier League,L 2-3,2,3,-1,43,2,0,0,0,11,8,0,2,1,0,0,Match Report
367,Leeds United,2023-01-22,Brentford,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,17,15,0,1,0,1,0,Match Report
368,Wolves,2023-01-22,Manchester City,eng Premier League,L 0-3,0,3,-3,45,0,0,0,0,18,13,2,0,3,0,0,Match Report
369,Brentford,2023-01-22,Leeds United,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,11,9,1,0,0,1,0,Match Report
370,Manchester City,2023-01-22,Wolves,eng Premier League,W 3-0,3,0,+3,55,2,1,1,0,26,22,0,1,1,1,1,Match Report
371,Southampton,2023-01-21,Aston Villa,eng Premier League,L 0-1,0,1,-1,37,0,0,0,0,15,9,4,0,1,1,0,Match Report
372,Crystal Palace,2023-01-21,Newcastle Utd,eng Premier League,D 0-0,0,0,0,40,0,0,0,0,9,7,1,0,1,0,0,Match Report
373,Bournemouth,2023-01-21,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,28,20,2,0,3,3,0,Match Report
374,West Ham,2023-01-21,Everton,eng Premier League,W 2-0,2,0,+2,33,2,0,0,0,20,12,1,3,2,0,2,Match Report
375,Liverpool,2023-01-21,Chelsea,eng Premier League,D 0-0,0,0,0,48,0,0,0,0,26,20,1,1,1,0,3,Match Report
376,Aston Villa,2023-01-21,Southampton,eng Premier League,W 1-0,1,0,+1,63,1,0,0,0,23,14,2,1,3,3,0,Match Report
377,Leicester City,2023-01-21,Brighton,eng Premier League,D 2-2,2,2,0,37,2,0,0,0,15,6,3,1,4,1,0,Match Report
378,Newcastle Utd,2023-01-21,Crystal Palace,eng Premier League,D 0-0,0,0,0,60,0,0,0,0,28,19,6,0,2,1,0,Match Report
379,Chelsea,2023-01-21,Liverpool,eng Premier League,D 0-0,0,0,0,52,0,0,0,0,21,14,3,2,0,2,0,Match Report
380,Brighton,2023-01-21,Leicester City,eng Premier League,D 2-2,2,2,0,63,2,0,0,0,23,17,1,3,2,0,0,Match Report
381,Everton,2023-01-21,West Ham,eng Premier League,L 0-2,0,2,-2,67,0,0,0,0,10,6,2,0,1,1,0,Match Report
382,Nott'ham Forest,2023-01-21,Bournemouth,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,31,20,4,0,5,2,0,Match Report
383,Tottenham,2023-01-19,Manchester City,eng Premier League,L 2-4,2,4,-2,42,2,0,0,0,14,11,0,0,1,0,2,Match Report
384,Manchester City,2023-01-19,Tottenham,eng Premier League,W 4-2,4,2,+2,58,4,0,0,0,28,23,2,1,1,1,0,Match Report
385,Manchester Utd,2023-01-18,Crystal Palace,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,27,21,3,0,1,1,1,Match Report
386,Crystal Palace,2023-01-18,Manchester Utd,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,17,11,3,0,0,3,0,Match Report
387,Arsenal,2023-01-15,Tottenham,eng Premier League,W 2-0,2,0,+2,49,1,0,0,0,26,17,3,1,1,4,0,Match Report
388,Tottenham,2023-01-15,Arsenal,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,29,23,0,0,3,2,1,Match Report
389,Crystal Palace,2023-01-15,Chelsea,eng Premier League,L 0-1,0,1,-1,39,0,0,0,0,17,11,2,1,2,1,0,Match Report
390,Newcastle Utd,2023-01-15,Fulham,eng Premier League,W 1-0,1,0,+1,62,1,0,0,0,36,23,2,3,4,4,0,Match Report
391,Chelsea,2023-01-15,Crystal Palace,eng Premier League,W 1-0,1,0,+1,61,1,0,0,0,26,22,2,0,0,1,1,Match Report
392,Fulham,2023-01-15,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,38,0,0,1,1,9,3,1,2,1,2,0,Match Report
393,Manchester Utd,2023-01-14,Manchester City,eng Premier League,W 2-1,2,1,+1,30,2,0,0,0,16,15,0,1,0,0,0,Match Report
394,Southampton,2023-01-14,Everton,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,23,17,3,1,0,1,1,Match Report
