Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
194,Everton,2018-03-03,Burnley,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,20,17,0,3,0,0,0,Match Report
195,Stoke City,2018-03-03,Southampton,eng Premier League,D 0-0,0,0,0,35,0,0,0,0,23,19,1,1,0,1,1,Match Report
196,Huddersfield,2018-03-03,Tottenham,eng Premier League,L 0-2,0,2,-2,26,0,0,0,0,3,3,0,0,0,0,0,Match Report
197,Newcastle Utd,2018-03-03,Liverpool,eng Premier League,L 0-2,0,2,-2,30,0,0,0,0,13,9,1,2,0,1,0,Match Report
198,West Brom,2018-03-03,Watford,eng Premier League,L 0-1,0,1,-1,47,0,0,0,0,14,11,2,0,0,1,0,Match Report
199,Swansea City,2018-03-03,West Ham,eng Premier League,W 4-1,4,1,+3,46,3,1,1,0,14,10,2,0,1,1,0,Match Report
200,Bournemouth,2018-03-03,Leicester City,eng Premier League,D 1-1,1,1,0,45,0,1,1,0,13,9,0,2,0,1,1,Match Report
201,Arsenal,2018-03-01,Manchester City,eng Premier League,L 0-3,0,3,-3,46,0,0,1,1,18,14,0,0,2,2,0,Match Report
202,Manchester City,2018-03-01,Arsenal,eng Premier League,W 3-0,3,0,+3,54,3,0,0,0,15,13,0,1,1,0,0,Match Report
203,Manchester Utd,2018-02-25,Chelsea,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,19,16,1,1,0,1,0,Match Report
204,Tottenham,2018-02-25,Crystal Palace,eng Premier League,W 1-0,1,0,+1,75,1,0,0,0,22,17,2,1,1,1,0,Match Report
205,Crystal Palace,2018-02-25,Tottenham,eng Premier League,L 0-1,0,1,-1,25,0,0,0,0,9,5,2,0,0,1,1,Match Report
206,Chelsea,2018-02-25,Manchester Utd,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,27,20,1,2,2,2,0,Match Report
207,Stoke City,2018-02-24,Leicester City,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,7,4,0,0,0,1,2,Match Report
208,Watford,2018-02-24,Everton,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,22,14,2,1,2,1,2,Match Report
209,Southampton,2018-02-24,Burnley,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,21,14,4,0,2,1,0,Match Report
210,Bournemouth,2018-02-24,Newcastle Utd,eng Premier League,D 2-2,2,2,0,63,2,0,0,0,31,24,3,1,1,2,0,Match Report
211,West Brom,2018-02-24,Huddersfield,eng Premier League,L 1-2,1,2,-1,53,1,0,0,0,16,9,3,2,1,1,0,Match Report
212,West Ham,2018-02-24,Liverpool,eng Premier League,L 1-4,1,4,-3,33,1,0,0,0,13,8,1,0,1,2,1,Match Report
213,Liverpool,2018-02-24,West Ham,eng Premier League,W 4-1,4,1,+3,67,4,0,0,0,40,33,2,3,1,1,0,Match Report
214,Burnley,2018-02-24,Southampton,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,14,10,1,0,2,1,0,Match Report
215,Leicester City,2018-02-24,Stoke City,eng Premier League,D 1-1,1,1,0,65,0,0,0,0,33,25,1,2,3,1,1,Match Report
216,Newcastle Utd,2018-02-24,Bournemouth,eng Premier League,D 2-2,2,2,0,37,2,0,0,0,26,16,1,3,3,3,0,Match Report
217,Brighton,2018-02-24,Swansea City,eng Premier League,W 4-1,4,1,+3,47,3,1,1,0,28,21,2,2,2,1,0,Match Report
218,Everton,2018-02-24,Watford,eng Premier League,L 0-1,0,1,-1,46,0,0,0,0,12,9,2,0,1,0,0,Match Report
219,Huddersfield,2018-02-24,West Brom,eng Premier League,W 2-1,2,1,+1,47,2,0,0,0,27,17,3,1,3,2,1,Match Report
220,Swansea City,2018-02-24,Brighton,eng Premier League,L 1-4,1,4,-3,53,0,0,0,0,20,13,2,3,2,0,0,Match Report
221,West Brom,2018-02-12,Chelsea,eng Premier League,L 0-3,0,3,-3,43,0,0,0,0,12,6,3,2,1,0,0,Match Report
222,Chelsea,2018-02-12,West Brom,eng Premier League,W 3-0,3,0,+3,57,3,0,0,0,38,29,3,3,1,2,0,Match Report
223,Manchester Utd,2018-02-11,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,64,0,0,0,0,24,19,0,3,2,0,0,Match Report
224,Southampton,2018-02-11,Liverpool,eng Premier League,L 0-2,0,2,-2,52,0,0,0,0,12,9,1,1,0,1,0,Match Report
225,Bournemouth,2018-02-11,Huddersfield,eng Premier League,L 1-4,1,4,-3,50,1,0,0,0,13,11,1,1,0,0,0,Match Report
226,Liverpool,2018-02-11,Southampton,eng Premier League,W 2-0,2,0,+2,48,2,0,0,0,26,21,0,2,3,0,0,Match Report
227,Newcastle Utd,2018-02-11,Manchester Utd,eng Premier League,W 1-0,1,0,+1,36,1,0,0,0,16,13,1,1,1,0,0,Match Report
228,Huddersfield,2018-02-11,Bournemouth,eng Premier League,W 4-1,4,1,+3,50,2,1,1,0,24,14,2,3,0,4,1,Match Report
229,Stoke City,2018-02-10,Brighton,eng Premier League,D 1-1,1,1,0,58,1,0,1,1,24,16,2,2,1,2,1,Match Report
230,Arsenal,2018-02-10,Tottenham,eng Premier League,L 0-1,0,1,-1,50,0,0,0,0,12,11,0,0,0,1,0,Match Report
231,Watford,2018-02-10,West Ham,eng Premier League,L 0-2,0,2,-2,63,0,0,0,0,21,16,4,0,0,1,0,Match Report
232,Tottenham,2018-02-10,Arsenal,eng Premier League,W 1-0,1,0,+1,50,1,0,0,0,29,17,5,3,2,2,0,Match Report
233,Crystal Palace,2018-02-10,Everton,eng Premier League,L 1-3,1,3,-2,48,0,1,1,0,29,21,2,1,3,1,1,Match Report
234,West Ham,2018-02-10,Watford,eng Premier League,W 2-0,2,0,+2,37,2,0,0,0,12,8,2,2,0,0,0,Match Report
235,Burnley,2018-02-10,Swansea City,eng Premier League,L 0-1,0,1,-1,43,0,0,0,0,23,13,4,0,0,4,2,Match Report
236,Leicester City,2018-02-10,Manchester City,eng Premier League,L 1-5,1,5,-4,30,1,0,0,0,3,2,0,1,0,0,0,Match Report
237,Brighton,2018-02-10,Stoke City,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,26,21,4,1,0,0,0,Match Report
238,Everton,2018-02-10,Crystal Palace,eng Premier League,W 3-1,3,1,+2,52,3,0,0,0,15,6,1,5,1,2,0,Match Report
239,Swansea City,2018-02-10,Burnley,eng Premier League,W 1-0,1,0,+1,57,1,0,0,0,23,18,0,1,1,1,2,Match Report
240,Manchester City,2018-02-10,Leicester City,eng Premier League,W 5-1,5,1,+4,70,5,0,0,0,33,24,3,4,1,0,1,Match Report
241,Watford,2018-02-05,Chelsea,eng Premier League,W 4-1,4,1,+3,45,3,1,1,0,37,28,1,3,1,2,2,Match Report
242,Chelsea,2018-02-05,Watford,eng Premier League,L 1-4,1,4,-3,55,1,0,0,0,14,12,0,2,0,0,0,Match Report
243,Tottenham,2018-02-04,Liverpool,eng Premier League,D 2-2,2,2,0,66,1,1,2,1,24,14,4,1,1,4,0,Match Report
244,Crystal Palace,2018-02-04,Newcastle Utd,eng Premier League,D 1-1,1,1,0,55,0,1,1,0,39,30,2,2,3,2,0,Match Report
245,Liverpool,2018-02-04,Tottenham,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,15,5,4,2,1,3,0,Match Report
246,Newcastle Utd,2018-02-04,Crystal Palace,eng Premier League,D 1-1,1,1,0,45,1,0,0,0,18,11,3,2,2,0,0,Match Report
247,Stoke City,2018-02-03,Bournemouth,eng Premier League,L 1-2,1,2,-1,43,1,0,0,0,19,13,4,0,2,0,0,Match Report
248,Arsenal,2018-02-03,Everton,eng Premier League,W 5-1,5,1,+4,57,5,0,0,0,27,22,2,1,1,1,0,Match Report
249,Manchester Utd,2018-02-03,Huddersfield,eng Premier League,W 2-0,2,0,+2,74,2,0,1,1,30,18,2,4,3,3,0,Match Report
250,Southampton,2018-02-03,West Brom,eng Premier League,W 3-2,3,2,+1,61,3,0,0,0,23,15,2,4,0,2,0,Match Report
251,Bournemouth,2018-02-03,Stoke City,eng Premier League,W 2-1,2,1,+1,57,2,0,0,0,27,20,2,2,1,2,0,Match Report
252,West Brom,2018-02-03,Southampton,eng Premier League,L 2-3,2,3,-1,39,2,0,0,0,17,12,2,0,0,3,0,Match Report
253,West Ham,2018-02-03,Brighton,eng Premier League,L 1-3,1,3,-2,45,1,0,0,0,8,6,0,2,0,0,0,Match Report
254,Burnley,2018-02-03,Manchester City,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,16,11,2,1,1,1,0,Match Report
255,Leicester City,2018-02-03,Swansea City,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,23,15,3,2,1,2,0,Match Report
256,Brighton,2018-02-03,West Ham,eng Premier League,W 3-1,3,1,+2,55,3,0,0,0,38,32,2,2,2,0,0,Match Report
257,Everton,2018-02-03,Arsenal,eng Premier League,L 1-5,1,5,-4,43,1,0,0,0,16,12,1,1,0,0,2,Match Report
258,Huddersfield,2018-02-03,Manchester Utd,eng Premier League,L 0-2,0,2,-2,26,0,0,0,0,7,3,2,0,2,0,0,Match Report
259,Swansea City,2018-02-03,Leicester City,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,6,4,2,0,0,0,0,Match Report
260,Manchester City,2018-02-03,Burnley,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,35,27,4,1,1,1,1,Match Report
261,Stoke City,2018-01-31,Watford,eng Premier League,D 0-0,0,0,0,49,0,0,0,0,17,10,1,2,2,2,0,Match Report
262,Manchester Utd,2018-01-31,Tottenham,eng Premier League,L 0-2,0,2,-2,48,0,0,0,0,7,5,1,1,0,0,0,Match Report
263,Watford,2018-01-31,Stoke City,eng Premier League,D 0-0,0,0,0,51,0,0,0,0,18,13,1,1,2,1,0,Match Report
264,Southampton,2018-01-31,Brighton,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,29,21,4,2,1,1,0,Match Report
265,Tottenham,2018-01-31,Manchester Utd,eng Premier League,W 2-0,2,0,+2,52,1,0,0,0,38,30,2,1,1,3,1,Match Report
266,Bournemouth,2018-01-31,Chelsea,eng Premier League,W 3-0,3,0,+3,35,3,0,0,0,19,14,3,1,1,0,0,Match Report
267,West Brom,2018-01-31,Manchester City,eng Premier League,L 0-3,0,3,-3,27,0,0,0,0,5,3,0,1,1,0,0,Match Report
268,Burnley,2018-01-31,Newcastle Utd,eng Premier League,D 1-1,1,1,0,48,0,0,0,0,20,12,4,1,3,0,0,Match Report
269,Leicester City,2018-01-31,Everton,eng Premier League,L 1-2,1,2,-1,56,0,1,1,0,11,5,2,1,2,1,0,Match Report
270,Newcastle Utd,2018-01-31,Burnley,eng Premier League,D 1-1,1,1,0,52,1,0,1,1,27,18,3,2,2,2,0,Match Report
271,Chelsea,2018-01-31,Bournemouth,eng Premier League,L 0-3,0,3,-3,65,0,0,0,0,41,31,2,4,1,2,1,Match Report
272,Brighton,2018-01-31,Southampton,eng Premier League,D 1-1,1,1,0,34,0,1,1,0,17,14,0,1,0,2,0,Match Report
273,Everton,2018-01-31,Leicester City,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,15,9,2,0,1,2,1,Match Report
274,Manchester City,2018-01-31,West Brom,eng Premier League,W 3-0,3,0,+3,73,3,0,0,0,34,27,0,3,1,2,1,Match Report
275,Arsenal,2018-01-30,Swansea City,eng Premier League,L 1-3,1,3,-2,74,1,0,0,0,18,17,0,0,0,1,0,Match Report
276,Crystal Palace,2018-01-30,West Ham,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,17,11,2,1,1,2,0,Match Report
277,West Ham,2018-01-30,Crystal Palace,eng Premier League,D 1-1,1,1,0,41,0,1,1,0,16,13,1,0,1,1,0,Match Report
278,Liverpool,2018-01-30,Huddersfield,eng Premier League,W 3-0,3,0,+3,74,2,1,1,0,25,21,0,1,1,1,1,Match Report
279,Huddersfield,2018-01-30,Liverpool,eng Premier League,L 0-3,0,3,-3,26,0,0,0,0,7,6,0,0,0,1,0,Match Report
280,Swansea City,2018-01-30,Arsenal,eng Premier League,W 3-1,3,1,+2,26,3,0,0,0,20,13,1,3,0,2,1,Match Report
281,Liverpool,2018-01-22,Swansea City,eng Premier League,L 0-1,0,1,-1,71,0,0,0,0,38,31,1,2,2,2,0,Match Report
282,Swansea City,2018-01-22,Liverpool,eng Premier League,W 1-0,1,0,+1,29,1,0,0,0,6,2,2,1,0,1,0,Match Report
283,Southampton,2018-01-21,Tottenham,eng Premier League,D 1-1,1,1,0,41,0,0,0,0,15,13,1,0,0,1,0,Match Report
284,Tottenham,2018-01-21,Southampton,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,30,27,2,0,1,0,0,Match Report
285,Stoke City,2018-01-20,Huddersfield,eng Premier League,W 2-0,2,0,+2,49,2,0,0,0,19,15,1,1,1,0,1,Match Report
286,Arsenal,2018-01-20,Crystal Palace,eng Premier League,W 4-1,4,1,+3,63,4,0,0,0,30,23,2,2,2,1,0,Match Report
287,Manchester Utd,2018-01-20,Burnley,eng Premier League,W 1-0,1,0,+1,52,1,0,0,0,21,18,0,3,0,0,0,Match Report
288,Watford,2018-01-20,Leicester City,eng Premier League,L 0-2,0,2,-2,46,0,0,0,0,20,15,1,1,2,1,0,Match Report
289,Crystal Palace,2018-01-20,Arsenal,eng Premier League,L 1-4,1,4,-3,37,1,0,0,0,15,12,3,0,0,0,0,Match Report
290,Bournemouth,2018-01-20,West Ham,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,12,11,0,1,0,0,0,Match Report
291,West Brom,2018-01-20,Everton,eng Premier League,D 1-1,1,1,0,44,1,0,0,0,25,14,4,3,1,0,3,Match Report
292,West Ham,2018-01-20,Bournemouth,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,19,14,0,3,1,0,1,Match Report
293,Burnley,2018-01-20,Manchester Utd,eng Premier League,L 0-1,0,1,-1,48,0,0,0,0,27,18,5,1,0,3,0,Match Report
294,Leicester City,2018-01-20,Watford,eng Premier League,W 2-0,2,0,+2,54,1,1,1,0,17,10,3,2,1,1,0,Match Report
295,Newcastle Utd,2018-01-20,Manchester City,eng Premier League,L 1-3,1,3,-2,20,1,0,0,0,11,4,1,2,1,1,2,Match Report
296,Chelsea,2018-01-20,Brighton,eng Premier League,W 4-0,4,0,+4,58,4,0,0,0,26,19,1,3,0,3,0,Match Report
297,Brighton,2018-01-20,Chelsea,eng Premier League,L 0-4,0,4,-4,42,0,0,0,0,20,15,2,1,0,1,1,Match Report
298,Everton,2018-01-20,West Brom,eng Premier League,D 1-1,1,1,0,56,1,0,0,0,15,11,2,0,0,2,0,Match Report
299,Huddersfield,2018-01-20,Stoke City,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,9,5,1,0,0,3,0,Match Report
300,Manchester City,2018-01-20,Newcastle Utd,eng Premier League,W 3-1,3,1,+2,80,2,1,1,0,41,29,3,5,2,2,0,Match Report
301,Stoke City,2018-01-15,Manchester Utd,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,20,15,1,2,1,1,0,Match Report
302,Manchester Utd,2018-01-15,Stoke City,eng Premier League,W 3-0,3,0,+3,60,3,0,0,0,36,29,2,1,2,2,0,Match Report
303,Arsenal,2018-01-14,Bournemouth,eng Premier League,L 1-2,1,2,-1,59,1,0,0,0,22,17,2,1,0,2,0,Match Report
304,Bournemouth,2018-01-14,Arsenal,eng Premier League,W 2-1,2,1,+1,41,2,0,0,0,20,14,1,3,0,1,1,Match Report
305,Liverpool,2018-01-14,Manchester City,eng Premier League,W 4-3,4,3,+1,36,4,0,0,0,24,18,0,5,0,0,1,Match Report
306,Manchester City,2018-01-14,Liverpool,eng Premier League,L 3-4,3,4,-1,64,3,0,0,0,21,16,1,2,2,0,0,Match Report
307,Watford,2018-01-13,Southampton,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,30,19,4,1,1,3,2,Match Report
308,Southampton,2018-01-13,Watford,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,19,13,1,2,2,0,1,Match Report
309,Tottenham,2018-01-13,Everton,eng Premier League,W 4-0,4,0,+4,61,4,0,0,0,34,23,2,4,4,1,0,Match Report
310,Crystal Palace,2018-01-13,Burnley,eng Premier League,W 1-0,1,0,+1,44,1,0,0,0,26,13,5,2,4,2,0,Match Report
311,West Brom,2018-01-13,Brighton,eng Premier League,W 2-0,2,0,+2,44,2,0,0,0,26,17,7,1,0,1,0,Match Report
312,West Ham,2018-01-13,Huddersfield,eng Premier League,W 4-1,4,1,+3,37,4,0,0,0,13,6,1,4,1,1,0,Match Report
313,Burnley,2018-01-13,Crystal Palace,eng Premier League,L 0-1,0,1,-1,56,0,0,0,0,16,15,1,0,0,0,0,Match Report
314,Leicester City,2018-01-13,Chelsea,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,24,14,1,4,4,1,0,Match Report
315,Newcastle Utd,2018-01-13,Swansea City,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,21,17,0,0,1,1,2,Match Report
316,Chelsea,2018-01-13,Leicester City,eng Premier League,D 0-0,0,0,0,56,0,0,0,0,34,29,1,3,0,1,0,Match Report
317,Brighton,2018-01-13,West Brom,eng Premier League,L 0-2,0,2,-2,56,0,0,0,0,23,18,1,0,3,1,0,Match Report
318,Everton,2018-01-13,Tottenham,eng Premier League,L 0-4,0,4,-4,39,0,0,0,0,13,10,2,0,0,1,0,Match Report
319,Huddersfield,2018-01-13,West Ham,eng Premier League,L 1-4,1,4,-3,63,1,0,0,0,16,10,1,2,1,1,1,Match Report
320,Swansea City,2018-01-13,Newcastle Utd,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,14,10,3,0,1,0,0,Match Report
321,Tottenham,2018-01-04,West Ham,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,55,39,2,4,9,0,1,Match Report
322,West Ham,2018-01-04,Tottenham,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,6,4,0,1,0,1,0,Match Report
323,Arsenal,2018-01-03,Chelsea,eng Premier League,D 2-2,2,2,0,58,2,0,0,0,26,24,0,1,0,1,0,Match Report
324,Chelsea,2018-01-03,Arsenal,eng Premier League,D 2-2,2,2,0,42,1,1,1,0,35,21,5,3,2,4,0,Match Report
325,Watford,2018-01-02,Manchester City,eng Premier League,L 1-3,1,3,-2,24,1,0,0,0,11,6,1,2,0,1,1,Match Report
326,Southampton,2018-01-02,Crystal Palace,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,19,16,2,0,0,0,1,Match Report
327,Tottenham,2018-01-02,Swansea City,eng Premier League,W 2-0,2,0,+2,67,2,0,0,0,23,16,2,0,1,3,1,Match Report
328,Crystal Palace,2018-01-02,Southampton,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,21,17,1,2,1,0,0,Match Report
329,West Brom,2018-01-02,West Ham,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,21,16,0,3,1,1,0,Match Report
330,West Ham,2018-01-02,West Brom,eng Premier League,W 2-1,2,1,+1,53,2,0,0,0,20,18,0,1,0,0,1,Match Report
331,Swansea City,2018-01-02,Tottenham,eng Premier League,L 0-2,0,2,-2,33,0,0,0,0,14,9,1,1,2,1,0,Match Report
332,Manchester City,2018-01-02,Watford,eng Premier League,W 3-1,3,1,+2,76,2,0,0,0,34,27,1,2,2,2,0,Match Report
333,Stoke City,2018-01-01,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,59,0,0,0,0,19,11,2,2,2,2,0,Match Report
334,Manchester Utd,2018-01-01,Everton,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,42,33,3,4,0,1,1,Match Report
335,Bournemouth,2018-01-01,Brighton,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,44,23,7,3,6,3,2,Match Report
336,Liverpool,2018-01-01,Burnley,eng Premier League,W 2-1,2,1,+1,58,2,0,0,0,36,29,4,0,1,1,1,Match Report
337,Burnley,2018-01-01,Liverpool,eng Premier League,L 1-2,1,2,-1,42,1,0,0,0,21,15,3,1,1,1,0,Match Report
338,Leicester City,2018-01-01,Huddersfield,eng Premier League,W 3-0,3,0,+3,52,3,0,0,0,18,9,5,3,1,0,0,Match Report
339,Newcastle Utd,2018-01-01,Stoke City,eng Premier League,W 1-0,1,0,+1,41,1,0,0,0,24,19,2,1,1,1,0,Match Report
340,Brighton,2018-01-01,Bournemouth,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,25,20,0,2,2,0,1,Match Report
341,Everton,2018-01-01,Manchester Utd,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,20,12,3,1,4,0,0,Match Report
342,Huddersfield,2018-01-01,Leicester City,eng Premier League,L 0-3,0,3,-3,48,0,0,0,0,12,11,0,1,0,0,0,Match Report
343,Arsenal,2017-12-31,West Brom,eng Premier League,D 1-1,1,1,0,65,0,0,0,0,25,20,0,2,1,2,0,Match Report
344,Crystal Palace,2017-12-31,Manchester City,eng Premier League,D 0-0,0,0,0,26,0,0,1,1,19,6,3,4,2,3,1,Match Report
345,West Brom,2017-12-31,Arsenal,eng Premier League,D 1-1,1,1,0,35,0,1,1,0,25,18,3,1,1,2,0,Match Report
346,Manchester City,2017-12-31,Crystal Palace,eng Premier League,D 0-0,0,0,0,74,0,0,0,0,26,19,0,3,0,4,0,Match Report
347,Stoke City,2017-12-30,Chelsea,eng Premier League,L 0-5,0,5,-5,41,0,0,0,0,1,1,0,0,0,0,0,Match Report
348,Manchester Utd,2017-12-30,Southampton,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,30,24,2,2,0,2,0,Match Report
349,Watford,2017-12-30,Swansea City,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,14,11,1,0,1,0,1,Match Report
350,Southampton,2017-12-30,Manchester Utd,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,13,10,1,1,0,1,0,Match Report
351,Bournemouth,2017-12-30,Everton,eng Premier League,W 2-1,2,1,+1,47,2,0,0,0,34,21,4,6,1,1,1,Match Report
352,Liverpool,2017-12-30,Leicester City,eng Premier League,W 2-1,2,1,+1,61,2,0,0,0,31,25,1,4,1,0,0,Match Report
353,Burnley,2017-12-30,Huddersfield,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,22,14,2,3,1,2,0,Match Report
354,Leicester City,2017-12-30,Liverpool,eng Premier League,L 1-2,1,2,-1,39,1,0,0,0,13,10,1,2,0,0,0,Match Report
355,Newcastle Utd,2017-12-30,Brighton,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,19,14,1,1,3,0,0,Match Report
356,Chelsea,2017-12-30,Stoke City,eng Premier League,W 5-0,5,0,+5,59,4,1,1,0,37,26,3,2,3,3,0,Match Report
357,Brighton,2017-12-30,Newcastle Utd,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,17,9,4,3,0,1,0,Match Report
358,Everton,2017-12-30,Bournemouth,eng Premier League,L 1-2,1,2,-1,53,1,0,0,0,9,8,0,0,0,1,0,Match Report
359,Huddersfield,2017-12-30,Burnley,eng Premier League,D 0-0,0,0,0,56,0,0,0,0,5,1,1,1,1,1,0,Match Report
360,Swansea City,2017-12-30,Watford,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,13,8,1,2,1,1,0,Match Report
361,Arsenal,2017-12-28,Crystal Palace,eng Premier League,W 3-2,3,2,+1,64,3,0,0,0,30,22,0,4,2,2,0,Match Report
362,Crystal Palace,2017-12-28,Arsenal,eng Premier League,L 2-3,2,3,-1,36,2,0,0,0,26,17,3,3,1,2,0,Match Report
363,Newcastle Utd,2017-12-27,Manchester City,eng Premier League,L 0-1,0,1,-1,23,0,0,0,0,10,6,2,0,1,0,1,Match Report
364,Manchester City,2017-12-27,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,77,1,0,0,0,35,25,2,4,2,1,1,Match Report
365,Stoke City,2017-12-26,Huddersfield,eng Premier League,D 1-1,1,1,0,41,1,0,0,0,25,12,5,0,6,2,0,Match Report
366,Manchester Utd,2017-12-26,Burnley,eng Premier League,D 2-2,2,2,0,71,2,0,0,0,45,30,5,2,5,3,0,Match Report
367,Watford,2017-12-26,Leicester City,eng Premier League,W 2-1,2,1,+1,49,1,0,0,0,19,10,3,2,2,1,1,Match Report
368,Southampton,2017-12-26,Tottenham,eng Premier League,L 2-5,2,5,-3,43,2,0,0,0,27,16,3,5,2,0,1,Match Report
369,Tottenham,2017-12-26,Southampton,eng Premier League,W 5-2,5,2,+3,57,5,0,0,0,28,22,3,0,0,3,0,Match Report
370,Bournemouth,2017-12-26,West Ham,eng Premier League,D 3-3,3,3,0,55,3,0,0,0,42,29,5,2,2,4,0,Match Report
371,West Brom,2017-12-26,Everton,eng Premier League,D 0-0,0,0,0,52,0,0,0,0,33,20,6,3,1,3,0,Match Report
372,West Ham,2017-12-26,Bournemouth,eng Premier League,D 3-3,3,3,0,45,3,0,0,0,17,13,1,1,1,1,0,Match Report
373,Liverpool,2017-12-26,Swansea City,eng Premier League,W 5-0,5,0,+5,55,5,0,0,0,38,24,2,6,1,3,2,Match Report
374,Burnley,2017-12-26,Manchester Utd,eng Premier League,D 2-2,2,2,0,29,2,0,0,0,6,4,0,1,0,1,0,Match Report
375,Leicester City,2017-12-26,Watford,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,19,10,4,1,3,1,0,Match Report
376,Chelsea,2017-12-26,Brighton,eng Premier League,W 2-0,2,0,+2,67,2,0,0,0,49,38,3,4,2,2,0,Match Report
377,Brighton,2017-12-26,Chelsea,eng Premier League,L 0-2,0,2,-2,33,0,0,0,0,15,10,1,1,1,2,0,Match Report
378,Everton,2017-12-26,West Brom,eng Premier League,D 0-0,0,0,0,48,0,0,0,0,12,7,2,0,2,1,0,Match Report
379,Huddersfield,2017-12-26,Stoke City,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,32,26,0,2,1,3,0,Match Report
380,Swansea City,2017-12-26,Liverpool,eng Premier League,L 0-5,0,5,-5,45,0,0,0,0,11,10,1,0,0,0,0,Match Report
381,Stoke City,2017-12-23,West Brom,eng Premier League,W 3-1,3,1,+2,43,3,0,0,0,18,13,1,1,1,2,0,Match Report
382,Manchester Utd,2017-12-23,Leicester City,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,34,26,1,3,3,1,0,Match Report
383,Watford,2017-12-23,Brighton,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,22,13,3,3,2,1,0,Match Report
384,Southampton,2017-12-23,Huddersfield,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,18,11,3,1,2,1,0,Match Report
385,Tottenham,2017-12-23,Burnley,eng Premier League,W 3-0,3,0,+3,59,2,1,1,0,32,24,1,3,3,1,0,Match Report
386,Crystal Palace,2017-12-23,Swansea City,eng Premier League,D 1-1,1,1,0,36,0,1,1,0,23,12,2,6,2,1,0,Match Report
387,Bournemouth,2017-12-23,Manchester City,eng Premier League,L 0-4,0,4,-4,22,0,0,0,0,9,5,2,1,1,0,0,Match Report
388,West Brom,2017-12-23,Stoke City,eng Premier League,L 1-3,1,3,-2,57,1,0,0,0,30,22,5,1,2,0,0,Match Report
389,West Ham,2017-12-23,Newcastle Utd,eng Premier League,L 2-3,2,3,-1,64,2,0,1,1,33,18,4,4,3,2,2,Match Report
390,Burnley,2017-12-23,Tottenham,eng Premier League,L 0-3,0,3,-3,41,0,0,0,0,9,4,2,2,0,1,0,Match Report
391,Leicester City,2017-12-23,Manchester Utd,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,20,18,0,2,0,0,0,Match Report
392,Newcastle Utd,2017-12-23,West Ham,eng Premier League,W 3-2,3,2,+1,36,3,0,0,0,18,12,1,1,1,3,0,Match Report
