Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
360,Swansea City,2017-12-30,Watford,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,327,1913,900,16,8,1,17,10,415,32,Match Report
361,Arsenal,2017-12-28,Crystal Palace,eng Premier League,W 3-2,3,2,+1,64,3,0,0,0,470,2216,1232,24,10,7,13,17,575,65,Match Report
362,Crystal Palace,2017-12-28,Arsenal,eng Premier League,L 2-3,2,3,-1,36,2,0,0,0,306,1664,902,27,14,8,13,9,281,24,Match Report
363,Newcastle Utd,2017-12-27,Manchester City,eng Premier League,L 0-1,0,1,-1,23,0,0,0,0,149,773,414,4,6,2,10,12,155,15,Match Report
364,Manchester City,2017-12-27,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,77,1,0,0,0,648,3720,2086,29,36,3,15,10,755,66,Match Report
365,Stoke City,2017-12-26,Huddersfield,eng Premier League,D 1-1,1,1,0,41,1,0,0,0,268,1369,461,12,5,1,16,14,291,27,Match Report
366,Manchester Utd,2017-12-26,Burnley,eng Premier League,D 2-2,2,2,0,71,2,0,0,0,462,2690,1715,45,31,6,13,11,574,60,Match Report
367,Watford,2017-12-26,Leicester City,eng Premier League,W 2-1,2,1,+1,49,1,0,0,0,227,1146,588,20,14,2,22,9,259,39,Match Report
368,Southampton,2017-12-26,Tottenham,eng Premier League,L 2-5,2,5,-3,43,2,0,0,0,285,1576,746,21,16,10,9,9,279,39,Match Report
369,Tottenham,2017-12-26,Southampton,eng Premier League,W 5-2,5,2,+3,57,5,0,0,0,359,1854,990,26,18,5,12,17,425,47,Match Report
370,Bournemouth,2017-12-26,West Ham,eng Premier League,D 3-3,3,3,0,55,3,0,0,0,324,2075,948,25,13,6,26,16,362,56,Match Report
371,West Brom,2017-12-26,Everton,eng Premier League,D 0-0,0,0,0,52,0,0,0,0,299,1817,1015,28,16,2,11,9,298,26,Match Report
372,West Ham,2017-12-26,Bournemouth,eng Premier League,D 3-3,3,3,0,45,3,0,0,0,242,1621,595,11,14,1,19,7,260,24,Match Report
373,Liverpool,2017-12-26,Swansea City,eng Premier League,W 5-0,5,0,+5,55,5,0,0,0,470,2958,1880,37,22,11,10,10,547,57,Match Report
374,Burnley,2017-12-26,Manchester Utd,eng Premier League,D 2-2,2,2,0,29,2,0,0,0,191,973,411,4,6,0,10,9,172,14,Match Report
375,Leicester City,2017-12-26,Watford,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,231,1302,653,14,8,2,15,9,277,28,Match Report
376,Chelsea,2017-12-26,Brighton,eng Premier League,W 2-0,2,0,+2,67,2,0,0,0,550,2922,1691,32,15,7,7,11,629,77,Match Report
377,Brighton,2017-12-26,Chelsea,eng Premier League,L 0-2,0,2,-2,33,0,0,0,0,185,1236,712,14,8,1,10,7,277,23,Match Report
378,Everton,2017-12-26,West Brom,eng Premier League,D 0-0,0,0,0,48,0,0,0,0,265,1435,712,14,4,2,18,13,269,15,Match Report
379,Huddersfield,2017-12-26,Stoke City,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,441,2669,1445,37,29,11,17,19,444,48,Match Report
380,Swansea City,2017-12-26,Liverpool,eng Premier League,L 0-5,0,5,-5,45,0,0,0,0,383,1900,1019,15,7,2,15,15,442,33,Match Report
381,Stoke City,2017-12-23,West Brom,eng Premier League,W 3-1,3,1,+2,43,3,0,0,0,235,1234,681,10,9,2,11,9,281,15,Match Report
382,Manchester Utd,2017-12-23,Leicester City,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,294,1762,1094,28,17,5,10,6,391,42,Match Report
383,Watford,2017-12-23,Brighton,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,288,1420,750,16,13,1,17,11,325,30,Match Report
384,Southampton,2017-12-23,Huddersfield,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,288,1560,821,21,15,6,19,11,293,40,Match Report
385,Tottenham,2017-12-23,Burnley,eng Premier League,W 3-0,3,0,+3,59,2,1,1,0,324,1621,804,19,9,5,16,9,446,40,Match Report
386,Crystal Palace,2017-12-23,Swansea City,eng Premier League,D 1-1,1,1,0,36,0,1,1,0,319,1814,1006,31,15,7,12,7,274,35,Match Report
387,Bournemouth,2017-12-23,Manchester City,eng Premier League,L 0-4,0,4,-4,22,0,0,0,0,113,595,260,7,5,2,10,11,174,21,Match Report
388,West Brom,2017-12-23,Stoke City,eng Premier League,L 1-3,1,3,-2,57,1,0,0,0,342,2008,1012,21,10,3,16,22,382,57,Match Report
389,West Ham,2017-12-23,Newcastle Utd,eng Premier League,L 2-3,2,3,-1,64,2,0,1,1,302,1875,905,20,13,2,9,15,362,44,Match Report
390,Burnley,2017-12-23,Tottenham,eng Premier League,L 0-3,0,3,-3,41,0,0,0,0,202,888,356,5,2,3,14,6,251,19,Match Report
391,Leicester City,2017-12-23,Manchester Utd,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,329,1925,944,19,11,7,8,9,372,37,Match Report
392,Newcastle Utd,2017-12-23,West Ham,eng Premier League,W 3-2,3,2,+1,36,3,0,0,0,142,946,482,11,8,2,7,12,169,14,Match Report
393,Chelsea,2017-12-23,Everton,eng Premier League,D 0-0,0,0,0,68,0,0,0,0,504,3350,2092,46,26,13,12,9,592,75,Match Report
394,Brighton,2017-12-23,Watford,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,279,1559,744,16,14,7,19,6,356,36,Match Report
395,Everton,2017-12-23,Chelsea,eng Premier League,D 0-0,0,0,0,32,0,0,0,0,238,983,509,7,11,2,20,10,247,26,Match Report
396,Huddersfield,2017-12-23,Southampton,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,251,1552,796,17,11,2,16,5,244,19,Match Report
397,Swansea City,2017-12-23,Crystal Palace,eng Premier League,D 1-1,1,1,0,64,1,0,0,0,363,2663,1456,32,24,6,23,11,524,50,Match Report
398,Manchester City,2017-12-23,Bournemouth,eng Premier League,W 4-0,4,0,+4,78,4,0,0,0,666,3735,2018,31,24,7,12,7,848,69,Match Report
399,Arsenal,2017-12-22,Liverpool,eng Premier League,D 3-3,3,3,0,54,3,0,0,0,430,2399,1217,26,16,8,23,17,412,52,Match Report
400,Liverpool,2017-12-22,Arsenal,eng Premier League,D 3-3,3,3,0,46,3,0,0,0,355,2013,1123,30,14,9,24,17,357,56,Match Report
401,Everton,2017-12-18,Swansea City,eng Premier League,W 3-1,3,1,+2,51,2,1,2,1,322,1464,685,14,5,7,13,9,372,27,Match Report
402,Swansea City,2017-12-18,Everton,eng Premier League,L 1-3,1,3,-2,49,1,0,0,0,311,1885,954,18,18,1,17,8,349,27,Match Report
403,Manchester Utd,2017-12-17,West Brom,eng Premier League,W 2-1,2,1,+1,56,2,0,0,0,374,1965,1115,16,17,6,10,10,508,34,Match Report
404,Bournemouth,2017-12-17,Liverpool,eng Premier League,L 0-4,0,4,-4,44,0,0,0,0,400,2034,1046,22,4,6,17,10,438,39,Match Report
405,West Brom,2017-12-17,Manchester Utd,eng Premier League,L 1-2,1,2,-1,44,1,0,0,0,363,2022,1118,17,13,1,13,7,371,44,Match Report
406,Liverpool,2017-12-17,Bournemouth,eng Premier League,W 4-0,4,0,+4,56,4,0,0,0,437,2291,1211,30,18,10,17,7,602,56,Match Report
407,Stoke City,2017-12-16,West Ham,eng Premier League,L 0-3,0,3,-3,54,0,0,0,0,357,1930,1030,24,21,3,19,4,359,51,Match Report
408,Arsenal,2017-12-16,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,71,1,0,0,0,633,3387,1766,34,29,13,11,13,676,75,Match Report
409,Watford,2017-12-16,Huddersfield,eng Premier League,L 1-4,1,4,-3,60,1,0,0,0,356,1650,777,10,12,4,13,20,392,40,Match Report
410,Southampton,2017-12-16,Chelsea,eng Premier League,L 0-1,0,1,-1,46,0,0,0,0,388,1799,793,11,11,2,12,11,403,33,Match Report
411,Tottenham,2017-12-16,Manchester City,eng Premier League,L 1-4,1,4,-3,48,1,0,0,0,252,1338,450,7,10,2,25,12,351,30,Match Report
412,Crystal Palace,2017-12-16,Leicester City,eng Premier League,W 3-0,3,0,+3,44,3,0,0,0,335,1948,948,31,21,12,10,9,291,28,Match Report
413,West Ham,2017-12-16,Stoke City,eng Premier League,W 3-0,3,0,+3,46,2,1,1,0,241,1740,924,22,22,7,14,15,314,26,Match Report
414,Burnley,2017-12-16,Brighton,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,281,1361,680,13,5,3,12,9,256,20,Match Report
415,Leicester City,2017-12-16,Crystal Palace,eng Premier League,L 0-3,0,3,-3,56,0,0,0,0,355,2322,1193,25,11,6,15,10,387,48,Match Report
416,Newcastle Utd,2017-12-16,Arsenal,eng Premier League,L 0-1,0,1,-1,29,0,0,0,0,172,1033,493,11,7,1,10,10,213,26,Match Report
417,Chelsea,2017-12-16,Southampton,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,451,2641,1450,35,19,6,12,7,498,52,Match Report
418,Brighton,2017-12-16,Burnley,eng Premier League,D 0-0,0,0,0,58,0,0,1,1,415,1743,806,17,12,2,15,6,403,37,Match Report
419,Huddersfield,2017-12-16,Watford,eng Premier League,W 4-1,4,1,+3,40,3,1,1,0,188,1111,552,16,13,6,19,12,234,23,Match Report
420,Manchester City,2017-12-16,Tottenham,eng Premier League,W 4-1,4,1,+3,52,4,0,1,1,336,1985,1023,34,17,9,19,13,391,39,Match Report
421,Arsenal,2017-12-13,West Ham,eng Premier League,D 0-0,0,0,0,69,0,0,0,0,552,2752,1462,29,36,4,16,7,635,80,Match Report
422,Manchester Utd,2017-12-13,Bournemouth,eng Premier League,W 1-0,1,0,+1,57,1,0,0,0,420,2395,1213,28,22,10,9,4,503,37,Match Report
423,Southampton,2017-12-13,Leicester City,eng Premier League,L 1-4,1,4,-3,53,1,0,0,0,328,1684,956,20,7,3,10,18,365,39,Match Report
424,Tottenham,2017-12-13,Brighton,eng Premier League,W 2-0,2,0,+2,74,2,0,0,0,468,2871,1652,25,15,4,13,8,700,72,Match Report
425,Bournemouth,2017-12-13,Manchester Utd,eng Premier League,L 0-1,0,1,-1,43,0,0,0,0,289,1823,1022,23,9,5,12,8,359,40,Match Report
426,West Brom,2017-12-13,Liverpool,eng Premier League,D 0-0,0,0,0,30,0,0,0,0,209,1079,494,7,5,2,16,17,210,17,Match Report
427,West Ham,2017-12-13,Arsenal,eng Premier League,D 0-0,0,0,0,31,0,0,0,0,255,1426,631,10,15,3,16,12,231,17,Match Report
428,Liverpool,2017-12-13,West Brom,eng Premier League,D 0-0,0,0,0,70,0,0,0,0,584,3780,2444,43,26,4,17,13,640,70,Match Report
429,Leicester City,2017-12-13,Southampton,eng Premier League,W 4-1,4,1,+3,47,4,0,0,0,254,1549,726,16,12,4,11,11,301,21,Match Report
430,Newcastle Utd,2017-12-13,Everton,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,382,2106,1165,24,14,5,13,18,421,42,Match Report
431,Brighton,2017-12-13,Tottenham,eng Premier League,L 0-2,0,2,-2,26,0,0,0,0,142,1056,506,8,11,2,14,10,179,18,Match Report
432,Everton,2017-12-13,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,45,1,0,0,0,269,1294,657,9,7,2,16,10,332,26,Match Report
433,Swansea City,2017-12-13,Manchester City,eng Premier League,L 0-4,0,4,-4,22,0,0,0,0,188,1133,469,12,8,1,16,13,171,13,Match Report
434,Manchester City,2017-12-13,Swansea City,eng Premier League,W 4-0,4,0,+4,78,4,0,0,0,690,3726,2215,42,31,17,14,6,788,69,Match Report
435,Stoke City,2017-12-12,Burnley,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,242,1232,600,12,11,1,12,8,260,20,Match Report
436,Watford,2017-12-12,Crystal Palace,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,242,1168,537,15,9,5,20,5,257,20,Match Report
437,Crystal Palace,2017-12-12,Watford,eng Premier League,W 2-1,2,1,+1,53,2,0,0,0,302,1722,894,18,19,4,15,12,343,38,Match Report
438,Burnley,2017-12-12,Stoke City,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,220,1272,696,15,6,6,12,11,280,23,Match Report
439,Chelsea,2017-12-12,Huddersfield,eng Premier League,W 3-1,3,1,+2,64,3,0,0,0,570,2440,1280,17,15,3,14,4,732,82,Match Report
440,Huddersfield,2017-12-12,Chelsea,eng Premier League,L 1-3,1,3,-2,36,1,0,0,0,343,1840,939,14,9,1,10,7,378,31,Match Report
441,Arsenal,2017-12-10,Southampton,eng Premier League,D 1-1,1,1,0,67,1,0,0,0,637,3146,1720,32,38,5,21,12,690,79,Match Report
442,Manchester Utd,2017-12-10,Manchester City,eng Premier League,L 1-2,1,2,-1,36,1,0,0,0,224,1341,626,10,6,2,9,10,247,12,Match Report
443,Southampton,2017-12-10,Arsenal,eng Premier League,D 1-1,1,1,0,33,1,0,0,0,330,1569,884,17,15,7,9,7,307,29,Match Report
444,Liverpool,2017-12-10,Everton,eng Premier League,D 1-1,1,1,0,79,1,0,0,0,602,3360,1760,35,31,10,18,11,677,91,Match Report
445,Everton,2017-12-10,Liverpool,eng Premier League,D 1-1,1,1,0,21,0,1,1,0,125,669,375,4,6,1,11,8,106,13,Match Report
446,Manchester City,2017-12-10,Manchester Utd,eng Premier League,W 2-1,2,1,+1,64,2,0,0,0,439,2829,1776,40,25,16,11,15,517,55,Match Report
447,Stoke City,2017-12-09,Tottenham,eng Premier League,L 1-5,1,5,-4,29,1,0,0,0,171,878,381,10,9,3,8,13,180,22,Match Report
448,Watford,2017-12-09,Burnley,eng Premier League,L 0-1,0,1,-1,51,0,0,0,0,267,1332,651,14,10,3,12,6,293,33,Match Report
449,Tottenham,2017-12-09,Stoke City,eng Premier League,W 5-1,5,1,+4,71,4,0,0,0,397,2442,1479,36,8,11,12,11,601,81,Match Report
450,Crystal Palace,2017-12-09,Bournemouth,eng Premier League,D 2-2,2,2,0,45,1,1,2,1,262,1593,845,21,10,11,13,13,287,43,Match Report
451,Bournemouth,2017-12-09,Crystal Palace,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,334,1803,985,20,14,4,7,8,375,47,Match Report
452,West Brom,2017-12-09,Swansea City,eng Premier League,L 0-1,0,1,-1,46,0,0,0,0,289,1386,708,13,10,2,12,15,328,32,Match Report
453,West Ham,2017-12-09,Chelsea,eng Premier League,W 1-0,1,0,+1,31,1,0,0,0,229,1357,614,14,13,4,20,19,231,23,Match Report
454,Burnley,2017-12-09,Watford,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,207,1248,608,15,10,3,9,6,272,30,Match Report
455,Leicester City,2017-12-09,Newcastle Utd,eng Premier League,W 3-2,3,2,+1,62,2,0,0,0,372,2054,1023,19,17,2,9,16,464,37,Match Report
456,Newcastle Utd,2017-12-09,Leicester City,eng Premier League,L 2-3,2,3,-1,38,2,0,0,0,234,1139,581,11,9,4,9,9,247,30,Match Report
457,Chelsea,2017-12-09,West Ham,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,525,3074,1734,42,20,7,16,15,616,63,Match Report
458,Brighton,2017-12-09,Huddersfield,eng Premier League,L 0-2,0,2,-2,42,0,0,0,0,242,1253,522,7,5,2,13,15,293,23,Match Report
459,Huddersfield,2017-12-09,Brighton,eng Premier League,W 2-0,2,0,+2,58,2,0,0,0,409,1937,1009,21,16,9,10,13,427,44,Match Report
460,Swansea City,2017-12-09,West Brom,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,303,2208,1103,24,17,5,14,14,392,38,Match Report
461,Southampton,2017-12-03,Bournemouth,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,348,2089,1158,21,12,4,12,7,384,65,Match Report
462,Bournemouth,2017-12-03,Southampton,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,314,1908,1077,26,16,3,10,13,366,39,Match Report
463,West Ham,2017-12-03,Manchester City,eng Premier League,L 1-2,1,2,-1,24,1,0,0,0,167,1050,541,9,8,2,18,19,171,16,Match Report
464,Manchester City,2017-12-03,West Ham,eng Premier League,W 2-1,2,1,+1,76,2,0,0,0,650,3816,2332,56,36,16,14,15,693,85,Match Report
465,Stoke City,2017-12-02,Swansea City,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,302,1743,591,16,16,2,14,21,319,22,Match Report
466,Arsenal,2017-12-02,Manchester Utd,eng Premier League,L 1-3,1,3,-2,75,1,0,0,0,567,3479,1926,42,36,6,11,12,593,99,Match Report
467,Manchester Utd,2017-12-02,Arsenal,eng Premier League,W 3-1,3,1,+2,25,3,0,0,0,149,1161,692,19,11,4,9,11,159,12,Match Report
468,Watford,2017-12-02,Tottenham,eng Premier League,D 1-1,1,1,0,50,1,0,0,0,294,1408,682,20,15,4,12,16,339,36,Match Report
469,Tottenham,2017-12-02,Watford,eng Premier League,D 1-1,1,1,0,50,1,0,0,0,310,1619,902,21,18,4,19,16,355,39,Match Report
470,Crystal Palace,2017-12-02,West Brom,eng Premier League,D 0-0,0,0,0,49,0,0,0,0,262,1605,840,20,15,5,14,7,302,31,Match Report
471,West Brom,2017-12-02,Crystal Palace,eng Premier League,D 0-0,0,0,0,51,0,0,0,0,296,1843,910,15,10,1,19,10,316,44,Match Report
472,Liverpool,2017-12-02,Brighton,eng Premier League,W 5-1,5,1,+4,57,4,0,0,0,461,2365,1214,16,15,4,12,11,606,43,Match Report
473,Burnley,2017-12-02,Leicester City,eng Premier League,L 0-1,0,1,-1,48,0,0,0,0,289,1505,681,12,12,2,15,6,314,41,Match Report
474,Leicester City,2017-12-02,Burnley,eng Premier League,W 1-0,1,0,+1,52,1,0,0,0,283,1660,813,20,14,5,14,10,331,39,Match Report
475,Newcastle Utd,2017-12-02,Chelsea,eng Premier League,L 1-3,1,3,-2,35,1,0,0,0,317,1524,800,14,14,1,13,14,318,20,Match Report
476,Chelsea,2017-12-02,Newcastle Utd,eng Premier League,W 3-1,3,1,+2,65,2,1,1,0,599,2701,1485,24,25,4,10,14,669,77,Match Report
477,Brighton,2017-12-02,Liverpool,eng Premier League,L 1-5,1,5,-4,43,0,1,1,0,286,1820,836,11,10,0,10,11,413,28,Match Report
478,Everton,2017-12-02,Huddersfield,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,229,1069,473,6,6,3,16,14,286,18,Match Report
479,Huddersfield,2017-12-02,Everton,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,234,1738,800,12,7,2,12,9,306,36,Match Report
480,Swansea City,2017-12-02,Stoke City,eng Premier League,L 1-2,1,2,-1,55,1,0,0,0,380,2286,1262,23,18,3,11,11,395,27,Match Report
481,Stoke City,2017-11-29,Liverpool,eng Premier League,L 0-3,0,3,-3,41,0,0,0,0,265,1439,567,11,7,1,11,10,269,32,Match Report
482,Arsenal,2017-11-29,Huddersfield,eng Premier League,W 5-0,5,0,+5,69,5,0,0,0,456,2193,1031,14,8,4,11,8,735,81,Match Report
483,Southampton,2017-11-29,Manchester City,eng Premier League,L 1-2,1,2,-1,26,1,0,0,0,165,921,387,3,7,1,6,10,167,6,Match Report
484,Bournemouth,2017-11-29,Burnley,eng Premier League,L 1-2,1,2,-1,62,1,0,0,0,384,2472,1371,31,20,4,16,12,484,49,Match Report
485,West Ham,2017-11-29,Everton,eng Premier League,L 0-4,0,4,-4,56,0,0,1,1,365,2131,1049,19,14,3,10,8,437,37,Match Report
486,Liverpool,2017-11-29,Stoke City,eng Premier League,W 3-0,3,0,+3,59,3,0,0,0,443,2350,1379,35,13,8,11,10,468,35,Match Report
487,Burnley,2017-11-29,Bournemouth,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,226,1114,525,12,10,4,15,10,260,31,Match Report
488,Chelsea,2017-11-29,Swansea City,eng Premier League,W 1-0,1,0,+1,61,1,0,0,0,490,2796,1499,32,21,8,16,10,549,71,Match Report
489,Everton,2017-11-29,West Ham,eng Premier League,W 4-0,4,0,+4,44,4,0,1,1,302,1538,815,14,9,3,13,7,344,23,Match Report
490,Huddersfield,2017-11-29,Arsenal,eng Premier League,L 0-5,0,5,-5,31,0,0,0,0,217,1205,581,12,11,2,17,15,281,23,Match Report
491,Swansea City,2017-11-29,Chelsea,eng Premier League,L 0-1,0,1,-1,39,0,0,0,0,195,1280,542,12,9,1,16,16,329,15,Match Report
492,Manchester City,2017-11-29,Southampton,eng Premier League,W 2-1,2,1,+1,74,2,0,0,0,645,3322,1985,44,41,8,19,12,702,72,Match Report
493,Manchester Utd,2017-11-28,Watford,eng Premier League,W 4-2,4,2,+2,41,4,0,0,0,284,1587,810,17,16,5,16,11,276,26,Match Report
494,Watford,2017-11-28,Manchester Utd,eng Premier League,L 2-4,2,4,-2,59,1,1,1,0,394,2050,1227,27,19,9,19,11,437,54,Match Report
495,Tottenham,2017-11-28,Leicester City,eng Premier League,L 1-2,1,2,-1,62,1,0,0,0,388,2273,1379,38,25,6,14,13,492,72,Match Report
496,Crystal Palace,2017-11-28,Brighton,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,312,1489,735,22,16,7,13,15,307,27,Match Report
497,West Brom,2017-11-28,Newcastle Utd,eng Premier League,D 2-2,2,2,0,48,2,0,0,0,347,1709,859,15,12,1,14,7,326,39,Match Report
498,Leicester City,2017-11-28,Tottenham,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,216,1334,693,17,10,1,14,9,263,24,Match Report
499,Newcastle Utd,2017-11-28,West Brom,eng Premier League,D 2-2,2,2,0,52,1,0,0,0,315,1596,767,18,15,4,19,16,372,45,Match Report
500,Brighton,2017-11-28,Crystal Palace,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,332,1723,909,9,9,5,11,6,366,32,Match Report
501,Arsenal,2017-11-26,Burnley,eng Premier League,W 1-0,1,0,+1,64,0,1,1,0,473,2793,1652,33,30,6,8,9,553,39,Match Report
502,Southampton,2017-11-26,Everton,eng Premier League,W 4-1,4,1,+3,67,4,0,0,0,562,2628,1523,25,23,3,10,10,599,63,Match Report
503,Burnley,2017-11-26,Arsenal,eng Premier League,L 0-1,0,1,-1,36,0,0,0,0,224,1077,578,12,7,2,17,7,282,19,Match Report
504,Everton,2017-11-26,Southampton,eng Premier League,L 1-4,1,4,-3,33,1,0,0,0,215,1065,525,11,7,2,13,14,248,24,Match Report
505,Huddersfield,2017-11-26,Manchester City,eng Premier League,L 1-2,1,2,-1,22,0,0,0,0,134,763,455,7,3,3,12,10,111,11,Match Report
506,Manchester City,2017-11-26,Huddersfield,eng Premier League,W 2-1,2,1,+1,78,1,1,1,0,579,3375,2091,44,33,5,14,6,664,73,Match Report
507,Stoke City,2017-11-25,Crystal Palace,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,324,1885,959,15,16,2,16,17,359,43,Match Report
508,Manchester Utd,2017-11-25,Brighton,eng Premier League,W 1-0,1,0,+1,58,0,0,0,0,415,2483,1464,33,25,9,13,12,500,47,Match Report
509,Watford,2017-11-25,Newcastle Utd,eng Premier League,W 3-0,3,0,+3,47,2,0,0,0,303,1437,748,17,6,4,13,9,334,35,Match Report
510,Tottenham,2017-11-25,West Brom,eng Premier League,D 1-1,1,1,0,72,1,0,0,0,451,2775,1541,37,16,10,13,14,631,99,Match Report
511,Crystal Palace,2017-11-25,Stoke City,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,380,1877,1038,21,20,5,23,13,421,55,Match Report
512,Bournemouth,2017-11-25,Swansea City,eng Premier League,D 0-0,0,0,0,51,0,0,0,0,293,1733,853,21,13,2,15,11,413,46,Match Report
513,West Brom,2017-11-25,Tottenham,eng Premier League,D 1-1,1,1,0,28,1,0,0,0,184,976,463,8,8,2,20,8,200,12,Match Report
514,Liverpool,2017-11-25,Chelsea,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,441,2297,1192,18,22,5,15,13,533,56,Match Report
515,Newcastle Utd,2017-11-25,Watford,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,378,2013,1112,24,23,7,11,15,398,40,Match Report
516,Chelsea,2017-11-25,Liverpool,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,355,2066,1124,18,14,3,13,14,441,42,Match Report
517,Brighton,2017-11-25,Manchester Utd,eng Premier League,L 0-1,0,1,-1,42,0,0,0,0,281,1760,1011,18,4,5,20,8,333,33,Match Report
518,Swansea City,2017-11-25,Bournemouth,eng Premier League,D 0-0,0,0,0,49,0,0,0,0,354,1729,828,16,12,7,11,15,367,37,Match Report
519,West Ham,2017-11-24,Leicester City,eng Premier League,D 1-1,1,1,0,50,1,0,0,0,298,1758,730,21,12,7,19,16,322,30,Match Report
520,Leicester City,2017-11-24,West Ham,eng Premier League,D 1-1,1,1,0,50,1,0,0,0,268,1602,742,17,10,2,16,12,326,25,Match Report
521,Stoke City,2017-11-20,Brighton,eng Premier League,D 2-2,2,2,0,47,2,0,0,0,325,1568,864,16,14,3,8,9,342,44,Match Report
522,Brighton,2017-11-20,Stoke City,eng Premier League,D 2-2,2,2,0,53,2,0,0,0,356,2290,1402,27,18,7,14,5,389,45,Match Report
523,Watford,2017-11-19,West Ham,eng Premier League,W 2-0,2,0,+2,58,2,0,0,0,494,2423,1316,29,26,9,16,3,528,48,Match Report
524,West Ham,2017-11-19,Watford,eng Premier League,L 0-2,0,2,-2,42,0,0,0,0,323,1674,694,9,11,1,14,4,356,21,Match Report
525,Arsenal,2017-11-18,Tottenham,eng Premier League,W 2-0,2,0,+2,43,2,0,0,0,306,1580,819,14,17,5,20,7,302,48,Match Report
526,Manchester Utd,2017-11-18,Newcastle Utd,eng Premier League,W 4-1,4,1,+3,65,4,0,0,0,458,2275,1219,33,17,9,9,6,573,49,Match Report
527,Southampton,2017-11-18,Liverpool,eng Premier League,L 0-3,0,3,-3,39,0,0,0,0,240,1172,577,9,3,1,16,6,279,29,Match Report
528,Tottenham,2017-11-18,Arsenal,eng Premier League,L 0-2,0,2,-2,57,0,0,0,0,399,1988,948,20,19,2,14,12,465,48,Match Report
529,Crystal Palace,2017-11-18,Everton,eng Premier League,D 2-2,2,2,0,69,2,0,0,0,463,2242,964,20,20,10,18,22,482,58,Match Report
530,Bournemouth,2017-11-18,Huddersfield,eng Premier League,W 4-0,4,0,+4,31,4,0,0,0,150,955,451,12,9,5,9,14,163,14,Match Report
531,West Brom,2017-11-18,Chelsea,eng Premier League,L 0-4,0,4,-4,39,0,0,0,0,308,1641,902,18,11,2,19,8,325,31,Match Report
532,Liverpool,2017-11-18,Southampton,eng Premier League,W 3-0,3,0,+3,61,3,0,0,0,305,1857,940,22,16,6,12,9,501,46,Match Report
533,Burnley,2017-11-18,Swansea City,eng Premier League,W 2-0,2,0,+2,39,2,0,0,0,232,1261,520,13,10,1,11,7,221,32,Match Report
534,Leicester City,2017-11-18,Manchester City,eng Premier League,L 0-2,0,2,-2,27,0,0,0,0,150,917,354,8,5,2,13,8,197,16,Match Report
535,Newcastle Utd,2017-11-18,Manchester Utd,eng Premier League,L 1-4,1,4,-3,35,1,0,0,0,261,1465,775,17,12,2,9,10,275,25,Match Report
536,Chelsea,2017-11-18,West Brom,eng Premier League,W 4-0,4,0,+4,61,4,0,0,0,471,2710,1504,34,24,9,13,9,549,48,Match Report
537,Everton,2017-11-18,Crystal Palace,eng Premier League,D 2-2,2,2,0,31,1,1,1,0,143,935,414,9,8,3,18,7,173,15,Match Report
538,Huddersfield,2017-11-18,Bournemouth,eng Premier League,L 0-4,0,4,-4,69,0,0,0,0,375,2277,1173,21,16,5,13,9,471,48,Match Report
539,Swansea City,2017-11-18,Burnley,eng Premier League,L 0-2,0,2,-2,61,0,0,0,0,274,2053,1117,25,19,5,11,16,414,35,Match Report
