Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att.4,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh.1,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Att Pen,Live,Carries,TotDist.1,PrgDist.1,PrgC,1/3.1,CPA,Mis,Dis,Rec,PrgR,Match Report
27,Everton,2020-12-12,Chelsea,eng Premier League,W 1-0,1,0,1,29,0,1,1,0,183,289,63.3,7,15,4,1,18,3678,1703,73,97,75.3,74,93,79.6,30,72,41.7,13,7,7,2,4,2,17,11.8,15,12,3,9,26,39,34,0,1.2,0.4,0.6,-0.2,0.4,0.3,-0.2,-0.4,-0.4,0.05,8,0.0,0.0,3,37.5,17.1,1,0.6,0.19,0.6,432,60,166,164,109,15,431,154,1094,493,13,6,3,24,13,182,18,Match Report
28,Everton,2020-12-05,Burnley,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,506,629,80.4,11,27,13,2,45,8107,2589,242,269,90.0,189,218,86.7,43,84,51.2,19,15,9,10,0,8,25,32.0,17,8,3,5,12,31,22,0,2.2,2.2,1.4,1.4,2.2,1.5,-1.2,-1.2,-1.2,0.17,13,0.08,0.17,6,46.2,17.8,0,1.2,0.4,0.2,734,78,254,255,143,24,734,467,2590,1341,27,14,6,14,5,504,44,Match Report
29,Everton,2020-11-28,Leeds United,eng Premier League,L 0-1,0,1,-1,41,0,0,0,0,327,424,77.1,13,16,8,2,24,5608,2606,176,206,85.4,95,118,80.5,41,70,58.6,19,10,8,6,5,9,15,60.0,6,15,6,9,15,34,25,0,1.2,1.2,-1.7,-1.7,1.2,0.7,-1.2,-1.2,-1.2,0.08,15,0.0,0.0,8,53.3,17.7,0,2.3,0.38,1.3,555,77,212,211,139,23,555,312,2068,1221,25,22,7,15,12,327,24,Match Report
30,Everton,2020-11-22,Fulham,eng Premier League,W 3-2,3,2,1,46,3,0,0,0,426,563,75.7,8,27,8,2,28,7684,2423,196,234,83.8,176,202,87.1,45,96,46.9,22,15,14,7,1,4,23,17.4,19,11,4,7,12,34,18,0,2.0,2.0,0.1,0.9,1.2,1.9,1.0,1.0,0.8,0.22,9,0.33,0.43,7,77.8,15.1,0,1.5,0.24,-0.5,661,69,255,255,132,23,661,400,1898,891,12,9,4,14,7,426,28,Match Report
31,Everton,2020-11-07,Manchester Utd,eng Premier League,L 1-3,1,3,-2,55,1,0,0,0,475,584,81.3,5,32,11,2,35,8294,2656,210,228,92.1,200,220,90.9,47,88,53.4,25,12,14,8,3,7,13,53.8,6,13,3,10,6,31,10,1,0.4,0.4,-1.1,-1.1,0.3,0.6,0.6,0.6,-0.3,0.06,7,0.14,1.0,1,14.3,16.2,0,2.4,0.48,-0.6,696,63,231,255,167,21,696,447,2418,1252,19,9,5,16,6,473,35,Match Report
32,Everton,2020-11-01,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,61,1,0,0,0,577,660,87.4,12,35,8,1,40,9631,2620,251,270,93.0,260,286,90.9,44,62,71.0,22,12,8,8,6,10,21,47.6,11,16,4,12,6,28,13,0,1.5,1.5,-1.5,-0.7,0.7,1.0,-0.5,-0.5,-0.7,0.1,15,0.07,0.25,4,26.7,19.1,0,2.7,0.45,0.7,774,49,180,255,166,23,774,437,2202,1237,18,17,1,19,6,574,40,Match Report
33,Everton,2020-10-25,Southampton,eng Premier League,L 0-2,0,2,-2,46,0,0,0,0,454,550,82.5,4,29,7,1,34,7321,2204,220,246,89.4,190,214,88.8,32,57,56.1,15,9,5,9,1,8,26,30.8,18,8,1,7,11,26,16,0,0.4,0.4,-0.3,-0.3,0.3,0.4,-0.4,-0.4,-0.3,0.06,6,0.0,0.0,2,33.3,20.3,1,0.5,0.09,-1.5,647,50,205,255,108,15,647,428,2015,1064,15,11,2,14,10,453,34,Match Report
34,Everton,2020-10-17,Liverpool,eng Premier League,D 2-2,2,2,0,42,2,0,0,0,302,410,73.7,10,21,5,3,24,5580,2326,133,156,85.3,111,133,83.5,42,86,48.8,16,8,8,8,0,11,22,50.0,11,12,5,7,1,17,26,2,1.2,1.2,-1.4,-1.4,1.2,1.0,0.8,0.8,0.8,0.11,11,0.18,0.4,5,45.5,17.4,0,2.4,0.3,0.4,522,89,198,225,102,12,522,232,1321,601,9,6,3,15,14,300,22,Match Report
35,Everton,2020-10-03,Brighton,eng Premier League,W 4-2,4,2,2,43,4,0,0,0,423,503,84.1,10,17,10,3,28,6465,2140,227,244,93.0,160,179,89.4,21,50,42.0,20,15,7,12,1,6,22,27.3,16,14,5,9,26,46,18,3,1.6,1.6,0.2,0.2,1.6,1.6,2.4,2.4,2.4,0.15,11,0.36,0.67,6,54.5,16.3,0,1.3,0.43,-0.7,624,74,213,255,117,17,624,402,1853,928,13,9,1,18,14,422,27,Match Report
36,Everton,2020-09-26,Crystal Palace,eng Premier League,W 2-1,2,1,1,58,1,1,1,0,460,567,81.1,6,19,4,1,26,8083,2627,201,227,88.5,183,209,87.6,49,83,59.0,20,10,8,10,2,8,17,47.1,9,13,5,8,10,30,27,0,1.9,1.1,1.5,0.7,0.9,0.7,0.1,-0.1,0.1,0.13,9,0.11,0.25,4,44.4,17.2,1,0.1,0.08,-0.9,697,76,255,255,112,14,696,343,1872,812,12,11,2,16,16,457,26,Match Report
37,Everton,2020-09-19,West Brom,eng Premier League,W 5-2,5,2,3,71,5,0,0,0,751,854,87.9,12,35,7,1,47,12075,3548,369,390,94.6,305,329,92.7,52,85,61.2,21,13,9,10,2,7,12,58.3,5,10,1,9,6,27,5,1,3.9,3.9,3.6,3.6,1.9,1.8,1.1,1.1,1.1,0.24,17,0.29,0.71,7,41.2,12.0,1,0.8,0.2,-1.2,944,62,255,255,188,37,944,653,3542,1708,27,19,6,14,10,748,47,Match Report
38,Everton,2020-09-13,Tottenham,eng Premier League,W 1-0,1,0,1,48,1,0,0,0,470,564,83.3,13,17,9,1,36,7840,2485,232,259,89.6,168,186,90.3,48,83,57.8,19,9,10,7,2,3,8,37.5,5,10,3,7,19,38,36,0,1.2,1.2,0.1,0.1,0.9,0.5,-0.2,-0.2,0.1,0.08,15,0.07,0.25,4,26.7,17.8,0,0.9,0.19,0.9,684,80,242,255,94,18,684,423,2023,949,16,15,6,12,7,467,36,Match Report
1,Fulham,2021-05-23,Newcastle Utd,eng Premier League,L 0-2,0,2,-2,64,0,0,0,0,565,660,85.6,8,53,5,2,53,10282,2998,221,243,90.9,282,314,89.8,52,76,68.4,18,7,8,6,4,11,11,100.0,0,6,3,3,10,28,11,1,1.0,1.0,-0.3,0.5,0.7,0.8,-1.0,-1.0,-0.7,0.07,14,0.0,,0,0.0,19.6,0,2.2,0.31,0.2,750,43,189,255,241,23,750,565,2946,1804,41,23,7,11,8,562,53,Match Report
2,Fulham,2021-05-18,Manchester Utd,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,353,442,79.9,5,15,3,1,20,6334,2174,143,163,87.7,165,186,88.7,33,65,50.8,25,14,15,7,3,15,25,60.0,10,8,2,6,18,43,22,0,0.9,0.9,0.1,0.1,0.8,0.4,0.1,0.1,0.2,0.12,8,0.13,0.2,5,62.5,16.8,0,1.0,0.17,0.0,561,102,255,181,81,12,561,330,1597,756,16,6,3,19,9,348,20,Match Report
3,Fulham,2021-05-15,Southampton,eng Premier League,L 1-3,1,3,-2,53,1,0,0,0,498,585,85.1,9,30,9,0,48,8309,2732,234,257,91.1,218,241,90.5,36,58,62.1,23,13,6,14,3,6,15,40.0,9,9,3,6,11,34,15,0,0.8,0.8,-0.8,-0.8,0.8,0.7,0.2,0.2,0.2,0.09,10,0.1,0.33,3,30.0,16.8,0,2.2,0.36,-0.8,692,69,255,255,107,17,692,499,2519,1084,18,5,5,20,13,495,47,Match Report
4,Fulham,2021-05-10,Burnley,eng Premier League,L 0-2,0,2,-2,68,0,0,0,0,431,592,72.8,15,37,18,6,59,7790,2780,184,225,81.8,183,228,80.3,50,105,47.6,16,8,11,3,2,6,11,54.5,5,8,3,5,11,27,13,0,1.0,1.0,-0.5,-0.5,0.8,0.9,-1.0,-1.0,-0.8,0.05,21,0.0,0.0,3,14.3,18.2,0,1.8,0.35,-0.2,713,72,235,255,224,39,713,393,2539,1524,35,16,4,16,11,425,59,Match Report
5,Fulham,2021-05-01,Chelsea,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,473,571,82.8,8,29,10,1,38,8158,2481,204,229,89.1,214,239,89.5,39,64,60.9,21,15,8,10,3,14,23,60.9,9,12,3,9,8,29,10,1,0.3,0.3,-1.4,-1.4,0.3,0.4,-0.3,-0.3,-0.3,0.03,10,0.0,0.0,3,30.0,20.6,0,2.2,0.44,0.2,689,49,184,255,168,23,689,328,2163,1117,17,19,2,30,16,470,38,Match Report
6,Fulham,2021-04-18,Arsenal,eng Premier League,D 1-1,1,1,0,31,0,1,1,0,219,306,71.6,1,12,2,0,15,3791,1378,96,116,82.8,99,119,83.2,17,54,31.5,12,8,8,4,0,9,20,45.0,11,10,5,5,11,23,33,0,0.9,0.1,-1.8,-2.6,0.0,0.1,0.1,-0.1,0.0,0.04,2,0.0,,0,0.0,29.8,0,1.8,0.36,0.8,414,97,216,143,62,10,413,224,1202,532,10,5,3,11,8,219,15,Match Report
7,Fulham,2021-04-09,Wolves,eng Premier League,L 0-1,0,1,-1,50,0,0,0,0,402,498,80.7,10,27,14,7,41,8170,3143,140,155,90.3,186,209,89.0,60,101,59.4,18,8,6,10,2,7,15,46.7,8,6,0,6,9,27,14,1,0.9,0.9,0.4,0.4,0.7,1.0,-0.9,-0.9,-0.7,0.06,14,0.0,0.0,3,21.4,17.3,0,0.3,0.1,-0.7,610,40,160,255,159,25,610,291,1753,888,12,14,2,25,12,399,41,Match Report
8,Fulham,2021-04-04,Aston Villa,eng Premier League,L 1-3,1,3,-2,47,1,0,0,0,309,419,73.7,10,20,5,3,30,6025,2477,115,143,80.4,164,195,84.1,30,64,46.9,23,13,15,5,3,12,24,50.0,12,10,5,5,4,27,25,1,1.0,1.0,-0.5,-0.5,0.4,0.4,0.0,0.0,-0.4,0.06,15,0.07,0.14,7,46.7,22.5,0,2.0,0.51,-1.0,541,82,246,207,97,15,541,274,1279,643,10,10,5,22,7,308,30,Match Report
9,Fulham,2021-03-19,Leeds United,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,278,399,69.7,11,13,7,1,20,5024,2338,117,144,81.3,117,156,75.0,32,68,47.1,20,10,9,7,4,9,18,50.0,9,13,2,11,9,29,31,0,1.6,1.6,0.3,0.3,1.0,0.8,-0.6,-0.6,0.0,0.13,13,0.08,0.17,6,46.2,13.0,0,1.6,0.4,-0.4,548,62,170,243,142,30,548,237,1553,760,18,12,2,32,12,274,20,Match Report
10,Fulham,2021-03-13,Manchester City,eng Premier League,L 0-3,0,3,-3,46,0,0,0,0,382,490,78.0,3,19,7,2,30,6673,2302,174,202,86.1,154,175,88.0,41,79,51.9,22,7,5,13,4,6,21,28.6,15,7,0,7,8,30,6,1,0.3,0.3,-2.0,-1.2,0.3,0.5,-0.3,-0.3,-0.3,0.09,3,0.0,,0,0.0,11.2,0,3.0,0.29,0.0,588,76,246,235,109,13,588,301,1718,769,15,6,4,20,8,380,29,Match Report
11,Fulham,2021-03-07,Liverpool,eng Premier League,W 1-0,1,0,1,37,1,0,0,0,342,454,75.3,7,19,7,2,22,6234,2582,149,167,89.2,130,163,79.8,47,90,52.2,15,5,8,6,1,5,12,41.7,7,11,2,9,19,34,42,0,1.3,1.3,0.5,0.5,0.5,0.3,-0.3,-0.3,-0.5,0.14,10,0.1,0.33,3,30.0,12.7,0,0.3,0.08,0.3,589,95,255,243,86,16,589,320,1727,849,19,7,9,17,5,336,21,Match Report
12,Fulham,2021-03-04,Tottenham,eng Premier League,L 0-1,0,1,-1,60,0,0,0,0,480,601,79.9,9,23,6,3,41,8286,2509,214,235,91.1,214,248,86.3,42,86,48.8,11,7,5,3,3,3,13,23.1,10,13,2,11,14,25,6,2,0.7,0.7,-0.9,-0.9,0.6,0.9,-0.7,-0.7,-0.6,0.06,11,0.0,0.0,3,27.3,17.1,0,0.9,0.45,0.9,714,58,244,255,163,29,714,480,2681,1332,21,18,8,24,12,480,41,Match Report
13,Fulham,2021-02-28,Crystal Palace,eng Premier League,D 0-0,0,0,0,60,0,0,0,0,489,594,82.3,12,39,8,4,55,9048,2919,195,225,86.7,223,244,91.4,62,86,72.1,18,10,7,7,4,9,17,52.9,8,6,2,4,4,22,17,0,1.4,1.4,1.2,1.2,1.2,1.0,-1.4,-1.4,-1.2,0.08,16,0.0,0.0,4,25.0,18.6,1,0.0,,0.0,693,35,156,255,153,17,693,385,2243,1159,17,13,3,14,11,487,55,Match Report
14,Fulham,2021-02-20,Sheffield Utd,eng Premier League,W 1-0,1,0,1,64,1,0,0,0,522,645,80.9,10,37,9,3,37,8973,2831,233,258,90.3,208,237,87.8,55,93,59.1,6,3,2,2,2,2,5,40.0,3,6,0,6,7,13,20,0,1.2,1.2,0.3,0.3,0.4,0.8,-0.2,-0.2,-0.4,0.08,15,0.07,0.2,5,33.3,21.0,0,0.9,0.44,0.9,750,56,244,255,193,26,750,498,2478,1255,28,14,4,24,7,519,37,Match Report
15,Fulham,2021-02-17,Burnley,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,366,513,71.3,8,17,4,2,20,5985,1681,167,201,83.1,162,201,80.6,24,69,34.8,14,9,8,6,0,4,10,40.0,6,6,0,6,8,22,32,1,0.5,0.5,-0.4,-0.4,0.5,1.0,0.5,0.5,0.5,0.07,8,0.13,0.33,3,37.5,17.2,0,0.5,0.17,-0.5,619,55,241,255,83,13,619,324,1778,774,12,11,2,19,6,363,20,Match Report
16,Fulham,2021-02-14,Everton,eng Premier League,W 2-0,2,0,2,50,2,0,0,0,491,585,83.9,9,36,10,1,43,8733,2932,216,241,89.6,227,256,88.7,42,75,56.0,10,4,3,4,3,0,8,0.0,8,10,2,8,12,22,26,0,2.5,2.5,2.2,2.2,1.3,1.6,-0.5,-0.5,-0.3,0.21,12,0.17,0.67,3,25.0,16.0,0,0.1,0.06,0.1,680,51,198,255,188,27,680,395,2222,1028,24,22,8,15,11,486,42,Match Report
17,Fulham,2021-02-06,West Ham,eng Premier League,D 0-0,0,0,0,60,0,0,0,0,485,588,82.5,14,28,11,3,56,8342,2791,219,246,89.0,202,236,85.6,45,76,59.2,13,9,7,5,1,5,9,55.6,4,11,1,10,11,24,11,0,1.5,1.5,0.5,0.5,1.1,1.0,-1.5,-1.5,-1.1,0.08,20,0.0,0.0,2,10.0,16.5,2,0.3,0.26,0.3,689,53,239,255,156,28,689,478,2515,1412,25,18,5,18,6,482,56,Match Report
18,Fulham,2021-02-03,Leicester City,eng Premier League,L 0-2,0,2,-2,57,0,0,0,0,528,655,80.6,7,33,11,3,56,9789,3161,212,252,84.1,257,283,90.8,51,94,54.3,22,13,8,10,4,10,19,52.6,9,10,2,8,13,35,19,0,0.6,0.6,-0.9,-0.9,0.5,1.4,-0.6,-0.6,-0.5,0.07,8,0.0,0.0,1,12.5,18.4,0,1.4,0.28,-0.6,762,70,227,255,187,23,762,489,2811,1447,13,20,4,9,8,525,56,Match Report
19,Fulham,2021-01-30,West Brom,eng Premier League,D 2-2,2,2,0,62,2,0,0,0,482,616,78.2,11,33,9,1,31,8477,2995,207,250,82.8,224,257,87.2,40,83,48.2,8,5,7,0,1,3,11,27.3,8,6,0,6,6,14,19,0,1.3,1.3,0.4,0.4,1.3,0.8,0.7,0.7,0.7,0.11,12,0.17,0.29,7,58.3,17.6,0,1.3,0.44,-0.7,713,56,255,255,151,18,713,317,2113,1252,26,17,5,16,8,480,30,Match Report
20,Fulham,2021-01-27,Brighton,eng Premier League,D 0-0,0,0,0,50,0,0,0,0,347,473,73.4,9,23,5,3,28,5470,2180,170,199,85.4,131,163,80.4,27,57,47.4,12,7,5,7,0,4,17,23.5,13,16,6,10,16,28,19,1,0.5,0.5,-1.3,-1.3,0.4,0.4,-0.5,-0.5,-0.4,0.05,10,0.0,0.0,2,20.0,16.8,0,1.4,0.28,1.4,595,71,216,255,102,15,595,314,1784,814,18,8,4,17,14,343,28,Match Report
21,Fulham,2021-01-20,Manchester Utd,eng Premier League,L 1-2,1,2,-1,38,1,0,0,0,340,436,78.0,10,18,5,2,30,5824,1978,159,185,85.9,151,174,86.8,24,57,42.1,12,9,5,6,1,3,13,23.1,10,11,4,7,15,27,33,1,0.9,0.9,-0.8,-0.8,0.7,0.4,0.1,0.1,0.3,0.08,12,0.08,0.2,5,41.7,18.4,0,2.5,0.5,0.5,569,86,255,228,87,13,569,338,1610,879,14,12,4,18,10,337,30,Match Report
22,Fulham,2021-01-16,Chelsea,eng Premier League,L 0-1,0,1,-1,31,0,0,0,0,264,369,71.5,5,15,7,1,32,5124,2252,102,130,78.5,118,140,84.3,37,69,53.6,20,10,11,5,4,12,19,63.2,7,13,8,5,18,38,34,0,0.7,0.7,-0.9,-0.9,0.5,0.4,-0.7,-0.7,-0.5,0.07,10,0.0,0.0,2,20.0,20.1,1,1.6,0.26,0.6,511,73,188,209,121,18,511,214,1347,589,12,14,3,23,12,263,32,Match Report
23,Fulham,2021-01-13,Tottenham,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,391,504,77.6,12,26,8,2,42,6917,2523,166,199,83.4,161,189,85.2,45,74,60.8,13,7,5,7,1,4,17,23.5,13,8,3,5,13,26,20,0,1.1,1.1,-1.3,-1.3,0.8,0.5,-0.1,-0.1,0.2,0.07,15,0.07,0.25,4,26.7,17.3,1,1.9,0.41,0.9,616,58,173,255,138,20,616,349,2146,1053,27,18,4,18,4,386,41,Match Report
24,Fulham,2020-12-26,Southampton,eng Premier League,D 0-0,0,0,0,47,0,0,0,0,273,395,69.1,8,17,5,2,34,5234,2478,118,146,80.8,97,131,74.0,46,85,54.1,24,14,6,13,5,13,22,59.1,9,3,0,3,15,39,25,0,0.7,0.7,0.6,0.6,0.7,0.5,-0.7,-0.7,-0.7,0.07,10,0.0,0.0,1,10.0,17.6,0,0.6,0.28,0.6,523,52,188,189,157,20,523,219,1353,564,16,12,5,24,19,273,34,Match Report
25,Fulham,2020-12-19,Newcastle Utd,eng Premier League,D 1-1,1,1,0,51,0,0,0,0,407,521,78.1,7,28,9,3,25,7349,2416,174,202,86.1,182,213,85.4,41,81,50.6,7,4,3,3,1,1,6,16.7,5,9,2,7,12,19,23,0,1.0,1.0,-0.4,0.4,0.7,0.6,-1.0,-1.0,-0.7,0.09,11,0.0,0.0,4,36.4,18.3,1,1.3,0.08,0.3,617,55,194,255,148,19,617,300,1937,915,17,14,1,16,7,405,23,Match Report
26,Fulham,2020-12-16,Brighton,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,330,462,71.4,7,26,4,0,29,5964,2166,150,174,86.2,135,173,78.0,32,84,38.1,16,11,8,6,2,6,15,40.0,9,9,1,8,17,33,24,0,1.0,1.0,0.5,0.5,0.3,0.3,-1.0,-1.0,-0.3,0.12,9,0.0,0.0,4,44.4,14.7,0,0.4,0.09,0.4,594,61,224,230,147,12,594,262,1256,470,9,7,2,25,9,327,28,Match Report
27,Fulham,2020-12-13,Liverpool,eng Premier League,D 1-1,1,1,0,26,1,0,0,0,172,267,64.4,7,15,9,2,23,3762,2089,69,87,79.3,61,83,73.5,37,77,48.1,17,8,14,2,1,8,22,36.4,14,7,2,5,17,34,46,0,1.5,1.5,-0.3,0.4,0.7,0.5,-0.5,-0.5,0.3,0.15,10,0.1,0.2,5,50.0,16.9,0,1.7,0.13,0.7,416,76,188,105,127,21,416,183,1118,521,14,7,7,22,11,168,22,Match Report
28,Fulham,2020-12-05,Manchester City,eng Premier League,L 0-2,0,2,-2,31,0,0,0,0,290,375,77.3,5,17,1,0,18,4573,1807,159,177,89.8,93,118,78.8,24,55,43.6,17,12,7,9,1,7,19,36.8,12,10,2,8,18,35,22,0,0.3,0.3,-2.6,-1.8,0.3,0.2,-0.3,-0.3,-0.3,0.05,6,0.0,0.0,1,16.7,18.8,0,2.7,0.34,0.7,491,87,201,211,90,6,491,312,1703,774,17,16,1,16,12,286,16,Match Report
29,Fulham,2020-11-30,Leicester City,eng Premier League,W 2-1,2,1,1,32,1,1,1,0,238,342,69.6,8,16,6,1,19,4026,1736,119,138,86.2,80,108,74.1,26,64,40.6,24,12,15,6,3,11,19,57.9,8,9,6,3,18,42,34,0,2.2,1.5,1.1,0.3,1.4,0.5,-0.2,-0.5,-0.4,0.16,9,0.11,0.25,4,44.4,21.5,1,0.9,0.31,-0.1,464,58,167,199,107,14,463,181,1138,519,10,12,3,9,14,236,19,Match Report
30,Fulham,2020-11-22,Everton,eng Premier League,L 2-3,2,3,-1,54,2,0,1,1,561,669,83.9,13,45,9,3,42,9002,2990,272,302,90.1,214,249,85.9,47,69,68.1,12,6,5,4,3,5,16,31.3,11,15,2,13,10,22,20,0,1.9,1.2,-0.1,-0.9,1.2,0.9,0.1,0.8,0.8,0.09,13,0.15,0.33,6,46.2,20.1,0,3.5,0.5,0.5,779,55,206,255,245,21,778,389,2500,1301,34,21,7,22,18,557,41,Match Report
31,Fulham,2020-11-07,West Ham,eng Premier League,L 0-1,0,1,-1,47,0,0,1,1,402,500,80.4,8,28,13,6,37,6831,2340,181,202,89.6,173,199,86.9,32,59,54.2,12,7,7,5,0,7,12,58.3,5,6,1,5,5,17,24,0,1.7,1.0,0.4,-0.3,0.7,1.0,-1.7,-1.0,-0.7,0.08,12,0.0,0.0,2,16.7,21.1,2,1.0,0.14,0.0,596,60,173,255,163,22,595,329,1355,639,12,13,0,15,10,398,36,Match Report
32,Fulham,2020-11-02,West Brom,eng Premier League,W 2-0,2,0,2,47,2,0,0,0,331,455,72.7,8,17,4,1,25,5121,1980,178,205,86.8,107,138,77.5,24,70,34.3,15,6,6,5,4,7,16,43.8,9,18,5,13,10,25,14,1,1.5,1.5,1.0,1.0,0.9,0.9,0.5,0.5,1.1,0.11,13,0.15,0.5,4,30.8,18.8,0,0.0,0.05,0.0,577,54,168,250,170,15,577,325,1712,917,24,20,5,24,19,330,25,Match Report
33,Fulham,2020-10-24,Crystal Palace,eng Premier League,L 1-2,1,2,-1,64,1,0,0,0,607,698,87.0,15,43,12,3,64,9810,2846,333,354,94.1,214,241,88.8,44,66,66.7,19,7,7,6,6,4,17,23.5,13,7,1,6,10,29,13,0,1.1,1.1,-1.5,-1.5,0.7,0.7,-0.1,-0.1,0.3,0.07,16,0.06,0.33,3,18.8,18.5,0,2.6,0.26,0.6,800,46,167,255,242,27,800,577,2971,1644,25,26,8,17,14,605,64,Match Report
34,Fulham,2020-10-18,Sheffield Utd,eng Premier League,D 1-1,1,1,0,58,1,0,1,1,505,606,83.3,12,26,7,4,33,8118,2569,261,294,88.8,182,205,88.8,41,74,55.4,14,8,7,6,1,8,12,66.7,4,1,1,0,12,26,24,0,1.5,0.7,-0.2,-0.2,0.6,0.6,-0.5,0.3,-0.6,0.05,14,0.07,0.17,6,42.9,18.8,1,1.6,0.11,0.6,709,65,232,255,134,19,708,500,2424,1294,24,15,4,11,7,502,33,Match Report
35,Fulham,2020-10-04,Wolves,eng Premier League,L 0-1,0,1,-1,52,0,0,0,0,490,580,84.5,8,33,7,3,37,9058,2671,188,203,92.6,235,262,89.7,58,94,61.7,14,11,9,3,2,8,14,57.1,6,13,6,7,5,19,14,1,0.9,0.9,-0.3,-0.3,0.8,0.5,-0.9,-0.9,-0.8,0.09,10,0.0,0.0,2,20.0,18.3,1,1.1,0.25,0.1,673,49,209,255,153,16,673,344,2068,1040,22,11,2,17,7,486,36,Match Report
36,Fulham,2020-09-28,Aston Villa,eng Premier League,L 0-3,0,3,-3,64,0,0,0,0,493,605,81.5,13,47,12,8,59,9534,3155,189,215,87.9,228,254,89.8,67,109,61.5,9,4,3,3,3,2,12,16.7,10,8,3,5,7,16,7,0,0.7,0.7,-0.7,-0.7,0.6,0.8,-0.7,-0.7,-0.6,0.04,16,0.0,0.0,2,12.5,16.6,0,1.8,0.36,-1.2,712,53,203,255,202,30,712,357,2029,1090,25,16,7,18,9,492,59,Match Report
37,Fulham,2020-09-19,Leeds United,eng Premier League,L 3-4,3,4,-1,49,2,1,1,0,380,480,79.2,9,24,10,3,35,5979,2318,201,232,86.6,135,161,83.9,29,60,48.3,18,11,8,9,1,5,17,29.4,12,16,1,15,16,34,15,0,1.7,0.9,0.3,0.3,0.8,0.6,1.3,1.1,1.2,0.07,13,0.15,0.4,5,38.5,21.5,1,2.3,0.2,-1.7,615,55,195,255,151,13,614,394,2304,1231,20,16,3,29,13,375,34,Match Report
38,Fulham,2020-09-12,Arsenal,eng Premier League,L 0-3,0,3,-3,46,0,0,0,0,485,562,86.3,3,35,2,2,27,8521,2697,224,241,92.9,202,223,90.6,50,76,65.8,11,7,5,4,2,3,9,33.3,6,9,4,5,10,21,11,1,0.1,0.1,-1.8,-1.8,0.1,0.2,-0.1,-0.1,-0.1,0.03,5,0.0,0.0,2,40.0,25.1,0,1.8,0.55,-1.2,638,72,221,255,133,3,638,402,1762,758,10,13,1,18,6,483,27,Match Report
1,Leeds United,2021-05-23,West Brom,eng Premier League,W 3-1,3,1,2,64,2,1,1,0,440,542,81.2,12,36,15,2,45,7794,3046,198,229,86.5,185,217,85.3,47,71,66.2,21,14,10,5,6,7,17,41.2,10,8,3,5,8,29,10,1,2.3,1.5,1.3,0.5,1.2,1.2,0.7,0.5,-0.2,0.09,16,0.13,0.25,8,50.0,18.9,1,0.8,0.17,-0.2,656,61,208,255,169,28,655,318,2174,1392,34,15,1,18,3,435,44,Match Report
2,Leeds United,2021-05-18,Southampton,eng Premier League,W 2-0,2,0,2,49,2,0,0,0,315,426,73.9,11,17,6,1,27,5710,2378,132,158,83.5,134,163,82.2,38,68,55.9,35,20,15,18,2,14,23,60.9,9,9,4,5,15,50,13,0,1.7,1.7,0.2,0.2,1.3,0.6,0.3,0.3,-0.3,0.12,15,0.13,0.29,7,46.7,18.8,0,1.3,0.44,1.3,554,75,243,223,91,17,554,344,1448,659,8,7,4,13,13,315,27,Match Report
3,Leeds United,2021-05-15,Burnley,eng Premier League,W 4-0,4,0,4,52,4,0,0,0,363,491,73.9,11,20,9,1,31,6293,2084,172,205,83.9,147,181,81.2,35,79,44.3,11,6,5,5,1,5,10,50.0,5,8,4,4,8,19,23,1,1.5,1.5,0.3,0.3,1.3,0.9,2.5,2.5,2.7,0.1,16,0.25,0.67,6,37.5,16.8,0,1.0,0.24,1.0,584,92,255,196,122,18,584,320,1874,1088,22,14,3,12,8,360,31,Match Report
4,Leeds United,2021-05-08,Tottenham,eng Premier League,W 3-1,3,1,2,53,3,0,0,0,383,497,77.1,15,29,7,0,43,6592,2578,166,185,89.7,159,189,84.1,39,75,52.0,20,10,6,9,5,10,21,47.6,11,12,3,9,13,33,24,0,2.5,2.5,1.6,1.6,1.9,1.4,0.5,0.5,0.1,0.16,16,0.19,0.43,7,43.8,15.0,0,0.8,0.26,-0.2,624,63,226,232,170,30,624,344,1985,976,28,12,6,17,8,381,43,Match Report
