Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
198,West Ham,2020-03-07,Arsenal,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,24,16,1,2,3,1,1,Match Report
199,Norwich City,2020-03-07,Sheffield Utd,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,19,9,3,1,5,1,0,Match Report
200,Wolves,2020-03-07,Brighton,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,17,14,0,1,1,0,1,Match Report
201,Tottenham,2020-03-07,Burnley,eng Premier League,D 1-1,1,1,0,54,0,1,1,0,24,18,2,2,0,1,1,Match Report
202,Southampton,2020-03-07,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,39,0,0,0,0,10,5,2,1,0,2,0,Match Report
203,Wolves,2020-03-07,Brighton,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,17,14,0,1,1,0,1,Match Report
204,Bournemouth,2020-03-07,Liverpool,eng Premier League,L 1-2,1,2,-1,26,1,0,0,0,12,9,1,1,0,1,0,Match Report
205,Everton,2020-03-01,Manchester Utd,eng Premier League,D 1-1,1,1,0,44,1,0,0,0,22,11,2,3,4,2,0,Match Report
206,Wolves,2020-03-01,Tottenham,eng Premier League,W 3-2,3,2,+1,35,3,0,0,0,23,11,4,3,3,1,1,Match Report
207,Tottenham,2020-03-01,Wolves,eng Premier League,L 2-3,2,3,-1,65,2,0,0,0,21,16,1,1,3,0,0,Match Report
208,Manchester Utd,2020-03-01,Everton,eng Premier League,D 1-1,1,1,0,56,1,0,0,0,24,21,2,0,1,0,0,Match Report
209,Liverpool,2020-02-29,Watford,eng Premier League,L 0-3,0,3,-3,70,0,0,0,0,14,13,0,0,0,1,0,Match Report
210,West Ham,2020-02-29,Southampton,eng Premier League,W 3-1,3,1,+2,35,3,0,0,0,21,19,2,0,0,0,0,Match Report
211,Brighton,2020-02-29,Crystal Palace,eng Premier League,L 0-1,0,1,-1,65,0,0,0,0,42,35,4,3,0,0,0,Match Report
212,Chelsea,2020-02-29,Bournemouth,eng Premier League,D 2-2,2,2,0,73,2,0,0,0,41,33,3,1,4,0,0,Match Report
213,Southampton,2020-02-29,West Ham,eng Premier League,L 1-3,1,3,-2,65,1,0,0,0,17,11,2,1,1,2,0,Match Report
214,Newcastle Utd,2020-02-29,Burnley,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,38,24,4,4,4,2,0,Match Report
215,Burnley,2020-02-29,Newcastle Utd,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,12,7,2,2,0,1,0,Match Report
216,Bournemouth,2020-02-29,Chelsea,eng Premier League,D 2-2,2,2,0,27,2,0,0,0,17,12,3,1,1,0,0,Match Report
217,Crystal Palace,2020-02-29,Brighton,eng Premier League,W 1-0,1,0,+1,35,1,0,0,0,21,9,5,4,2,1,0,Match Report
218,Watford,2020-02-29,Liverpool,eng Premier League,W 3-0,3,0,+3,30,3,0,0,0,23,19,1,1,1,1,0,Match Report
219,Leicester City,2020-02-28,Norwich City,eng Premier League,L 0-1,0,1,-1,57,0,0,0,0,34,27,4,1,1,1,0,Match Report
220,Norwich City,2020-02-28,Leicester City,eng Premier League,W 1-0,1,0,+1,43,1,0,0,0,18,12,0,2,1,3,0,Match Report
221,Liverpool,2020-02-24,West Ham,eng Premier League,W 3-2,3,2,+1,69,3,0,0,0,42,24,6,3,6,2,1,Match Report
222,West Ham,2020-02-24,Liverpool,eng Premier League,L 2-3,2,3,-1,31,2,0,0,0,13,9,2,0,1,1,0,Match Report
223,Everton,2020-02-23,Arsenal,eng Premier League,L 2-3,2,3,-1,49,2,0,0,0,24,12,2,2,4,2,2,Match Report
224,Watford,2020-02-23,Manchester Utd,eng Premier League,L 0-3,0,3,-3,43,0,0,0,0,13,8,2,0,1,1,1,Match Report
225,Wolves,2020-02-23,Norwich City,eng Premier League,W 3-0,3,0,+3,40,3,0,0,0,32,19,2,0,6,2,3,Match Report
226,Manchester Utd,2020-02-23,Watford,eng Premier League,W 3-0,3,0,+3,57,2,1,1,0,38,31,0,3,2,1,1,Match Report
227,Norwich City,2020-02-23,Wolves,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,12,12,0,0,0,0,0,Match Report
228,Arsenal,2020-02-23,Everton,eng Premier League,W 3-2,3,2,+1,51,3,0,0,0,16,14,1,1,0,0,0,Match Report
229,Brighton,2020-02-22,Sheffield Utd,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,12,5,3,0,3,1,0,Match Report
230,Aston Villa,2020-02-22,Southampton,eng Premier League,L 0-2,0,2,-2,54,0,0,0,0,8,8,0,0,0,0,0,Match Report
231,Chelsea,2020-02-22,Tottenham,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,29,16,2,4,4,2,1,Match Report
232,Newcastle Utd,2020-02-22,Crystal Palace,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,15,11,1,2,1,0,0,Match Report
233,Burnley,2020-02-22,Bournemouth,eng Premier League,W 3-0,3,0,+3,42,2,1,1,0,24,17,2,2,0,2,1,Match Report
234,Southampton,2020-02-22,Aston Villa,eng Premier League,W 2-0,2,0,+2,46,2,0,0,0,48,33,3,4,4,3,1,Match Report
235,Bournemouth,2020-02-22,Burnley,eng Premier League,L 0-3,0,3,-3,58,0,0,0,0,20,18,0,1,0,1,0,Match Report
236,Manchester City,2020-02-22,Leicester City,eng Premier League,W 1-0,1,0,+1,67,1,0,1,1,32,23,2,0,3,2,2,Match Report
237,Crystal Palace,2020-02-22,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,45,1,0,0,0,32,16,6,3,2,5,0,Match Report
238,Leicester City,2020-02-22,Manchester City,eng Premier League,L 0-1,0,1,-1,33,0,0,0,0,17,12,0,2,1,2,0,Match Report
239,Tottenham,2020-02-22,Chelsea,eng Premier League,L 1-2,1,2,-1,51,0,0,0,0,10,7,1,0,1,1,0,Match Report
240,Sheffield Utd,2020-02-22,Brighton,eng Premier League,D 1-1,1,1,0,65,1,0,0,0,24,15,4,4,1,0,0,Match Report
241,Manchester City,2020-02-19,West Ham,eng Premier League,W 2-0,2,0,+2,77,2,0,0,0,38,27,2,5,2,1,1,Match Report
242,West Ham,2020-02-19,Manchester City,eng Premier League,L 0-2,0,2,-2,23,0,0,0,0,6,2,1,1,0,1,1,Match Report
243,Chelsea,2020-02-17,Manchester Utd,eng Premier League,L 0-2,0,2,-2,61,0,0,0,0,31,27,0,0,3,1,0,Match Report
244,Manchester Utd,2020-02-17,Chelsea,eng Premier League,W 2-0,2,0,+2,39,2,0,0,0,16,12,1,1,1,1,0,Match Report
245,Newcastle Utd,2020-02-16,Arsenal,eng Premier League,L 0-4,0,4,-4,32,0,0,0,0,20,13,2,2,0,2,1,Match Report
246,Aston Villa,2020-02-16,Tottenham,eng Premier League,L 2-3,2,3,-1,55,1,0,0,0,35,21,6,5,2,1,0,Match Report
247,Tottenham,2020-02-16,Aston Villa,eng Premier League,W 3-2,3,2,+1,45,3,0,1,1,32,24,2,1,3,2,0,Match Report
248,Arsenal,2020-02-16,Newcastle Utd,eng Premier League,W 4-0,4,0,+4,68,4,0,0,0,29,22,1,3,2,1,0,Match Report
249,Liverpool,2020-02-15,Norwich City,eng Premier League,W 1-0,1,0,+1,63,1,0,0,0,28,23,2,0,3,0,0,Match Report
250,Burnley,2020-02-15,Southampton,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,14,11,1,2,0,0,0,Match Report
251,Southampton,2020-02-15,Burnley,eng Premier League,L 1-2,1,2,-1,62,1,0,0,0,18,14,1,1,2,0,0,Match Report
252,Norwich City,2020-02-15,Liverpool,eng Premier League,L 0-1,0,1,-1,37,0,0,0,0,9,7,1,1,0,0,0,Match Report
253,Leicester City,2020-02-14,Wolves,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,17,9,3,1,1,3,0,Match Report
254,Wolves,2020-02-14,Leicester City,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,25,15,4,2,1,3,0,Match Report
255,Bournemouth,2020-02-09,Sheffield Utd,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,17,11,1,3,1,1,0,Match Report
256,Sheffield Utd,2020-02-09,Bournemouth,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,31,22,3,2,3,1,0,Match Report
257,Brighton,2020-02-08,Watford,eng Premier League,D 1-1,1,1,0,66,0,0,0,0,20,17,1,1,1,0,0,Match Report
258,Everton,2020-02-08,Crystal Palace,eng Premier League,W 3-1,3,1,+2,47,3,0,0,0,21,11,2,3,2,2,1,Match Report
259,Watford,2020-02-08,Brighton,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,10,5,3,1,0,0,1,Match Report
260,Crystal Palace,2020-02-08,Everton,eng Premier League,L 1-3,1,3,-2,53,1,0,0,0,18,11,0,5,2,0,0,Match Report
261,Burnley,2020-02-02,Arsenal,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,29,21,3,1,1,3,0,Match Report
262,Manchester City,2020-02-02,Tottenham,eng Premier League,L 0-2,0,2,-2,67,0,0,1,1,33,23,1,1,5,2,1,Match Report
263,Arsenal,2020-02-02,Burnley,eng Premier League,D 0-0,0,0,0,56,0,0,0,0,25,19,1,2,2,0,1,Match Report
264,Tottenham,2020-02-02,Manchester City,eng Premier League,W 2-0,2,0,+2,33,2,0,0,0,6,4,0,2,0,0,0,Match Report
265,Wolves,2020-02-01,Manchester Utd,eng Premier League,D 0-0,0,0,0,36,0,0,0,0,28,13,4,5,2,3,1,Match Report
266,Newcastle Utd,2020-02-01,Norwich City,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,28,15,6,1,3,3,0,Match Report
267,Crystal Palace,2020-02-01,Sheffield Utd,eng Premier League,L 0-1,0,1,-1,61,0,0,0,0,23,20,1,1,0,0,1,Match Report
268,Everton,2020-02-01,Watford,eng Premier League,W 3-2,3,2,+1,55,3,0,0,0,20,13,2,0,2,2,1,Match Report
269,Liverpool,2020-02-01,Southampton,eng Premier League,W 4-0,4,0,+4,62,4,0,0,0,31,25,0,2,3,1,0,Match Report
270,Sheffield Utd,2020-02-01,Crystal Palace,eng Premier League,W 1-0,1,0,+1,39,0,0,0,0,18,11,1,2,2,2,0,Match Report
271,Aston Villa,2020-02-01,Bournemouth,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,26,20,1,3,1,1,0,Match Report
272,Brighton,2020-02-01,West Ham,eng Premier League,D 3-3,3,3,0,65,2,0,0,0,35,29,1,1,2,2,0,Match Report
273,Bournemouth,2020-02-01,Aston Villa,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,29,18,3,0,4,4,0,Match Report
274,Manchester Utd,2020-02-01,Wolves,eng Premier League,D 0-0,0,0,0,64,0,0,0,0,24,18,1,1,2,2,0,Match Report
275,Chelsea,2020-02-01,Leicester City,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,13,9,2,0,0,2,0,Match Report
276,Norwich City,2020-02-01,Newcastle Utd,eng Premier League,D 0-0,0,0,0,56,0,0,0,0,34,23,5,0,4,2,0,Match Report
277,Leicester City,2020-02-01,Chelsea,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,27,20,3,0,2,2,0,Match Report
278,West Ham,2020-02-01,Brighton,eng Premier League,D 3-3,3,3,0,35,3,0,0,0,22,12,3,3,1,3,0,Match Report
279,Watford,2020-02-01,Everton,eng Premier League,L 2-3,2,3,-1,45,2,0,0,0,17,10,2,2,0,3,0,Match Report
280,Southampton,2020-02-01,Liverpool,eng Premier League,L 0-4,0,4,-4,38,0,0,0,0,28,20,3,2,1,1,1,Match Report
281,Liverpool,2020-01-29,West Ham,eng Premier League,W 2-0,2,0,+2,70,1,1,1,0,24,18,0,2,1,2,1,Match Report
282,West Ham,2020-01-29,Liverpool,eng Premier League,L 0-2,0,2,-2,30,0,0,0,0,11,5,2,0,1,2,1,Match Report
283,Liverpool,2020-01-23,Wolves,eng Premier League,W 2-1,2,1,+1,53,2,0,0,0,22,14,1,4,2,1,0,Match Report
284,Wolves,2020-01-23,Liverpool,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,20,14,2,3,0,1,0,Match Report
285,Burnley,2020-01-22,Manchester Utd,eng Premier League,W 2-0,2,0,+2,28,2,0,0,0,10,6,3,0,0,1,0,Match Report
286,Tottenham,2020-01-22,Norwich City,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,27,22,1,1,1,1,1,Match Report
287,Norwich City,2020-01-22,Tottenham,eng Premier League,L 1-2,1,2,-1,49,0,1,1,0,26,21,2,0,1,2,0,Match Report
288,Leicester City,2020-01-22,West Ham,eng Premier League,W 4-1,4,1,+3,67,3,1,1,0,36,25,3,3,2,2,1,Match Report
289,Manchester Utd,2020-01-22,Burnley,eng Premier League,L 0-2,0,2,-2,72,0,0,0,0,46,38,3,1,2,2,0,Match Report
290,West Ham,2020-01-22,Leicester City,eng Premier League,L 1-4,1,4,-3,33,0,1,1,0,10,4,3,0,1,2,0,Match Report
291,Chelsea,2020-01-21,Arsenal,eng Premier League,D 2-2,2,2,0,58,1,1,1,0,33,26,4,1,0,2,0,Match Report
292,Manchester City,2020-01-21,Sheffield Utd,eng Premier League,W 1-0,1,0,+1,66,1,0,1,1,35,25,3,4,0,3,0,Match Report
293,Aston Villa,2020-01-21,Watford,eng Premier League,W 2-1,2,1,+1,64,2,0,0,0,29,19,6,0,2,2,0,Match Report
294,Crystal Palace,2020-01-21,Southampton,eng Premier League,L 0-2,0,2,-2,45,0,0,0,0,10,8,0,0,0,1,1,Match Report
295,Southampton,2020-01-21,Crystal Palace,eng Premier League,W 2-0,2,0,+2,55,2,0,0,0,27,20,3,3,1,0,0,Match Report
296,Brighton,2020-01-21,Bournemouth,eng Premier League,L 1-3,1,3,-2,66,1,0,0,0,34,28,1,1,2,1,1,Match Report
297,Watford,2020-01-21,Aston Villa,eng Premier League,L 1-2,1,2,-1,36,1,0,0,0,13,11,0,0,1,0,1,Match Report
298,Everton,2020-01-21,Newcastle Utd,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,30,26,0,1,1,1,1,Match Report
299,Sheffield Utd,2020-01-21,Manchester City,eng Premier League,L 0-1,0,1,-1,34,0,0,0,0,6,6,0,0,0,0,0,Match Report
300,Arsenal,2020-01-21,Chelsea,eng Premier League,D 2-2,2,2,0,42,2,0,0,0,2,2,0,0,0,0,0,Match Report
301,Bournemouth,2020-01-21,Brighton,eng Premier League,W 3-1,3,1,+2,34,2,0,0,0,18,13,2,1,0,1,1,Match Report
302,Newcastle Utd,2020-01-21,Everton,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,15,9,3,0,3,0,0,Match Report
303,Liverpool,2020-01-19,Manchester Utd,eng Premier League,W 2-0,2,0,+2,53,2,0,0,0,27,20,2,4,0,1,0,Match Report
304,Leicester City,2020-01-19,Burnley,eng Premier League,L 1-2,1,2,-1,55,1,0,1,1,33,23,3,1,2,3,1,Match Report
305,Burnley,2020-01-19,Leicester City,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,13,10,1,0,1,1,0,Match Report
306,Manchester Utd,2020-01-19,Liverpool,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,13,10,0,1,1,0,1,Match Report
307,Sheffield Utd,2020-01-18,Arsenal,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,18,12,4,0,1,1,0,Match Report
308,Bournemouth,2020-01-18,Norwich City,eng Premier League,L 0-1,0,1,-1,35,0,0,0,0,9,5,3,0,0,1,0,Match Report
309,Arsenal,2020-01-18,Sheffield Utd,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,21,15,2,2,0,2,0,Match Report
310,Tottenham,2020-01-18,Watford,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,29,25,0,2,1,0,1,Match Report
311,Wolves,2020-01-18,Southampton,eng Premier League,W 3-2,3,2,+1,47,2,1,1,0,12,7,1,2,0,2,0,Match Report
312,Watford,2020-01-18,Tottenham,eng Premier League,D 0-0,0,0,0,42,0,0,1,1,27,20,0,2,2,2,1,Match Report
313,Manchester City,2020-01-18,Crystal Palace,eng Premier League,D 2-2,2,2,0,72,2,0,0,0,43,38,1,1,2,1,0,Match Report
314,Norwich City,2020-01-18,Bournemouth,eng Premier League,W 1-0,1,0,+1,65,0,1,1,0,27,20,1,3,2,1,0,Match Report
315,Everton,2020-01-18,West Ham,eng Premier League,D 1-1,1,1,0,50,1,0,0,0,18,13,3,0,1,1,0,Match Report
316,Brighton,2020-01-18,Aston Villa,eng Premier League,D 1-1,1,1,0,55,1,0,0,0,17,12,2,0,2,1,0,Match Report
317,Southampton,2020-01-18,Wolves,eng Premier League,L 2-3,2,3,-1,53,2,0,0,0,20,14,1,3,0,2,0,Match Report
318,Chelsea,2020-01-18,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,37,34,1,1,0,1,0,Match Report
319,Crystal Palace,2020-01-18,Manchester City,eng Premier League,D 2-2,2,2,0,28,1,0,0,0,10,5,2,1,1,1,0,Match Report
320,Newcastle Utd,2020-01-18,Chelsea,eng Premier League,W 1-0,1,0,+1,31,1,0,0,0,12,9,2,0,0,1,0,Match Report
321,Aston Villa,2020-01-18,Brighton,eng Premier League,D 1-1,1,1,0,45,1,0,0,0,14,8,2,1,0,3,0,Match Report
322,West Ham,2020-01-18,Everton,eng Premier League,D 1-1,1,1,0,50,1,0,0,0,22,18,2,1,0,1,0,Match Report
323,Bournemouth,2020-01-12,Watford,eng Premier League,L 0-3,0,3,-3,57,0,0,0,0,20,16,1,1,0,2,0,Match Report
324,Watford,2020-01-12,Bournemouth,eng Premier League,W 3-0,3,0,+3,43,3,0,0,0,32,26,1,1,4,0,0,Match Report
325,Manchester City,2020-01-12,Aston Villa,eng Premier League,W 6-1,6,1,+5,70,6,0,0,0,40,31,1,5,1,1,1,Match Report
326,Aston Villa,2020-01-12,Manchester City,eng Premier League,L 1-6,1,6,-5,30,0,1,1,0,14,6,1,4,2,1,0,Match Report
327,Crystal Palace,2020-01-11,Arsenal,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,11,6,2,1,0,2,0,Match Report
328,Norwich City,2020-01-11,Manchester Utd,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,11,9,0,0,1,1,0,Match Report
329,Manchester Utd,2020-01-11,Norwich City,eng Premier League,W 4-0,4,0,+4,60,3,1,1,0,25,23,1,0,0,1,0,Match Report
330,Leicester City,2020-01-11,Southampton,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,8,6,2,0,0,0,0,Match Report
331,Liverpool,2020-01-11,Tottenham,eng Premier League,W 1-0,1,0,+1,67,1,0,0,0,25,20,1,2,1,0,1,Match Report
332,Arsenal,2020-01-11,Crystal Palace,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,11,7,1,0,2,1,0,Match Report
333,Newcastle Utd,2020-01-11,Wolves,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,9,7,0,1,0,0,1,Match Report
334,Chelsea,2020-01-11,Burnley,eng Premier League,W 3-0,3,0,+3,65,2,1,1,0,35,28,2,0,2,2,1,Match Report
335,Southampton,2020-01-11,Leicester City,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,25,17,2,1,3,2,0,Match Report
336,Wolves,2020-01-11,Newcastle Utd,eng Premier League,D 1-1,1,1,0,65,1,0,0,0,13,8,2,1,1,1,0,Match Report
337,Burnley,2020-01-11,Chelsea,eng Premier League,L 0-3,0,3,-3,35,0,0,0,0,11,3,2,1,3,2,0,Match Report
338,Everton,2020-01-11,Brighton,eng Premier League,W 1-0,1,0,+1,53,1,0,0,0,27,22,1,3,1,0,0,Match Report
339,Brighton,2020-01-11,Everton,eng Premier League,L 0-1,0,1,-1,47,0,0,0,0,18,13,1,3,0,1,0,Match Report
340,Tottenham,2020-01-11,Liverpool,eng Premier League,L 0-1,0,1,-1,33,0,0,0,0,24,16,2,3,2,0,1,Match Report
341,West Ham,2020-01-10,Sheffield Utd,eng Premier League,L 0-1,0,1,-1,53,0,0,0,0,10,4,2,2,0,2,0,Match Report
342,Sheffield Utd,2020-01-10,West Ham,eng Premier League,W 1-0,1,0,+1,47,1,0,0,0,22,17,2,1,1,1,0,Match Report
343,Liverpool,2020-01-02,Sheffield Utd,eng Premier League,W 2-0,2,0,+2,74,2,0,0,0,35,30,2,1,2,0,0,Match Report
344,Sheffield Utd,2020-01-02,Liverpool,eng Premier League,L 0-2,0,2,-2,26,0,0,0,0,3,3,0,0,0,0,0,Match Report
345,Manchester Utd,2020-01-01,Arsenal,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,17,13,1,1,0,2,0,Match Report
346,Arsenal,2020-01-01,Manchester Utd,eng Premier League,W 2-0,2,0,+2,49,2,0,0,0,19,13,1,4,1,0,0,Match Report
347,Crystal Palace,2020-01-01,Norwich City,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,21,14,2,0,2,3,0,Match Report
348,Wolves,2020-01-01,Watford,eng Premier League,L 1-2,1,2,-1,63,1,0,0,0,26,18,1,4,2,1,0,Match Report
349,Tottenham,2020-01-01,Southampton,eng Premier League,L 0-1,0,1,-1,59,0,0,0,0,19,12,2,0,2,3,0,Match Report
350,Southampton,2020-01-01,Tottenham,eng Premier League,W 1-0,1,0,+1,41,1,0,0,0,22,17,2,2,1,0,0,Match Report
351,Norwich City,2020-01-01,Crystal Palace,eng Premier League,D 1-1,1,1,0,41,1,0,0,0,25,16,2,0,3,2,2,Match Report
352,West Ham,2020-01-01,Bournemouth,eng Premier League,W 4-0,4,0,+4,43,3,1,1,0,27,19,2,2,1,3,0,Match Report
353,Bournemouth,2020-01-01,West Ham,eng Premier League,L 0-4,0,4,-4,57,0,0,0,0,6,6,0,0,0,0,0,Match Report
354,Burnley,2020-01-01,Aston Villa,eng Premier League,L 1-2,1,2,-1,62,1,0,0,0,36,32,0,1,2,1,0,Match Report
355,Watford,2020-01-01,Wolves,eng Premier League,W 2-1,2,1,+1,37,2,0,0,0,15,12,1,2,0,0,0,Match Report
356,Aston Villa,2020-01-01,Burnley,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,21,16,2,1,1,1,0,Match Report
357,Newcastle Utd,2020-01-01,Leicester City,eng Premier League,L 0-3,0,3,-3,24,0,0,0,0,9,7,0,0,0,1,1,Match Report
358,Leicester City,2020-01-01,Newcastle Utd,eng Premier League,W 3-0,3,0,+3,76,3,0,0,0,29,20,3,1,3,2,0,Match Report
359,Everton,2020-01-01,Manchester City,eng Premier League,L 1-2,1,2,-1,35,1,0,0,0,10,6,3,0,1,0,0,Match Report
360,Brighton,2020-01-01,Chelsea,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,27,15,4,1,4,3,0,Match Report
361,Chelsea,2020-01-01,Brighton,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,27,20,2,2,2,1,0,Match Report
362,Manchester City,2020-01-01,Everton,eng Premier League,W 2-1,2,1,+1,65,2,0,0,0,31,24,3,1,2,1,0,Match Report
363,Chelsea,2019-12-29,Arsenal,eng Premier League,W 2-1,2,1,+1,58,2,0,0,0,25,14,5,0,2,3,1,Match Report
364,Manchester City,2019-12-29,Sheffield Utd,eng Premier League,W 2-0,2,0,+2,72,2,0,0,0,29,23,1,3,0,2,0,Match Report
365,Liverpool,2019-12-29,Wolves,eng Premier League,W 1-0,1,0,+1,62,1,0,0,0,19,15,3,0,1,0,0,Match Report
366,Sheffield Utd,2019-12-29,Manchester City,eng Premier League,L 0-2,0,2,-2,28,0,0,0,0,14,13,1,0,0,0,0,Match Report
367,Arsenal,2019-12-29,Chelsea,eng Premier League,L 1-2,1,2,-1,42,1,0,0,0,12,6,3,0,1,1,1,Match Report
368,Wolves,2019-12-29,Liverpool,eng Premier League,L 0-1,0,1,-1,38,0,0,0,0,18,11,1,3,1,1,1,Match Report
369,Burnley,2019-12-28,Manchester Utd,eng Premier League,L 0-2,0,2,-2,39,0,0,0,0,16,12,1,0,0,2,1,Match Report
370,Tottenham,2019-12-28,Norwich City,eng Premier League,D 2-2,2,2,0,58,1,1,1,0,27,24,0,2,0,1,0,Match Report
371,Aston Villa,2019-12-28,Watford,eng Premier League,L 0-3,0,3,-3,51,0,0,0,0,22,17,2,0,1,2,0,Match Report
372,Crystal Palace,2019-12-28,Southampton,eng Premier League,D 1-1,1,1,0,41,1,0,0,0,7,3,2,1,0,1,0,Match Report
373,Norwich City,2019-12-28,Tottenham,eng Premier League,D 2-2,2,2,0,42,1,0,0,0,7,5,1,0,0,0,1,Match Report
374,Southampton,2019-12-28,Crystal Palace,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,21,10,4,3,1,2,1,Match Report
375,Brighton,2019-12-28,Bournemouth,eng Premier League,W 2-0,2,0,+2,55,2,0,0,0,31,25,2,3,1,0,0,Match Report
376,Leicester City,2019-12-28,West Ham,eng Premier League,W 2-1,2,1,+1,57,2,0,1,1,25,15,1,5,1,3,0,Match Report
377,Watford,2019-12-28,Aston Villa,eng Premier League,W 3-0,3,0,+3,49,2,1,1,0,33,22,3,1,4,3,0,Match Report
378,Manchester Utd,2019-12-28,Burnley,eng Premier League,W 2-0,2,0,+2,61,2,0,0,0,22,15,0,2,2,3,0,Match Report
379,West Ham,2019-12-28,Leicester City,eng Premier League,L 1-2,1,2,-1,43,1,0,0,0,26,19,4,1,1,0,1,Match Report
380,Everton,2019-12-28,Newcastle Utd,eng Premier League,W 2-1,2,1,+1,57,2,0,0,0,36,25,1,1,8,1,0,Match Report
381,Bournemouth,2019-12-28,Brighton,eng Premier League,L 0-2,0,2,-2,45,0,0,0,0,14,11,1,1,0,1,0,Match Report
382,Newcastle Utd,2019-12-28,Everton,eng Premier League,L 1-2,1,2,-1,43,1,0,0,0,32,21,3,4,3,0,1,Match Report
383,Manchester City,2019-12-27,Wolves,eng Premier League,L 2-3,2,3,-1,38,2,0,1,1,13,8,0,1,2,2,0,Match Report
384,Wolves,2019-12-27,Manchester City,eng Premier League,W 3-2,3,2,+1,62,3,0,0,0,40,29,4,3,0,3,1,Match Report
385,Bournemouth,2019-12-26,Arsenal,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,22,15,3,2,1,1,0,Match Report
386,Newcastle Utd,2019-12-26,Manchester Utd,eng Premier League,L 1-4,1,4,-3,28,1,0,0,0,12,8,2,1,0,1,0,Match Report
387,Aston Villa,2019-12-26,Norwich City,eng Premier League,W 1-0,1,0,+1,43,1,0,0,0,18,11,3,1,2,1,0,Match Report
388,Watford,2019-12-26,Sheffield Utd,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,10,7,0,1,0,2,0,Match Report
389,Sheffield Utd,2019-12-26,Watford,eng Premier League,D 1-1,1,1,0,58,0,1,1,0,29,18,5,0,3,3,0,Match Report
390,Chelsea,2019-12-26,Southampton,eng Premier League,L 0-2,0,2,-2,66,0,0,0,0,20,15,4,0,0,1,0,Match Report
391,Brighton,2019-12-26,Tottenham,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,20,12,2,1,1,4,0,Match Report
392,West Ham,2019-12-26,Crystal Palace,eng Premier League,L 1-2,1,2,-1,42,1,0,0,0,18,12,3,1,0,1,1,Match Report
393,Arsenal,2019-12-26,Bournemouth,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,29,23,1,1,4,0,0,Match Report
394,Crystal Palace,2019-12-26,West Ham,eng Premier League,W 2-1,2,1,+1,58,2,0,0,0,22,14,1,6,1,0,0,Match Report
395,Norwich City,2019-12-26,Aston Villa,eng Premier League,L 0-1,0,1,-1,57,0,0,0,0,31,19,5,2,2,2,1,Match Report
