Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Everton,2022-05-22,Arsenal,eng Premier League,L 1-5,1,5,-4,27,1,0,0,0,163,254,64.2,6,11,5,1,10,3024,1435,73,98,74.5,63,78,80.8,21,61,34.4,21,8,19,1,1,10,17,58.8,7,16,7,9,1,22,30,1,1.1,1.1,-3.1,-2.4,1.1,0.7,-0.1,-0.1,-0.1,0.19,6,0.17,0.50,2,33.3,17.7,0,2.8,0.20,-2.2,358,80,177,113,75,16,358,152,802,352,4,5,1,7,8,161,10,Match Report
2,Everton,2022-05-19,Crystal Palace,eng Premier League,W 3-2,3,2,+1,43,3,0,0,0,261,394,66.2,9,32,10,4,31,5080,2445,120,160,75.0,97,138,70.3,37,75,49.3,25,13,13,10,2,6,11,54.5,5,7,0,7,7,32,21,0,0.8,0.8,-0.4,-0.4,0.6,0.8,+2.2,+2.2,+1.4,0.06,12,0.25,0.50,6,50.0,18.5,1,1.1,0.22,-0.9,525,42,140,215,176,24,525,193,1057,514,9,7,2,20,9,258,30,Match Report
3,Everton,2022-05-15,Brentford,eng Premier League,L 2-3,2,3,-1,28,1,1,1,0,156,246,63.4,7,24,8,3,13,3677,2044,74,95,77.9,41,57,71.9,39,79,49.4,5,2,1,3,1,0,8,0.0,8,12,2,10,10,15,26,1,2.1,1.3,+0.6,-0.1,1.2,0.4,-0.1,-0.3,-0.2,0.16,9,0.11,0.25,4,44.4,17.4,0,1.8,0.30,-0.2,356,59,125,115,124,20,355,152,985,427,5,7,2,15,3,154,13,Match Report
4,Everton,2022-05-11,Watford,eng Premier League,D 0-0,0,0,0,52,0,0,0,0,413,538,76.8,11,25,9,5,34,7337,2310,188,215,87.4,152,180,84.4,52,97,53.6,25,17,13,6,6,11,28,39.3,17,8,1,7,11,36,11,0,0.7,0.7,+0.4,+0.4,0.6,0.8,-0.7,-0.7,-0.6,0.05,16,0.00,0.00,5,31.3,16.8,0,0.0,,0.0,641,31,133,255,193,34,641,374,1919,913,17,13,8,9,8,412,34,Match Report
5,Everton,2022-05-08,Leicester City,eng Premier League,W 2-1,2,1,+1,34,2,0,0,0,256,355,72.1,7,19,4,0,18,4466,1624,132,150,88.0,76,102,74.5,32,73,43.8,13,9,8,3,2,2,8,25.0,6,14,1,13,8,21,24,1,1.1,1.1,-0.4,-0.4,0.7,0.9,+0.9,+0.9,+0.3,0.11,10,0.20,0.50,4,40.0,13.8,0,1.2,0.15,+0.2,470,64,173,186,120,17,470,227,1341,721,13,11,7,14,9,250,17,Match Report
6,Everton,2022-05-01,Chelsea,eng Premier League,W 1-0,1,0,+1,23,1,0,0,0,131,229,57.2,7,14,6,1,17,2553,1432,65,81,80.2,43,64,67.2,20,62,32.3,13,10,7,4,2,5,17,29.4,12,20,5,15,10,23,25,0,0.8,0.8,0.0,0.0,0.7,0.5,+0.2,+0.2,+0.3,0.09,9,0.11,0.25,4,44.4,17.8,1,1.1,0.23,+1.1,359,63,137,120,103,20,359,140,932,509,15,6,5,13,12,129,17,Match Report
7,Everton,2022-04-24,Liverpool,eng Premier League,L 0-2,0,2,-2,18,0,0,0,0,104,193,53.9,5,17,2,0,13,2213,1269,54,74,73.0,31,49,63.3,19,55,34.5,20,10,15,4,1,12,18,66.7,6,14,3,11,14,34,37,0,0.4,0.4,-1.3,-1.3,0.2,0.2,-0.4,-0.4,-0.2,0.04,9,0.00,0.00,1,11.1,19.1,1,1.0,0.27,-1.0,356,77,180,118,63,12,356,113,826,361,6,6,6,24,3,104,13,Match Report
8,Everton,2022-04-20,Leicester City,eng Premier League,D 1-1,1,1,0,37,1,0,0,0,288,397,72.5,12,24,6,2,27,5615,2161,130,164,79.3,119,143,83.2,39,74,52.7,14,9,8,6,0,8,14,57.1,6,22,7,15,13,27,13,0,1.8,1.8,+0.9,+0.9,1.7,1.6,-0.8,-0.8,-0.7,0.14,13,0.08,0.33,3,23.1,14.7,0,0.9,0.28,-0.1,509,69,188,184,143,23,509,251,1439,648,15,8,2,15,7,287,26,Match Report
9,Everton,2022-04-09,Manchester Utd,eng Premier League,W 1-0,1,0,+1,33,1,0,0,0,230,349,65.9,5,20,2,1,20,3967,1829,110,136,80.9,88,115,76.5,23,67,34.3,18,12,10,7,1,10,20,50.0,10,22,7,15,12,30,36,0,0.4,0.4,-0.4,-0.4,0.3,0.2,+0.6,+0.6,-0.3,0.05,7,0.14,0.33,3,42.9,18.3,0,0.4,0.10,+0.4,496,76,189,195,119,13,496,234,1197,459,12,5,4,26,11,230,20,Match Report
10,Everton,2022-04-06,Burnley,eng Premier League,L 2-3,2,3,-1,48,0,2,2,0,230,377,61.0,11,20,10,2,31,3791,1629,126,172,73.3,59,92,64.1,29,78,37.2,19,11,12,6,1,14,22,63.6,8,9,3,6,9,28,41,1,2.4,0.8,+0.4,-1.2,0.7,0.8,-0.4,-0.8,-0.7,0.06,14,0.00,0.00,2,14.3,19.5,0,2.4,0.60,-0.6,507,60,157,152,206,33,505,250,1478,699,20,15,10,17,6,229,31,Match Report
