Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Norwich City,2022-05-22,Tottenham,eng Premier League,L 0-5,0,5,-5,41,0,0,0,0,349,440,79.3,5,22,5,1,37,6813,1908,141,163,86.5,149,167,89.2,52,92,56.5,14,12,9,4,1,8,18,44.4,10,4,3,1,11,25,7,1,0.5,0.5,-3.0,-3.0,0.3,0.7,-0.5,-0.5,-0.3,0.05,9,0.00,,0,0.0,18.6,0,3.9,0.36,-1.1,513,60,184,233,98,16,513,327,1638,757,17,6,4,11,4,347,37,Match Report
2,Norwich City,2022-05-15,Wolves,eng Premier League,D 1-1,1,1,0,36,1,0,0,0,286,379,75.5,10,18,2,0,19,4420,1709,159,172,92.4,96,126,76.2,21,59,35.6,24,14,16,7,1,10,29,34.5,19,8,5,3,9,33,23,0,1.1,1.1,+0.2,+0.2,1.0,0.3,-0.1,-0.1,0.0,0.10,11,0.09,0.50,2,18.2,14.4,0,1.2,0.30,+0.2,470,95,248,176,57,13,470,269,1707,976,19,7,6,8,4,286,19,Match Report
3,Norwich City,2022-05-11,Leicester City,eng Premier League,L 0-3,0,3,-3,35,0,0,0,0,310,384,80.7,7,19,6,2,22,5293,1953,170,188,90.4,103,119,86.6,32,58,55.2,19,12,8,9,2,12,21,57.1,9,14,7,7,5,24,37,0,1.1,1.1,-0.9,-0.9,1.0,0.4,-1.1,-1.1,-1.0,0.12,9,0.00,0.00,5,55.6,17.0,0,3.1,0.40,+0.1,527,96,255,184,94,18,527,329,1960,897,18,11,2,15,10,308,22,Match Report
4,Norwich City,2022-05-08,West Ham,eng Premier League,L 0-4,0,4,-4,37,0,0,0,0,340,416,81.7,5,23,6,0,28,5308,1957,188,208,90.4,116,128,90.6,26,55,47.3,12,7,3,7,2,3,12,25.0,9,16,4,12,9,21,20,1,0.8,0.8,-2.2,-1.5,0.7,0.6,-0.8,-0.8,-0.7,0.10,8,0.00,0.00,2,25.0,22.2,1,1.8,0.17,-2.2,498,58,172,214,119,16,498,310,1970,1081,27,12,6,8,11,337,28,Match Report
5,Norwich City,2022-04-30,Aston Villa,eng Premier League,L 0-2,0,2,-2,55,0,0,0,0,436,538,81.0,7,16,4,0,26,8054,2622,176,208,84.6,182,207,87.9,62,93,66.7,12,6,5,5,2,6,15,40.0,9,12,7,5,14,26,9,0,0.5,0.5,-1.2,-1.2,0.5,0.5,-0.5,-0.5,-0.5,0.06,9,0.00,0.00,3,33.3,21.6,0,1.5,0.29,-0.5,636,75,255,255,120,17,636,399,2089,892,20,12,5,15,18,430,26,Match Report
6,Norwich City,2022-04-23,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,46,0,0,0,0,344,463,74.3,4,27,9,0,34,5875,1893,161,189,85.2,129,157,82.2,37,80,46.3,20,12,8,10,2,7,17,41.2,10,14,0,14,15,35,12,1,0.6,0.6,-1.3,-1.3,0.6,0.6,-0.6,-0.6,-0.6,0.13,5,0.00,0.00,2,40.0,15.2,1,1.8,0.25,-1.2,562,49,173,255,137,11,562,310,1598,818,14,12,1,14,9,342,33,Match Report
7,Norwich City,2022-04-16,Manchester Utd,eng Premier League,L 2-3,2,3,-1,39,2,0,0,0,337,427,78.9,11,21,8,0,35,6183,2569,143,164,87.2,149,173,86.1,39,70,55.7,20,11,11,6,3,14,32,43.8,18,8,6,2,6,26,19,1,1.5,1.5,-0.4,-0.4,1.4,1.6,+0.5,+0.5,+0.6,0.10,15,0.13,0.50,4,26.7,19.9,1,1.3,0.14,-1.7,526,82,209,219,107,21,526,333,1993,1132,22,13,6,11,6,334,35,Match Report
8,Norwich City,2022-04-10,Burnley,eng Premier League,W 2-0,2,0,+2,45,2,0,0,0,247,389,63.5,16,18,6,1,30,4060,1810,137,177,77.4,84,118,71.2,23,73,31.5,10,7,6,3,1,5,15,33.3,10,15,6,9,7,17,43,0,1.7,1.7,0.0,0.0,1.7,0.6,+0.3,+0.3,-0.7,0.10,17,0.12,0.33,6,35.3,19.4,0,0.6,0.19,+0.6,518,86,229,156,144,20,518,225,1555,915,24,15,8,10,11,244,29,Match Report
9,Norwich City,2022-04-02,Brighton,eng Premier League,D 0-0,0,0,0,37,0,0,0,0,215,330,65.2,3,8,3,0,16,3621,1636,106,136,77.9,72,102,70.6,25,66,37.9,17,7,10,7,0,8,18,44.4,10,22,9,13,11,28,37,0,0.4,0.4,-2.4,-1.6,0.3,0.5,-0.4,-0.4,-0.3,0.06,6,0.00,,0,0.0,17.8,0,0.2,0.05,+0.2,455,91,230,167,62,13,455,219,1214,591,11,6,4,13,8,214,16,Match Report
10,Norwich City,2022-03-13,Leeds United,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,313,433,72.3,5,16,10,1,32,5685,2410,146,178,82.0,122,151,80.8,40,70,57.1,12,9,7,5,0,7,16,43.8,9,10,1,9,10,22,14,0,1.5,1.5,-1.0,-1.0,1.1,1.6,-0.5,-0.5,-0.1,0.12,12,0.08,0.25,4,33.3,18.8,1,2.0,0.28,0.0,556,75,217,220,130,19,556,258,1656,909,14,9,2,24,10,308,31,Match Report
11,Norwich City,2022-03-10,Chelsea,eng Premier League,L 1-3,1,3,-2,34,0,1,1,0,312,386,80.8,4,21,5,1,22,5465,2087,144,169,85.2,127,146,87.0,32,52,61.5,16,9,8,6,2,9,19,47.4,10,10,3,7,11,27,13,0,1.0,0.2,-0.7,-1.5,0.1,0.3,0.0,-0.2,-0.1,0.03,7,0.00,0.00,2,28.6,25.7,0,2.2,0.32,-0.8,476,78,200,184,95,12,475,212,1471,647,13,5,2,12,11,307,22,Match Report
