Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Wolves,2022-05-22,Liverpool,eng Premier League,L 1-3,1,3,-2,37,1,0,0,0,343,430,79.8,7,24,2,0,21,6806,2718,151,165,91.5,130,148,87.8,59,100,59.0,18,6,10,7,1,6,18,33.3,12,20,14,6,15,33,31,0,1.3,1.3,-1.4,-1.4,1.3,0.8,-0.3,-0.3,-0.3,0.18,7,0.14,0.20,5,71.4,14.7,0,2.8,0.39,-0.2,570,104,255,217,84,15,570,342,1708,848,13,15,8,15,10,338,20,Match Report
2,Wolves,2022-05-15,Norwich City,eng Premier League,D 1-1,1,1,0,64,1,0,0,0,580,662,87.6,12,53,9,5,56,9997,3116,262,292,89.7,263,283,92.9,43,65,66.2,8,6,6,2,0,4,15,26.7,11,10,1,9,8,16,10,0,0.9,0.9,-0.2,-0.2,0.6,0.9,+0.1,+0.1,-0.6,0.05,17,0.06,0.25,4,23.5,20.8,1,0.9,0.43,-0.1,758,47,155,255,255,31,758,501,2937,1542,27,27,7,18,14,573,54,Match Report
3,Wolves,2022-05-11,Manchester City,eng Premier League,L 1-5,1,5,-4,34,1,0,0,0,340,418,81.3,6,18,5,1,21,6433,2276,131,148,88.5,165,183,90.2,41,73,56.2,16,9,6,9,1,4,9,44.4,5,6,1,5,8,24,12,2,0.5,0.5,-1.8,-1.8,0.5,0.3,+0.5,+0.5,+0.5,0.08,7,0.14,0.33,3,42.9,16.9,0,3.7,0.73,-1.3,503,84,248,198,62,13,503,342,1561,677,13,8,6,10,12,340,21,Match Report
4,Wolves,2022-05-07,Chelsea,eng Premier League,D 2-2,2,2,0,41,2,0,0,0,287,372,77.2,9,13,5,2,23,4918,1933,136,157,86.6,110,135,81.5,32,62,51.6,18,11,13,4,1,8,16,50.0,8,9,5,4,12,30,29,2,2.0,2.0,+0.3,+1.1,1.6,0.8,0.0,0.0,+0.4,0.15,14,0.14,0.50,4,28.6,15.6,0,1.9,0.15,-0.1,488,81,226,183,85,14,488,250,1455,741,11,14,3,16,15,283,22,Match Report
5,Wolves,2022-04-30,Brighton,eng Premier League,L 0-3,0,3,-3,49,0,0,0,0,394,499,79.0,8,27,3,1,33,6797,2544,182,206,88.3,173,206,84.0,34,72,47.2,19,13,12,5,2,11,25,44.0,14,14,4,10,5,24,10,0,0.7,0.7,-2.0,-0.4,0.5,0.5,-0.7,-0.7,-0.5,0.06,11,0.00,0.00,1,9.1,18.7,1,2.9,0.21,-0.1,591,67,254,239,103,20,591,371,1996,1054,24,13,7,9,11,390,33,Match Report
6,Wolves,2022-04-24,Burnley,eng Premier League,L 0-1,0,1,-1,64,0,0,0,0,522,639,81.7,8,33,12,1,43,9214,2838,204,231,88.3,238,268,88.8,45,82,54.9,28,16,13,13,2,12,18,66.7,6,9,4,5,9,37,16,0,0.6,0.6,-0.8,-0.8,0.5,0.6,-0.6,-0.6,-0.5,0.06,10,0.00,0.00,4,40.0,19.0,0,1.3,0.27,+0.3,756,54,199,255,153,28,756,413,2245,1145,30,24,7,18,13,516,42,Match Report
7,Wolves,2022-04-08,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,479,585,81.9,2,26,2,1,31,7964,2360,238,267,89.1,198,229,86.5,37,72,51.4,24,12,9,14,1,6,16,37.5,10,9,5,4,7,31,14,0,0.4,0.4,-1.1,-0.3,0.2,0.2,-0.4,-0.4,-0.2,0.08,5,0.00,0.00,2,40.0,18.2,0,1.5,0.13,+0.5,673,68,242,255,124,8,673,297,2014,1140,19,9,1,9,2,477,31,Match Report
8,Wolves,2022-04-02,Aston Villa,eng Premier League,W 2-1,2,1,+1,49,1,0,0,0,361,457,79.0,5,15,6,1,24,6567,2442,155,173,89.6,150,177,84.7,46,75,61.3,23,11,13,8,2,5,13,38.5,8,11,3,8,6,29,20,0,1.3,1.3,-0.8,-0.2,0.5,0.4,-0.3,-0.3,-0.5,0.13,11,0.09,0.25,4,36.4,15.0,0,1.3,0.18,+0.3,571,82,255,222,95,17,571,265,1552,915,19,12,5,17,9,358,24,Match Report
9,Wolves,2022-03-18,Leeds United,eng Premier League,L 2-3,2,3,-1,48,2,0,0,0,361,453,79.7,12,24,8,3,31,6934,2456,152,178,85.4,140,161,87.0,59,92,64.1,15,9,9,5,1,7,16,43.8,9,15,3,12,8,23,14,3,1.2,1.2,-0.8,-0.8,1.1,1.1,+0.8,+0.8,+0.9,0.08,14,0.14,0.25,8,57.1,20.9,0,1.9,0.39,-1.1,565,64,232,220,116,24,565,286,1507,688,9,7,3,20,9,358,30,Match Report
10,Wolves,2022-03-13,Everton,eng Premier League,W 1-0,1,0,+1,61,1,0,0,0,541,630,85.9,11,44,3,1,40,9944,3300,224,248,90.3,250,275,90.9,58,82,70.7,12,8,3,8,1,4,14,28.6,10,9,0,9,13,25,23,0,0.8,0.8,+0.4,+0.4,0.7,0.5,+0.2,+0.2,+0.3,0.06,14,0.07,0.33,3,21.4,21.7,0,0.2,0.09,+0.2,739,55,223,255,154,16,739,478,2277,1332,26,18,8,14,14,538,39,Match Report
