Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Crystal Palace,2022-05-22,Manchester Utd,eng Premier League,W 1-0,1,0,+1,39,1,0,0,0,263,367,71.7,5,16,4,1,15,4576,1838,111,136,81.6,102,122,83.6,31,67,46.3,8,3,4,3,1,2,8,25.0,6,16,3,13,9,17,21,0,0.6,0.6,-0.1,-0.1,0.6,0.8,+0.4,+0.4,-0.6,0.10,6,0.17,0.33,3,50.0,14.1,0,0.2,0.06,+0.2,479,75,195,172,117,14,479,255,1402,619,13,7,4,17,5,260,15,Match Report
2,Crystal Palace,2022-05-19,Everton,eng Premier League,L 2-3,2,3,-1,57,2,0,0,0,383,516,74.2,3,26,5,1,32,7177,2664,160,186,86.0,175,218,80.3,38,81,46.9,20,13,13,5,2,11,17,64.7,6,11,2,9,4,24,36,0,1.1,1.1,+0.4,+0.4,0.6,0.5,+0.9,+0.9,+0.4,0.17,7,0.29,0.40,5,71.4,14.2,0,1.9,0.32,-1.1,636,84,243,255,117,11,636,365,1488,701,11,13,1,14,19,380,31,Match Report
3,Crystal Palace,2022-05-15,Aston Villa,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,442,535,82.6,15,27,4,1,28,7580,2915,214,240,89.2,162,183,88.5,45,76,59.2,12,4,4,5,3,3,7,42.9,4,13,4,9,13,25,15,0,1.4,1.4,+0.4,+0.4,1.4,0.8,-0.4,-0.4,-0.4,0.09,16,0.06,0.25,4,25.0,17.6,0,0.8,0.21,-0.2,642,59,235,255,151,23,642,437,2115,1061,16,10,2,16,10,441,28,Match Report
4,Crystal Palace,2022-05-07,Watford,eng Premier League,W 1-0,1,0,+1,67,0,1,1,0,487,589,82.7,12,42,12,4,40,9726,3116,175,196,89.3,227,258,88.0,79,114,69.3,11,4,2,6,3,4,9,44.4,5,10,3,7,3,14,12,0,2.2,1.4,+1.8,+1.0,0.9,0.8,-1.2,-1.4,-0.9,0.11,14,0.00,0.00,6,42.9,15.8,1,0.5,0.46,+0.5,673,44,211,255,179,27,672,417,2205,1235,15,13,7,10,8,485,40,Match Report
5,Crystal Palace,2022-04-30,Southampton,eng Premier League,W 2-1,2,1,+1,62,2,0,0,0,468,583,80.3,11,32,7,4,42,8389,3125,194,223,87.0,208,231,90.0,48,84,57.1,9,6,3,4,2,3,8,37.5,5,10,2,8,8,17,30,0,1.1,1.1,+0.5,+0.5,0.8,0.8,+0.9,+0.9,+1.2,0.08,14,0.14,0.40,5,35.7,13.9,0,0.5,0.16,-0.5,708,83,255,255,146,27,708,397,1898,823,19,12,5,18,18,465,42,Match Report
6,Crystal Palace,2022-04-25,Leeds United,eng Premier League,D 0-0,0,0,0,53,0,0,0,0,368,494,74.5,13,27,12,6,42,7359,2960,145,179,81.0,177,220,80.5,45,83,54.2,13,7,3,6,4,7,15,46.7,8,15,3,12,12,25,9,0,1.9,1.9,+1.4,+1.4,1.0,1.0,-1.9,-1.9,-1.0,0.11,17,0.00,0.00,7,41.2,13.6,0,0.2,0.10,+0.2,616,58,210,255,153,35,616,344,1737,899,19,10,5,19,14,366,41,Match Report
7,Crystal Palace,2022-04-20,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,63,0,0,0,0,523,643,81.3,8,29,9,3,26,8361,2596,286,314,91.1,203,233,87.1,30,76,39.5,20,10,5,11,4,11,25,44.0,14,15,6,9,7,27,14,0,0.5,0.5,-0.4,-0.4,0.4,0.5,-0.5,-0.5,-0.4,0.05,10,0.00,0.00,2,20.0,15.4,0,1.1,0.28,+0.1,749,76,219,255,132,17,749,463,2121,1112,6,15,0,11,9,520,26,Match Report
8,Crystal Palace,2022-04-10,Leicester City,eng Premier League,L 1-2,1,2,-1,49,1,0,1,1,438,526,83.3,9,14,5,0,27,7832,2248,169,183,92.3,225,243,92.6,30,65,46.2,17,8,6,9,2,2,7,28.6,5,14,6,8,14,31,14,0,1.4,0.6,+0.5,-0.4,0.6,0.6,-0.4,+0.4,-0.6,0.06,10,0.10,0.50,2,20.0,14.0,0,0.7,0.24,-1.3,641,87,255,255,85,23,640,361,1986,921,20,12,9,18,13,437,27,Match Report
9,Crystal Palace,2022-04-04,Arsenal,eng Premier League,W 3-0,3,0,+3,32,2,1,1,0,222,320,69.4,4,11,2,1,15,4324,1830,96,118,81.4,91,113,80.5,33,77,42.9,18,8,11,5,2,7,15,46.7,8,11,1,10,10,28,17,0,1.5,0.7,+0.7,-0.1,0.6,0.1,+1.5,+1.3,+1.4,0.14,5,0.40,0.50,4,80.0,21.0,1,0.9,0.30,+0.9,436,49,193,173,79,9,435,248,1251,461,7,8,1,24,10,221,15,Match Report
10,Crystal Palace,2022-03-14,Manchester City,eng Premier League,D 0-0,0,0,0,27,0,0,0,0,190,295,64.4,5,10,2,0,13,3372,1530,96,117,82.1,72,98,73.5,19,64,29.7,16,9,12,4,0,9,24,37.5,15,16,6,10,8,24,34,0,0.6,0.6,-2.2,-2.2,0.5,0.5,-0.6,-0.6,-0.5,0.09,7,0.00,0.00,1,14.3,14.7,0,0.3,0.07,+0.3,407,106,231,131,54,13,407,210,1146,609,9,5,4,9,10,188,12,Match Report
