Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Brentford,2022-05-22,Leeds United,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,345,452,76.3,12,19,6,1,30,6023,2478,151,175,86.3,158,192,82.3,31,65,47.7,12,8,7,5,0,6,14,42.9,8,6,2,4,15,27,24,0,0.8,0.8,-0.5,+0.3,0.8,0.5,+0.2,+0.2,+0.2,0.06,14,0.07,0.20,5,35.7,13.7,0,1.8,0.14,-0.2,562,64,198,255,79,17,562,349,1733,937,15,10,3,16,7,344,30,Match Report
2,Brentford,2022-05-15,Everton,eng Premier League,W 3-2,3,2,+1,72,2,0,0,0,535,636,84.1,12,45,12,5,68,10612,3206,193,220,87.7,252,276,91.3,76,108,70.4,14,3,5,6,3,11,16,68.8,5,3,0,3,6,20,11,0,1.4,1.4,-0.6,+0.1,1.0,1.1,+0.6,+0.6,+1.0,0.08,18,0.11,0.33,6,33.3,18.1,1,3.3,0.46,+1.3,722,62,241,255,226,30,722,411,2307,1546,30,24,5,15,5,531,68,Match Report
3,Brentford,2022-05-07,Southampton,eng Premier League,W 3-0,3,0,+3,41,3,0,0,0,252,358,70.4,14,29,9,1,34,4533,2322,116,139,83.5,83,118,70.3,37,72,51.4,10,7,7,2,1,4,9,44.4,5,12,5,7,15,25,26,0,2.6,2.6,+1.2,+1.2,2.4,1.8,+0.4,+0.4,+0.6,0.15,18,0.17,0.60,5,27.8,13.9,1,0.9,0.21,+0.9,480,74,179,184,121,34,480,216,1016,506,10,6,8,11,6,249,34,Match Report
4,Brentford,2022-05-02,Manchester Utd,eng Premier League,L 0-3,0,3,-3,37,0,0,0,0,331,427,77.5,8,25,14,4,38,5736,2408,174,199,87.4,122,148,82.4,30,63,47.6,9,5,4,2,3,4,8,50.0,4,7,1,6,6,15,5,0,0.6,0.6,-1.4,-0.6,0.4,0.6,-0.6,-0.6,-0.4,0.05,12,0.00,0.00,4,33.3,18.9,1,1.7,0.15,-1.3,496,58,160,185,153,22,496,269,1567,687,16,12,2,11,5,328,38,Match Report
5,Brentford,2022-04-23,Tottenham,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,321,440,73.0,11,27,4,3,30,6449,2458,128,158,81.0,135,166,81.3,50,88,56.8,12,6,5,6,1,3,12,25.0,9,10,5,5,10,22,25,0,0.9,0.9,+0.3,+0.3,0.6,1.1,-0.9,-0.9,-0.6,0.06,15,0.00,0.00,1,6.7,15.3,1,0.0,,0.0,553,78,192,222,141,34,553,303,1297,625,10,6,2,8,5,319,30,Match Report
6,Brentford,2022-04-16,Watford,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,320,441,72.6,14,29,6,4,30,6076,2549,142,175,81.1,123,164,75.0,48,85,56.5,22,12,12,9,1,9,14,64.3,5,12,4,8,6,28,15,0,1.9,1.9,+0.2,+0.2,1.8,1.3,+0.1,+0.1,+0.2,0.12,16,0.13,0.40,5,31.3,19.7,0,0.8,0.19,-0.2,563,66,214,192,165,26,563,253,1441,832,16,13,2,22,4,319,30,Match Report
7,Brentford,2022-04-10,West Ham,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,422,525,80.4,13,28,12,3,40,7478,3044,181,199,91.0,182,217,83.9,45,78,57.7,11,5,9,0,2,8,16,50.0,8,8,1,7,10,21,16,0,1.4,1.4,+1.1,+1.1,1.4,1.9,+0.6,+0.6,+0.6,0.09,15,0.13,0.29,7,46.7,15.8,0,0.0,0.03,0.0,612,71,249,217,150,34,612,321,1415,866,12,12,3,13,3,417,39,Match Report
8,Brentford,2022-04-02,Chelsea,eng Premier League,W 4-1,4,1,+3,30,4,0,0,0,210,295,71.2,10,19,8,2,25,3778,1981,98,115,85.2,76,91,83.5,27,62,43.5,19,10,9,8,2,7,17,41.2,10,7,4,3,8,27,35,0,1.8,1.8,+0.5,+0.5,1.4,1.1,+2.2,+2.2,+1.6,0.11,17,0.24,0.67,6,35.3,13.5,1,1.3,0.17,+0.3,418,86,177,137,108,23,418,213,1097,548,10,9,2,14,7,209,25,Match Report
9,Brentford,2022-03-20,Leicester City,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,401,502,79.9,11,33,10,2,51,7173,2681,192,217,88.5,159,185,85.9,43,74,58.1,8,3,4,3,1,4,13,30.8,9,14,2,12,11,19,10,0,1.3,1.3,+0.3,+0.3,1.2,1.7,-0.3,-0.3,-0.2,0.09,15,0.07,0.17,6,40.0,14.9,0,1.6,0.40,-0.4,596,67,221,226,155,35,596,292,1677,1002,17,12,4,17,9,399,51,Match Report
10,Brentford,2022-03-12,Burnley,eng Premier League,W 2-0,2,0,+2,55,1,1,1,0,361,530,68.1,9,32,7,4,28,6497,2732,184,224,82.1,131,187,70.1,42,94,44.7,16,11,7,5,4,10,11,90.9,1,4,1,3,11,27,35,1,1.9,1.1,+1.2,+0.5,1.0,1.0,+0.1,-0.1,0.0,0.09,12,0.08,0.50,2,16.7,21.5,0,0.2,0.21,+0.2,638,86,255,255,114,23,637,380,1704,875,18,7,5,14,5,360,28,Match Report
