Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Match Report
76,Arsenal,2023-05-07,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,45,1,0,0,0,511,78,211,189,119,20,511,Match Report
77,Wolves,2023-05-06,Aston Villa,eng Premier League,W 1-0,1,0,+1,38,1,0,0,0,393,77,179,154,69,8,393,Match Report
78,Aston Villa,2023-05-06,Wolves,eng Premier League,L 0-1,0,1,-1,62,0,0,0,0,571,52,173,242,156,31,571,Match Report
79,Leeds United,2023-05-06,Manchester City,eng Premier League,L 1-2,1,2,-1,20,1,0,0,0,316,74,175,104,40,5,316,Match Report
80,Brentford,2023-05-06,Liverpool,eng Premier League,L 0-1,0,1,-1,46,0,0,0,0,445,63,161,191,101,8,445,Match Report
81,Manchester City,2023-05-06,Leeds United,eng Premier League,W 2-1,2,1,+1,80,2,0,1,1,994,45,179,255,255,35,993,Match Report
82,Crystal Palace,2023-05-06,Tottenham,eng Premier League,L 0-1,0,1,-1,44,0,0,0,0,508,53,169,217,130,20,508,Match Report
83,Liverpool,2023-05-06,Brentford,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,520,55,145,216,161,28,520,Match Report
84,Tottenham,2023-05-06,Crystal Palace,eng Premier League,W 1-0,1,0,+1,56,1,0,0,0,647,49,232,255,116,12,647,Match Report
85,Chelsea,2023-05-06,Bournemouth,eng Premier League,W 3-1,3,1,+2,65,3,0,0,0,756,54,190,255,237,41,756,Match Report
86,Bournemouth,2023-05-06,Chelsea,eng Premier League,L 1-3,1,3,-2,35,1,0,0,0,454,72,205,144,108,21,454,Match Report
87,Brighton,2023-05-04,Manchester Utd,eng Premier League,W 1-0,1,0,+1,59,0,1,1,0,705,77,233,255,147,36,704,Match Report
88,Manchester Utd,2023-05-04,Brighton,eng Premier League,L 0-1,0,1,-1,41,0,0,0,0,524,93,218,185,124,17,524,Match Report
89,West Ham,2023-05-03,Manchester City,eng Premier League,L 0-3,0,3,-3,31,0,0,0,0,456,70,155,211,91,6,456,Match Report
90,Fulham,2023-05-03,Liverpool,eng Premier League,L 0-1,0,1,-1,43,0,0,0,0,612,94,255,246,110,12,612,Match Report
91,Manchester City,2023-05-03,West Ham,eng Premier League,W 3-0,3,0,+3,69,3,0,0,0,853,60,206,255,251,35,853,Match Report
92,Liverpool,2023-05-03,Fulham,eng Premier League,W 1-0,1,0,+1,57,0,1,1,0,762,53,193,255,230,33,761,Match Report
93,Chelsea,2023-05-02,Arsenal,eng Premier League,L 1-3,1,3,-2,45,1,0,0,0,583,95,236,255,95,22,583,Match Report
94,Arsenal,2023-05-02,Chelsea,eng Premier League,W 3-1,3,1,+2,55,3,0,0,0,680,63,175,255,191,37,680,Match Report
95,Everton,2023-05-01,Leicester City,eng Premier League,D 2-2,2,2,0,46,1,1,1,0,542,54,152,210,187,31,541,Match Report
96,Leicester City,2023-05-01,Everton,eng Premier League,D 2-2,2,2,0,54,2,0,1,1,622,84,255,226,133,18,621,Match Report
97,Fulham,2023-04-30,Manchester City,eng Premier League,L 1-2,1,2,-1,38,1,0,0,0,512,79,226,202,93,7,512,Match Report
98,Manchester Utd,2023-04-30,Aston Villa,eng Premier League,W 1-0,1,0,+1,57,1,0,0,0,650,50,218,255,138,29,650,Match Report
99,Tottenham,2023-04-30,Liverpool,eng Premier League,L 3-4,3,4,-1,33,3,0,0,0,487,78,241,180,70,13,487,Match Report
100,Aston Villa,2023-04-30,Manchester Utd,eng Premier League,L 0-1,0,1,-1,43,0,0,0,0,516,89,219,213,89,14,516,Match Report
101,Manchester City,2023-04-30,Fulham,eng Premier League,W 2-1,2,1,+1,62,1,1,1,0,784,51,186,255,178,34,783,Match Report
102,Newcastle Utd,2023-04-30,Southampton,eng Premier League,W 3-1,3,1,+2,63,2,0,0,0,676,39,159,255,222,52,676,Match Report
103,Southampton,2023-04-30,Newcastle Utd,eng Premier League,L 1-3,1,3,-2,37,1,0,0,0,485,107,236,190,68,13,485,Match Report
104,Bournemouth,2023-04-30,Leeds United,eng Premier League,W 4-1,4,1,+3,42,4,0,0,0,543,68,223,226,99,23,543,Match Report
105,Liverpool,2023-04-30,Tottenham,eng Premier League,W 4-3,4,3,+1,67,3,1,1,0,864,45,210,255,217,28,863,Match Report
106,Leeds United,2023-04-30,Bournemouth,eng Premier League,L 1-4,1,4,-3,58,1,0,0,0,675,44,201,255,183,26,675,Match Report
107,Brighton,2023-04-29,Wolves,eng Premier League,W 6-0,6,0,+6,57,6,0,0,0,646,51,192,255,145,35,646,Match Report
108,Crystal Palace,2023-04-29,West Ham,eng Premier League,W 4-3,4,3,+1,59,3,1,1,0,664,55,208,255,180,35,663,Match Report
109,Brentford,2023-04-29,Nott'ham Forest,eng Premier League,W 2-1,2,1,+1,68,2,0,0,0,699,24,132,255,192,23,699,Match Report
110,Nott'ham Forest,2023-04-29,Brentford,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,400,80,190,163,54,7,400,Match Report
111,Wolves,2023-04-29,Brighton,eng Premier League,L 0-6,0,6,-6,43,0,0,0,0,508,68,201,206,107,13,508,Match Report
112,West Ham,2023-04-29,Crystal Palace,eng Premier League,L 3-4,3,4,-1,41,3,0,0,0,508,65,186,211,117,15,508,Match Report
113,Tottenham,2023-04-27,Manchester Utd,eng Premier League,D 2-2,2,2,0,40,2,0,0,0,552,63,172,244,144,31,552,Match Report
114,Everton,2023-04-27,Newcastle Utd,eng Premier League,L 1-4,1,4,-3,40,1,0,0,0,470,56,141,234,109,15,469,Match Report
115,Bournemouth,2023-04-27,Southampton,eng Premier League,W 1-0,1,0,+1,43,1,0,0,0,566,74,207,239,132,31,566,Match Report
116,Newcastle Utd,2023-04-27,Everton,eng Premier League,W 4-1,4,1,+3,60,4,0,0,0,636,61,255,211,157,30,636,Match Report
117,Manchester Utd,2023-04-27,Tottenham,eng Premier League,D 2-2,2,2,0,60,2,0,0,0,755,86,233,255,195,31,755,Match Report
118,Southampton,2023-04-27,Bournemouth,eng Premier League,L 0-1,0,1,-1,57,0,0,0,0,678,84,233,255,157,19,678,Match Report
119,Manchester City,2023-04-26,Arsenal,eng Premier League,W 4-1,4,1,+3,52,4,0,0,0,590,74,236,255,99,21,590,Match Report
120,West Ham,2023-04-26,Liverpool,eng Premier League,L 1-2,1,2,-1,28,1,0,0,0,452,66,176,177,102,14,452,Match Report
121,Arsenal,2023-04-26,Manchester City,eng Premier League,L 1-4,1,4,-3,48,1,0,0,0,549,71,212,255,88,18,549,Match Report
122,Liverpool,2023-04-26,West Ham,eng Premier League,W 2-1,2,1,+1,72,2,0,0,0,1000,72,255,255,228,36,1000,Match Report
123,Brighton,2023-04-26,Nott'ham Forest,eng Premier League,L 1-3,1,3,-2,74,1,0,0,0,856,74,193,255,206,31,856,Match Report
124,Chelsea,2023-04-26,Brentford,eng Premier League,L 0-2,0,2,-2,71,0,0,0,0,845,48,167,255,255,25,845,Match Report
125,Nott'ham Forest,2023-04-26,Brighton,eng Premier League,W 3-1,3,1,+2,26,1,1,2,1,384,66,192,125,72,21,382,Match Report
126,Brentford,2023-04-26,Chelsea,eng Premier League,W 2-0,2,0,+2,29,1,0,0,0,409,60,157,179,80,13,409,Match Report
127,Fulham,2023-04-25,Aston Villa,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,543,46,173,255,105,14,543,Match Report
128,Crystal Palace,2023-04-25,Wolves,eng Premier League,L 0-2,0,2,-2,59,0,0,0,0,612,55,167,255,169,27,612,Match Report
129,Aston Villa,2023-04-25,Fulham,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,571,73,223,234,118,17,571,Match Report
130,Leeds United,2023-04-25,Leicester City,eng Premier League,D 1-1,1,1,0,41,1,0,0,0,497,60,175,193,132,13,497,Match Report
131,Leicester City,2023-04-25,Leeds United,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,609,48,205,241,167,22,609,Match Report
132,Wolves,2023-04-25,Crystal Palace,eng Premier League,W 2-0,2,0,+2,41,0,1,1,0,478,79,208,176,97,15,477,Match Report
133,Bournemouth,2023-04-23,West Ham,eng Premier League,L 0-4,0,4,-4,64,0,0,0,0,813,51,198,255,251,30,813,Match Report
134,Tottenham,2023-04-23,Newcastle Utd,eng Premier League,L 1-6,1,6,-5,44,1,0,0,0,540,77,216,244,83,11,540,Match Report
135,Newcastle Utd,2023-04-23,Tottenham,eng Premier League,W 6-1,6,1,+5,56,6,0,0,0,662,35,128,255,194,39,662,Match Report
136,West Ham,2023-04-23,Bournemouth,eng Premier League,W 4-0,4,0,+4,36,4,0,0,0,517,75,182,191,153,22,517,Match Report
137,Brentford,2023-04-22,Aston Villa,eng Premier League,D 1-1,1,1,0,44,1,0,0,0,444,43,153,169,127,22,444,Match Report
138,Nott'ham Forest,2023-04-22,Liverpool,eng Premier League,L 2-3,2,3,-1,20,2,0,0,0,299,80,156,78,72,23,299,Match Report
139,Leeds United,2023-04-22,Fulham,eng Premier League,L 1-2,1,2,-1,50,0,0,0,0,556,67,198,234,127,16,556,Match Report
140,Leicester City,2023-04-22,Wolves,eng Premier League,W 2-1,2,1,+1,42,1,1,1,0,508,66,206,217,92,19,507,Match Report
141,Liverpool,2023-04-22,Nott'ham Forest,eng Premier League,W 3-2,3,2,+1,80,3,0,0,0,824,44,142,255,251,47,824,Match Report
142,Wolves,2023-04-22,Leicester City,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,653,55,168,255,162,13,653,Match Report
143,Fulham,2023-04-22,Leeds United,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,570,73,171,255,146,12,570,Match Report
144,Crystal Palace,2023-04-22,Everton,eng Premier League,D 0-0,0,0,0,56,0,0,0,0,590,62,213,219,163,23,590,Match Report
145,Aston Villa,2023-04-22,Brentford,eng Premier League,D 1-1,1,1,0,56,1,0,0,0,559,76,196,252,116,18,559,Match Report
146,Everton,2023-04-22,Crystal Palace,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,497,64,186,192,124,14,497,Match Report
147,Southampton,2023-04-21,Arsenal,eng Premier League,D 3-3,3,3,0,26,3,0,0,0,405,119,223,127,58,10,405,Match Report
148,Arsenal,2023-04-21,Southampton,eng Premier League,D 3-3,3,3,0,74,3,0,0,0,821,31,148,255,255,68,821,Match Report
149,Leeds United,2023-04-17,Liverpool,eng Premier League,L 1-6,1,6,-5,27,1,0,0,0,437,46,157,179,105,14,437,Match Report
150,Liverpool,2023-04-17,Leeds United,eng Premier League,W 6-1,6,1,+5,73,6,0,0,0,1003,53,223,255,202,23,1003,Match Report
151,West Ham,2023-04-16,Arsenal,eng Premier League,D 2-2,2,2,0,30,1,1,1,0,381,41,119,144,125,24,380,Match Report
152,Nott'ham Forest,2023-04-16,Manchester Utd,eng Premier League,L 0-2,0,2,-2,32,0,0,0,0,444,77,203,165,83,14,444,Match Report
153,Manchester Utd,2023-04-16,Nott'ham Forest,eng Premier League,W 2-0,2,0,+2,68,2,0,0,0,767,66,210,255,255,40,767,Match Report
154,Arsenal,2023-04-16,West Ham,eng Premier League,D 2-2,2,2,0,70,2,0,1,1,742,77,253,255,194,21,741,Match Report
155,Newcastle Utd,2023-04-15,Aston Villa,eng Premier League,L 0-3,0,3,-3,48,0,0,0,0,511,47,169,216,130,15,511,Match Report
156,Leicester City,2023-04-15,Manchester City,eng Premier League,L 1-3,1,3,-2,30,1,0,0,0,431,85,214,143,77,20,431,Match Report
157,Everton,2023-04-15,Fulham,eng Premier League,L 1-3,1,3,-2,46,1,0,0,0,554,69,163,255,133,16,554,Match Report
158,Brentford,2023-04-15,Wolves,eng Premier League,L 0-2,0,2,-2,50,0,0,0,0,594,70,202,255,123,22,594,Match Report
159,Manchester City,2023-04-15,Leicester City,eng Premier League,W 3-1,3,1,+2,70,2,1,1,0,868,54,187,255,255,23,867,Match Report
160,Crystal Palace,2023-04-15,Southampton,eng Premier League,W 2-0,2,0,+2,42,2,0,0,0,499,67,199,209,95,17,499,Match Report
161,Fulham,2023-04-15,Everton,eng Premier League,W 3-1,3,1,+2,54,3,0,0,0,627,66,190,255,173,28,627,Match Report
162,Aston Villa,2023-04-15,Newcastle Utd,eng Premier League,W 3-0,3,0,+3,52,3,0,0,0,553,74,233,196,128,29,553,Match Report
163,Tottenham,2023-04-15,Bournemouth,eng Premier League,L 2-3,2,3,-1,58,2,0,0,0,643,44,172,255,203,38,643,Match Report
164,Bournemouth,2023-04-15,Tottenham,eng Premier League,W 3-2,3,2,+1,42,3,0,0,0,542,86,174,255,107,17,542,Match Report
165,Wolves,2023-04-15,Brentford,eng Premier League,W 2-0,2,0,+2,50,2,0,0,0,595,70,209,255,105,16,595,Match Report
166,Chelsea,2023-04-15,Brighton,eng Premier League,L 1-2,1,2,-1,43,1,0,0,0,557,108,255,176,91,16,557,Match Report
167,Southampton,2023-04-15,Crystal Palace,eng Premier League,L 0-2,0,2,-2,58,0,0,0,0,638,50,181,255,135,21,638,Match Report
168,Brighton,2023-04-15,Chelsea,eng Premier League,W 2-1,2,1,+1,57,2,0,0,0,701,73,187,255,211,38,701,Match Report
169,Arsenal,2023-04-09,Liverpool,eng Premier League,D 2-2,2,2,0,41,2,0,0,0,542,91,204,215,128,19,542,Match Report
170,Liverpool,2023-04-09,Arsenal,eng Premier League,D 2-2,2,2,0,59,2,0,1,1,686,79,229,255,205,51,685,Match Report
171,Crystal Palace,2023-04-09,Leeds United,eng Premier League,W 5-1,5,1,+4,52,5,0,0,0,621,59,196,255,129,29,621,Match Report
172,Leeds United,2023-04-09,Crystal Palace,eng Premier League,L 1-5,1,5,-4,48,1,0,0,0,593,51,195,255,146,20,593,Match Report
173,Nott'ham Forest,2023-04-08,Aston Villa,eng Premier League,L 0-2,0,2,-2,37,0,0,0,0,354,41,119,167,73,13,354,Match Report
174,Chelsea,2023-04-08,Wolves,eng Premier League,L 0-1,0,1,-1,62,0,0,0,0,721,72,232,255,204,26,721,Match Report
175,Bournemouth,2023-04-08,Leicester City,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,598,69,188,255,160,31,598,Match Report
176,Fulham,2023-04-08,West Ham,eng Premier League,L 0-1,0,1,-1,76,0,0,0,0,847,70,181,255,255,39,847,Match Report
177,Brentford,2023-04-08,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,42,0,1,2,1,430,53,140,172,120,25,428,Match Report
178,Newcastle Utd,2023-04-08,Brentford,eng Premier League,W 2-1,2,1,+1,58,1,0,0,0,558,72,172,226,163,14,558,Match Report
179,Leicester City,2023-04-08,Bournemouth,eng Premier League,L 0-1,0,1,-1,51,0,0,0,0,588,74,227,255,99,19,588,Match Report
180,West Ham,2023-04-08,Fulham,eng Premier League,W 1-0,1,0,+1,24,0,0,0,0,392,95,187,119,94,21,392,Match Report
181,Brighton,2023-04-08,Tottenham,eng Premier League,L 1-2,1,2,-1,65,1,0,0,0,693,63,160,255,209,33,693,Match Report
182,Tottenham,2023-04-08,Brighton,eng Premier League,W 2-1,2,1,+1,35,2,0,0,0,453,82,217,162,82,20,453,Match Report
183,Manchester City,2023-04-08,Southampton,eng Premier League,W 4-1,4,1,+3,73,3,1,1,0,833,65,244,255,161,30,832,Match Report
184,Southampton,2023-04-08,Manchester City,eng Premier League,L 1-4,1,4,-3,27,1,0,0,0,399,94,234,118,51,6,399,Match Report
185,Manchester Utd,2023-04-08,Everton,eng Premier League,W 2-0,2,0,+2,63,2,0,0,0,774,67,244,255,222,53,774,Match Report
186,Wolves,2023-04-08,Chelsea,eng Premier League,W 1-0,1,0,+1,38,1,0,0,0,497,83,192,181,132,16,497,Match Report
187,Aston Villa,2023-04-08,Nott'ham Forest,eng Premier League,W 2-0,2,0,+2,63,2,0,0,0,585,71,228,255,106,22,585,Match Report
188,Everton,2023-04-08,Manchester Utd,eng Premier League,L 0-2,0,2,-2,37,0,0,0,0,480,80,157,201,125,16,480,Match Report
189,Brentford,2023-04-05,Manchester Utd,eng Premier League,L 0-1,0,1,-1,36,0,0,0,0,474,98,250,134,95,13,474,Match Report
190,Newcastle Utd,2023-04-05,West Ham,eng Premier League,W 5-1,5,1,+4,58,5,0,0,0,644,56,238,255,134,34,644,Match Report
191,Manchester Utd,2023-04-05,Brentford,eng Premier League,W 1-0,1,0,+1,64,1,0,0,0,742,63,175,255,253,33,742,Match Report
192,West Ham,2023-04-05,Newcastle Utd,eng Premier League,L 1-5,1,5,-4,42,1,0,0,0,486,57,141,228,125,12,486,Match Report
193,Liverpool,2023-04-04,Chelsea,eng Premier League,D 0-0,0,0,0,51,0,0,0,0,686,65,231,255,156,16,686,Match Report
194,Leicester City,2023-04-04,Aston Villa,eng Premier League,L 1-2,1,2,-1,36,1,0,0,0,407,54,193,139,78,13,407,Match Report
195,Nott'ham Forest,2023-04-04,Leeds United,eng Premier League,L 1-2,1,2,-1,39,1,0,0,0,491,72,225,187,89,20,491,Match Report
196,Bournemouth,2023-04-04,Brighton,eng Premier League,L 0-2,0,2,-2,37,0,0,0,0,496,69,192,179,130,21,496,Match Report
