Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Match Report
646,Crystal Palace,2019-09-22,Wolves,eng Premier League,D 1-1,1,1,0,51,0,0,0,0,633,55,202,255,171,27,633,Match Report
647,Liverpool,2019-09-22,Chelsea,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,573,76,181,255,132,21,573,Match Report
648,Chelsea,2019-09-22,Liverpool,eng Premier League,L 1-2,1,2,-1,55,1,0,0,0,687,65,236,255,180,18,687,Match Report
649,Burnley,2019-09-21,Norwich City,eng Premier League,W 2-0,2,0,+2,42,2,0,0,0,518,45,114,237,170,23,518,Match Report
650,Everton,2019-09-21,Sheffield Utd,eng Premier League,L 0-2,0,2,-2,69,0,0,0,0,713,43,166,255,255,41,713,Match Report
651,Manchester City,2019-09-21,Watford,eng Premier League,W 8-0,8,0,+8,68,7,1,1,0,868,41,167,255,241,46,867,Match Report
652,Leicester City,2019-09-21,Tottenham,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,549,70,195,221,138,24,549,Match Report
653,Norwich City,2019-09-21,Burnley,eng Premier League,L 0-2,0,2,-2,58,0,0,0,0,675,92,255,240,164,23,675,Match Report
654,Tottenham,2019-09-21,Leicester City,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,658,75,172,255,190,26,658,Match Report
655,Brighton,2019-09-21,Newcastle Utd,eng Premier League,D 0-0,0,0,0,71,0,0,0,0,881,75,216,255,189,27,881,Match Report
656,Watford,2019-09-21,Manchester City,eng Premier League,L 0-8,0,8,-8,32,0,0,0,0,464,69,197,211,61,10,464,Match Report
657,Newcastle Utd,2019-09-21,Brighton,eng Premier League,D 0-0,0,0,0,29,0,0,0,0,428,60,152,189,98,19,428,Match Report
658,Sheffield Utd,2019-09-21,Everton,eng Premier League,W 2-0,2,0,+2,31,1,0,0,0,418,99,225,110,86,6,418,Match Report
659,Bournemouth,2019-09-20,Southampton,eng Premier League,W 3-1,3,1,+2,35,3,0,0,0,483,87,205,207,77,13,483,Match Report
660,Southampton,2019-09-20,Bournemouth,eng Premier League,L 1-3,1,3,-2,65,0,1,1,0,746,31,152,255,197,36,745,Match Report
661,Aston Villa,2019-09-16,West Ham,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,566,55,178,246,151,19,566,Match Report
662,West Ham,2019-09-16,Aston Villa,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,637,51,172,255,194,25,637,Match Report
663,Watford,2019-09-15,Arsenal,eng Premier League,D 2-2,2,2,0,52,1,1,1,0,640,30,119,255,238,46,639,Match Report
664,Arsenal,2019-09-15,Watford,eng Premier League,D 2-2,2,2,0,48,2,0,0,0,577,85,192,255,117,15,577,Match Report
665,Everton,2019-09-15,Bournemouth,eng Premier League,L 1-3,1,3,-2,59,1,0,0,0,643,49,177,255,153,26,643,Match Report
666,Bournemouth,2019-09-15,Everton,eng Premier League,W 3-1,3,1,+2,41,3,0,0,0,512,87,221,205,93,16,512,Match Report
667,Leicester City,2019-09-14,Manchester Utd,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,641,48,200,255,158,26,641,Match Report
668,Manchester City,2019-09-14,Norwich City,eng Premier League,L 2-3,2,3,-1,68,2,0,0,0,836,26,73,255,255,48,836,Match Report
669,Southampton,2019-09-14,Sheffield Utd,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,646,73,242,255,116,18,646,Match Report
670,Sheffield Utd,2019-09-14,Southampton,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,609,56,188,237,189,28,609,Match Report
671,Crystal Palace,2019-09-14,Tottenham,eng Premier League,L 0-4,0,4,-4,36,0,0,0,0,498,69,200,223,78,23,498,Match Report
672,Tottenham,2019-09-14,Crystal Palace,eng Premier League,W 4-0,4,0,+4,64,3,0,0,0,794,48,155,255,166,23,794,Match Report
673,Chelsea,2019-09-14,Wolves,eng Premier League,W 5-2,5,2,+3,54,5,0,0,0,741,78,255,255,132,23,741,Match Report
674,Brighton,2019-09-14,Burnley,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,663,49,179,255,188,31,663,Match Report
675,Manchester Utd,2019-09-14,Leicester City,eng Premier League,W 1-0,1,0,+1,42,0,1,1,0,521,64,165,242,122,10,520,Match Report
676,Liverpool,2019-09-14,Newcastle Utd,eng Premier League,W 3-1,3,1,+2,74,3,0,0,0,994,38,137,255,255,45,994,Match Report
677,Norwich City,2019-09-14,Manchester City,eng Premier League,W 3-2,3,2,+1,32,3,0,0,0,492,145,255,128,56,15,492,Match Report
678,Wolves,2019-09-14,Chelsea,eng Premier League,L 2-5,2,5,-3,46,1,0,0,0,607,51,152,255,165,15,607,Match Report
679,Burnley,2019-09-14,Brighton,eng Premier League,D 1-1,1,1,0,38,1,0,0,0,462,66,147,214,107,8,462,Match Report
680,Newcastle Utd,2019-09-14,Liverpool,eng Premier League,L 1-3,1,3,-2,26,1,0,0,0,445,83,221,174,58,8,445,Match Report
681,Tottenham,2019-09-01,Arsenal,eng Premier League,D 2-2,2,2,0,45,1,1,1,0,528,108,245,199,89,17,527,Match Report
682,Arsenal,2019-09-01,Tottenham,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,627,50,135,255,237,34,627,Match Report
683,Everton,2019-09-01,Wolves,eng Premier League,W 3-2,3,2,+1,58,3,0,0,0,646,77,173,255,179,31,646,Match Report
684,Wolves,2019-09-01,Everton,eng Premier League,L 2-3,2,3,-1,42,2,0,0,0,485,61,179,216,91,18,485,Match Report
685,Southampton,2019-08-31,Manchester Utd,eng Premier League,D 1-1,1,1,0,41,1,0,0,0,564,69,187,248,139,16,564,Match Report
686,West Ham,2019-08-31,Norwich City,eng Premier League,W 2-0,2,0,+2,48,2,0,0,0,613,44,131,255,167,36,613,Match Report
687,Chelsea,2019-08-31,Sheffield Utd,eng Premier League,D 2-2,2,2,0,62,2,0,0,0,858,64,255,255,144,17,858,Match Report
688,Newcastle Utd,2019-08-31,Watford,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,613,51,152,255,138,23,613,Match Report
689,Manchester Utd,2019-08-31,Southampton,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,725,63,212,255,204,37,725,Match Report
690,Aston Villa,2019-08-31,Crystal Palace,eng Premier League,L 0-1,0,1,-1,48,0,0,0,0,545,95,206,219,124,11,545,Match Report
691,Leicester City,2019-08-31,Bournemouth,eng Premier League,W 3-1,3,1,+2,55,3,0,0,0,722,58,231,255,161,28,722,Match Report
692,Norwich City,2019-08-31,West Ham,eng Premier League,L 0-2,0,2,-2,52,0,0,0,0,653,59,177,255,116,16,653,Match Report
693,Crystal Palace,2019-08-31,Aston Villa,eng Premier League,W 1-0,1,0,+1,52,1,0,0,0,577,46,171,224,187,46,577,Match Report
694,Liverpool,2019-08-31,Burnley,eng Premier League,W 3-0,3,0,+3,63,2,0,0,0,706,68,231,255,151,21,706,Match Report
695,Bournemouth,2019-08-31,Leicester City,eng Premier League,L 1-3,1,3,-2,45,1,0,0,0,599,57,184,255,141,13,599,Match Report
696,Watford,2019-08-31,Newcastle Utd,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,657,66,182,255,139,19,657,Match Report
697,Brighton,2019-08-31,Manchester City,eng Premier League,L 0-4,0,4,-4,47,0,0,0,0,643,110,255,251,96,17,643,Match Report
698,Sheffield Utd,2019-08-31,Chelsea,eng Premier League,D 2-2,2,2,0,38,1,0,0,0,570,63,188,255,110,10,570,Match Report
699,Manchester City,2019-08-31,Brighton,eng Premier League,W 4-0,4,0,+4,53,4,0,0,0,729,67,195,255,205,34,729,Match Report
700,Burnley,2019-08-31,Liverpool,eng Premier League,L 0-3,0,3,-3,37,0,0,0,0,456,62,149,227,87,7,456,Match Report
701,Newcastle Utd,2019-08-25,Tottenham,eng Premier League,W 1-0,1,0,+1,21,1,0,0,0,363,86,185,114,72,12,363,Match Report
702,Manchester City,2019-08-25,Bournemouth,eng Premier League,W 3-1,3,1,+2,74,3,0,0,0,872,64,204,255,197,34,872,Match Report
703,Burnley,2019-08-25,Wolves,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,452,64,141,208,108,18,452,Match Report
704,Wolves,2019-08-25,Burnley,eng Premier League,D 1-1,1,1,0,65,0,1,1,0,741,58,207,255,192,27,740,Match Report
705,Tottenham,2019-08-25,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,79,0,0,0,0,910,32,108,255,255,27,910,Match Report
706,Bournemouth,2019-08-25,Manchester City,eng Premier League,L 1-3,1,3,-2,26,1,0,0,0,387,63,164,137,93,14,387,Match Report
707,Liverpool,2019-08-24,Arsenal,eng Premier League,W 3-1,3,1,+2,52,2,1,1,0,714,40,121,255,255,47,713,Match Report
708,Crystal Palace,2019-08-24,Manchester Utd,eng Premier League,W 2-1,2,1,+1,29,2,0,0,0,379,76,178,136,67,16,379,Match Report
709,Chelsea,2019-08-24,Norwich City,eng Premier League,W 3-2,3,2,+1,54,3,0,0,0,714,44,162,255,222,30,714,Match Report
710,Leicester City,2019-08-24,Sheffield Utd,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,634,85,255,236,133,18,634,Match Report
711,West Ham,2019-08-24,Watford,eng Premier League,W 3-1,3,1,+2,45,2,1,1,0,547,70,184,225,143,32,546,Match Report
712,Brighton,2019-08-24,Southampton,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,560,58,195,226,141,30,560,Match Report
713,Manchester Utd,2019-08-24,Crystal Palace,eng Premier League,L 1-2,1,2,-1,71,1,0,1,1,700,34,116,255,252,34,699,Match Report
714,Watford,2019-08-24,West Ham,eng Premier League,L 1-3,1,3,-2,55,1,0,0,0,627,46,127,255,198,40,627,Match Report
715,Sheffield Utd,2019-08-24,Leicester City,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,585,41,131,219,241,21,585,Match Report
716,Norwich City,2019-08-24,Chelsea,eng Premier League,L 2-3,2,3,-1,46,2,0,0,0,649,90,255,255,98,13,649,Match Report
717,Southampton,2019-08-24,Brighton,eng Premier League,W 2-0,2,0,+2,49,2,0,0,0,544,59,159,255,124,17,544,Match Report
718,Arsenal,2019-08-24,Liverpool,eng Premier League,L 1-3,1,3,-2,48,1,0,0,0,693,118,255,230,112,11,693,Match Report
719,Everton,2019-08-23,Aston Villa,eng Premier League,L 0-2,0,2,-2,64,0,0,0,0,692,45,150,255,207,27,692,Match Report
720,Aston Villa,2019-08-23,Everton,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,462,75,197,175,98,16,462,Match Report
721,Wolves,2019-08-19,Manchester Utd,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,489,51,175,220,99,19,489,Match Report
722,Manchester Utd,2019-08-19,Wolves,eng Premier League,D 1-1,1,1,0,65,1,0,1,1,807,55,171,255,190,19,806,Match Report
723,Crystal Palace,2019-08-18,Sheffield Utd,eng Premier League,L 0-1,0,1,-1,57,0,0,0,0,671,64,235,255,139,11,671,Match Report
724,Sheffield Utd,2019-08-18,Crystal Palace,eng Premier League,W 1-0,1,0,+1,43,1,0,0,0,569,53,177,195,200,22,569,Match Report
725,Chelsea,2019-08-18,Leicester City,eng Premier League,D 1-1,1,1,0,50,1,0,0,0,636,71,213,255,156,18,636,Match Report
726,Leicester City,2019-08-18,Chelsea,eng Premier League,D 1-1,1,1,0,50,1,0,0,0,640,68,209,255,136,19,640,Match Report
727,Burnley,2019-08-17,Arsenal,eng Premier League,L 1-2,1,2,-1,33,1,0,0,0,410,55,120,138,156,34,410,Match Report
728,Newcastle Utd,2019-08-17,Norwich City,eng Premier League,L 1-3,1,3,-2,37,1,0,0,0,480,47,160,230,94,17,480,Match Report
729,Everton,2019-08-17,Watford,eng Premier League,W 1-0,1,0,+1,44,1,0,0,0,483,81,188,205,97,15,483,Match Report
730,Liverpool,2019-08-17,Southampton,eng Premier League,W 2-1,2,1,+1,63,2,0,0,0,707,70,244,255,160,19,707,Match Report
731,Manchester City,2019-08-17,Tottenham,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,778,40,118,255,255,48,778,Match Report
732,Aston Villa,2019-08-17,Bournemouth,eng Premier League,L 1-2,1,2,-1,63,1,0,0,0,649,51,201,255,181,25,649,Match Report
733,Brighton,2019-08-17,West Ham,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,683,58,192,255,172,25,683,Match Report
734,Bournemouth,2019-08-17,Aston Villa,eng Premier League,W 2-1,2,1,+1,37,1,1,1,0,441,80,175,142,132,18,440,Match Report
735,Arsenal,2019-08-17,Burnley,eng Premier League,W 2-1,2,1,+1,67,2,0,0,0,693,90,255,235,187,26,693,Match Report
736,Norwich City,2019-08-17,Newcastle Utd,eng Premier League,W 3-1,3,1,+2,63,3,0,0,0,746,66,229,255,173,27,746,Match Report
737,Tottenham,2019-08-17,Manchester City,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,649,143,255,217,40,5,649,Match Report
738,West Ham,2019-08-17,Brighton,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,533,56,170,255,98,15,533,Match Report
739,Watford,2019-08-17,Everton,eng Premier League,L 0-1,0,1,-1,56,0,0,0,0,574,46,157,255,156,26,574,Match Report
740,Southampton,2019-08-17,Liverpool,eng Premier League,L 1-2,1,2,-1,37,1,0,0,0,475,53,132,215,129,22,475,Match Report
741,Newcastle Utd,2019-08-11,Arsenal,eng Premier League,L 0-1,0,1,-1,38,0,0,0,0,548,47,179,255,122,11,548,Match Report
742,Chelsea,2019-08-11,Manchester Utd,eng Premier League,L 0-4,0,4,-4,54,0,0,0,0,687,50,166,255,197,15,687,Match Report
743,Leicester City,2019-08-11,Wolves,eng Premier League,D 0-0,0,0,0,69,0,0,0,0,834,41,182,255,213,27,834,Match Report
744,Wolves,2019-08-11,Leicester City,eng Premier League,D 0-0,0,0,0,31,0,0,0,0,482,69,212,193,81,13,482,Match Report
745,Arsenal,2019-08-11,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,62,1,0,0,0,771,64,232,255,162,24,771,Match Report
746,Manchester Utd,2019-08-11,Chelsea,eng Premier League,W 4-0,4,0,+4,46,3,1,1,0,597,67,235,245,123,26,596,Match Report
747,Bournemouth,2019-08-10,Sheffield Utd,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,633,46,217,255,124,16,633,Match Report
748,Brighton,2019-08-10,Watford,eng Premier League,W 3-0,3,0,+3,51,2,0,0,0,597,68,250,248,104,11,597,Match Report
749,Burnley,2019-08-10,Southampton,eng Premier League,W 3-0,3,0,+3,47,3,0,0,0,507,55,154,255,89,14,507,Match Report
750,Aston Villa,2019-08-10,Tottenham,eng Premier League,L 1-3,1,3,-2,30,1,0,0,0,422,104,220,152,55,8,422,Match Report
751,Everton,2019-08-10,Crystal Palace,eng Premier League,D 0-0,0,0,0,64,0,0,0,0,690,62,214,255,139,16,690,Match Report
752,Sheffield Utd,2019-08-10,Bournemouth,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,584,50,171,255,161,11,584,Match Report
753,Manchester City,2019-08-10,West Ham,eng Premier League,W 5-0,5,0,+5,57,4,1,1,0,682,60,210,255,168,26,681,Match Report
754,Tottenham,2019-08-10,Aston Villa,eng Premier League,W 3-1,3,1,+2,70,3,0,0,0,749,23,83,255,255,41,749,Match Report
755,Southampton,2019-08-10,Burnley,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,556,45,147,255,117,27,556,Match Report
756,West Ham,2019-08-10,Manchester City,eng Premier League,L 0-5,0,5,-5,43,0,0,0,0,523,52,149,251,123,7,523,Match Report
757,Watford,2019-08-10,Brighton,eng Premier League,L 0-3,0,3,-3,49,0,0,0,0,562,33,139,255,133,12,562,Match Report
758,Crystal Palace,2019-08-10,Everton,eng Premier League,D 0-0,0,0,0,36,0,0,0,0,427,44,142,179,114,14,427,Match Report
759,Liverpool,2019-08-09,Norwich City,eng Premier League,W 4-1,4,1,+3,57,3,0,0,0,627,44,117,255,209,35,627,Match Report
760,Norwich City,2019-08-09,Liverpool,eng Premier League,L 1-4,1,4,-3,43,1,0,0,0,534,125,254,203,79,14,534,Match Report
