Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Match Report
38,Manchester Utd,2021-05-18,Fulham,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,682,39,168,255,197,16,682,Match Report
39,Manchester City,2021-05-18,Brighton,eng Premier League,L 2-3,2,3,-1,37,2,0,0,0,490,82,218,210,71,13,490,Match Report
40,Chelsea,2021-05-18,Leicester City,eng Premier League,W 2-1,2,1,+1,58,1,1,1,0,715,53,237,255,160,29,714,Match Report
41,Aston Villa,2021-05-16,Crystal Palace,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,584,77,198,205,185,27,584,Match Report
42,Sheffield Utd,2021-05-16,Everton,eng Premier League,W 1-0,1,0,+1,38,1,0,0,0,539,73,183,225,136,15,539,Match Report
43,Wolves,2021-05-16,Tottenham,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,509,66,185,240,87,21,509,Match Report
44,Crystal Palace,2021-05-16,Aston Villa,eng Premier League,W 3-2,3,2,+1,45,3,0,0,0,494,52,139,207,154,33,494,Match Report
45,Tottenham,2021-05-16,Wolves,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,720,59,187,255,189,29,720,Match Report
46,Everton,2021-05-16,Sheffield Utd,eng Premier League,L 0-1,0,1,-1,62,0,0,0,0,792,64,251,255,175,21,792,Match Report
47,West Brom,2021-05-16,Liverpool,eng Premier League,L 1-2,1,2,-1,24,1,0,0,0,369,82,165,120,86,16,369,Match Report
48,Liverpool,2021-05-16,West Brom,eng Premier League,W 2-1,2,1,+1,76,2,0,0,0,862,61,197,255,255,46,862,Match Report
49,Brighton,2021-05-15,West Ham,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,708,100,255,255,139,12,708,Match Report
50,Southampton,2021-05-15,Fulham,eng Premier League,W 3-1,3,1,+2,47,3,0,0,0,630,61,181,255,116,21,630,Match Report
51,Burnley,2021-05-15,Leeds United,eng Premier League,L 0-4,0,4,-4,48,0,0,0,0,558,53,133,252,177,30,558,Match Report
52,West Ham,2021-05-15,Brighton,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,680,48,148,255,180,28,680,Match Report
53,Leeds United,2021-05-15,Burnley,eng Premier League,W 4-0,4,0,+4,52,4,0,0,0,584,92,255,196,122,18,584,Match Report
54,Fulham,2021-05-15,Southampton,eng Premier League,L 1-3,1,3,-2,53,1,0,0,0,692,69,255,255,107,17,692,Match Report
55,Manchester City,2021-05-14,Newcastle Utd,eng Premier League,W 4-3,4,3,+1,82,4,0,0,0,1063,39,88,255,255,34,1063,Match Report
56,Newcastle Utd,2021-05-14,Manchester City,eng Premier League,L 3-4,3,4,-1,18,2,1,2,1,318,58,160,107,55,18,316,Match Report
57,Everton,2021-05-13,Aston Villa,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,492,58,167,225,113,24,492,Match Report
58,Aston Villa,2021-05-13,Everton,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,632,71,206,255,135,18,632,Match Report
59,Liverpool,2021-05-13,Manchester Utd,eng Premier League,W 4-2,4,2,+2,47,4,0,0,0,625,64,223,243,167,36,625,Match Report
60,Manchester Utd,2021-05-13,Liverpool,eng Premier League,L 2-4,2,4,-2,53,2,0,0,0,672,78,245,255,155,26,672,Match Report
61,Chelsea,2021-05-12,Arsenal,eng Premier League,L 0-1,0,1,-1,67,0,0,0,0,909,60,204,255,255,49,909,Match Report
62,Arsenal,2021-05-12,Chelsea,eng Premier League,W 1-0,1,0,+1,33,1,0,0,0,521,106,255,176,83,8,521,Match Report
63,Manchester Utd,2021-05-11,Leicester City,eng Premier League,L 1-2,1,2,-1,53,1,0,0,0,684,83,255,255,94,8,684,Match Report
64,Southampton,2021-05-11,Crystal Palace,eng Premier League,W 3-1,3,1,+2,62,3,0,0,0,684,55,174,255,122,16,684,Match Report
65,Leicester City,2021-05-11,Manchester Utd,eng Premier League,W 2-1,2,1,+1,47,2,0,0,0,622,35,141,255,162,16,622,Match Report
66,Crystal Palace,2021-05-11,Southampton,eng Premier League,L 1-3,1,3,-2,38,1,0,1,1,459,53,149,194,120,20,458,Match Report
67,Burnley,2021-05-10,Fulham,eng Premier League,W 2-0,2,0,+2,32,2,0,0,0,421,86,190,151,87,20,421,Match Report
68,Fulham,2021-05-10,Burnley,eng Premier League,L 0-2,0,2,-2,68,0,0,0,0,713,72,235,255,224,39,713,Match Report
69,West Brom,2021-05-09,Arsenal,eng Premier League,L 1-3,1,3,-2,35,1,0,0,0,432,52,151,170,118,14,432,Match Report
70,Manchester Utd,2021-05-09,Aston Villa,eng Premier League,W 3-1,3,1,+2,59,2,1,1,0,704,74,235,255,217,38,703,Match Report
71,West Ham,2021-05-09,Everton,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,777,37,132,255,222,19,777,Match Report
72,Everton,2021-05-09,West Ham,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,439,75,208,172,68,12,439,Match Report
73,Arsenal,2021-05-09,West Brom,eng Premier League,W 3-1,3,1,+2,65,3,0,0,0,717,83,244,255,165,22,717,Match Report
74,Wolves,2021-05-09,Brighton,eng Premier League,W 2-1,2,1,+1,61,2,0,0,0,717,48,156,255,247,32,717,Match Report
75,Aston Villa,2021-05-09,Manchester Utd,eng Premier League,L 1-3,1,3,-2,41,1,0,0,0,520,87,205,220,100,22,520,Match Report
76,Brighton,2021-05-09,Wolves,eng Premier League,L 1-2,1,2,-1,39,1,0,0,0,525,96,209,182,139,18,525,Match Report
77,Sheffield Utd,2021-05-08,Crystal Palace,eng Premier League,L 0-2,0,2,-2,50,0,0,0,0,582,66,209,255,114,16,582,Match Report
78,Leeds United,2021-05-08,Tottenham,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,624,63,226,232,170,30,624,Match Report
79,Chelsea,2021-05-08,Manchester City,eng Premier League,W 2-1,2,1,+1,52,2,0,0,0,702,83,255,255,134,17,702,Match Report
80,Southampton,2021-05-08,Liverpool,eng Premier League,L 0-2,0,2,-2,46,0,0,0,0,631,76,253,255,121,17,631,Match Report
81,Liverpool,2021-05-08,Southampton,eng Premier League,W 2-0,2,0,+2,54,2,0,0,0,726,65,196,255,194,31,726,Match Report
82,Crystal Palace,2021-05-08,Sheffield Utd,eng Premier League,W 2-0,2,0,+2,50,2,0,0,0,577,54,163,255,154,37,577,Match Report
83,Manchester City,2021-05-08,Chelsea,eng Premier League,L 1-2,1,2,-1,48,1,0,1,1,676,58,199,255,125,25,675,Match Report
84,Tottenham,2021-05-08,Leeds United,eng Premier League,L 1-3,1,3,-2,47,1,0,0,0,570,73,178,255,143,19,570,Match Report
85,Leicester City,2021-05-07,Newcastle Utd,eng Premier League,L 2-4,2,4,-2,68,2,0,0,0,756,39,130,255,211,32,756,Match Report
86,Newcastle Utd,2021-05-07,Leicester City,eng Premier League,W 4-2,4,2,+2,32,4,0,0,0,437,87,188,188,67,13,437,Match Report
87,West Brom,2021-05-03,Wolves,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,511,60,178,217,118,23,511,Match Report
88,West Ham,2021-05-03,Burnley,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,711,67,235,255,206,32,711,Match Report
89,Wolves,2021-05-03,West Brom,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,624,58,156,255,152,25,624,Match Report
90,Burnley,2021-05-03,West Ham,eng Premier League,L 1-2,1,2,-1,45,0,1,1,0,566,54,138,255,151,16,565,Match Report
91,Arsenal,2021-05-02,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,61,2,0,0,0,754,56,152,255,255,24,754,Match Report
92,Newcastle Utd,2021-05-02,Arsenal,eng Premier League,L 0-2,0,2,-2,39,0,0,0,0,508,71,232,198,82,8,508,Match Report
93,Sheffield Utd,2021-05-02,Tottenham,eng Premier League,L 0-4,0,4,-4,34,0,0,0,0,478,68,212,161,110,20,478,Match Report
94,Tottenham,2021-05-02,Sheffield Utd,eng Premier League,W 4-0,4,0,+4,66,4,0,0,0,854,61,217,255,171,19,854,Match Report
95,Crystal Palace,2021-05-01,Manchester City,eng Premier League,L 0-2,0,2,-2,32,0,0,0,0,472,67,179,199,101,14,472,Match Report
96,Manchester City,2021-05-01,Crystal Palace,eng Premier League,W 2-0,2,0,+2,68,2,0,0,0,847,47,195,255,227,35,847,Match Report
97,Aston Villa,2021-05-01,Everton,eng Premier League,W 2-1,2,1,+1,53,2,0,0,0,626,79,230,254,145,27,626,Match Report
98,Everton,2021-05-01,Aston Villa,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,580,69,207,249,128,19,580,Match Report
99,Fulham,2021-05-01,Chelsea,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,689,49,184,255,168,23,689,Match Report
100,Chelsea,2021-05-01,Fulham,eng Premier League,W 2-0,2,0,+2,49,2,0,0,0,676,81,241,255,157,26,676,Match Report
101,Brighton,2021-05-01,Leeds United,eng Premier League,W 2-0,2,0,+2,42,1,1,1,0,500,69,158,225,122,23,499,Match Report
102,Leeds United,2021-05-01,Brighton,eng Premier League,L 0-2,0,2,-2,58,0,0,0,0,625,71,222,255,139,12,625,Match Report
103,Southampton,2021-04-30,Leicester City,eng Premier League,D 1-1,1,1,0,30,0,1,1,0,420,85,231,150,43,8,419,Match Report
104,Leicester City,2021-04-30,Southampton,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,797,23,108,255,255,32,797,Match Report
105,Crystal Palace,2021-04-26,Leicester City,eng Premier League,L 1-2,1,2,-1,34,1,0,0,0,435,46,147,199,96,6,435,Match Report
106,Leicester City,2021-04-26,Crystal Palace,eng Premier League,W 2-1,2,1,+1,66,2,0,0,0,746,36,150,255,195,27,746,Match Report
107,Aston Villa,2021-04-25,West Brom,eng Premier League,D 2-2,2,2,0,70,1,1,1,0,728,57,175,255,255,48,727,Match Report
108,Burnley,2021-04-25,Wolves,eng Premier League,W 4-0,4,0,+4,42,4,0,0,0,485,45,117,234,137,17,485,Match Report
109,Wolves,2021-04-25,Burnley,eng Premier League,L 0-4,0,4,-4,58,0,0,0,0,627,59,231,255,113,11,627,Match Report
110,West Brom,2021-04-25,Aston Villa,eng Premier League,D 2-2,2,2,0,30,0,1,1,0,386,91,177,132,81,14,385,Match Report
111,Leeds United,2021-04-25,Manchester Utd,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,535,77,255,178,91,13,535,Match Report
112,Manchester Utd,2021-04-25,Leeds United,eng Premier League,D 0-0,0,0,0,56,0,0,0,0,666,46,183,255,217,23,666,Match Report
113,Sheffield Utd,2021-04-24,Brighton,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,428,69,159,174,99,11,428,Match Report
114,Liverpool,2021-04-24,Newcastle Utd,eng Premier League,D 1-1,1,1,0,68,1,0,0,0,950,63,200,255,255,33,950,Match Report
115,Chelsea,2021-04-24,West Ham,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,738,53,237,255,184,30,738,Match Report
116,West Ham,2021-04-24,Chelsea,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,595,54,159,255,160,10,595,Match Report
117,Newcastle Utd,2021-04-24,Liverpool,eng Premier League,D 1-1,1,1,0,32,1,0,0,0,517,94,255,187,75,18,517,Match Report
118,Brighton,2021-04-24,Sheffield Utd,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,788,58,236,255,206,27,788,Match Report
119,Everton,2021-04-23,Arsenal,eng Premier League,W 1-0,1,0,+1,41,0,0,0,0,551,100,255,210,63,10,551,Match Report
120,Arsenal,2021-04-23,Everton,eng Premier League,L 0-1,0,1,-1,59,0,0,0,0,774,45,186,255,230,28,774,Match Report
121,Leicester City,2021-04-22,West Brom,eng Premier League,W 3-0,3,0,+3,72,3,0,0,0,832,42,169,255,174,22,832,Match Report
122,West Brom,2021-04-22,Leicester City,eng Premier League,L 0-3,0,3,-3,28,0,0,0,0,392,59,158,158,79,10,392,Match Report
123,Tottenham,2021-04-21,Southampton,eng Premier League,W 2-1,2,1,+1,62,1,1,1,0,785,56,221,255,165,34,784,Match Report
124,Aston Villa,2021-04-21,Manchester City,eng Premier League,L 1-2,1,2,-1,28,1,0,0,0,417,71,186,159,76,13,417,Match Report
125,Manchester City,2021-04-21,Aston Villa,eng Premier League,W 2-1,2,1,+1,72,2,0,0,0,914,53,191,255,255,38,914,Match Report
126,Southampton,2021-04-21,Tottenham,eng Premier League,L 1-2,1,2,-1,38,1,0,0,0,550,67,198,255,98,12,550,Match Report
127,Chelsea,2021-04-20,Brighton,eng Premier League,D 0-0,0,0,0,64,0,0,0,0,881,86,255,255,176,18,881,Match Report
128,Brighton,2021-04-20,Chelsea,eng Premier League,D 0-0,0,0,0,36,0,0,0,0,544,57,212,223,117,13,544,Match Report
129,Leeds United,2021-04-19,Liverpool,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,696,101,255,231,120,25,696,Match Report
130,Liverpool,2021-04-19,Leeds United,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,510,73,151,209,157,41,510,Match Report
131,Arsenal,2021-04-18,Fulham,eng Premier League,D 1-1,1,1,0,69,1,0,0,0,770,32,134,255,239,34,770,Match Report
132,Fulham,2021-04-18,Arsenal,eng Premier League,D 1-1,1,1,0,31,0,1,1,0,414,97,216,143,62,10,413,Match Report
133,Manchester Utd,2021-04-18,Burnley,eng Premier League,W 3-1,3,1,+2,69,3,0,0,0,749,46,204,255,255,41,749,Match Report
134,Burnley,2021-04-18,Manchester Utd,eng Premier League,L 1-3,1,3,-2,31,1,0,0,0,407,62,144,151,116,16,407,Match Report
135,Sheffield Utd,2021-04-17,Wolves,eng Premier League,L 0-1,0,1,-1,52,0,0,0,0,652,41,131,255,200,18,652,Match Report
136,West Ham,2021-04-17,Newcastle Utd,eng Premier League,L 2-3,2,3,-1,66,1,1,1,0,677,52,148,255,193,22,676,Match Report
137,Newcastle Utd,2021-04-17,West Ham,eng Premier League,W 3-2,3,2,+1,34,2,0,0,0,435,76,209,153,79,12,435,Match Report
138,Wolves,2021-04-17,Sheffield Utd,eng Premier League,W 1-0,1,0,+1,48,1,0,0,0,629,57,250,255,113,20,629,Match Report
139,Everton,2021-04-16,Tottenham,eng Premier League,D 2-2,2,2,0,53,1,1,1,0,671,77,211,255,146,24,670,Match Report
140,Tottenham,2021-04-16,Everton,eng Premier League,D 2-2,2,2,0,47,2,0,0,0,611,69,200,255,109,13,611,Match Report
141,Brighton,2021-04-12,Everton,eng Premier League,D 0-0,0,0,0,55,0,0,0,0,650,53,198,255,174,34,650,Match Report
142,West Brom,2021-04-12,Southampton,eng Premier League,W 3-0,3,0,+3,40,2,1,1,0,451,74,164,149,146,33,450,Match Report
143,Everton,2021-04-12,Brighton,eng Premier League,D 0-0,0,0,0,45,0,0,0,0,551,81,210,255,89,13,551,Match Report
144,Southampton,2021-04-12,West Brom,eng Premier League,L 0-3,0,3,-3,60,0,0,1,1,595,56,174,248,184,32,594,Match Report
145,Newcastle Utd,2021-04-11,Burnley,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,527,91,226,213,92,17,527,Match Report
146,Leicester City,2021-04-11,West Ham,eng Premier League,L 2-3,2,3,-1,63,2,0,0,0,783,55,244,255,216,45,783,Match Report
147,Sheffield Utd,2021-04-11,Arsenal,eng Premier League,L 0-3,0,3,-3,45,0,0,0,0,587,78,228,255,92,11,587,Match Report
148,Arsenal,2021-04-11,Sheffield Utd,eng Premier League,W 3-0,3,0,+3,55,3,0,0,0,703,57,200,255,146,29,703,Match Report
149,Manchester Utd,2021-04-11,Tottenham,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,666,48,195,255,182,25,666,Match Report
150,Tottenham,2021-04-11,Manchester Utd,eng Premier League,L 1-3,1,3,-2,47,1,0,0,0,599,61,232,248,124,20,599,Match Report
151,Burnley,2021-04-11,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,619,38,123,255,197,42,619,Match Report
152,West Ham,2021-04-11,Leicester City,eng Premier League,W 3-2,3,2,+1,37,3,0,0,0,513,84,220,234,64,9,513,Match Report
153,Chelsea,2021-04-10,Crystal Palace,eng Premier League,W 4-1,4,1,+3,64,4,0,0,0,931,36,197,255,255,35,931,Match Report
154,Aston Villa,2021-04-10,Liverpool,eng Premier League,L 1-2,1,2,-1,35,1,0,0,0,479,89,182,203,96,15,479,Match Report
155,Crystal Palace,2021-04-10,Chelsea,eng Premier League,L 1-4,1,4,-3,36,1,0,0,0,563,80,239,244,84,7,563,Match Report
156,Leeds United,2021-04-10,Manchester City,eng Premier League,W 2-1,2,1,+1,29,2,0,0,0,393,109,227,119,52,7,393,Match Report
157,Liverpool,2021-04-10,Aston Villa,eng Premier League,W 2-1,2,1,+1,65,2,0,0,0,734,62,248,255,194,43,734,Match Report
158,Manchester City,2021-04-10,Leeds United,eng Premier League,L 1-2,1,2,-1,71,1,0,0,0,780,28,103,255,255,45,780,Match Report
159,Fulham,2021-04-09,Wolves,eng Premier League,L 0-1,0,1,-1,50,0,0,0,0,610,40,160,255,159,25,610,Match Report
160,Wolves,2021-04-09,Fulham,eng Premier League,W 1-0,1,0,+1,50,1,0,0,0,623,88,255,255,103,9,623,Match Report
161,Everton,2021-04-05,Crystal Palace,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,609,71,215,255,137,22,609,Match Report
162,Wolves,2021-04-05,West Ham,eng Premier League,L 2-3,2,3,-1,65,2,0,0,0,785,42,212,255,157,28,785,Match Report
163,West Ham,2021-04-05,Wolves,eng Premier League,W 3-2,3,2,+1,35,3,0,0,0,466,58,172,190,112,14,466,Match Report
164,Crystal Palace,2021-04-05,Everton,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,654,46,224,255,164,26,654,Match Report
165,Burnley,2021-04-04,Southampton,eng Premier League,L 2-3,2,3,-1,47,1,1,1,0,520,73,160,217,147,21,519,Match Report
166,Southampton,2021-04-04,Burnley,eng Premier League,W 3-2,3,2,+1,53,3,0,0,0,594,75,206,241,155,28,594,Match Report
167,Tottenham,2021-04-04,Newcastle Utd,eng Premier League,D 2-2,2,2,0,58,2,0,0,0,672,74,216,255,107,19,672,Match Report
168,Brighton,2021-04-04,Manchester Utd,eng Premier League,L 1-2,1,2,-1,43,1,0,0,0,594,88,238,251,109,15,594,Match Report
169,Fulham,2021-04-04,Aston Villa,eng Premier League,L 1-3,1,3,-2,47,1,0,0,0,541,82,246,207,97,15,541,Match Report
170,Manchester Utd,2021-04-04,Brighton,eng Premier League,W 2-1,2,1,+1,57,2,0,0,0,763,47,173,255,239,30,763,Match Report
171,Aston Villa,2021-04-04,Fulham,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,590,57,188,249,160,22,590,Match Report
172,Newcastle Utd,2021-04-04,Tottenham,eng Premier League,D 2-2,2,2,0,42,2,0,0,0,516,65,173,197,149,31,516,Match Report
173,Chelsea,2021-04-03,West Brom,eng Premier League,L 2-5,2,5,-3,65,2,0,0,0,723,72,216,255,205,31,723,Match Report
174,Liverpool,2021-04-03,Arsenal,eng Premier League,W 3-0,3,0,+3,64,3,0,0,0,830,53,225,255,183,28,830,Match Report
175,Sheffield Utd,2021-04-03,Leeds United,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,571,81,247,199,131,8,571,Match Report
176,Leicester City,2021-04-03,Manchester City,eng Premier League,L 0-2,0,2,-2,44,0,0,0,0,581,98,255,187,67,6,581,Match Report
177,Arsenal,2021-04-03,Liverpool,eng Premier League,L 0-3,0,3,-3,36,0,0,0,0,520,71,237,210,79,6,520,Match Report
178,Leeds United,2021-04-03,Sheffield Utd,eng Premier League,W 2-1,2,1,+1,54,1,0,0,0,653,50,210,254,195,29,653,Match Report
179,West Brom,2021-04-03,Chelsea,eng Premier League,W 5-2,5,2,+3,35,5,0,0,0,462,69,181,204,81,14,462,Match Report
180,Manchester City,2021-04-03,Leicester City,eng Premier League,W 2-0,2,0,+2,56,2,0,0,0,698,26,86,255,182,24,698,Match Report
181,West Ham,2021-03-21,Arsenal,eng Premier League,D 3-3,3,3,0,38,3,0,0,0,487,68,163,196,133,25,487,Match Report
182,Arsenal,2021-03-21,West Ham,eng Premier League,D 3-3,3,3,0,62,1,0,0,0,749,55,188,255,242,26,749,Match Report
183,Aston Villa,2021-03-21,Tottenham,eng Premier League,L 0-2,0,2,-2,50,0,0,0,0,576,56,192,255,130,18,576,Match Report
184,Tottenham,2021-03-21,Aston Villa,eng Premier League,W 2-0,2,0,+2,50,1,1,1,0,586,61,192,255,151,22,585,Match Report
185,Brighton,2021-03-20,Newcastle Utd,eng Premier League,W 3-0,3,0,+3,65,3,0,0,0,840,47,255,255,155,22,840,Match Report
186,Newcastle Utd,2021-03-20,Brighton,eng Premier League,L 0-3,0,3,-3,35,0,0,0,0,497,73,193,239,70,4,497,Match Report
187,Fulham,2021-03-19,Leeds United,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,548,62,170,243,142,30,548,Match Report
188,Leeds United,2021-03-19,Fulham,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,532,77,181,226,133,20,532,Match Report
189,Liverpool,2021-03-15,Wolves,eng Premier League,W 1-0,1,0,+1,47,1,0,0,0,622,66,167,255,138,24,622,Match Report
190,Wolves,2021-03-15,Liverpool,eng Premier League,L 0-1,0,1,-1,53,0,0,0,0,674,60,219,255,134,22,674,Match Report
191,Leicester City,2021-03-14,Sheffield Utd,eng Premier League,W 5-0,5,0,+5,71,4,0,0,0,884,43,249,255,165,25,884,Match Report
192,Tottenham,2021-03-14,Arsenal,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,626,81,255,255,87,8,626,Match Report
193,Arsenal,2021-03-14,Tottenham,eng Premier League,W 2-1,2,1,+1,52,1,1,1,0,660,29,148,255,192,22,659,Match Report
194,West Ham,2021-03-14,Manchester Utd,eng Premier League,L 0-1,0,1,-1,39,0,0,0,0,562,66,213,234,122,16,562,Match Report
195,Southampton,2021-03-14,Brighton,eng Premier League,L 1-2,1,2,-1,59,1,0,0,0,654,69,239,255,135,25,654,Match Report
196,Manchester Utd,2021-03-14,West Ham,eng Premier League,W 1-0,1,0,+1,61,0,0,0,0,821,62,184,255,255,30,821,Match Report
197,Brighton,2021-03-14,Southampton,eng Premier League,W 2-1,2,1,+1,41,2,0,0,0,501,52,146,224,132,13,501,Match Report
