Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Match Report
66,Tottenham,2019-04-23,Brighton,eng Premier League,W 1-0,1,0,+1,77,1,0,0,0,645,758,85.1,21,55,18,2,87,9996,2765,321,353,90.9,276,314,87.9,27,50,54.0,Match Report
67,Watford,2019-04-23,Southampton,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,503,643,78.2,10,29,11,3,47,8207,3029,239,286,83.6,196,228,86.0,38,79,48.1,Match Report
68,Brighton,2019-04-23,Tottenham,eng Premier League,L 0-1,0,1,-1,23,0,0,0,0,118,224,52.7,6,12,2,1,10,2611,1466,47,74,63.5,39,58,67.2,26,73,35.6,Match Report
69,Burnley,2019-04-22,Chelsea,eng Premier League,D 2-2,2,2,0,25,2,0,0,0,151,246,61.4,4,15,4,1,14,3531,1985,53,63,84.1,65,82,79.3,31,81,38.3,Match Report
70,Chelsea,2019-04-22,Burnley,eng Premier League,D 2-2,2,2,0,75,2,0,0,0,631,755,83.6,16,43,21,2,86,9470,2986,340,366,92.9,216,256,84.4,38,65,58.5,Match Report
71,Liverpool,2019-04-21,Cardiff City,eng Premier League,W 2-0,2,0,+2,75,1,1,1,0,563,665,84.7,14,41,13,2,52,8969,2948,296,317,93.4,196,226,86.7,46,77,59.7,Match Report
72,Manchester Utd,2019-04-21,Everton,eng Premier League,L 0-4,0,4,-4,52,0,0,0,0,361,471,76.6,4,18,6,0,30,6190,2511,171,196,87.2,137,173,79.2,35,60,58.3,Match Report
73,Everton,2019-04-21,Manchester Utd,eng Premier League,W 4-0,4,0,+4,48,4,0,0,0,330,436,75.7,11,31,4,3,32,5204,2118,173,184,94.0,106,126,84.1,29,82,35.4,Match Report
74,Arsenal,2019-04-21,Crystal Palace,eng Premier League,L 2-3,2,3,-1,72,2,0,0,0,616,718,85.8,9,66,12,0,88,10479,3072,281,311,90.4,254,287,88.5,56,73,76.7,Match Report
75,Cardiff City,2019-04-21,Liverpool,eng Premier League,L 0-2,0,2,-2,25,0,0,0,0,117,220,53.2,6,12,1,1,15,2270,1227,48,65,73.8,39,58,67.2,22,68,32.4,Match Report
76,Crystal Palace,2019-04-21,Arsenal,eng Premier League,W 3-2,3,2,+1,28,3,0,0,0,185,277,66.8,15,16,8,0,24,3361,1837,98,116,84.5,54,80,67.5,28,66,42.4,Match Report
77,Leicester City,2019-04-20,West Ham,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,379,475,79.8,10,44,7,2,51,6780,2566,171,196,87.2,155,177,87.6,43,77,55.8,Match Report
78,Southampton,2019-04-20,Newcastle Utd,eng Premier League,L 1-3,1,3,-2,56,1,0,0,0,346,470,73.6,12,34,9,2,38,5745,2129,168,201,83.6,139,171,81.3,27,67,40.3,Match Report
79,Wolves,2019-04-20,Brighton,eng Premier League,D 0-0,0,0,0,68,0,0,0,0,582,678,85.8,18,57,12,7,69,10798,3028,242,265,91.3,254,281,90.4,73,103,70.9,Match Report
80,Fulham,2019-04-20,Bournemouth,eng Premier League,W 1-0,1,0,+1,51,0,1,1,0,407,502,81.1,13,24,5,2,41,7097,3004,197,211,93.4,148,180,82.2,46,80,57.5,Match Report
81,Huddersfield,2019-04-20,Watford,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,331,418,79.2,8,28,5,2,35,5551,2215,178,197,90.4,96,122,78.7,42,65,64.6,Match Report
82,West Ham,2019-04-20,Leicester City,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,363,462,78.6,10,24,9,2,44,6157,2310,171,191,89.5,132,160,82.5,39,74,52.7,Match Report
83,Tottenham,2019-04-20,Manchester City,eng Premier League,L 0-1,0,1,-1,39,0,0,0,0,308,411,74.9,7,16,5,1,14,5244,1976,148,171,86.5,121,151,80.1,30,70,42.9,Match Report
84,Bournemouth,2019-04-20,Fulham,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,392,481,81.5,10,33,10,1,53,7170,2615,166,187,88.8,178,223,79.8,40,53,75.5,Match Report
85,Brighton,2019-04-20,Wolves,eng Premier League,D 0-0,0,0,0,32,0,0,0,0,228,325,70.2,4,18,1,1,17,4659,1806,101,114,88.6,82,101,81.2,42,88,47.7,Match Report
86,Watford,2019-04-20,Huddersfield,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,399,491,81.3,5,25,8,1,26,6649,2686,212,237,89.5,128,148,86.5,42,71,59.2,Match Report
87,Newcastle Utd,2019-04-20,Southampton,eng Premier League,W 3-1,3,1,+2,44,3,0,0,0,228,367,62.1,8,15,2,1,14,4161,1783,114,152,75.0,74,113,65.5,34,73,46.6,Match Report
88,Manchester City,2019-04-20,Tottenham,eng Premier League,W 1-0,1,0,+1,61,1,0,0,0,547,642,85.2,12,37,11,1,48,9226,2728,258,279,92.5,204,226,90.3,58,89,65.2,Match Report
89,Brighton,2019-04-16,Cardiff City,eng Premier League,L 0-2,0,2,-2,64,0,0,0,0,436,575,75.8,11,36,11,1,48,8191,3171,175,209,83.7,206,251,82.1,49,92,53.3,Match Report
90,Cardiff City,2019-04-16,Brighton,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,198,328,60.4,9,16,0,0,17,3156,1578,103,132,78.0,62,90,68.9,19,79,24.1,Match Report
91,Arsenal,2019-04-15,Watford,eng Premier League,W 1-0,1,0,+1,65,1,0,0,0,591,690,85.7,16,48,20,6,56,9853,3045,290,314,92.4,227,258,88.0,51,72,70.8,Match Report
92,Watford,2019-04-15,Arsenal,eng Premier League,L 0-1,0,1,-1,35,0,0,0,0,252,369,68.3,6,18,7,1,22,3845,1576,132,155,85.2,68,98,69.4,23,67,34.3,Match Report
93,Liverpool,2019-04-14,Chelsea,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,591,705,83.8,14,53,18,3,67,10502,3331,234,254,92.1,295,328,89.9,49,86,57.0,Match Report
94,Manchester City,2019-04-14,Crystal Palace,eng Premier League,W 3-1,3,1,+2,73,3,0,0,0,681,782,87.1,15,67,14,2,77,11069,3126,339,368,92.1,233,253,92.1,65,89,73.0,Match Report
95,Crystal Palace,2019-04-14,Manchester City,eng Premier League,L 1-3,1,3,-2,27,1,0,0,0,208,296,70.3,4,11,3,1,14,4295,2183,86,103,83.5,79,100,79.0,38,73,52.1,Match Report
96,Chelsea,2019-04-14,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,343,436,78.7,5,25,9,1,37,5333,2114,186,210,88.6,101,128,78.9,35,61,57.4,Match Report
97,West Ham,2019-04-13,Manchester Utd,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,442,568,77.8,13,29,6,2,46,6634,2281,237,262,90.5,154,185,83.2,25,70,35.7,Match Report
98,Burnley,2019-04-13,Cardiff City,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,208,346,60.1,9,17,5,2,27,3688,2009,93,124,75.0,75,114,65.8,28,74,37.8,Match Report
99,Southampton,2019-04-13,Wolves,eng Premier League,W 3-1,3,1,+2,31,3,0,0,0,191,306,62.4,6,16,2,0,19,3356,1550,94,122,77.0,62,89,69.7,24,73,32.9,Match Report
100,Bournemouth,2019-04-13,Brighton,eng Premier League,W 5-0,5,0,+5,49,5,0,0,0,402,505,79.6,13,18,13,1,37,6109,2330,228,260,87.7,147,171,86.0,20,54,37.0,Match Report
101,Brighton,2019-04-13,Bournemouth,eng Premier League,L 0-5,0,5,-5,51,0,0,0,0,393,516,76.2,5,38,8,1,47,6791,2320,195,217,89.9,139,177,78.5,49,92,53.3,Match Report
102,Manchester Utd,2019-04-13,West Ham,eng Premier League,W 2-1,2,1,+1,43,0,2,2,0,313,420,74.5,8,32,11,1,43,5326,2070,142,164,86.6,119,155,76.8,35,68,51.5,Match Report
103,Tottenham,2019-04-13,Huddersfield,eng Premier League,W 4-0,4,0,+4,69,4,0,0,0,670,771,86.9,17,48,15,5,68,10442,3063,363,401,90.5,261,287,90.9,30,48,62.5,Match Report
104,Fulham,2019-04-13,Everton,eng Premier League,W 2-0,2,0,+2,41,2,0,0,0,266,379,70.2,11,24,6,1,28,4964,2527,134,150,89.3,84,128,65.6,40,78,51.3,Match Report
105,Everton,2019-04-13,Fulham,eng Premier League,L 0-2,0,2,-2,59,0,0,0,0,412,554,74.4,8,35,12,4,59,7626,2923,170,210,81.0,190,224,84.8,41,87,47.1,Match Report
106,Wolves,2019-04-13,Southampton,eng Premier League,L 1-3,1,3,-2,69,1,0,0,0,542,681,79.6,8,20,5,1,43,9181,2583,227,271,83.8,244,274,89.1,47,85,55.3,Match Report
107,Cardiff City,2019-04-13,Burnley,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,247,387,63.8,10,31,4,0,28,4574,1821,102,130,78.5,93,129,72.1,38,90,42.2,Match Report
108,Huddersfield,2019-04-13,Tottenham,eng Premier League,L 0-4,0,4,-4,31,0,0,0,0,244,344,70.9,5,15,7,1,27,4111,1648,129,147,87.8,67,88,76.1,34,76,44.7,Match Report
109,Leicester City,2019-04-12,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,71,0,0,0,0,690,834,82.7,11,68,14,6,69,12509,3709,281,331,84.9,332,385,86.2,67,83,80.7,Match Report
110,Newcastle Utd,2019-04-12,Leicester City,eng Premier League,W 1-0,1,0,+1,29,1,0,0,0,210,338,62.1,7,18,5,3,17,3697,1616,97,124,78.2,70,104,67.3,28,71,39.4,Match Report
111,Chelsea,2019-04-08,West Ham,eng Premier League,W 2-0,2,0,+2,53,2,0,0,0,433,522,83.0,14,36,17,0,60,6632,2674,233,252,92.5,152,179,84.9,31,53,58.5,Match Report
112,West Ham,2019-04-08,Chelsea,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,349,456,76.5,6,22,5,2,30,6636,2266,140,165,84.8,143,165,86.7,52,89,58.4,Match Report
113,Arsenal,2019-04-07,Everton,eng Premier League,L 0-1,0,1,-1,57,0,0,0,0,440,561,78.4,5,31,4,1,52,7769,2583,186,217,85.7,199,230,86.5,41,68,60.3,Match Report
114,Everton,2019-04-07,Arsenal,eng Premier League,W 1-0,1,0,+1,43,1,0,0,0,321,425,75.5,14,35,8,3,42,6135,2558,145,170,85.3,128,149,85.9,41,81,50.6,Match Report
115,Crystal Palace,2019-04-06,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,47,0,1,1,0,325,434,74.9,2,19,6,2,35,5553,2311,163,195,83.6,119,145,82.1,30,54,55.6,Match Report
116,Burnley,2019-04-06,Bournemouth,eng Premier League,W 3-1,3,1,+2,41,3,0,0,0,222,342,64.9,7,26,5,2,30,4801,2341,91,109,83.5,69,100,69.0,51,109,46.8,Match Report
117,Leicester City,2019-04-06,Huddersfield,eng Premier League,W 4-1,4,1,+3,55,3,1,1,0,410,509,80.6,12,24,5,2,34,7131,2640,187,211,88.6,164,188,87.2,42,70,60.0,Match Report
118,Newcastle Utd,2019-04-06,Crystal Palace,eng Premier League,L 0-1,0,1,-1,53,0,0,0,0,390,499,78.2,13,37,10,5,42,7252,2541,182,204,89.2,110,143,76.9,76,111,68.5,Match Report
119,Bournemouth,2019-04-06,Burnley,eng Premier League,L 1-3,1,3,-2,59,0,0,0,0,383,496,77.2,7,29,10,5,37,6757,2662,190,229,83.0,154,184,83.7,35,68,51.5,Match Report
120,Huddersfield,2019-04-06,Leicester City,eng Premier League,L 1-4,1,4,-3,45,0,1,1,0,309,417,74.1,6,30,3,2,23,5456,2010,150,169,88.8,105,133,78.9,44,86,51.2,Match Report
121,Liverpool,2019-04-05,Southampton,eng Premier League,W 3-1,3,1,+2,67,3,0,0,0,503,626,80.4,12,39,17,5,56,9292,3118,209,236,88.6,213,248,85.9,61,95,64.2,Match Report
122,Southampton,2019-04-05,Liverpool,eng Premier League,L 1-3,1,3,-2,33,1,0,0,0,191,313,61.0,7,21,7,2,25,3701,1766,86,112,76.8,69,98,70.4,31,82,37.8,Match Report
123,Chelsea,2019-04-03,Brighton,eng Premier League,W 3-0,3,0,+3,68,3,0,0,0,709,791,89.6,14,59,12,3,72,10280,2939,393,422,93.1,237,257,92.2,36,49,73.5,Match Report
124,Manchester City,2019-04-03,Cardiff City,eng Premier League,W 2-0,2,0,+2,79,2,0,0,0,648,728,89.0,22,66,16,3,72,10078,3012,320,334,95.8,255,284,89.8,40,60,66.7,Match Report
125,Cardiff City,2019-04-03,Manchester City,eng Premier League,L 0-2,0,2,-2,21,0,0,0,0,129,198,65.2,3,9,2,0,17,2892,1593,57,64,89.1,36,49,73.5,30,66,45.5,Match Report
126,Brighton,2019-04-03,Chelsea,eng Premier League,L 0-3,0,3,-3,32,0,0,0,0,293,377,77.7,3,19,2,1,17,6156,2569,114,131,87.0,112,133,84.2,55,85,64.7,Match Report
127,Tottenham,2019-04-03,Crystal Palace,eng Premier League,W 2-0,2,0,+2,65,2,0,0,0,628,737,85.2,17,43,13,4,72,11012,3449,285,316,90.2,258,285,90.5,73,97,75.3,Match Report
128,Crystal Palace,2019-04-03,Tottenham,eng Premier League,L 0-2,0,2,-2,35,0,0,0,0,295,394,74.9,4,19,1,0,23,5270,2173,143,162,88.3,110,123,89.4,35,79,44.3,Match Report
129,Wolves,2019-04-02,Manchester Utd,eng Premier League,W 2-1,2,1,+1,49,1,0,0,0,431,539,80.0,8,22,4,1,32,7180,2466,220,236,93.2,142,165,86.1,50,96,52.1,Match Report
130,Fulham,2019-04-02,Watford,eng Premier League,L 1-4,1,4,-3,53,1,0,0,0,487,576,84.5,15,33,10,4,46,8824,3291,216,237,91.1,211,240,87.9,54,81,66.7,Match Report
131,Manchester Utd,2019-04-02,Wolves,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,440,553,79.6,13,37,6,2,38,7722,2177,172,197,87.3,193,222,86.9,46,78,59.0,Match Report
132,Watford,2019-04-02,Fulham,eng Premier League,W 4-1,4,1,+3,47,4,0,0,0,396,502,78.9,12,37,5,2,39,6089,2375,220,251,87.6,122,145,84.1,33,62,53.2,Match Report
133,Newcastle Utd,2019-04-01,Arsenal,eng Premier League,L 0-2,0,2,-2,30,0,0,0,0,208,324,64.2,2,18,4,1,15,3668,1524,98,118,83.1,64,101,63.4,31,71,43.7,Match Report
134,Arsenal,2019-04-01,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,70,2,0,0,0,637,754,84.5,6,46,19,1,60,9917,3179,339,373,90.9,215,245,87.8,47,75,62.7,Match Report
135,Chelsea,2019-03-31,Cardiff City,eng Premier League,W 2-1,2,1,+1,70,2,0,0,0,522,634,82.3,18,34,12,2,54,7955,3202,270,305,88.5,190,218,87.2,31,57,54.4,Match Report
136,Cardiff City,2019-03-31,Chelsea,eng Premier League,L 1-2,1,2,-1,30,1,0,0,0,144,270,53.3,6,22,3,1,21,2881,1487,58,84,69.0,59,91,64.8,23,80,28.8,Match Report
137,Tottenham,2019-03-31,Liverpool,eng Premier League,L 1-2,1,2,-1,52,1,0,0,0,420,531,79.1,9,15,4,0,28,7660,2591,167,183,91.3,190,224,84.8,48,93,51.6,Match Report
138,Liverpool,2019-03-31,Tottenham,eng Premier League,W 2-1,2,1,+1,48,1,0,0,0,391,500,78.2,12,34,9,3,38,7502,2815,161,184,87.5,154,186,82.8,60,94,63.8,Match Report
139,Watford,2019-03-30,Manchester Utd,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,336,435,77.2,14,31,13,0,42,5194,2313,192,219,87.7,86,117,73.5,34,59,57.6,Match Report
140,Everton,2019-03-30,West Ham,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,370,484,76.4,15,30,12,0,42,6172,2634,161,183,88.0,126,155,81.3,45,82,54.9,Match Report
141,Leicester City,2019-03-30,Bournemouth,eng Premier League,W 2-0,2,0,+2,58,2,0,0,0,533,650,82.0,14,38,12,2,46,9063,2990,251,275,91.3,200,235,85.1,56,96,58.3,Match Report
142,Crystal Palace,2019-03-30,Huddersfield,eng Premier League,W 2-0,2,0,+2,49,1,1,1,0,359,477,75.3,13,26,9,2,44,6548,2964,164,193,85.0,147,182,80.8,40,75,53.3,Match Report
143,Manchester Utd,2019-03-30,Watford,eng Premier League,W 2-1,2,1,+1,52,2,0,0,0,365,470,77.7,6,25,13,0,38,6050,2604,191,225,84.9,119,138,86.2,41,70,58.6,Match Report
144,Southampton,2019-03-30,Brighton,eng Premier League,W 1-0,1,0,+1,40,1,0,0,0,238,385,61.8,7,23,11,1,43,3956,1630,118,152,77.6,98,130,75.4,16,75,21.3,Match Report
145,Manchester City,2019-03-30,Fulham,eng Premier League,W 2-0,2,0,+2,65,2,0,0,0,640,726,88.2,22,47,14,0,60,10235,2916,312,330,94.5,230,253,90.9,54,79,68.4,Match Report
146,Burnley,2019-03-30,Wolves,eng Premier League,W 2-0,2,0,+2,38,1,0,0,0,225,359,62.7,3,17,1,0,13,4305,1912,96,129,74.4,77,113,68.1,37,83,44.6,Match Report
147,Huddersfield,2019-03-30,Crystal Palace,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,366,497,73.6,10,31,6,2,37,6446,2562,189,221,85.5,126,157,80.3,43,92,46.7,Match Report
148,West Ham,2019-03-30,Everton,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,356,473,75.3,2,19,3,2,27,6027,2095,169,199,84.9,113,140,80.7,46,81,56.8,Match Report
149,Brighton,2019-03-30,Southampton,eng Premier League,L 0-1,0,1,-1,60,0,0,0,0,425,589,72.2,11,34,8,2,45,8189,2850,173,225,76.9,150,189,79.4,78,118,66.1,Match Report
150,Fulham,2019-03-30,Manchester City,eng Premier League,L 0-2,0,2,-2,35,0,0,0,0,303,390,77.7,4,18,3,2,23,5230,1768,136,152,89.5,134,151,88.7,26,67,38.8,Match Report
151,Bournemouth,2019-03-30,Leicester City,eng Premier League,L 0-2,0,2,-2,42,0,0,0,0,358,468,76.5,6,33,4,0,36,6029,2371,167,192,87.0,157,192,81.8,26,57,45.6,Match Report
152,Wolves,2019-03-30,Burnley,eng Premier League,L 0-2,0,2,-2,62,0,0,0,0,452,597,75.7,5,26,8,4,34,7802,2468,187,214,87.4,207,256,80.9,38,86,44.2,Match Report
153,Liverpool,2019-03-17,Fulham,eng Premier League,W 2-1,2,1,+1,62,1,1,1,0,531,651,81.6,11,56,12,2,60,9746,3124,218,252,86.5,244,282,86.5,56,84,66.7,Match Report
154,Everton,2019-03-17,Chelsea,eng Premier League,W 2-0,2,0,+2,33,2,0,1,1,257,357,72.0,9,14,4,1,22,4834,2066,108,132,81.8,89,117,76.1,42,75,56.0,Match Report
155,Fulham,2019-03-17,Liverpool,eng Premier League,L 1-2,1,2,-1,38,1,0,0,0,290,395,73.4,5,18,5,1,16,5246,2287,146,161,90.7,104,131,79.4,32,79,40.5,Match Report
156,Chelsea,2019-03-17,Everton,eng Premier League,L 0-2,0,2,-2,67,0,0,0,0,592,714,82.9,15,49,12,2,69,9934,3316,298,345,86.4,219,248,88.3,62,87,71.3,Match Report
157,Leicester City,2019-03-16,Burnley,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,215,335,64.2,6,14,4,1,19,3777,1628,94,123,76.4,90,117,76.9,22,78,28.2,Match Report
158,West Ham,2019-03-16,Huddersfield,eng Premier League,W 4-3,4,3,+1,64,3,1,1,0,536,641,83.6,10,47,15,2,74,8755,2948,275,307,89.6,196,226,86.7,48,71,67.6,Match Report
159,Newcastle Utd,2019-03-16,Bournemouth,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,343,466,73.6,8,26,6,3,32,6357,2150,158,176,89.8,118,153,77.1,52,107,48.6,Match Report
160,Bournemouth,2019-03-16,Newcastle Utd,eng Premier League,D 2-2,2,2,0,49,1,1,1,0,326,451,72.3,6,25,3,1,32,5915,2514,131,165,79.4,152,187,81.3,37,74,50.0,Match Report
161,Huddersfield,2019-03-16,West Ham,eng Premier League,L 3-4,3,4,-1,36,3,0,0,0,255,365,69.9,9,17,2,0,24,4293,1876,128,157,81.5,96,117,82.1,26,69,37.7,Match Report
162,Burnley,2019-03-16,Leicester City,eng Premier League,L 1-2,1,2,-1,62,1,0,0,0,415,547,75.9,8,38,12,3,58,7789,2817,160,185,86.5,195,227,85.9,48,97,49.5,Match Report
163,Manchester Utd,2019-03-10,Arsenal,eng Premier League,L 0-2,0,2,-2,54,0,0,0,0,401,502,79.9,11,33,11,3,49,7159,2712,172,195,88.2,174,200,87.0,43,70,61.4,Match Report
164,Liverpool,2019-03-10,Burnley,eng Premier League,W 4-2,4,2,+2,67,4,0,0,0,558,696,80.2,18,39,15,2,56,9426,3356,243,281,86.5,221,256,86.3,56,102,54.9,Match Report
165,Arsenal,2019-03-10,Manchester Utd,eng Premier League,W 2-0,2,0,+2,46,1,1,1,0,326,436,74.8,11,25,7,1,37,5548,2185,154,175,88.0,121,138,87.7,35,77,45.5,Match Report
166,Chelsea,2019-03-10,Wolves,eng Premier League,D 1-1,1,1,0,76,1,0,0,0,782,895,87.4,16,66,11,5,57,11821,3350,417,450,92.7,250,282,88.7,61,84,72.6,Match Report
167,Wolves,2019-03-10,Chelsea,eng Premier League,D 1-1,1,1,0,24,1,0,0,0,201,286,70.3,2,8,2,0,10,3690,1459,97,115,84.3,74,93,79.6,26,57,45.6,Match Report
168,Burnley,2019-03-10,Liverpool,eng Premier League,L 2-4,2,4,-2,33,2,0,0,0,201,340,59.1,2,15,3,2,25,3517,1730,97,126,77.0,67,109,61.5,22,71,31.0,Match Report
169,Cardiff City,2019-03-09,West Ham,eng Premier League,W 2-0,2,0,+2,30,2,0,0,0,161,262,61.5,10,21,7,2,29,2958,1375,59,78,75.6,76,94,80.9,19,72,26.4,Match Report
170,Bournemouth,2019-03-09,Huddersfield,eng Premier League,W 2-0,2,0,+2,43,2,0,0,0,281,404,69.6,7,12,10,1,27,4865,2338,141,172,82.0,104,133,78.2,29,69,42.0,Match Report
171,West Ham,2019-03-09,Cardiff City,eng Premier League,L 0-2,0,2,-2,70,0,0,0,0,482,606,79.5,6,32,6,1,35,7221,2669,258,293,88.1,159,190,83.7,33,68,48.5,Match Report
172,Huddersfield,2019-03-09,Bournemouth,eng Premier League,L 0-2,0,2,-2,57,0,0,0,0,402,533,75.4,5,37,8,1,53,6883,2740,193,221,87.3,145,187,77.5,49,85,57.6,Match Report
173,Crystal Palace,2019-03-09,Brighton,eng Premier League,L 1-2,1,2,-1,62,0,1,1,0,510,638,79.9,10,44,12,2,65,8763,3024,242,270,89.6,215,256,84.0,43,79,54.4,Match Report
174,Brighton,2019-03-09,Crystal Palace,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,276,386,71.5,4,18,4,2,22,4633,2151,148,175,84.6,77,102,75.5,32,70,45.7,Match Report
175,Fulham,2019-03-09,Leicester City,eng Premier League,L 1-3,1,3,-2,48,1,0,0,0,402,505,79.6,6,25,3,1,37,6963,2584,203,223,91.0,152,182,83.5,41,78,52.6,Match Report
176,Southampton,2019-03-09,Tottenham,eng Premier League,W 2-1,2,1,+1,37,2,0,0,0,224,332,67.5,6,22,4,1,20,4025,1816,113,133,85.0,63,88,71.6,34,80,42.5,Match Report
177,Manchester City,2019-03-09,Watford,eng Premier League,W 3-1,3,1,+2,71,3,0,0,0,683,770,88.7,14,64,19,2,79,9947,2759,365,390,93.6,245,275,89.1,34,52,65.4,Match Report
178,Leicester City,2019-03-09,Fulham,eng Premier League,W 3-1,3,1,+2,52,3,0,0,0,464,558,83.2,16,32,6,1,40,7894,2628,214,230,93.0,177,214,82.7,49,74,66.2,Match Report
179,Tottenham,2019-03-09,Southampton,eng Premier League,L 1-2,1,2,-1,63,1,0,0,0,422,557,75.8,13,30,9,2,40,7026,2363,195,228,85.5,173,209,82.8,37,81,45.7,Match Report
180,Watford,2019-03-09,Manchester City,eng Premier League,L 1-3,1,3,-2,29,1,0,0,0,222,318,69.8,1,7,4,0,16,4180,1745,93,114,81.6,88,109,80.7,33,72,45.8,Match Report
181,Everton,2019-03-09,Newcastle Utd,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,370,506,73.1,5,27,6,1,46,6078,2590,183,215,85.1,136,181,75.1,34,67,50.7,Match Report
182,Newcastle Utd,2019-03-09,Everton,eng Premier League,W 3-2,3,2,+1,45,3,0,1,1,283,421,67.2,12,26,8,2,31,5503,2141,116,150,77.3,110,144,76.4,43,91,47.3,Match Report
183,Everton,2019-03-03,Liverpool,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,254,404,62.9,7,25,6,4,29,4658,1995,117,154,76.0,93,132,70.5,36,98,36.7,Match Report
184,Liverpool,2019-03-03,Everton,eng Premier League,D 0-0,0,0,0,57,0,0,0,0,399,542,73.6,8,25,9,4,35,7200,2662,144,180,80.0,188,226,83.2,41,89,46.1,Match Report
185,Chelsea,2019-03-03,Fulham,eng Premier League,W 2-1,2,1,+1,63,2,0,0,0,650,727,89.4,17,54,15,2,70,10913,3582,331,354,93.5,249,270,92.2,55,72,76.4,Match Report
186,Leicester City,2019-03-03,Watford,eng Premier League,L 1-2,1,2,-1,61,1,0,0,0,508,623,81.5,10,39,6,2,40,8927,2550,231,261,88.5,206,239,86.2,56,89,62.9,Match Report
187,Watford,2019-03-03,Leicester City,eng Premier League,W 2-1,2,1,+1,39,2,0,0,0,303,404,75.0,4,21,4,0,24,4997,1765,135,160,84.4,121,147,82.3,25,56,44.6,Match Report
188,Fulham,2019-03-03,Chelsea,eng Premier League,L 1-2,1,2,-1,37,1,0,0,0,332,421,78.9,6,19,7,2,30,6063,2264,144,160,90.0,137,162,84.6,39,72,54.2,Match Report
189,Newcastle Utd,2019-03-02,West Ham,eng Premier League,L 0-2,0,2,-2,44,0,0,0,0,351,458,76.6,13,33,11,2,37,5749,2123,173,203,85.2,130,151,86.1,32,70,45.7,Match Report
190,Brighton,2019-03-02,Huddersfield,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,412,519,79.4,13,43,10,1,53,7675,2953,166,189,87.8,194,226,85.8,48,76,63.2,Match Report
191,Wolves,2019-03-02,Cardiff City,eng Premier League,W 2-0,2,0,+2,56,2,0,0,0,402,513,78.4,12,22,5,1,25,7257,2845,169,191,88.5,156,186,83.9,59,93,63.4,Match Report
192,Southampton,2019-03-02,Manchester Utd,eng Premier League,L 2-3,2,3,-1,36,2,0,0,0,205,323,63.5,7,16,6,2,26,3622,1501,94,118,79.7,83,120,69.2,21,65,32.3,Match Report
193,Crystal Palace,2019-03-02,Burnley,eng Premier League,W 3-1,3,1,+2,43,2,0,0,0,246,375,65.6,7,16,4,0,32,3792,1682,139,163,85.3,71,106,67.0,20,69,29.0,Match Report
194,Huddersfield,2019-03-02,Brighton,eng Premier League,L 0-1,0,1,-1,46,0,0,0,0,332,445,74.6,4,26,3,1,26,6249,2479,141,171,82.5,134,172,77.9,47,83,56.6,Match Report
195,Arsenal,2019-03-02,Tottenham,eng Premier League,D 1-1,1,1,0,40,1,0,1,1,223,371,60.1,7,22,3,0,26,4042,1867,112,149,75.2,63,103,61.2,36,85,42.4,Match Report
196,Manchester City,2019-03-02,Bournemouth,eng Premier League,W 1-0,1,0,+1,81,1,0,0,0,762,864,88.2,17,84,14,0,81,12105,3226,383,411,93.2,295,322,91.6,48,70,68.6,Match Report
197,Cardiff City,2019-03-02,Wolves,eng Premier League,L 0-2,0,2,-2,44,0,0,0,0,266,405,65.7,8,32,8,3,40,4852,2046,116,139,83.5,110,139,79.1,29,79,36.7,Match Report
198,West Ham,2019-03-02,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,56,1,1,1,0,475,577,82.3,6,23,7,3,42,7746,2707,233,269,86.6,144,167,86.2,56,78,71.8,Match Report
