Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Match Report
199,Bournemouth,2019-03-02,Manchester City,eng Premier League,L 0-1,0,1,-1,19,0,0,0,0,122,204,59.8,0,4,0,0,6,2280,1167,65,80,81.3,31,51,60.8,22,62,35.5,Match Report
200,Burnley,2019-03-02,Crystal Palace,eng Premier League,L 1-3,1,3,-2,57,1,0,0,0,366,504,72.6,15,37,13,5,48,6731,2625,177,214,82.7,119,147,81.0,57,116,49.1,Match Report
201,Brighton,2019-03-02,Huddersfield,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,412,519,79.4,13,43,10,1,53,7675,2953,166,189,87.8,194,226,85.8,48,76,63.2,Match Report
202,Bournemouth,2019-03-02,Manchester City,eng Premier League,L 0-1,0,1,-1,19,0,0,0,0,122,204,59.8,0,4,0,0,6,2280,1167,65,80,81.3,31,51,60.8,22,62,35.5,Match Report
203,Bournemouth,2019-02-27,Arsenal,eng Premier League,L 1-5,1,5,-4,36,1,0,0,0,301,385,78.2,9,22,9,3,26,5226,1742,147,169,87.0,108,127,85.0,37,65,56.9,Match Report
204,Crystal Palace,2019-02-27,Manchester Utd,eng Premier League,L 1-3,1,3,-2,46,1,0,0,0,337,425,79.3,16,33,11,7,37,6197,2326,142,157,90.4,155,179,86.6,34,71,47.9,Match Report
205,Liverpool,2019-02-27,Watford,eng Premier League,W 5-0,5,0,+5,62,5,0,0,0,566,677,83.6,9,44,18,4,63,9772,3387,263,292,90.1,223,257,86.8,59,88,67.0,Match Report
206,Fulham,2019-02-27,Southampton,eng Premier League,L 0-2,0,2,-2,59,0,0,0,0,476,606,78.5,8,36,6,1,31,8252,2907,211,243,86.8,206,230,89.6,45,90,50.0,Match Report
207,Chelsea,2019-02-27,Tottenham,eng Premier League,W 2-0,2,0,+2,46,1,0,0,0,414,515,80.4,7,18,5,1,32,6894,2366,211,231,91.3,120,148,81.1,49,80,61.3,Match Report
208,Manchester Utd,2019-02-27,Crystal Palace,eng Premier League,W 3-1,3,1,+2,54,3,0,0,0,400,501,79.8,9,32,5,1,38,6804,2467,186,214,86.9,151,176,85.8,41,74,55.4,Match Report
209,Arsenal,2019-02-27,Bournemouth,eng Premier League,W 5-1,5,1,+4,64,5,0,0,0,606,694,87.3,14,34,10,2,41,10068,2885,279,302,92.4,260,281,92.5,40,59,67.8,Match Report
210,Manchester City,2019-02-27,West Ham,eng Premier League,W 1-0,1,0,+1,75,0,1,1,0,716,846,84.6,15,58,24,2,85,11207,3228,365,392,93.1,272,307,88.6,46,71,64.8,Match Report
211,Watford,2019-02-27,Liverpool,eng Premier League,L 0-5,0,5,-5,38,0,0,0,0,316,423,74.7,4,28,2,0,24,4958,1885,167,184,90.8,108,132,81.8,27,69,39.1,Match Report
212,Tottenham,2019-02-27,Chelsea,eng Premier League,L 0-2,0,2,-2,54,0,0,0,0,505,595,84.9,8,49,7,2,55,9646,3109,203,230,88.3,233,252,92.5,65,96,67.7,Match Report
213,Southampton,2019-02-27,Fulham,eng Premier League,W 2-0,2,0,+2,41,2,0,0,0,310,418,74.2,11,38,5,1,44,5374,2119,154,178,86.5,118,152,77.6,32,72,44.4,Match Report
214,West Ham,2019-02-27,Manchester City,eng Premier League,L 0-1,0,1,-1,25,0,0,0,0,195,284,68.7,2,13,4,2,18,3733,1968,97,113,85.8,56,79,70.9,34,63,54.0,Match Report
215,Everton,2019-02-26,Cardiff City,eng Premier League,W 3-0,3,0,+3,66,3,0,0,0,453,590,76.8,10,34,8,0,44,6814,2473,232,263,88.2,144,185,77.8,37,80,46.3,Match Report
216,Huddersfield,2019-02-26,Wolves,eng Premier League,W 1-0,1,0,+1,50,1,0,0,0,377,501,75.2,10,30,5,1,35,6747,2678,171,208,82.2,143,175,81.7,53,87,60.9,Match Report
217,Newcastle Utd,2019-02-26,Burnley,eng Premier League,W 2-0,2,0,+2,54,2,0,0,0,362,500,72.4,12,26,9,4,28,6755,2414,161,202,79.7,110,136,80.9,63,120,52.5,Match Report
218,Brighton,2019-02-26,Leicester City,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,387,507,76.3,8,38,5,1,55,7312,2778,184,205,89.8,135,165,81.8,63,113,55.8,Match Report
219,Burnley,2019-02-26,Newcastle Utd,eng Premier League,L 0-2,0,2,-2,46,0,0,0,0,280,425,65.9,7,25,6,1,24,5153,2089,123,161,76.4,98,131,74.8,44,97,45.4,Match Report
220,Leicester City,2019-02-26,Brighton,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,389,481,80.9,15,26,8,1,39,6763,2394,192,217,88.5,138,164,84.1,48,74,64.9,Match Report
221,Cardiff City,2019-02-26,Everton,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,164,301,54.5,4,15,5,2,16,3244,1702,69,103,67.0,65,98,66.3,22,72,30.6,Match Report
222,Wolves,2019-02-26,Huddersfield,eng Premier League,L 0-1,0,1,-1,50,0,0,0,0,391,510,76.7,6,34,3,0,35,6449,2293,188,222,84.7,123,152,80.9,48,82,58.5,Match Report
223,Southampton,2019-02-24,Arsenal,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,276,403,68.5,7,30,4,3,28,4546,1595,149,179,83.2,95,133,71.4,24,60,40.0,Match Report
224,Liverpool,2019-02-24,Manchester Utd,eng Premier League,D 0-0,0,0,0,64,0,0,0,0,509,622,81.8,6,36,9,0,42,8505,2710,245,275,89.1,199,230,86.5,44,77,57.1,Match Report
225,Arsenal,2019-02-24,Southampton,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,522,648,80.6,10,27,18,2,47,8967,2922,226,267,84.6,203,240,84.6,58,79,73.4,Match Report
226,Manchester Utd,2019-02-24,Liverpool,eng Premier League,D 0-0,0,0,0,36,0,0,0,0,251,346,72.5,6,17,5,1,21,4743,1906,100,118,84.7,94,115,81.7,39,73,53.4,Match Report
227,Burnley,2019-02-23,Tottenham,eng Premier League,W 2-1,2,1,+1,32,2,0,0,0,158,269,58.7,7,20,2,0,22,3272,1945,69,84,82.1,41,72,56.9,34,82,41.5,Match Report
228,Leicester City,2019-02-23,Crystal Palace,eng Premier League,L 1-4,1,4,-3,64,1,0,0,0,484,588,82.3,21,61,9,2,63,8382,2722,232,265,87.5,186,209,89.0,46,73,63.0,Match Report
229,Wolves,2019-02-23,Bournemouth,eng Premier League,D 1-1,1,1,0,55,0,1,1,0,386,525,73.5,8,28,7,2,43,6454,2282,196,219,89.5,136,173,78.6,41,102,40.2,Match Report
230,Bournemouth,2019-02-23,Wolves,eng Premier League,D 1-1,1,1,0,45,0,1,2,1,304,425,71.5,7,20,6,3,32,5221,2085,141,172,82.0,132,169,78.1,23,60,38.3,Match Report
231,Tottenham,2019-02-23,Burnley,eng Premier League,L 1-2,1,2,-1,68,1,0,0,0,440,566,77.7,14,24,13,4,33,7695,2510,203,239,84.9,177,208,85.1,42,83,50.6,Match Report
232,Crystal Palace,2019-02-23,Leicester City,eng Premier League,W 4-1,4,1,+3,36,3,1,1,0,234,325,72.0,5,15,2,1,21,3891,1739,122,143,85.3,77,98,78.6,24,57,42.1,Match Report
233,Huddersfield,2019-02-23,Newcastle Utd,eng Premier League,L 0-2,0,2,-2,46,0,0,0,0,414,525,78.9,3,27,4,2,29,7308,2851,199,225,88.4,148,178,83.1,55,89,61.8,Match Report
234,Newcastle Utd,2019-02-23,Huddersfield,eng Premier League,W 2-0,2,0,+2,54,2,0,0,0,487,608,80.1,26,36,15,5,56,9037,3016,201,230,87.4,192,222,86.5,63,104,60.6,Match Report
235,Cardiff City,2019-02-22,Watford,eng Premier League,L 1-5,1,5,-4,37,1,0,0,0,226,352,64.2,8,26,6,1,32,4145,1969,98,125,78.4,79,112,70.5,33,78,42.3,Match Report
236,Watford,2019-02-22,Cardiff City,eng Premier League,W 5-1,5,1,+4,63,5,0,0,0,493,609,81.0,10,25,10,2,44,7329,3166,282,313,90.1,147,180,81.7,33,55,60.0,Match Report
237,Fulham,2019-02-22,West Ham,eng Premier League,L 1-3,1,3,-2,45,1,0,0,0,399,496,80.4,5,26,6,2,43,6820,2825,202,224,90.2,148,174,85.1,40,75,53.3,Match Report
238,West Ham,2019-02-22,Fulham,eng Premier League,W 3-1,3,1,+2,55,3,0,0,0,487,614,79.3,16,41,15,2,63,8339,3172,230,260,88.5,163,205,79.5,61,90,67.8,Match Report
239,Newcastle Utd,2019-02-11,Wolves,eng Premier League,D 1-1,1,1,0,41,1,0,0,0,340,471,72.2,8,24,7,4,26,6035,1980,146,169,86.4,133,167,79.6,43,94,45.7,Match Report
240,Wolves,2019-02-11,Newcastle Utd,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,528,675,78.2,16,26,10,5,45,9421,3135,228,268,85.1,202,239,84.5,69,113,61.1,Match Report
241,Leicester City,2019-02-10,Tottenham,eng Premier League,L 1-3,1,3,-2,47,1,0,1,1,381,485,78.6,19,26,9,1,36,6805,2319,190,212,89.6,120,146,82.2,55,89,61.8,Match Report
242,Tottenham,2019-02-10,Leicester City,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,440,545,80.7,9,31,10,3,48,7811,2699,197,218,90.4,195,225,86.7,42,75,56.0,Match Report
243,Manchester City,2019-02-10,Chelsea,eng Premier League,W 6-0,6,0,+6,56,5,1,1,0,655,710,92.3,10,31,8,2,39,10924,3134,301,316,95.3,275,284,96.8,51,67,76.1,Match Report
244,Chelsea,2019-02-10,Manchester City,eng Premier League,L 0-6,0,6,-6,44,0,0,0,0,491,563,87.2,10,34,10,1,35,7660,2361,252,277,91.0,176,190,92.6,35,51,68.6,Match Report
245,Huddersfield,2019-02-09,Arsenal,eng Premier League,L 1-2,1,2,-1,55,1,0,0,0,414,543,76.2,10,45,6,0,66,6931,2747,215,253,85.0,151,183,82.5,42,79,53.2,Match Report
246,Fulham,2019-02-09,Manchester Utd,eng Premier League,L 0-3,0,3,-3,51,0,0,0,0,417,550,75.8,7,36,5,2,46,6918,2442,211,233,90.6,163,196,83.2,29,82,35.4,Match Report
247,Everton,2019-02-09,Watford,eng Premier League,L 0-1,0,1,-1,56,0,0,0,0,338,470,71.9,6,36,6,3,35,6351,2683,133,176,75.6,141,172,82.0,45,78,57.7,Match Report
248,Cardiff City,2019-02-09,Southampton,eng Premier League,W 2-1,2,1,+1,34,2,0,0,0,178,307,58.0,4,16,5,2,21,3450,1828,81,106,76.4,62,89,69.7,32,83,38.6,Match Report
249,West Ham,2019-02-09,Crystal Palace,eng Premier League,D 1-1,1,1,0,42,0,1,1,0,291,402,72.4,5,22,8,2,34,5631,2332,120,150,80.0,113,141,80.1,46,84,54.8,Match Report
250,Liverpool,2019-02-09,Bournemouth,eng Premier League,W 3-0,3,0,+3,65,3,0,0,0,652,749,87.0,17,55,19,2,81,10550,3481,326,349,93.4,262,294,89.1,42,61,68.9,Match Report
251,Southampton,2019-02-09,Cardiff City,eng Premier League,L 1-2,1,2,-1,66,1,0,0,0,455,584,77.9,11,45,8,1,45,7294,2771,249,289,86.2,178,220,80.9,26,58,44.8,Match Report
252,Crystal Palace,2019-02-09,West Ham,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,437,549,79.6,17,47,18,4,77,7899,3237,188,212,88.7,193,225,85.8,46,82,56.1,Match Report
253,Bournemouth,2019-02-09,Liverpool,eng Premier League,L 0-3,0,3,-3,35,0,0,0,0,299,399,74.9,7,21,9,1,27,5087,2185,148,173,85.5,114,136,83.8,26,62,41.9,Match Report
254,Brighton,2019-02-09,Burnley,eng Premier League,L 1-3,1,3,-2,68,1,0,0,0,455,602,75.6,12,41,10,6,63,8747,3049,184,211,87.2,202,244,82.8,60,114,52.6,Match Report
255,Burnley,2019-02-09,Brighton,eng Premier League,W 3-1,3,1,+2,32,2,1,1,0,168,287,58.5,5,13,4,0,21,3195,1559,75,94,79.8,60,92,65.2,26,81,32.1,Match Report
256,Watford,2019-02-09,Everton,eng Premier League,W 1-0,1,0,+1,44,1,0,0,0,235,372,63.2,5,18,7,1,26,3836,1880,129,155,83.2,65,98,66.3,26,85,30.6,Match Report
257,Arsenal,2019-02-09,Huddersfield,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,326,447,72.9,7,12,11,2,31,6043,2567,154,185,83.2,116,146,79.5,44,74,59.5,Match Report
258,Manchester Utd,2019-02-09,Fulham,eng Premier League,W 3-0,3,0,+3,49,2,1,1,0,402,529,76.0,10,29,11,0,49,6925,2865,192,220,87.3,125,160,78.1,48,84,57.1,Match Report
259,Manchester City,2019-02-06,Everton,eng Premier League,W 2-0,2,0,+2,61,2,0,0,0,492,589,83.5,8,46,17,1,57,8529,2637,236,252,93.7,182,216,84.3,55,79,69.6,Match Report
260,Everton,2019-02-06,Manchester City,eng Premier League,L 0-2,0,2,-2,39,0,0,0,0,278,382,72.8,1,30,3,1,21,4942,1996,143,160,89.4,88,110,80.0,36,82,43.9,Match Report
261,Liverpool,2019-02-04,West Ham,eng Premier League,D 1-1,1,1,0,73,1,0,0,0,622,746,83.4,9,47,6,0,51,10250,3076,299,335,89.3,256,290,88.3,49,75,65.3,Match Report
262,West Ham,2019-02-04,Liverpool,eng Premier League,D 1-1,1,1,0,27,1,0,0,0,174,275,63.3,9,13,7,1,30,3185,1734,78,99,78.8,46,70,65.7,30,74,40.5,Match Report
263,Manchester City,2019-02-03,Arsenal,eng Premier League,W 3-1,3,1,+2,59,3,0,0,0,562,660,85.2,13,55,15,1,69,9103,2492,278,304,91.4,208,237,87.8,51,70,72.9,Match Report
264,Leicester City,2019-02-03,Manchester Utd,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,358,465,77.0,10,26,8,2,41,5700,2180,200,225,88.9,100,128,78.1,39,68,57.4,Match Report
265,Manchester Utd,2019-02-03,Leicester City,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,465,579,80.3,9,23,8,3,42,7959,2884,217,245,88.6,164,200,82.0,52,79,65.8,Match Report
266,Arsenal,2019-02-03,Manchester City,eng Premier League,L 1-3,1,3,-2,41,1,0,0,0,360,465,77.4,4,15,3,0,24,5745,1752,166,192,86.5,144,167,86.2,25,57,43.9,Match Report
267,Brighton,2019-02-02,Watford,eng Premier League,D 0-0,0,0,0,55,0,0,0,0,381,514,74.1,20,34,10,4,47,6935,2746,176,212,83.0,136,176,77.3,53,94,56.4,Match Report
268,Burnley,2019-02-02,Southampton,eng Premier League,D 1-1,1,1,0,55,0,1,1,0,356,527,67.6,11,32,10,4,41,6523,2775,167,190,87.9,123,177,69.5,50,109,45.9,Match Report
269,Newcastle Utd,2019-02-02,Tottenham,eng Premier League,L 0-1,0,1,-1,29,0,0,0,0,219,328,66.8,4,13,4,4,16,4512,2040,99,115,86.1,57,79,72.2,49,96,51.0,Match Report
270,Fulham,2019-02-02,Crystal Palace,eng Premier League,L 0-2,0,2,-2,62,0,0,0,0,543,649,83.7,7,44,4,2,50,9505,3187,242,269,90.0,230,261,88.1,55,82,67.1,Match Report
