Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Bournemouth,2023-05-28,Everton,eng Premier League,L 0-1,0,1,-1,62,0,0,0,0,475,576,82.5,5,28,5,2,40,7958,2783,229,249,92.0,193,216,89.4,40,85,47.1,12,7,5,6,1,6,14,42.9,8,8,2,6,6,18,29,0,0.5,0.5,-0.6,-0.6,0.3,0.4,-0.5,-0.5,-0.3,0.07,7,0.00,0.00,1,14.3,14.5,0,1.9,0.31,+0.9,700,102,255,255,94,14,700,404,2047,1091,15,6,2,20,5,474,40,Match Report
2,Bournemouth,2023-05-20,Manchester Utd,eng Premier League,L 0-1,0,1,-1,41,0,0,0,0,407,487,83.6,7,28,11,3,35,6747,2459,211,228,92.5,158,173,91.3,29,67,43.3,12,7,5,6,1,5,20,25.0,15,17,7,10,18,30,22,0,1.0,1.0,-0.4,-0.4,0.9,0.5,-1.0,-1.0,-0.9,0.10,10,0.00,0.00,4,40.0,16.2,1,1.7,0.34,+0.7,612,97,255,247,119,20,612,398,1862,964,15,16,6,15,15,403,35,Match Report
3,Bournemouth,2023-05-13,Crystal Palace,eng Premier League,L 0-2,0,2,-2,41,0,0,0,0,356,441,80.7,4,14,7,1,21,6308,2162,152,175,86.9,161,182,88.5,35,62,56.5,20,10,12,7,1,9,21,42.9,12,18,5,13,11,31,31,0,0.3,0.3,-1.2,-1.2,0.3,0.3,-0.3,-0.3,-0.3,0.06,5,0.00,,0,0.0,19.4,1,1.5,0.29,-0.5,566,95,255,200,80,13,566,308,1144,656,6,5,1,15,15,352,21,Match Report
4,Bournemouth,2023-05-06,Chelsea,eng Premier League,L 1-3,1,3,-2,35,1,0,0,0,259,348,74.4,10,16,8,1,23,4325,1713,132,148,89.2,86,105,81.9,28,58,48.3,16,9,12,4,0,10,25,40.0,15,5,1,4,8,24,27,1,1.2,1.2,-0.1,-0.1,1.3,1.7,-0.2,-0.2,-0.3,0.13,10,0.10,0.25,4,40.0,14.5,0,1.7,0.34,-1.3,454,72,205,144,108,21,454,230,1451,836,16,8,7,11,6,256,22,Match Report
5,Bournemouth,2023-04-30,Leeds United,eng Premier League,W 4-1,4,1,+3,42,4,0,0,0,294,406,72.4,7,20,6,2,20,5793,2527,116,137,84.7,141,167,84.4,35,82,42.7,24,12,13,10,1,8,21,38.1,13,12,1,11,6,30,22,0,1.9,1.9,+0.3,+0.3,1.2,1.2,+2.1,+2.1,-0.2,0.16,12,0.33,0.57,7,58.3,12.5,0,2.3,0.39,+1.3,543,68,223,226,99,23,543,246,1478,601,10,3,4,14,9,292,19,Match Report
6,Bournemouth,2023-04-27,Southampton,eng Premier League,W 1-0,1,0,+1,43,1,0,0,0,328,427,76.8,10,22,8,1,37,5751,2305,166,187,88.8,128,153,83.7,31,73,42.5,21,12,9,11,1,8,25,32.0,17,12,3,9,6,27,35,0,0.9,0.9,+0.4,+0.4,0.7,0.3,+0.1,+0.1,+0.3,0.06,16,0.06,0.50,2,12.5,17.6,0,0.5,0.24,+0.5,566,74,207,239,132,31,566,257,1703,749,19,17,7,18,10,326,37,Match Report
7,Bournemouth,2023-04-23,West Ham,eng Premier League,L 0-4,0,4,-4,64,0,0,0,0,605,709,85.3,12,52,14,7,55,10187,3031,303,337,89.9,254,279,91.0,39,72,54.2,11,7,6,4,1,4,9,44.4,5,10,4,6,9,20,13,0,1.5,1.5,-0.9,-0.9,1.2,1.0,-1.5,-1.5,-1.2,0.09,17,0.00,0.00,5,29.4,17.4,0,2.0,0.20,-2.0,813,51,198,255,251,30,813,531,3069,1969,35,23,3,16,7,604,55,Match Report
8,Bournemouth,2023-04-15,Tottenham,eng Premier League,W 3-2,3,2,+1,42,3,0,0,0,304,400,76.0,7,27,6,0,19,4966,1881,163,197,82.7,106,119,89.1,24,59,40.7,17,12,10,5,2,10,20,50.0,10,19,8,11,18,35,37,0,1.3,1.3,-0.9,-0.9,1.0,0.4,+1.7,+1.7,+1.0,0.15,9,0.33,0.50,6,66.7,17.9,0,1.6,0.21,-0.4,542,86,174,255,107,17,542,294,1587,713,17,9,10,12,9,302,18,Match Report
9,Bournemouth,2023-04-08,Leicester City,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,353,462,76.4,9,24,4,2,30,6679,2216,138,163,84.7,161,188,85.6,44,84,52.4,8,5,2,5,1,3,11,27.3,8,14,2,12,11,19,26,0,2.0,2.0,+1.4,+1.4,1.2,0.9,-1.0,-1.0,-1.2,0.12,19,0.05,0.14,7,36.8,14.7,1,0.7,0.18,+0.7,598,69,188,255,160,31,598,305,1585,697,12,10,3,12,7,349,29,Match Report
10,Bournemouth,2023-04-04,Brighton,eng Premier League,L 0-2,0,2,-2,37,0,0,0,0,294,389,75.6,11,21,7,0,34,4945,1927,139,156,89.1,124,148,83.8,23,58,39.7,18,8,8,8,2,7,21,33.3,14,6,1,5,15,33,13,0,1.7,1.7,-0.9,-0.9,1.0,0.9,-1.7,-1.7,-1.0,0.13,14,0.00,0.00,3,21.4,15.8,0,2.2,0.36,+0.2,496,69,192,179,130,21,496,284,1225,633,16,14,3,14,5,291,32,Match Report
