Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Fulham,2023-05-28,Manchester Utd,eng Premier League,L 1-2,1,2,-1,47,1,0,1,1,381,460,82.8,7,20,12,4,24,7045,2396,155,172,90.1,169,191,88.5,44,70,62.9,15,10,10,5,0,11,20,55.0,9,13,6,7,11,26,18,0,1.8,1.0,-1.1,-1.9,0.9,1.3,-0.8,0.0,+0.1,0.11,9,0.11,0.50,2,22.2,17.6,1,1.8,0.23,-0.2,574,82,212,252,118,20,573,316,1978,1074,23,18,1,20,12,378,24,Match Report
2,Fulham,2023-05-20,Crystal Palace,eng Premier League,D 2-2,2,2,0,49,1,1,1,0,294,404,72.8,8,17,9,1,25,5262,2017,131,163,80.4,122,144,84.7,31,65,47.7,16,7,5,9,2,9,21,42.9,12,10,3,7,9,25,23,1,1.7,0.9,+0.1,-0.7,0.8,0.6,+0.3,+0.1,+0.2,0.09,10,0.10,0.33,3,30.0,19.0,1,1.9,0.40,-0.1,511,62,197,184,137,26,510,266,1884,1094,16,10,3,17,7,287,24,Match Report
3,Fulham,2023-05-13,Southampton,eng Premier League,W 2-0,2,0,+2,64,2,0,0,0,575,671,85.7,9,35,10,1,59,9882,3311,263,289,91.0,248,271,91.5,49,75,65.3,10,5,2,6,2,5,11,45.5,6,10,2,8,10,20,8,1,1.4,1.4,+1.0,+1.0,1.4,1.2,+0.6,+0.6,+0.6,0.16,9,0.22,0.67,3,33.3,17.5,0,0.1,0.12,+0.1,737,45,211,255,208,30,737,519,2523,1185,26,14,8,10,10,571,58,Match Report
4,Fulham,2023-05-08,Leicester City,eng Premier League,W 5-3,5,3,+2,57,5,0,0,0,442,550,80.4,15,32,8,1,32,7871,2845,208,237,87.8,186,217,85.7,42,71,59.2,22,14,12,6,4,12,29,41.4,17,17,5,12,6,28,15,2,1.6,1.6,-1.2,+0.4,1.6,0.9,+3.4,+3.4,+2.4,0.10,17,0.29,0.71,7,41.2,17.5,1,3.8,0.21,+0.8,672,88,252,255,150,24,672,325,2008,1009,16,12,1,11,8,437,32,Match Report
5,Fulham,2023-05-03,Liverpool,eng Premier League,L 0-1,0,1,-1,43,0,0,0,0,404,494,81.8,7,32,9,3,35,7432,2604,162,175,92.6,199,232,85.8,42,73,57.5,15,8,10,2,3,8,21,38.1,13,13,2,11,11,26,34,0,0.9,0.9,-1.0,-0.2,0.8,0.5,-0.9,-0.9,-0.8,0.10,9,0.00,0.00,3,33.3,16.8,0,1.1,0.05,+0.1,612,94,255,246,110,12,612,352,1995,970,19,8,4,15,9,403,35,Match Report
6,Fulham,2023-04-30,Manchester City,eng Premier League,L 1-2,1,2,-1,38,1,0,0,0,327,411,79.6,1,14,3,1,19,5615,1869,138,157,87.9,152,171,88.9,28,59,47.5,22,14,12,6,4,12,20,60.0,8,13,0,13,9,31,32,0,0.2,0.2,-2.3,-1.5,0.1,0.5,+0.8,+0.8,+0.9,0.05,4,0.25,1.00,1,25.0,22.4,0,3.1,0.24,+1.1,512,79,226,202,93,7,512,267,1438,709,9,10,0,11,11,324,19,Match Report
7,Fulham,2023-04-25,Aston Villa,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,348,445,78.2,1,28,4,2,36,6529,1899,132,148,89.2,165,195,84.6,43,73,58.9,21,8,8,12,1,11,17,64.7,6,13,7,6,6,27,15,0,0.1,0.1,-0.9,-0.9,0.1,0.2,-0.1,-0.1,-0.1,0.10,1,0.00,,0,0.0,14.7,0,0.7,0.24,-0.3,543,46,173,255,105,14,543,298,1371,684,12,4,2,9,5,344,36,Match Report
8,Fulham,2023-04-22,Leeds United,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,305,434,70.3,5,32,4,0,41,5752,2267,117,154,76.0,143,171,83.6,36,79,45.6,19,11,9,9,1,7,12,58.3,5,10,4,6,9,28,23,0,1.7,1.7,+0.9,+0.9,0.3,0.2,+0.3,+0.3,-0.3,0.14,12,0.17,0.40,5,41.7,24.4,3,0.3,0.16,+0.3,570,73,171,255,146,12,570,342,1812,895,23,8,5,17,9,302,41,Match Report
9,Fulham,2023-04-15,Everton,eng Premier League,W 3-1,3,1,+2,54,3,0,0,0,382,519,73.6,13,31,9,6,37,6942,2381,165,192,85.9,148,182,81.3,52,104,50.0,17,11,9,6,2,5,18,27.8,13,9,2,7,13,30,22,1,1.8,1.8,+0.4,+0.4,1.0,0.7,+1.2,+1.2,+1.0,0.09,21,0.14,0.43,7,33.3,17.9,0,2.1,0.31,+1.1,627,66,190,255,173,28,627,333,1904,837,20,17,4,7,8,376,36,Match Report
10,Fulham,2023-04-08,West Ham,eng Premier League,L 0-1,0,1,-1,76,0,0,0,0,613,735,83.4,12,58,13,3,72,10026,2899,282,317,89.0,260,297,87.5,42,81,51.9,17,9,7,6,4,11,13,84.6,2,8,0,8,5,22,27,1,0.7,0.7,-0.4,-0.4,0.5,1.0,-0.7,-0.7,-0.5,0.04,16,0.00,0.00,3,18.8,20.5,0,0.8,0.16,+0.8,847,70,181,255,255,39,847,592,2909,1574,22,13,3,14,9,610,72,Match Report
11,Fulham,2023-04-01,Bournemouth,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,446,535,83.4,8,36,12,5,52,8747,2720,164,183,89.6,220,244,90.2,58,88,65.9,19,11,8,7,4,12,28,42.9,16,12,3,9,4,23,16,1,0.8,0.8,-1.8,-1.8,0.8,0.9,+0.2,+0.2,+0.2,0.08,10,0.10,0.50,2,20.0,16.5,0,2.8,0.47,+0.8,638,79,255,227,154,19,638,339,2161,1038,15,16,0,10,14,443,51,Match Report
12,Fulham,2023-03-12,Arsenal,eng Premier League,L 0-3,0,3,-3,45,0,0,0,0,385,479,80.4,8,34,4,3,27,6958,2435,157,180,87.2,178,204,87.3,40,77,51.9,14,8,9,3,2,4,18,22.2,14,16,4,12,7,21,12,1,0.8,0.8,-1.5,-1.5,0.6,0.4,-0.8,-0.8,-0.6,0.07,12,0.00,0.00,2,16.7,17.4,0,2.7,0.40,-0.3,570,67,191,248,135,18,570,326,1576,726,9,10,0,10,9,381,27,Match Report
