Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Liverpool,2023-05-28,Southampton,eng Premier League,D 4-4,4,4,0,69,4,0,0,0,563,662,85.0,21,61,22,4,77,10065,3387,248,283,87.6,266,290,91.7,47,72,65.3,20,15,1,11,8,13,30,43.3,17,6,0,6,13,33,2,1,4.0,4.0,+2.2,+2.2,3.0,2.1,0.0,0.0,0.0,0.14,30,0.13,0.50,8,26.7,18.5,0,2.9,0.34,-1.1,771,38,136,255,255,53,771,531,2580,1311,29,17,13,17,13,559,77,Match Report
2,Liverpool,2023-05-20,Aston Villa,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,465,581,80.0,9,49,13,4,57,8250,3156,208,231,90.0,206,235,87.7,40,82,48.8,18,11,4,7,7,10,22,45.5,12,7,1,6,8,26,22,0,0.7,0.7,-0.6,+0.2,0.7,1.1,+0.3,+0.3,+0.3,0.07,10,0.10,0.20,5,50.0,18.2,0,0.6,0.19,-0.4,693,41,155,255,213,50,693,487,2159,1166,31,17,16,17,14,460,55,Match Report
3,Liverpool,2023-05-15,Leicester City,eng Premier League,W 3-0,3,0,+3,66,3,0,0,0,611,725,84.3,14,40,12,3,43,10415,3382,290,321,90.3,256,293,87.4,50,78,64.1,18,12,7,7,4,12,21,57.1,9,9,0,9,6,24,10,1,2.2,2.2,+1.7,+1.7,2.1,1.6,+0.8,+0.8,+0.9,0.13,16,0.19,0.60,5,31.3,17.5,1,1.2,0.31,+1.2,831,49,213,255,216,31,831,516,2541,1229,29,28,11,12,27,609,43,Match Report
4,Liverpool,2023-05-06,Brentford,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,330,424,77.8,10,36,11,1,37,6030,2105,139,159,87.4,146,174,83.9,40,78,51.3,9,5,2,4,3,4,12,33.3,8,3,1,2,4,13,27,0,2.2,2.2,+2.0,+2.0,1.8,1.4,-1.2,-1.2,-0.8,0.15,15,0.07,0.20,5,33.3,18.8,0,0.0,0.03,0.0,520,55,145,216,161,28,520,285,1542,887,12,11,2,11,7,328,37,Match Report
5,Liverpool,2023-05-03,Fulham,eng Premier League,W 1-0,1,0,+1,57,0,1,1,0,549,659,83.3,12,46,10,1,49,9402,3387,253,279,90.7,238,265,89.8,47,83,56.6,14,8,3,5,6,5,14,35.7,9,6,3,3,6,20,20,0,1.8,1.0,+1.0,+0.2,1.0,0.6,-0.8,-1.0,-1.0,0.07,14,0.00,0.00,2,14.3,22.6,0,1.5,0.51,+1.5,762,53,193,255,230,33,761,429,1840,858,12,15,3,13,7,545,48,Match Report
6,Liverpool,2023-04-30,Tottenham,eng Premier League,W 4-3,4,3,+1,67,3,1,1,0,666,764,87.2,10,51,10,3,63,11770,3570,290,316,91.8,294,316,93.0,67,108,62.0,16,11,4,6,6,7,16,43.8,9,10,1,9,1,17,7,2,2.2,1.4,+0.2,-0.6,1.2,1.5,+1.8,+1.6,+0.8,0.13,11,0.27,1.00,3,27.3,16.1,0,1.2,0.21,-1.8,864,45,210,255,217,28,863,536,2362,1063,20,18,6,17,7,665,62,Match Report
7,Liverpool,2023-04-26,West Ham,eng Premier League,W 2-1,2,1,+1,72,2,0,0,0,768,884,86.9,15,58,9,1,58,11994,3962,412,447,92.2,280,311,90.0,51,85,60.0,20,11,4,12,4,10,23,43.5,13,8,1,7,18,38,18,0,1.9,1.9,+1.1,+1.1,1.6,1.8,+0.1,+0.1,+0.4,0.11,20,0.10,0.50,4,20.0,16.8,0,0.1,0.06,-0.9,1000,72,255,255,228,36,1000,691,2875,1217,23,26,7,15,7,765,58,Match Report
8,Liverpool,2023-04-22,Nott'ham Forest,eng Premier League,W 3-2,3,2,+1,80,3,0,0,0,610,716,85.2,15,55,8,1,59,10859,3558,267,289,92.4,273,304,89.8,64,98,65.3,14,8,4,3,7,8,11,72.7,3,7,0,7,5,19,11,1,2.8,2.8,+2.0,+2.0,2.6,2.3,+0.2,+0.2,+0.4,0.16,18,0.17,0.60,5,27.8,12.5,0,0.8,0.15,-1.2,824,44,142,255,251,47,824,534,2617,1334,24,18,4,14,7,607,58,Match Report
9,Liverpool,2023-04-17,Leeds United,eng Premier League,W 6-1,6,1,+5,73,6,0,0,0,803,908,88.4,13,59,14,4,59,13597,4093,362,397,91.2,381,410,92.9,46,70,65.7,21,10,10,10,1,11,22,50.0,11,12,3,9,8,29,17,1,2.7,2.7,+1.3,+1.3,2.7,1.9,+3.3,+3.3,+3.3,0.21,13,0.46,0.86,7,53.8,12.9,0,0.9,0.31,-0.1,1003,53,223,255,202,23,1003,768,2559,1237,13,23,3,14,7,801,58,Match Report
10,Liverpool,2023-04-09,Arsenal,eng Premier League,D 2-2,2,2,0,59,2,0,1,1,456,568,80.3,16,37,20,4,53,8309,3352,204,227,89.9,186,220,84.5,52,85,61.2,22,12,11,6,5,13,30,43.3,17,9,2,7,11,33,12,0,3.9,3.1,+2.5,+1.7,2.7,2.5,-1.9,-1.1,-1.7,0.16,20,0.10,0.33,6,30.0,14.0,0,2.6,0.52,+0.6,686,79,229,255,205,51,685,315,1706,818,20,15,10,19,13,452,53,Match Report
