Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Newcastle Utd,2023-05-28,Chelsea,eng Premier League,D 1-1,1,1,0,36,1,0,0,0,297,364,81.6,8,12,7,0,30,5002,2125,129,147,87.8,137,152,90.1,22,43,51.2,14,6,7,6,1,9,23,39.1,14,15,9,6,8,22,32,0,1.7,1.7,-0.5,-0.5,1.4,0.8,-0.7,-0.7,-0.4,0.13,13,0.08,0.25,4,30.8,17.1,0,0.8,0.20,+0.8,497,96,234,162,104,20,497,292,1598,932,20,11,9,14,10,295,30,Match Report
2,Newcastle Utd,2023-05-22,Leicester City,eng Premier League,D 0-0,0,0,0,77,0,0,0,0,658,762,86.4,14,67,19,1,76,10888,3054,327,350,93.4,251,283,88.7,60,84,71.4,6,2,3,1,2,2,9,22.2,7,4,0,4,4,10,10,0,2.1,2.1,+2.0,+2.0,0.9,1.1,-2.1,-2.1,-0.9,0.10,23,0.00,0.00,3,13.0,15.9,0,0.1,0.08,+0.1,850,30,133,255,255,46,850,593,3122,1619,41,31,6,16,12,653,75,Match Report
3,Newcastle Utd,2023-05-18,Brighton,eng Premier League,W 4-1,4,1,+3,35,3,0,0,0,211,296,71.3,15,17,12,3,29,3889,1892,100,112,89.3,75,96,78.1,27,68,39.7,11,10,3,8,0,9,24,37.5,15,9,3,6,9,20,9,0,3.6,3.6,+3.1,+3.1,2.6,1.4,-0.6,-0.6,+0.4,0.17,22,0.14,0.38,8,36.4,13.3,1,0.2,0.11,-0.8,400,31,110,165,136,39,400,207,1209,536,16,15,9,20,7,207,27,Match Report
4,Newcastle Utd,2023-05-13,Leeds United,eng Premier League,D 2-2,2,2,0,64,0,2,2,0,394,497,79.3,11,31,18,0,51,6565,2555,193,223,86.5,156,177,88.1,33,54,61.1,21,12,8,9,4,8,11,72.7,3,10,2,8,13,34,20,0,2.4,0.8,+0.4,-0.4,0.6,0.7,-0.4,-0.8,-0.6,0.05,16,0.00,0.00,3,18.8,19.1,1,2.0,0.30,0.0,625,40,175,255,200,35,623,403,2097,990,18,13,7,20,8,392,51,Match Report
5,Newcastle Utd,2023-05-07,Arsenal,eng Premier League,L 0-2,0,2,-2,55,0,0,0,0,350,449,78.0,12,26,9,2,38,6093,1979,153,174,87.9,151,179,84.4,32,65,49.2,18,9,10,7,1,7,13,53.8,6,7,2,5,8,26,10,0,1.3,1.3,+0.1,+0.1,1.3,1.2,-1.3,-1.3,-1.3,0.11,12,0.00,0.00,5,41.7,14.8,0,1.7,0.31,+0.7,558,51,178,224,161,34,558,268,1640,1053,22,12,9,13,13,346,38,Match Report
6,Newcastle Utd,2023-04-30,Southampton,eng Premier League,W 3-1,3,1,+2,63,2,0,0,0,445,559,79.6,18,50,16,2,67,8521,3254,180,210,85.7,191,219,87.2,64,93,68.8,17,7,5,9,3,11,28,39.3,17,11,0,11,9,26,8,0,4.3,4.3,+3.5,+3.5,3.1,2.4,-2.3,-2.3,-2.1,0.22,22,0.09,0.40,5,22.7,13.3,0,1.0,0.33,0.0,676,39,159,255,222,52,676,355,1727,780,22,10,11,24,13,438,65,Match Report
7,Newcastle Utd,2023-04-27,Everton,eng Premier League,W 4-1,4,1,+3,60,4,0,0,0,379,516,73.4,10,20,9,2,33,6830,3062,188,228,82.5,134,164,81.7,46,86,53.5,14,7,7,7,0,6,19,31.6,13,10,3,7,9,23,17,1,2.4,2.4,+1.6,+1.6,1.1,0.9,+1.6,+1.6,+0.9,0.16,15,0.27,0.57,7,46.7,14.3,0,0.2,0.04,-0.8,636,61,255,211,157,30,636,311,1465,686,17,11,10,26,11,379,33,Match Report
8,Newcastle Utd,2023-04-23,Tottenham,eng Premier League,W 6-1,6,1,+5,56,6,0,0,0,473,557,84.9,21,36,13,2,51,8568,2967,220,246,89.4,192,210,91.4,52,76,68.4,13,7,7,6,0,4,16,25.0,12,17,3,14,6,19,10,0,3.7,3.7,+2.7,+2.7,3.0,1.5,+2.3,+2.3,+1.0,0.16,25,0.24,0.75,8,32.0,14.3,0,1.1,0.36,+0.1,662,35,128,255,194,39,662,465,1978,976,21,19,6,12,8,470,50,Match Report
9,Newcastle Utd,2023-04-15,Aston Villa,eng Premier League,L 0-3,0,3,-3,48,0,0,0,0,307,402,76.4,7,16,6,1,34,5070,1921,163,183,89.1,101,122,82.8,33,68,48.5,18,11,3,9,6,8,17,47.1,9,15,3,12,7,25,12,0,0.5,0.5,-1.4,-1.4,0.5,0.6,-0.5,-0.5,-0.5,0.06,8,0.00,0.00,2,25.0,16.8,0,1.5,0.25,-1.5,511,47,169,216,130,15,511,228,1273,639,15,9,3,11,7,305,34,Match Report
10,Newcastle Utd,2023-04-08,Brentford,eng Premier League,W 2-1,2,1,+1,58,1,0,0,0,362,448,80.8,9,31,8,0,34,6447,2208,177,190,93.2,137,158,86.7,42,80,52.5,19,10,9,8,2,13,22,59.1,9,7,2,5,7,26,27,0,1.3,1.3,-1.3,+0.3,1.3,1.0,-0.3,-0.3,-0.3,0.13,10,0.10,0.25,4,40.0,14.8,0,2.4,0.07,+1.4,558,72,172,226,163,14,558,302,1675,809,16,25,2,11,5,361,34,Match Report
