Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Arsenal,2023-05-28,Wolves,eng Premier League,W 5-0,5,0,+5,51,5,0,0,0,418,484,86.4,11,36,12,1,45,7192,2257,183,198,92.4,197,213,92.5,27,52,51.9,17,14,4,9,4,8,24,33.3,16,11,2,9,2,19,15,0,2.8,2.8,+2.3,+2.3,2.5,1.9,+2.2,+2.2,+1.5,0.20,14,0.36,0.63,8,57.1,13.7,1,0.0,,0.0,573,53,152,235,191,38,573,341,1815,998,20,14,8,10,5,410,44,Match Report
2,Arsenal,2023-05-20,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,81,0,0,0,0,665,764,87.0,8,69,12,0,72,10414,2694,335,359,93.3,282,312,90.4,26,46,56.5,8,3,1,3,4,4,11,36.4,7,5,1,4,6,14,14,2,0.6,0.6,+0.1,+0.1,0.4,0.9,-0.6,-0.6,-0.4,0.06,11,0.00,0.00,3,27.3,16.4,0,0.5,0.27,-0.5,852,40,148,255,255,31,852,583,3252,2012,30,25,5,16,11,656,71,Match Report
3,Arsenal,2023-05-14,Brighton,eng Premier League,L 0-3,0,3,-3,41,0,0,0,0,292,387,75.5,12,20,5,0,28,4930,1704,140,167,83.8,125,140,89.3,24,61,39.3,20,6,8,9,3,12,25,48.0,13,12,1,11,7,27,6,1,0.9,0.9,-0.8,-0.8,0.8,0.6,-0.9,-0.9,-0.8,0.07,14,0.00,0.00,2,14.3,16.4,0,1.8,0.32,-1.2,483,49,181,189,117,23,483,269,1281,704,14,8,10,9,11,286,27,Match Report
4,Arsenal,2023-05-07,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,45,1,0,0,0,291,374,77.8,9,15,8,0,27,4854,1993,143,162,88.3,129,151,85.4,16,50,32.0,23,18,12,6,5,10,22,45.5,12,14,3,11,8,31,24,0,1.3,1.3,-0.1,-0.1,1.2,0.6,-0.3,-0.3,-0.2,0.13,10,0.10,0.17,6,60.0,16.6,0,0.8,0.16,+0.8,511,78,211,189,119,20,511,266,1236,563,16,12,3,20,11,286,26,Match Report
5,Arsenal,2023-05-02,Chelsea,eng Premier League,W 3-1,3,1,+2,55,3,0,0,0,485,577,84.1,11,41,13,3,55,8073,2607,217,239,90.8,221,239,92.5,30,61,49.2,12,4,2,6,4,4,13,30.8,9,10,2,8,7,19,12,0,1.7,1.7,+1.0,+1.0,1.3,1.5,+1.3,+1.3,+0.7,0.11,16,0.19,0.33,9,56.3,13.0,0,1.4,0.34,+0.4,680,63,175,255,191,37,680,415,1891,911,17,12,9,8,9,481,55,Match Report
6,Arsenal,2023-04-26,Manchester City,eng Premier League,L 1-4,1,4,-3,48,1,0,0,0,400,481,83.2,5,27,5,0,30,7021,2086,173,194,89.2,196,216,90.7,30,60,50.0,10,4,4,4,2,4,11,36.4,7,8,2,6,5,15,13,0,0.5,0.5,-2.0,-2.0,0.3,0.5,+0.5,+0.5,+0.7,0.06,8,0.13,0.50,2,25.0,18.0,1,2.6,0.29,-1.4,549,71,212,255,88,18,549,367,1807,850,11,9,5,8,8,398,30,Match Report
7,Arsenal,2023-04-21,Southampton,eng Premier League,D 3-3,3,3,0,74,3,0,0,0,611,729,83.8,19,82,27,6,91,10793,3277,257,291,88.3,280,315,88.9,58,88,65.9,17,10,8,5,4,6,18,33.3,12,5,0,5,4,21,4,1,2.5,2.5,+1.2,+1.2,2.2,2.1,+0.5,+0.5,-0.2,0.10,25,0.12,0.60,5,20.0,15.3,0,1.6,0.28,-1.4,821,31,148,255,255,68,821,526,2958,1656,33,16,11,12,10,606,89,Match Report
8,Arsenal,2023-04-16,West Ham,eng Premier League,D 2-2,2,2,0,70,2,0,1,1,547,643,85.1,6,39,9,2,50,9550,3029,241,267,90.3,262,294,89.1,41,67,61.2,13,9,6,6,1,8,14,57.1,6,14,7,7,3,16,25,0,2.7,2.0,+0.9,+1.0,1.7,1.5,-0.7,0.0,+0.3,0.20,10,0.20,0.40,5,50.0,13.9,0,1.8,0.28,-0.2,742,77,253,255,194,21,741,472,2499,1373,14,19,2,10,7,544,49,Match Report
9,Arsenal,2023-04-09,Liverpool,eng Premier League,D 2-2,2,2,0,41,2,0,0,0,301,399,75.4,6,32,5,1,27,5688,2357,142,161,88.2,114,137,83.2,38,80,47.5,21,11,11,7,3,8,12,66.7,4,15,5,10,10,31,29,1,1.4,1.4,-2.5,-1.7,1.2,0.7,+0.6,+0.6,-0.2,0.16,9,0.22,0.40,5,55.6,15.7,0,2.7,0.51,+0.7,542,91,204,215,128,19,542,265,1353,726,18,12,9,18,9,297,27,Match Report
10,Arsenal,2023-04-01,Leeds United,eng Premier League,W 4-1,4,1,+3,66,3,1,1,0,564,668,84.4,9,41,7,3,45,9661,2894,258,292,88.4,240,261,92.0,52,76,68.4,15,9,6,8,1,6,12,50.0,6,12,1,11,8,23,17,0,3.8,3.0,+3.0,+2.2,2.8,1.8,+0.2,0.0,+0.2,0.25,12,0.25,0.75,4,33.3,13.9,0,0.5,0.10,-0.5,784,52,194,255,208,28,783,560,2511,1308,15,19,9,12,8,558,45,Match Report
