Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Aston Villa,2020-07-26,West Ham,eng Premier League,D 1-1,1,1,0,38,1,0,0,0,217,323,67.2,10,17,5,2,18,4510,1772,74,90,82.2,102,129,79.1,36,89,40.4,13,3,5,6,2,6,11,54.5,5,12,3,9,10,23,12,0,1.0,1.0,+0.1,+0.1,0.9,0.4,0.0,0.0,+0.1,0.08,13,0.08,0.25,4,30.8,16.7,1,0.1,0.10,-0.9,415,42,115,212,97,14,415,193,1165,484,11,9,2,12,9,212,18,Match Report
2,Aston Villa,2020-07-21,Arsenal,eng Premier League,W 1-0,1,0,+1,31,1,0,0,0,216,303,71.3,7,10,6,2,19,4368,1917,92,108,85.2,76,102,74.5,41,73,56.2,16,9,11,3,2,4,8,50.0,4,8,3,5,10,26,34,0,0.6,0.6,-0.1,-0.1,0.5,0.3,+0.4,+0.4,+0.5,0.07,8,0.13,0.33,3,37.5,17.9,0,0.0,,0.0,406,72,157,152,103,17,406,182,1153,639,19,10,3,13,3,214,19,Match Report
3,Aston Villa,2020-07-16,Everton,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,313,412,76.0,12,25,11,4,39,6178,2879,124,139,89.2,105,133,78.9,60,104,57.7,9,5,3,2,4,1,12,8.3,11,7,2,5,7,16,18,0,1.3,1.3,+0.4,+0.4,1.2,1.2,-0.3,-0.3,-0.2,0.09,15,0.07,1.00,1,6.7,18.7,1,0.3,0.27,-0.7,493,63,149,211,138,15,493,256,1402,681,17,10,4,13,7,310,38,Match Report
4,Aston Villa,2020-07-12,Crystal Palace,eng Premier League,W 2-0,2,0,+2,45,2,0,0,0,258,363,71.1,10,20,8,2,30,5198,2382,111,133,83.5,95,125,76.0,42,79,53.2,12,8,7,4,1,3,21,14.3,18,5,1,4,13,25,13,0,1.7,1.7,+0.5,+0.5,1.5,0.8,+0.3,+0.3,-0.5,0.15,12,0.17,0.22,9,75.0,18.5,1,0.4,0.08,+0.4,449,62,156,185,113,17,449,239,1451,833,24,14,3,10,9,252,29,Match Report
5,Aston Villa,2020-07-09,Manchester Utd,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,264,353,74.8,7,17,7,4,26,4610,1859,124,145,85.5,91,116,78.4,32,61,52.5,9,6,3,5,1,4,13,30.8,9,10,1,9,15,24,17,0,0.5,0.5,-1.8,-1.0,0.4,0.4,-0.5,-0.5,-0.4,0.06,9,0.00,0.00,1,11.1,20.4,1,2.4,0.24,-0.6,440,61,133,199,111,14,440,251,1460,747,16,5,3,7,6,259,24,Match Report
6,Aston Villa,2020-07-05,Liverpool,eng Premier League,L 0-2,0,2,-2,30,0,0,0,0,199,312,63.8,9,18,7,1,31,3617,1773,95,110,86.4,64,95,67.4,32,84,38.1,8,5,4,3,1,3,13,23.1,10,12,1,11,17,25,27,0,0.7,0.7,-0.1,-0.1,0.7,0.3,-0.7,-0.7,-0.7,0.07,9,0.00,0.00,3,33.3,18.0,0,1.5,0.39,-0.5,416,73,182,151,94,12,416,209,1215,599,12,7,0,17,4,196,30,Match Report
7,Aston Villa,2020-06-27,Wolves,eng Premier League,L 0-1,0,1,-1,48,0,0,0,0,367,458,80.1,9,37,6,3,30,6601,2189,173,187,92.5,145,164,88.4,44,91,48.4,8,2,6,1,1,3,11,27.3,8,10,1,9,11,19,11,1,0.6,0.6,-0.1,-0.1,0.4,0.4,-0.6,-0.6,-0.4,0.06,11,0.00,0.00,1,9.1,15.4,0,0.7,0.33,-0.4,538,30,128,255,121,14,538,337,1846,813,12,11,2,12,5,365,30,Match Report
8,Aston Villa,2020-06-24,Newcastle Utd,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,312,424,73.6,13,35,9,4,48,5447,2391,147,162,90.7,135,180,75.0,28,73,38.4,5,2,3,2,0,4,17,23.5,13,11,6,5,12,17,18,0,1.6,1.6,+0.8,+0.8,1.6,1.4,-0.6,-0.6,-0.6,0.12,14,0.07,0.50,2,14.3,18.3,1,0.9,0.29,-0.1,511,50,147,203,166,16,511,337,1758,945,17,18,2,15,4,310,48,Match Report
9,Aston Villa,2020-06-21,Chelsea,eng Premier League,L 1-2,1,2,-1,27,1,0,0,0,176,277,63.5,5,17,3,2,15,3256,1538,80,104,76.9,65,94,69.1,24,63,38.1,8,3,4,3,1,3,8,37.5,5,14,7,7,17,25,36,0,1.0,1.0,0.0,0.0,0.6,0.7,0.0,0.0,-0.6,0.15,8,0.13,0.25,4,50.0,15.0,1,1.0,0.20,-1.0,382,83,154,146,84,7,382,157,806,297,5,6,1,9,6,174,14,Match Report
10,Aston Villa,2020-06-17,Sheffield Utd,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,340,445,76.4,12,24,3,0,30,7308,2582,115,139,82.7,150,176,85.2,67,106,63.2,8,6,5,2,1,4,9,44.4,5,10,3,7,5,13,20,1,1.4,1.4,+1.0,+1.0,1.3,1.2,-1.4,-1.4,-1.3,0.10,14,0.00,0.00,6,42.9,10.0,0,0.0,0.05,0.0,536,45,196,221,123,23,536,300,1698,678,12,13,2,10,12,336,30,Match Report
11,Aston Villa,2020-03-09,Leicester City,eng Premier League,L 0-4,0,4,-4,36,0,0,0,0,234,344,68.0,3,10,1,0,18,4037,1788,119,143,83.2,82,110,74.5,25,65,38.5,23,16,13,9,1,15,24,62.5,9,7,1,6,10,33,30,1,0.5,0.5,-1.7,-0.9,0.4,0.3,-0.5,-0.5,-0.4,0.12,4,0.00,0.00,1,25.0,15.4,0,1.7,0.10,-2.3,470,70,186,230,59,4,470,190,1029,445,11,9,0,14,14,232,18,Match Report
12,Aston Villa,2020-02-22,Southampton,eng Premier League,L 0-2,0,2,-2,54,0,0,0,0,324,454,71.4,4,18,8,2,29,6001,2365,134,164,81.7,129,160,80.6,45,91,49.5,13,6,10,3,0,6,20,30.0,14,12,8,4,10,23,27,0,0.5,0.5,-2.2,-2.2,0.5,0.3,-0.5,-0.5,-0.5,0.12,4,0.00,0.00,1,25.0,16.9,0,1.9,0.21,-0.1,565,94,235,244,91,14,565,308,1577,745,12,10,4,12,13,320,29,Match Report
13,Aston Villa,2020-02-16,Tottenham,eng Premier League,L 2-3,2,3,-1,55,1,0,0,0,381,511,74.6,14,26,8,2,41,7082,2790,166,197,84.3,155,189,82.0,53,92,57.6,14,8,5,7,2,7,20,35.0,13,18,7,11,15,29,18,4,1.8,1.8,-1.6,-0.7,1.6,1.3,-0.8,-0.8,-0.6,0.10,18,0.06,0.25,4,22.2,14.8,1,2.5,0.15,-0.5,648,81,216,255,154,31,648,295,1904,983,17,13,5,19,13,375,40,Match Report
14,Aston Villa,2020-02-01,Bournemouth,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,380,517,73.5,15,43,7,4,51,7379,2383,148,178,83.1,176,212,83.0,51,102,50.0,5,1,4,1,0,2,9,22.2,7,13,5,8,9,14,15,0,1.7,1.7,-0.4,-0.4,1.2,0.9,-0.7,-0.7,-1.2,0.10,17,0.06,0.25,4,23.5,13.6,0,1.5,0.25,-0.5,626,57,197,255,172,35,626,352,2306,1263,19,11,7,17,6,378,51,Match Report
15,Aston Villa,2020-01-21,Watford,eng Premier League,W 2-1,2,1,+1,64,2,0,0,0,492,630,78.1,14,42,4,1,54,9253,3068,205,241,85.1,220,263,83.7,63,100,63.0,9,2,5,2,2,4,14,28.6,10,9,3,6,12,21,16,1,1.3,1.3,-0.5,-0.5,0.8,0.6,+0.7,+0.7,+0.2,0.08,16,0.13,0.40,5,31.3,15.8,0,1.6,0.80,+0.6,747,62,217,255,196,31,747,389,2561,1326,31,17,11,23,11,488,53,Match Report
16,Aston Villa,2020-01-18,Brighton,eng Premier League,D 1-1,1,1,0,45,1,0,0,0,325,452,71.9,5,24,4,1,31,5666,2303,168,198,84.8,110,142,77.5,42,82,51.2,20,12,11,9,0,3,14,21.4,11,16,5,11,14,34,19,0,0.6,0.6,-0.4,-0.4,0.4,0.3,+0.4,+0.4,+0.6,0.08,8,0.13,0.33,3,37.5,16.4,1,0.8,0.38,-0.2,583,63,206,255,121,14,583,276,1589,765,13,8,4,16,13,321,31,Match Report
17,Aston Villa,2020-01-12,Manchester City,eng Premier League,L 1-6,1,6,-5,30,0,1,1,0,313,389,80.5,5,11,5,2,12,5377,1842,155,173,89.6,116,134,86.6,33,61,54.1,15,9,9,5,1,6,25,24.0,19,11,3,8,9,24,20,2,1.1,0.3,-1.7,-2.5,0.3,0.2,-0.1,-0.3,-0.3,0.06,6,0.00,,0,0.0,16.2,0,3.7,0.34,-2.3,500,73,224,195,84,16,499,302,1270,575,11,10,4,16,7,312,12,Match Report
18,Aston Villa,2020-01-01,Burnley,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,240,360,66.7,9,18,5,1,22,4472,1927,115,144,79.9,91,123,74.0,32,72,44.4,13,9,6,7,0,5,8,62.5,3,9,6,3,3,16,35,1,1.3,1.3,-0.9,-0.9,0.9,0.7,+0.7,+0.7,+0.1,0.12,11,0.18,0.33,6,54.5,16.0,0,0.8,0.77,-0.2,475,80,208,178,96,14,475,182,1162,614,13,11,4,11,2,239,21,Match Report
19,Aston Villa,2019-12-28,Watford,eng Premier League,L 0-3,0,3,-3,51,0,0,0,0,384,484,79.3,9,30,9,4,45,6884,2284,169,196,86.2,173,201,86.1,38,71,53.5,11,6,6,3,2,3,10,30.0,7,17,9,8,11,22,22,2,0.6,0.6,-2.1,-1.3,0.6,0.7,-0.6,-0.6,-0.6,0.06,11,0.00,0.00,2,18.2,21.8,0,3.0,0.39,0.0,602,64,198,251,157,20,602,316,1997,1124,17,17,3,16,5,379,44,Match Report
20,Aston Villa,2019-12-26,Norwich City,eng Premier League,W 1-0,1,0,+1,43,1,0,0,0,300,418,71.8,11,18,8,3,33,5130,1998,142,162,87.7,114,154,74.0,32,73,43.8,19,12,11,5,3,9,20,45.0,11,13,5,8,6,25,22,1,0.6,0.6,-0.6,-0.6,0.6,1.0,+0.4,+0.4,+0.4,0.05,11,0.09,0.50,2,18.2,17.5,0,0.7,0.13,+0.7,516,61,169,201,152,20,516,298,1584,870,16,14,4,17,6,298,32,Match Report
