Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Watford,2020-07-26,Arsenal,eng Premier League,L 2-3,2,3,-1,50,1,1,1,0,371,467,79.4,13,35,16,6,43,6655,2818,165,182,90.7,149,167,89.2,47,82,57.3,7,5,4,1,2,6,22,27.3,16,9,4,5,10,17,6,0,3.7,2.9,+1.4,+1.4,2.5,2.4,-1.7,-1.9,-1.5,0.16,18,0.06,0.20,5,27.8,13.7,1,2.9,0.39,-0.1,560,44,134,233,204,42,559,304,1965,1036,22,18,6,19,9,368,42,Match Report
2,Watford,2020-07-21,Manchester City,eng Premier League,L 0-4,0,4,-4,24,0,0,0,0,167,257,65.0,1,8,2,0,9,3034,1539,92,105,87.6,48,70,68.6,24,69,34.8,18,9,12,4,2,10,23,43.5,13,17,10,7,11,29,23,0,0.1,0.1,-3.2,-2.3,0.1,0.0,-0.1,-0.1,-0.1,0.06,2,0.00,,0,0.0,15.7,0,4.4,0.35,+0.4,374,81,205,128,47,5,374,169,797,259,4,0,1,17,15,164,8,Match Report
3,Watford,2020-07-17,West Ham,eng Premier League,L 1-3,1,3,-2,59,1,0,0,0,372,506,73.5,10,41,15,4,59,6760,2805,177,211,83.9,148,187,79.1,44,87,50.6,16,9,9,7,0,5,16,31.3,11,9,4,5,11,27,24,0,1.5,1.5,+0.6,+0.6,1.0,0.8,-0.5,-0.5,-1.0,0.11,14,0.07,0.33,3,21.4,14.9,0,1.5,0.37,-1.5,621,44,181,255,176,27,621,400,1992,997,17,17,4,15,8,368,57,Match Report
4,Watford,2020-07-11,Newcastle Utd,eng Premier League,W 2-1,2,1,+1,49,0,2,2,0,248,367,67.6,13,16,8,1,30,4705,2336,111,142,78.2,101,140,72.1,31,65,47.7,12,9,8,3,1,5,13,38.5,8,8,0,8,5,17,10,0,3.4,1.8,+2.1,+0.5,1.6,1.3,-1.4,-1.8,-1.6,0.14,15,0.00,0.00,3,20.0,13.9,0,1.2,0.30,+0.2,449,37,145,178,133,33,447,240,1215,612,16,9,1,16,11,246,30,Match Report
5,Watford,2020-07-07,Norwich City,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,300,425,70.6,6,25,6,2,34,5387,2174,133,160,83.1,118,155,76.1,37,80,46.3,21,10,14,6,1,11,27,40.7,16,10,3,7,14,35,9,0,1.2,1.2,-0.1,-0.1,1.0,1.0,+0.8,+0.8,0.0,0.13,9,0.22,0.50,4,44.4,13.2,0,0.9,0.31,-0.1,524,48,157,203,168,22,524,291,1462,591,11,14,2,14,14,297,33,Match Report
6,Watford,2020-07-04,Chelsea,eng Premier League,L 0-3,0,3,-3,30,0,0,0,0,244,334,73.1,4,19,3,0,26,4600,1924,108,128,84.4,93,114,81.6,35,67,52.2,24,15,10,8,6,6,13,46.2,7,11,8,3,11,35,20,0,0.6,0.6,-1.9,-1.1,0.4,0.3,-0.6,-0.6,-0.4,0.09,7,0.00,0.00,3,42.9,21.8,2,3.3,0.26,+0.3,441,66,195,173,80,12,441,190,1033,500,5,9,1,14,10,243,26,Match Report
7,Watford,2020-06-28,Southampton,eng Premier League,L 1-3,1,3,-2,48,0,0,0,0,298,455,65.5,2,23,4,0,32,5391,2292,141,177,79.7,99,147,67.3,46,100,46.0,13,8,6,4,3,4,13,30.8,9,10,1,9,14,27,10,1,0.5,0.5,-0.8,-0.8,0.2,0.4,-0.5,-0.5,-0.2,0.06,8,0.00,,0,0.0,20.2,0,1.4,0.20,-1.6,549,46,185,220,148,14,549,338,1369,541,6,8,2,17,11,296,32,Match Report
8,Watford,2020-06-25,Burnley,eng Premier League,L 0-1,0,1,-1,46,0,0,0,0,235,398,59.0,6,22,5,1,23,4280,1746,119,151,78.8,76,122,62.3,33,103,32.0,16,9,3,11,2,8,12,66.7,4,6,1,5,4,20,14,0,0.7,0.7,-0.2,-0.2,0.5,0.6,-0.7,-0.7,-0.5,0.07,10,0.00,0.00,3,30.0,15.4,1,0.2,0.06,-0.8,468,38,165,174,136,11,468,196,965,493,8,6,0,13,8,233,23,Match Report
9,Watford,2020-06-20,Leicester City,eng Premier League,D 1-1,1,1,0,33,1,0,0,0,180,301,59.8,6,21,8,2,26,3713,2010,90,120,75.0,47,73,64.4,35,83,42.2,13,9,4,6,3,6,11,54.5,5,18,6,12,10,23,24,0,1.3,1.3,+0.3,+0.3,1.1,1.5,-0.3,-0.3,-0.1,0.16,8,0.13,0.25,4,50.0,15.3,0,1.2,0.61,+0.2,427,53,151,128,156,28,427,169,979,471,13,9,4,14,13,179,26,Match Report
10,Watford,2020-03-07,Crystal Palace,eng Premier League,L 0-1,0,1,-1,56,0,0,0,0,376,522,72.0,7,28,11,2,42,5809,2448,205,246,83.3,116,162,71.6,30,64,46.9,22,11,10,10,2,9,23,39.1,14,8,4,4,6,28,18,0,0.6,0.6,-0.3,-0.3,0.3,0.5,-0.6,-0.6,-0.3,0.06,10,0.00,0.00,3,30.0,17.7,0,0.9,0.29,-0.1,633,43,151,255,188,24,633,353,1593,875,19,16,3,16,12,373,42,Match Report
11,Watford,2020-02-29,Liverpool,eng Premier League,W 3-0,3,0,+3,30,3,0,0,0,215,337,63.8,10,9,2,2,16,3777,1892,98,127,77.2,72,106,67.9,27,65,41.5,13,7,12,0,1,7,16,43.8,9,5,2,3,17,30,43,0,2.3,2.3,+2.1,+2.1,1.7,1.0,+0.7,+0.7,+1.3,0.17,14,0.21,0.60,5,35.7,17.4,0,0.1,0.07,+0.1,463,90,189,166,112,24,463,195,925,480,13,11,4,12,4,212,16,Match Report
12,Watford,2020-02-23,Manchester Utd,eng Premier League,L 0-3,0,3,-3,43,0,0,0,0,335,465,72.0,5,26,4,1,32,5563,2438,176,206,85.4,103,136,75.7,35,76,46.1,16,9,7,9,0,3,17,17.6,14,13,4,9,17,33,6,1,0.3,0.3,-2.1,-1.3,0.2,0.4,-0.3,-0.3,-0.2,0.05,7,0.00,0.00,2,28.6,19.3,1,2.4,0.19,-0.6,569,57,144,255,143,16,569,301,1524,812,19,19,3,19,10,333,32,Match Report
13,Watford,2020-02-08,Brighton,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,214,336,63.7,4,11,4,0,21,3740,1625,105,135,77.8,76,102,74.5,26,79,32.9,25,15,18,6,1,10,15,66.7,5,7,3,4,18,43,26,0,0.2,0.2,-0.5,-0.5,0.2,0.3,+0.8,+0.8,+0.8,0.05,5,0.20,0.50,2,40.0,20.4,0,1.0,0.48,+1.0,452,64,188,189,81,15,452,173,1046,586,11,4,4,14,12,214,21,Match Report
14,Watford,2020-02-01,Everton,eng Premier League,L 2-3,2,3,-1,45,2,0,0,0,266,399,66.7,6,20,3,0,24,4411,2246,142,179,79.3,85,123,69.1,25,69,36.2,15,7,10,4,1,5,16,31.3,11,9,3,6,9,24,20,0,0.9,0.9,-1.3,-1.3,0.6,0.3,+1.1,+1.1,+1.4,0.08,11,0.18,1.00,2,18.2,17.6,0,2.2,0.60,-0.8,519,49,160,248,113,13,519,258,1163,592,11,4,5,12,9,265,24,Match Report
15,Watford,2020-01-21,Aston Villa,eng Premier League,L 1-2,1,2,-1,36,1,0,0,0,231,356,64.9,6,23,5,4,19,4189,1828,114,140,81.4,79,109,72.5,30,83,36.1,21,11,13,8,0,10,21,47.6,11,14,2,12,22,43,38,0,1.8,1.8,+0.5,+0.5,1.1,0.6,-0.8,-0.8,-0.1,0.23,8,0.13,0.50,2,25.0,11.5,0,1.5,0.32,-0.5,490,66,186,203,107,13,490,219,1208,470,10,9,6,10,5,230,19,Match Report
16,Watford,2020-01-18,Tottenham,eng Premier League,D 0-0,0,0,0,42,0,0,1,1,256,391,65.5,11,26,10,4,34,4955,2422,119,153,77.8,90,131,68.7,41,76,53.9,25,7,15,6,4,10,26,38.5,16,9,6,3,13,38,12,0,2.5,1.8,+0.6,-0.1,1.6,0.7,-2.5,-1.8,-1.6,0.13,14,0.00,0.00,1,7.1,18.5,1,0.8,0.19,+0.8,512,44,140,191,185,37,511,203,1198,562,17,10,10,19,7,251,34,Match Report
17,Watford,2020-01-12,Bournemouth,eng Premier League,W 3-0,3,0,+3,43,3,0,0,0,314,451,69.6,14,19,9,4,35,5228,2149,161,194,83.0,104,137,75.9,32,73,43.8,27,15,14,12,1,13,22,59.1,9,14,2,12,7,34,37,0,2.0,2.0,+1.7,+1.7,1.4,1.0,+1.0,+1.0,+0.6,0.12,18,0.17,0.60,5,27.8,14.6,0,0.2,0.17,+0.2,576,70,183,255,125,25,576,289,1532,902,22,17,6,8,5,314,35,Match Report
18,Watford,2020-01-01,Wolves,eng Premier League,W 2-1,2,1,+1,37,2,0,0,0,265,370,71.6,8,20,5,1,27,4326,2117,152,175,86.9,68,92,73.9,26,68,38.2,13,7,11,2,0,6,25,24.0,19,11,5,6,12,25,37,0,1.1,1.1,-0.1,-0.1,1.0,0.4,+0.9,+0.9,+1.0,0.12,9,0.22,0.67,3,33.3,17.7,0,1.9,0.47,+0.9,489,75,183,204,110,18,489,242,1129,580,11,5,5,14,10,263,27,Match Report
19,Watford,2019-12-28,Aston Villa,eng Premier League,W 3-0,3,0,+3,49,2,1,1,0,353,459,76.9,14,30,6,1,41,6172,2263,172,191,90.1,127,155,81.9,42,82,51.2,14,10,7,6,1,9,19,47.4,10,9,6,3,9,23,23,0,2.8,2.0,+2.1,+1.3,1.3,1.2,+0.2,0.0,-0.3,0.11,19,0.11,0.40,5,26.3,17.8,0,0.3,0.17,+0.3,570,54,154,243,187,32,569,330,1887,927,17,15,5,11,8,351,40,Match Report
20,Watford,2019-12-26,Sheffield Utd,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,285,423,67.4,3,22,3,0,21,5067,1953,127,161,78.9,101,139,72.7,36,86,41.9,7,3,2,5,0,1,13,7.7,12,16,6,10,8,15,30,0,0.6,0.6,-1.8,-1.0,0.4,0.2,+0.4,+0.4,+0.6,0.12,5,0.20,0.50,2,40.0,19.7,2,2.3,0.34,+1.3,556,80,203,255,93,15,556,218,1301,618,11,8,7,25,8,282,21,Match Report
21,Watford,2019-12-22,Manchester Utd,eng Premier League,W 2-0,2,0,+2,37,1,1,1,0,231,355,65.1,6,13,6,1,21,3588,1512,111,140,79.3,89,112,79.5,14,64,21.9,19,9,8,5,6,11,28,39.3,17,10,3,7,14,33,16,0,1.5,0.7,-0.4,-1.2,0.4,0.5,+0.5,+0.3,+0.6,0.07,10,0.10,0.50,2,20.0,17.0,0,1.9,0.23,+1.9,467,52,147,185,141,29,466,218,1312,697,15,10,5,11,8,225,20,Match Report
22,Watford,2019-12-14,Liverpool,eng Premier League,L 0-2,0,2,-2,32,0,0,0,0,211,339,62.2,6,16,5,1,17,3399,1535,105,137,76.6,60,89,67.4,27,77,35.1,21,15,15,5,1,15,25,60.0,10,13,2,11,13,34,37,0,1.0,1.0,-0.5,-0.5,0.6,0.3,-1.0,-1.0,-0.6,0.12,8,0.00,0.00,2,25.0,17.2,0,2.0,0.34,0.0,475,72,176,210,96,16,475,216,1151,581,13,11,5,16,11,209,17,Match Report
23,Watford,2019-12-07,Crystal Palace,eng Premier League,D 0-0,0,0,0,51,0,0,0,0,310,443,70.0,11,31,8,2,48,6244,2468,131,162,80.9,122,157,77.7,50,108,46.3,14,10,7,6,1,2,14,14.3,12,6,1,5,11,25,16,0,1.4,1.4,+1.2,+1.2,1.3,0.8,-1.4,-1.4,-1.3,0.11,13,0.00,0.00,3,23.1,18.4,1,0.0,,0.0,543,43,143,254,152,23,543,234,1330,709,17,11,5,14,6,307,47,Match Report
24,Watford,2019-12-04,Leicester City,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,249,376,66.2,4,14,3,1,20,4435,1713,126,165,76.4,79,113,69.9,35,71,49.3,17,12,10,7,0,7,20,35.0,13,10,3,7,15,32,31,0,0.2,0.2,-2.3,-1.5,0.2,0.4,-0.2,-0.2,-0.2,0.05,4,0.00,0.00,1,25.0,20.0,0,2.7,0.36,+0.7,503,51,132,250,124,19,503,235,1325,646,16,10,4,19,3,246,20,Match Report
25,Watford,2019-11-30,Southampton,eng Premier League,L 1-2,1,2,-1,37,1,0,0,0,233,370,63.0,4,16,5,3,25,3783,1634,122,154,79.2,80,121,66.1,21,62,33.9,18,10,11,7,0,7,27,25.9,20,10,3,7,13,31,35,0,0.6,0.6,-1.5,-1.5,0.2,0.5,+0.4,+0.4,-0.2,0.10,6,0.17,0.33,3,50.0,18.2,0,2.1,0.42,+0.1,489,58,187,204,105,13,489,211,1014,457,8,8,2,11,9,233,25,Match Report
26,Watford,2019-11-23,Burnley,eng Premier League,L 0-3,0,3,-3,62,0,0,0,0,336,461,72.9,11,23,8,3,24,5402,1845,174,197,88.3,112,152,73.7,29,75,38.7,11,9,7,2,2,3,11,27.3,8,5,3,2,1,12,23,1,1.0,1.0,-0.9,-0.4,0.7,1.0,-1.0,-1.0,-0.7,0.07,15,0.00,0.00,4,26.7,18.9,3,2.1,0.23,-0.9,560,37,174,221,169,26,560,296,1564,931,27,15,7,16,5,333,24,Match Report
27,Watford,2019-11-08,Norwich City,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,249,340,73.2,8,16,2,1,19,4176,1895,134,157,85.4,65,77,84.4,31,67,46.3,25,13,15,10,0,14,31,45.2,17,13,5,8,15,40,38,0,1.3,1.3,+0.5,+0.5,0.7,0.4,+0.7,+0.7,+0.3,0.10,12,0.17,1.00,2,16.7,18.6,0,0.3,0.07,+0.3,486,79,185,194,113,18,486,264,1491,732,18,18,5,15,10,244,18,Match Report
