Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
1,Leicester City,2020-07-26,Manchester Utd,eng Premier League,L 0-2,0,2,-2,46,0,0,0,0,379,474,80.0,12,24,6,4,28,6571,2427,178,194,91.8,146,165,88.5,44,84,52.4,23,11,10,13,0,7,15,46.7,8,9,1,8,16,39,12,1,0.8,0.8,-0.5,+0.3,0.7,0.8,-0.8,-0.8,-0.7,0.06,14,0.00,0.00,3,21.4,17.2,1,1.2,0.06,-0.8,586,51,182,255,117,14,586,408,1648,738,13,11,3,16,13,375,28,Match Report
2,Leicester City,2020-07-19,Tottenham,eng Premier League,L 0-3,0,3,-3,70,0,0,0,0,661,752,87.9,17,49,10,6,54,10921,2964,326,346,94.2,262,296,88.5,58,78,74.4,12,6,1,8,3,7,19,36.8,12,14,3,11,8,20,8,0,1.7,1.7,+0.9,+0.9,0.8,1.0,-1.7,-1.7,-0.8,0.09,24,0.00,0.00,6,25.0,18.4,2,1.7,0.57,-0.3,858,30,114,255,255,26,858,509,2817,1497,29,28,7,17,12,658,54,Match Report
3,Leicester City,2020-07-16,Sheffield Utd,eng Premier League,W 2-0,2,0,+2,54,2,0,0,0,397,522,76.1,12,39,5,3,26,7318,2496,180,211,85.3,153,181,84.5,54,105,51.4,18,9,9,8,1,4,10,40.0,6,6,0,6,13,31,23,0,2.6,2.6,+1.9,+1.9,2.2,1.0,-0.6,-0.6,-0.2,0.17,15,0.13,0.29,7,46.7,16.0,0,0.8,0.82,+0.8,628,49,215,249,169,25,628,299,1607,774,18,6,6,13,6,392,26,Match Report
4,Leicester City,2020-07-12,Bournemouth,eng Premier League,L 1-4,1,4,-3,56,1,0,0,0,464,594,78.1,9,27,13,1,45,7870,3011,229,249,92.0,177,226,78.3,45,87,51.7,17,10,6,9,2,6,18,33.3,12,12,2,10,15,32,15,2,1.5,1.5,-1.0,-0.2,0.4,0.5,-0.5,-0.5,-0.4,0.12,13,0.08,0.20,5,38.5,17.9,0,2.9,0.49,-0.1,702,55,235,255,149,24,702,388,1709,826,16,15,5,20,5,464,45,Match Report
5,Leicester City,2020-07-07,Arsenal,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,489,603,81.1,11,46,10,6,37,8739,2939,224,245,91.4,213,252,84.5,48,89,53.9,17,12,8,9,0,9,15,60.0,6,12,2,10,8,25,20,0,0.9,0.9,-0.1,-0.1,0.9,0.6,+0.1,+0.1,+0.1,0.07,13,0.08,0.20,5,38.5,21.2,1,2.0,0.29,+1.0,706,74,222,255,152,15,706,345,1597,760,15,8,1,20,4,487,37,Match Report
6,Leicester City,2020-07-04,Crystal Palace,eng Premier League,W 3-0,3,0,+3,52,3,0,0,0,455,546,83.3,12,27,5,3,29,7452,2751,254,270,94.1,153,186,82.3,39,63,61.9,29,17,14,15,0,9,23,39.1,14,10,1,9,14,43,24,0,2.8,2.8,+2.1,+2.1,2.1,1.1,+0.2,+0.2,+0.9,0.19,15,0.20,0.75,4,26.7,15.4,0,0.1,0.12,+0.1,681,46,201,255,127,16,681,439,1865,929,15,17,3,23,8,453,28,Match Report
7,Leicester City,2020-07-01,Everton,eng Premier League,L 1-2,1,2,-1,65,1,0,0,0,551,661,83.4,12,38,7,1,46,9590,2932,233,257,90.7,258,289,89.3,42,75,56.0,15,10,7,5,3,4,17,23.5,13,11,3,8,6,21,9,0,1.8,1.8,+0.6,+1.4,1.2,1.3,-0.8,-0.8,-1.2,0.12,15,0.07,0.33,3,20.0,15.7,0,1.0,0.02,-1.0,757,44,188,255,220,28,757,503,2774,1386,26,21,3,11,9,544,46,Match Report
8,Leicester City,2020-06-23,Brighton,eng Premier League,D 0-0,0,0,0,66,0,0,0,0,532,636,83.6,8,48,11,4,50,8915,2779,256,278,92.1,216,245,88.2,48,79,60.8,16,9,10,6,0,5,16,31.3,11,11,5,6,9,25,21,0,0.6,0.6,-0.5,+0.3,0.4,0.8,-0.6,-0.6,-0.4,0.06,11,0.00,0.00,2,18.2,16.8,1,1.0,0.01,+1.0,737,45,181,255,156,25,737,516,2821,1098,17,18,5,16,15,524,49,Match Report
9,Leicester City,2020-06-20,Watford,eng Premier League,D 1-1,1,1,0,67,1,0,0,0,481,610,78.9,12,43,6,1,50,8027,2524,225,253,88.9,210,243,86.4,31,70,44.3,27,17,18,5,4,14,19,73.7,5,10,1,9,4,31,26,1,1.0,1.0,-0.3,-0.3,0.8,0.9,0.0,0.0,+0.2,0.06,15,0.07,0.50,2,13.3,22.7,1,0.7,0.17,-0.3,729,72,213,255,178,16,729,401,2066,1135,19,12,4,14,7,481,50,Match Report
10,Leicester City,2020-03-09,Aston Villa,eng Premier League,W 4-0,4,0,+4,64,3,1,1,0,491,612,80.2,13,37,11,2,53,8796,3109,217,254,85.4,196,223,87.9,59,82,72.0,24,13,6,16,2,10,15,66.7,5,5,0,5,8,32,14,0,2.1,1.3,+1.7,+0.9,1.3,1.1,+1.9,+1.7,+0.7,0.10,14,0.21,0.50,6,42.9,15.5,0,0.1,0.11,+0.1,723,47,185,255,194,37,722,479,2167,1110,23,18,10,17,8,490,53,Match Report
11,Leicester City,2020-02-28,Norwich City,eng Premier League,L 0-1,0,1,-1,57,0,0,0,0,423,522,81.0,13,32,9,1,46,7603,2532,179,207,86.5,176,205,85.9,53,81,65.4,15,4,7,5,3,5,21,23.8,16,10,4,6,9,24,12,1,1.3,1.3,+0.6,+0.6,0.8,1.0,-1.3,-1.3,-0.8,0.07,19,0.00,0.00,4,21.1,16.6,0,0.8,0.14,-0.2,626,47,193,234,208,28,626,418,2119,1218,24,17,8,15,14,422,46,Match Report
